[10:02:08]	LightRinger has connected.
[17:55:54]	MSE-2324 entered observer.
[17:56:00]	MSE-2324 exited observer at their location.
[17:56:01]	MSE-2324 entered observer.
[17:56:01]	MSE-2324 exited observer at their location.
[17:56:04]	MSE-2324 entered observer.
[17:56:04]	MSE-2324 exited observer at their location.
[17:56:04]	MSE-2324 entered observer.
[17:56:07]	MSE-2324 exited observer at their location.
[17:56:08]	MSE-2324 entered observer.
[17:56:09]	MSE-2324 exited observer at their location.
[17:56:09]	MSE-2324 entered observer.
[17:56:30]	MSE-2324 exited observer at their location.
[17:56:31]	MSE-2324 entered observer.
[17:56:44]	MSE-2324 exited observer at their location.
[17:56:44]	MSE-2324 entered observer.
[17:56:47]	MSE-2324 exited observer at their location.
[17:56:48]	MSE-2324 entered observer.
[17:56:49]	MSE-2324 exited observer at their location.
[17:56:50]	MSE-2324 entered observer.
[17:56:50]	MSE-2324 exited observer at their location.
[17:56:51]	MSE-2324 entered observer.
[17:56:52]	MSE-2324 exited observer at their location.
[17:56:53]	MSE-2324 entered observer.
[17:57:06]	MSE-2324 exited observer at their location.
[17:57:06]	MSE-2324 entered observer.
[17:57:08]	MSE-2324 exited observer at their location.
[17:57:09]	MSE-2324 entered observer.
[17:57:11]	MSE-2324 exited observer at their location.
[17:57:11]	MSE-2324 entered observer.
[17:57:18]	MSE-2324 exited observer at their location.
[17:57:18]	MSE-2324 has taken 43 damage from worldspawn.
[17:57:18]	MSE-2324 has taken 8 damage from engine_rotating.
[17:57:18]	MSE-2324 has taken 8 damage from engine_rotating.
[17:57:18]	MSE-2324 has taken 8 damage from engine_rotating.
[17:57:18]	MSE-2324 has taken 8 damage from engine_rotating.
[17:57:18]	MSE-2324 has taken 8 damage from engine_rotating.
[17:57:18]	MSE-2324 has taken 8 damage from engine_rotating.
[17:57:18]	MSE-2324 has taken 8 damage from engine_rotating.
[17:57:18]	engine_rotating has killed MSE-2324.
[17:57:19]	MSE-2324 entered observer.
[17:57:39]	MSE-2324 entered observer.
[17:58:24]	MSE-2324 has spawned a 'Entity [1114][lunasflightschool_imp_dropship]'.
[17:58:25]	MSE-2324 exited observer at their location.
[17:58:25]	MSE-2324 has taken 19 damage from worldspawn.
[17:58:37]	xtxt13 (STEAM_0:0:539178938) has disconnected.
[17:59:02]	MSE-2324 has spawned a 'Entity [1074][lunasflightschool_lambda]'.
[17:59:04]	MSE-2324 entered observer.
[17:59:08]	MSE-2324 exited observer at their location.
[17:59:16]	MSE-2324 entered observer.
[17:59:19]	MSE-2324 has spawned a 'Entity [1074][lunasflightschool_lambda]'.
[17:59:26]	MSE-2324 has spawned a 'Entity [1074][lunasflightschool_lambda]'.
[17:59:30]	MSE-2324 exited observer at their location.
[18:00:25]	MSE-2324 entered observer.
[18:00:28]	MSE-2324 exited observer at their location.
[18:00:34]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:00:48]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:00:48]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:00:48]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:00:48]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:00:48]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:00:48]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:00:48]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:00:48]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:00:48]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:00:48]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:00:48]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:00:48]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:00:48]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:00:48]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:00:50]	MSE-2324 entered observer.
[18:01:05]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:01:05]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:01:05]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:01:05]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:01:05]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:01:05]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:01:05]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:01:05]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:01:05]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:01:05]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:01:05]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:01:05]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:01:05]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:01:05]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:01:07]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:01:07]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:01:07]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:01:07]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:01:07]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:01:07]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:01:07]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:01:07]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:01:07]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:01:07]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:01:07]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:01:07]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:01:07]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:01:07]	MSE-2324 has spawned 'models/props_trainstation/traincar_rack001.mdl'.
[18:01:25]	MSE-2324 exited observer at their location.
[18:01:26]	MSE-2324 entered observer.
[18:01:27]	MSE-2324 exited observer at their location.
[18:01:31]	MSE-2324 entered observer.
[18:02:35]	MSE-2324 exited observer at their location.
[18:02:36]	MSE-2324 entered observer.
[18:03:08]	MSE-2324 exited observer at their location.
[18:03:13]	MSE-2324 entered observer.
[18:03:50]	MSE-2324 exited observer at their location.
[18:03:51]	MSE-2324 entered observer.
[18:03:52]	MSE-2324 exited observer at their location.
[18:03:53]	MSE-2324 entered observer.
[18:03:54]	MSE-2324 exited observer at their location.
[18:04:21]	MSE-2324 entered observer.
[18:04:21]	MSE-2324 exited observer at their location.
[18:04:22]	MSE-2324 entered observer.
[18:04:23]	MSE-2324 exited observer at their location.
[18:04:24]	MSE-2324 entered observer.
[18:05:02]	MSE-2324 exited observer at their location.
[18:05:27]	MSE-2324 entered observer.
[18:05:33]	MSE-2324 exited observer at their location.
[18:06:18]	Agent Zeak Rold has taken 100 damage from prop_physics.
[18:06:18]	prop_physics has killed Agent Zeak Rold.
[18:06:18]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 500 damage from prop_physics.
[18:06:18]	prop_physics has killed Lance Corporal Lastimosa 'Marauder' Oldblood.
[18:06:54]	MSE-2324 entered observer.
[18:06:59]	MSE-2324 exited observer at their location.
[18:07:37]	Agent Zeak Rold has taken 5 damage from prop_physics.
[18:07:38]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 10 damage from prop_physics.
[18:07:38]	Agent Zeak Rold has taken 20 damage from prop_physics.
[18:07:39]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 5 damage from prop_physics.
[18:07:39]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 10 damage from prop_physics.
[18:07:39]	Agent Zeak Rold has taken 5 damage from prop_physics.
[18:07:39]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 10 damage from prop_physics.
[18:07:43]	Agent Zeak Rold has taken 10 damage from prop_physics.
[18:07:43]	Agent Zeak Rold has taken 200 damage from worldspawn.
[18:07:43]	worldspawn has killed Agent Zeak Rold.
[18:07:50]	MSE-2324 has taken 500 damage from prop_physics.
[18:07:50]	prop_physics has killed MSE-2324.
[18:08:07]	[ME] Agent Zeak Rold: kicks
[18:08:12]	MSE-2324 entered observer.
[18:08:14]	MSE-2324 exited observer at their location.
[18:08:15]	MSE-2324 entered observer.
[18:08:16]	MSE-2324 exited observer at their location.
[18:08:27]	[ME] Agent Zeak Rold: kicks
[18:08:53]	MSE-2324 entered observer.
[18:09:55]	DRD (STEAM_0:0:193599766) has disconnected.
[18:12:46]	xtxt13 has connected.
[18:13:04]	xtxt13 loaded the character 'Private TK-8096'
[18:23:11]	Private TK-8096 used the 'Supply Locker' vendor.
[18:23:17]	Private TK-8096 has gained 0 credits.
[18:23:17]	Private TK-8096 has gained a 'SE-14c Blaster' #2677.
[18:23:25]	Private TK-8096 ran 'Equip' on item 'SE-14c Blaster' (#2677)
[18:23:29]	Private TK-8096 ran 'Equip' on item 'SE-14c Blaster' (#2677)
[18:23:32]	Private TK-8096 ran 'drop' on item 'SE-14c Blaster' (#2677)
[18:23:32]	Private TK-8096 has lost a 'SE-14c Blaster' #2677.
[18:23:36]	Private TK-8096 ran 'Power' on item 'Comlink' (#2644)
[18:23:41]	Private TK-8096 ran 'drop' on item 'Armor Dirtifier' (#2427)
[18:23:41]	Private TK-8096 has lost a 'Armor Dirtifier' #2427.
[18:23:47]	Private TK-8096 used the 'Supply Locker' vendor.
[18:23:50]	Private TK-8096 has gained 0 credits.
[18:23:50]	Private TK-8096 has gained a 'Armor Dirtifier' #2678.
[18:24:02]	Private TK-8096 ran 'Equip' on item 'Armor Dirtifier' (#2678)
[18:24:23]	Private TK-8096 ran 'drop' on item 'Armor Dirtifier' (#2678)
[18:24:23]	Private TK-8096 has lost a 'Armor Dirtifier' #2678.
[18:26:53]	Private TK-8096 has taken 112 damage from Sergeant LS-7979.
[18:26:53]	Sergeant LS-7979 has killed Private TK-8096 with rw_sw_dlt20a.
[18:27:07]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2660)
[18:27:09]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2661)
[18:27:10]	Private TK-8096 used the 'Supply Locker' vendor.
[18:27:15]	Private TK-8096 has gained 0 credits.
[18:27:15]	Private TK-8096 has gained a 'Tibanna Cartridge' #2679.
[18:27:15]	Private TK-8096 has gained 0 credits.
[18:27:15]	Private TK-8096 has gained a 'Tibanna Cartridge' #2680.
[18:27:16]	Private TK-8096 has gained 0 credits.
[18:27:16]	Private TK-8096 has gained a 'Tibanna Cartridge' #2681.
[18:27:17]	Private TK-8096 has gained 0 credits.
[18:27:17]	Private TK-8096 has gained a 'Tibanna Cartridge' #2682.
[18:27:17]	Private TK-8096 has gained 0 credits.
[18:27:17]	Private TK-8096 has gained a 'Tibanna Cartridge' #2683.
[18:27:17]	Private TK-8096 has gained 0 credits.
[18:27:17]	Private TK-8096 has gained a 'Tibanna Cartridge' #2684.
[18:27:18]	Private TK-8096 has gained 0 credits.
[18:27:18]	Private TK-8096 has gained a 'Tibanna Cartridge' #2685.
[18:27:18]	Private TK-8096 has gained 0 credits.
[18:27:18]	Private TK-8096 has gained a 'Tibanna Cartridge' #2686.
[18:27:19]	Private TK-8096 has gained 0 credits.
[18:27:19]	Private TK-8096 has gained a 'Tibanna Cartridge' #2687.
[18:27:19]	Private TK-8096 has gained 0 credits.
[18:27:20]	Private TK-8096 has gained 0 credits.
[18:27:20]	Private TK-8096 has gained 0 credits.
[18:27:22]	Private TK-8096 has gained 0 credits.
[18:27:26]	Private TK-8096 used the 'Supply Locker' vendor.
[18:27:34]	Private TK-8096 ran 'Equip' on item 'E-10 Blaster' (#2650)
[18:27:44]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2647)
[18:27:45]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2683)
[18:27:46]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2684)
[18:27:47]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2685)
[18:27:48]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2687)
[18:27:49]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2686)
[18:27:50]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2654)
[18:27:53]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2655)
[18:27:55]	Private TK-8096 ran 'Power' on item 'Comlink' (#2644)
[18:27:56]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2653)
[18:27:59]	Private TK-8096 ran 'drop' on item 'Comlink' (#2633)
[18:27:59]	Private TK-8096 has lost a 'Comlink' #2633.
[18:28:00]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2652)
[18:28:02]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2643)
[18:28:03]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2637)
[18:28:04]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2679)
[18:28:05]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2646)
[18:28:06]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2640)
[18:28:07]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2681)
[18:28:10]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2682)
[18:28:11]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2680)
[18:28:20]	Private TK-8096 ran 'Equip' on item 'EC-17 Blaster' (#2645)
[18:29:58]	Agent Zeak Rold ran 'Equip' on item 'E-11 Stun Blaster' (#2443)
[18:30:00]	Private TK-8096 has taken 2 damage from Agent Zeak Rold.
[18:30:04]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 2 damage from Agent Zeak Rold.
[18:30:06]	Private TK-8096 has taken 2 damage from Agent Zeak Rold.
[18:30:14]	Private TK-8096 has taken 2 damage from Agent Zeak Rold.
[18:30:19]	Agent Zeak Rold has taken 684 damage from Sergeant LS-7979.
[18:30:19]	Sergeant LS-7979 has killed Agent Zeak Rold with rw_sw_dlt20a.
[18:30:30]	Agent Zeak Rold ran 'Equip' on item 'E-11 Stun Blaster' (#2443)
[18:30:37]	Private TK-8096 has taken 2 damage from Agent Zeak Rold.
[18:30:50]	Agent Zeak Rold has taken 12 damage from Sergeant LS-7979.
[18:30:56]	Private TK-8096 has taken 2 damage from Agent Zeak Rold.
[18:30:59]	Private TK-8096 has taken 2 damage from Agent Zeak Rold.
[18:31:02]	Agent Zeak Rold ran 'Equip' on item 'DH-17 Blaster' (#2442)
[18:31:04]	Agent Zeak Rold ran 'use' on item 'Tibanna Cartridge' (#2353)
[18:31:09]	Sergeant LS-7979 has taken 186 damage from Agent Zeak Rold.
[18:31:09]	Agent Zeak Rold has killed Sergeant LS-7979 with rw_sw_dh17.
[18:31:12]	Private TK-8096 has taken 31 damage from Agent Zeak Rold.
[18:31:13]	Private TK-8096 has taken 29 damage from Agent Zeak Rold.
[18:31:13]	Private TK-8096 has taken 31 damage from Agent Zeak Rold.
[18:31:13]	Agent Zeak Rold has killed Private TK-8096 with rw_sw_dh17.
[18:31:23]	Sergeant LS-7979 ran 'Equip' on item 'DLT-20a Blaster' (#972)
[18:31:25]	Sergeant LS-7979 ran 'use' on item 'Tibanna Cartridge' (#2632)
[18:31:26]	Private TK-8096 used the 'Supply Locker' vendor.
[18:31:37]	Private TK-8096 ran 'drop' on item 'E-10 Blaster' (#2650)
[18:31:37]	Private TK-8096 has lost a 'E-10 Blaster' #2650.
[18:31:39]	Private TK-8096 ran 'Equip' on item 'EC-17 Blaster' (#2645)
[18:31:41]	Private TK-8096 ran 'take' on item 'E-10 Blaster' (#2650)
[18:31:41]	Private TK-8096 has gained a 'E-10 Blaster' #2650.
[18:31:45]	Private TK-8096 ran 'Equip' on item 'E-10 Blaster' (#2650)
[18:32:00]	Private TK-8096 has taken 2 damage from Agent Zeak Rold.
[18:32:06]	Sergeant LS-7979 has taken 3 damage from Agent Zeak Rold.
[18:32:07]	Sergeant LS-7979 has taken 3 damage from Agent Zeak Rold.
[18:32:08]	Sergeant LS-7979 has taken 3 damage from Agent Zeak Rold.
[18:32:08]	Sergeant LS-7979 has taken 3 damage from Agent Zeak Rold.
[18:32:09]	Sergeant LS-7979 has taken 3 damage from Agent Zeak Rold.
[18:32:09]	Sergeant LS-7979 has taken 3 damage from Agent Zeak Rold.
[18:32:10]	Sergeant LS-7979 has taken 3 damage from Agent Zeak Rold.
[18:32:10]	Sergeant LS-7979 has taken 3 damage from Agent Zeak Rold.
[18:32:10]	Sergeant LS-7979 has taken 3 damage from Agent Zeak Rold.
[18:32:10]	Sergeant LS-7979 has taken 3 damage from Agent Zeak Rold.
[18:32:11]	Sergeant LS-7979 has taken 30 damage from Agent Zeak Rold.
[18:32:12]	Sergeant LS-7979 has taken 4 damage from Agent Zeak Rold.
[18:32:12]	Sergeant LS-7979 has taken 4 damage from Agent Zeak Rold.
[18:32:12]	Sergeant LS-7979 has taken 29 damage from Agent Zeak Rold.
[18:32:12]	Sergeant LS-7979 has taken 30 damage from Agent Zeak Rold.
[18:32:12]	Agent Zeak Rold has killed Sergeant LS-7979 with rw_sw_dh17.
[18:32:16]	Private TK-8096 has taken 29 damage from Agent Zeak Rold.
[18:32:16]	Private TK-8096 has taken 31 damage from Agent Zeak Rold.
[18:32:16]	Private TK-8096 has taken 29 damage from Agent Zeak Rold.
[18:32:17]	Private TK-8096 has taken 30 damage from Agent Zeak Rold.
[18:32:17]	Agent Zeak Rold has killed Private TK-8096 with rw_sw_dh17.
[18:32:22]	Sergeant LS-7979 ran 'Equip' on item 'DLT-20a Blaster' (#972)
[18:32:23]	Sergeant LS-7979 ran 'use' on item 'Tibanna Cartridge' (#2631)
[18:32:27]	Private TK-8096 ran 'Equip' on item 'EC-17 Blaster' (#2645)
[18:32:28]	Private TK-8096 ran 'Equip' on item 'E-10 Blaster' (#2650)
[18:32:55]	Private TK-8096 has taken 2 damage from Agent Zeak Rold.
[18:32:59]	Agent Zeak Rold has taken 110 damage from Sergeant LS-7979.
[18:32:59]	Sergeant LS-7979 has killed Agent Zeak Rold with rw_sw_dlt20a.
[18:33:06]	Agent Zeak Rold has taken 112 damage from Sergeant LS-7979.
[18:33:06]	Sergeant LS-7979 has killed Agent Zeak Rold with rw_sw_dlt20a.
[18:33:14]	Agent Zeak Rold ran 'Equip' on item 'E-11 Stun Blaster' (#2443)
[18:33:26]	Private TK-8096 has taken 2 damage from Agent Zeak Rold.
[18:33:35]	Agent Zeak Rold has taken 14 damage from Sergeant LS-7979.
[18:33:43]	Agent Zeak Rold ran 'Equip' on item 'DH-17 Blaster' (#2442)
[18:33:49]	Agent Zeak Rold ran 'use' on item 'Tibanna Cartridge' (#2354)
[18:33:58]	Private TK-8096 has taken 29 damage from Agent Zeak Rold.
[18:33:59]	Sergeant LS-7979 has taken 3 damage from Agent Zeak Rold.
[18:34:00]	Sergeant LS-7979 has taken 31 damage from Agent Zeak Rold.
[18:34:15]	Private TK-8096 used the 'Supply Locker' vendor.
[18:34:19]	Private TK-8096 has gained 0 credits.
[18:34:19]	Private TK-8096 has gained a 'Tibanna Cartridge' #2692.
[18:34:19]	Private TK-8096 has gained 0 credits.
[18:34:19]	Private TK-8096 has gained a 'Tibanna Cartridge' #2693.
[18:34:20]	Private TK-8096 has gained 0 credits.
[18:34:20]	Private TK-8096 has gained a 'Tibanna Cartridge' #2694.
[18:34:20]	Agent Zeak Rold has taken 15 damage from Sergeant LS-7979.
[18:34:20]	Private TK-8096 has gained 0 credits.
[18:34:20]	Private TK-8096 has gained a 'Tibanna Cartridge' #2695.
[18:34:21]	Private TK-8096 has gained 0 credits.
[18:34:21]	Private TK-8096 has gained a 'Tibanna Cartridge' #2696.
[18:34:21]	Agent Zeak Rold has taken 117 damage from Sergeant LS-7979.
[18:34:21]	Sergeant LS-7979 has killed Agent Zeak Rold with rw_sw_dlt20a.
[18:34:21]	Private TK-8096 has gained 0 credits.
[18:34:21]	Private TK-8096 has gained a 'Tibanna Cartridge' #2697.
[18:34:22]	Private TK-8096 has gained 0 credits.
[18:34:22]	Private TK-8096 has gained a 'Tibanna Cartridge' #2698.
[18:34:22]	Private TK-8096 has gained 0 credits.
[18:34:22]	Private TK-8096 has gained a 'Tibanna Cartridge' #2699.
[18:34:23]	Private TK-8096 has gained 0 credits.
[18:34:23]	Private TK-8096 has gained a 'Tibanna Cartridge' #2700.
[18:34:23]	Private TK-8096 has gained 0 credits.
[18:34:23]	Private TK-8096 has gained a 'Tibanna Cartridge' #2701.
[18:34:23]	Private TK-8096 has gained 0 credits.
[18:34:23]	Private TK-8096 has gained a 'Tibanna Cartridge' #2702.
[18:34:24]	Private TK-8096 has gained 0 credits.
[18:34:24]	Private TK-8096 has gained a 'Tibanna Cartridge' #2703.
[18:34:26]	Private TK-8096 used the 'Supply Locker' vendor.
[18:34:29]	Agent Zeak Rold ran 'Equip' on item 'E-11 Stun Blaster' (#2443)
[18:34:31]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2701)
[18:34:32]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2703)
[18:34:34]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2702)
[18:34:35]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2700)
[18:34:35]	Agent Zeak Rold has taken 110 damage from Sergeant LS-7979.
[18:34:35]	Sergeant LS-7979 has killed Agent Zeak Rold with rw_sw_dlt20a.
[18:34:36]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2695)
[18:34:37]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2696)
[18:34:38]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2697)
[18:34:38]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2698)
[18:34:39]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2699)
[18:34:42]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2694)
[18:34:43]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2693)
[18:34:44]	Agent Zeak Rold ran 'Equip' on item 'E-11 Stun Blaster' (#2443)
[18:34:44]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2692)
[18:35:01]	Private TK-8096 has taken 2 damage from Agent Zeak Rold.
[18:35:11]	Agent Zeak Rold ran 'use' on item 'Tibanna Cartridge' (#2689)
[18:35:12]	Agent Zeak Rold ran 'take' on item 'Tibanna Cartridge' (#2690)
[18:35:12]	Agent Zeak Rold has gained a 'Tibanna Cartridge' #2690.
[18:35:13]	Agent Zeak Rold ran 'take' on item 'Tibanna Cartridge' (#2675)
[18:35:13]	Agent Zeak Rold has gained a 'Tibanna Cartridge' #2675.
[18:35:16]	Agent Zeak Rold ran 'take' on item 'Tibanna Cartridge' (#2676)
[18:35:16]	Agent Zeak Rold has gained a 'Tibanna Cartridge' #2676.
[18:35:22]	Agent Zeak Rold ran 'take' on item 'Tibanna Cartridge' (#2688)
[18:35:22]	Agent Zeak Rold has gained a 'Tibanna Cartridge' #2688.
[18:35:23]	Agent Zeak Rold used the 'Supply Locker' vendor.
[18:35:26]	Agent Zeak Rold has gained 0 credits.
[18:35:26]	Agent Zeak Rold has gained a 'Tibanna Cartridge' #2692.
[18:35:26]	Agent Zeak Rold has gained 0 credits.
[18:35:26]	Agent Zeak Rold has gained a 'Tibanna Cartridge' #2693.
[18:35:27]	Agent Zeak Rold has gained 0 credits.
[18:35:27]	Agent Zeak Rold has gained a 'Tibanna Cartridge' #2694.
[18:35:27]	Agent Zeak Rold has gained 0 credits.
[18:35:27]	Agent Zeak Rold has gained a 'Tibanna Cartridge' #2695.
[18:35:28]	Agent Zeak Rold has gained 0 credits.
[18:35:28]	Agent Zeak Rold has gained a 'Tibanna Cartridge' #2696.
[18:35:28]	Agent Zeak Rold has gained 0 credits.
[18:35:28]	Agent Zeak Rold has gained a 'Tibanna Cartridge' #2697.
[18:35:29]	Agent Zeak Rold has gained 0 credits.
[18:35:29]	Agent Zeak Rold has gained a 'Tibanna Cartridge' #2698.
[18:35:29]	Agent Zeak Rold has gained 0 credits.
[18:35:29]	Agent Zeak Rold has gained a 'Tibanna Cartridge' #2699.
[18:35:30]	Agent Zeak Rold has gained 0 credits.
[18:35:30]	Agent Zeak Rold has gained a 'Tibanna Cartridge' #2700.
[18:35:36]	Sergeant LS-7979 has taken 2 damage from Agent Zeak Rold.
[18:35:41]	Agent Zeak Rold ran 'Equip' on item 'DH-17 Blaster' (#2442)
[18:35:42]	Agent Zeak Rold has taken 3 damage from Private TK-8096.
[18:35:42]	Sergeant LS-7979 has taken 4 damage from Private TK-8096.
[18:35:43]	Agent Zeak Rold has taken 4 damage from Private TK-8096.
[18:35:44]	Sergeant LS-7979 has taken 4 damage from Private TK-8096.
[18:35:44]	Sergeant LS-7979 has taken 4 damage from Private TK-8096.
[18:35:44]	Agent Zeak Rold has taken 30 damage from Private TK-8096.
[18:35:46]	Agent Zeak Rold has taken 3 damage from Private TK-8096.
[18:35:46]	Private TK-8096 has taken 2 damage from Agent Zeak Rold.
[18:35:53]	Sergeant LS-7979 has taken 186 damage from Agent Zeak Rold.
[18:35:53]	Agent Zeak Rold has killed Sergeant LS-7979 with rw_sw_dh17.
[18:35:54]	Private TK-8096 has taken 29 damage from Agent Zeak Rold.
[18:35:54]	Private TK-8096 has taken 30 damage from Agent Zeak Rold.
[18:35:55]	Private TK-8096 has taken 31 damage from Agent Zeak Rold.
[18:35:55]	Agent Zeak Rold has killed Private TK-8096 with rw_sw_dh17.
[18:35:59]	Sergeant LS-7979 ran 'Equip' on item 'DLT-20a Blaster' (#972)
[18:36:00]	Sergeant LS-7979 ran 'use' on item 'Tibanna Cartridge' (#1556)
[18:36:13]	Private TK-8096 used the 'Supply Locker' vendor.
[18:36:17]	Private TK-8096 has gained 0 credits.
[18:36:17]	Private TK-8096 has gained a 'Tibanna Cartridge' #2701.
[18:36:17]	Private TK-8096 has gained 0 credits.
[18:36:17]	Private TK-8096 has gained a 'Tibanna Cartridge' #2702.
[18:36:18]	Private TK-8096 has gained 0 credits.
[18:36:18]	Private TK-8096 has gained a 'Tibanna Cartridge' #2703.
[18:36:18]	Private TK-8096 has gained 0 credits.
[18:36:18]	Private TK-8096 has gained a 'Tibanna Cartridge' #2704.
[18:36:18]	Private TK-8096 has gained 0 credits.
[18:36:18]	Private TK-8096 has gained a 'Tibanna Cartridge' #2705.
[18:36:19]	Private TK-8096 has gained 0 credits.
[18:36:19]	Private TK-8096 has gained a 'Tibanna Cartridge' #2706.
[18:36:27]	Private TK-8096 ran 'Equip' on item 'E-10 Blaster' (#2650)
[18:36:28]	Private TK-8096 ran 'Equip' on item 'EC-17 Blaster' (#2645)
[18:36:29]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2705)
[18:36:31]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2706)
