[19:21:16]	Doughnut has connected.
[21:21:59]	[OOC] Grotack Lunthan: where did my quotations go!
[21:22:03]	[OOC] Grotack Lunthan: ugh
[21:22:31]	[OOC] Petty Officer Third Class Karissa Novar: namrm is getting cheese
[21:22:37]	[OOC] Maimpho Zarsek: C H E E S E
[21:22:38]	Petty Officer Third Class Karissa Novar entered observer.
[21:22:47]	Grotack Lunthan used command '/Event Faintly you hear ''Unknown craft, identify yourself'''.
[21:22:48]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:22:49]	Petty Officer Third Class Karissa Novar entered observer.
[21:22:50]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:22:56]	[OOC] Petty Officer Third Class Karissa Novar: who the fuck left the PA on
[21:23:02]	Petty Officer Third Class Karissa Novar entered observer.
[21:23:02]	[OOC] Maimpho Zarsek: Who left you on?
[21:23:03]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:23:09]	[OOC] Petty Officer Third Class Karissa Novar: i did
[21:23:11]	[OOC] Maimpho Zarsek: Also my name is actually ✋︎👎︎✋︎⚐︎❄︎
[21:23:14]	[OOC] Maimpho Zarsek: not this shitty name
[21:23:33]	Petty Officer Third Class Karissa Novar has spawned 'models/props_interiors/pot01a.mdl'.
[21:23:52]	Petty Officer Third Class Karissa Novar entered observer.
[21:23:52]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:23:52]	Petty Officer Third Class Karissa Novar entered observer.
[21:23:53]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:24:01]	Grotack Lunthan used command '/Event ''This is craft TV-3245, transporting goods from Naboo City permission to proceed'''.
[21:24:37]	[OOC] Petty Officer Third Class Karissa Novar: are communications and the pa system attatched or something
[21:24:45]	[OOC] Grotack Lunthan: it's over the radio shush
[21:24:52]	[OOC] Grotack Lunthan: just so you know whats going on
[21:24:53]	[OOC] Maimpho Zarsek: Shut the fuc-
[21:25:32]	Petty Officer Third Class Karissa Novar entered observer.
[21:25:33]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:25:36]	Petty Officer Third Class Karissa Novar entered observer.
[21:25:36]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:25:41]	Petty Officer Third Class Karissa Novar entered observer.
[21:25:41]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:25:46]	Petty Officer Third Class Karissa Novar entered observer.
[21:25:46]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:26:38]	Grotack Lunthan used command '/Event The Navy hailing the vessel says ''TV-3245, you are to land your vessel in hangar 1 for inspection of goods, any attempt at evading this will result in immediate forced disabling of your vessel'''.
[21:27:03]	Grotack Lunthan used command '/Event The transport vessel responds ''Understood, landing in hangar 1 now'''.
[21:27:17]	Grotack Lunthan entered observer.
[21:27:31]	Petty Officer Third Class Karissa Novar entered observer.
[21:27:31]	Grotack Lunthan exited observer at their location.
[21:27:33]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:27:38]	Grotack Lunthan has spawned a 'Entity [976][lunasflightschool_spiral]'.
[21:27:41]	Grotack Lunthan has spawned a 'Entity [976][lunasflightschool_havoc]'.
[21:27:42]	Grotack Lunthan entered observer.
[21:27:42]	Grotack Lunthan exited observer at their location.
[21:27:45]	Petty Officer Third Class Karissa Novar entered observer.
[21:27:46]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:27:47]	Grotack Lunthan has spawned a 'Entity [976][lunasflightschool_skipray]'.
[21:27:58]	Grotack Lunthan has spawned a 'Entity [988][lunasflightschool_imp_dropship]'.
[21:28:12]	Grotack Lunthan has spawned a 'Entity [976][lunasflightschool_ebonhawk]'.
[21:28:13]	Grotack Lunthan entered observer.
[21:28:40]	Grotack Lunthan exited observer at their location.
[21:29:27]	Petty Officer Third Class Karissa Novar entered observer.
[21:29:38]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:30:49]	[LOOC] Petty Officer Third Class Karissa Novar: you look like E.T.
[21:30:53]	[ME] Grotack Lunthan: Presents ID and cargo manifest
[21:31:02]	[ME] Maimpho Zarsek: Presents his ID to the Imperial fucker.
[21:31:13]	[LOOC] Petty Officer Third Class Karissa Novar: what does the cargo manifest say dumbass
[21:31:45]	[IT] Grotack Lunthan: The manifest states that they're transporting general construction goods, somewhat odd due to the long distance from Naboo
[21:31:45]	[OOC] Maimpho Zarsek: I love that we have OTA anims.
[21:32:04]	[IT] Grotack Lunthan: It states that the cargo is meant to go to Coruscant
[21:33:25]	[OOC] Petty Officer Third Class Karissa Novar: sir your shuttle is phasing out of reality
[21:33:33]	[OOC] Grotack Lunthan: it's magic
[21:33:35]	Petty Officer Third Class Karissa Novar entered observer.
[21:33:36]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:33:38]	[OOC] Grotack Lunthan: i am the Depressticle
[21:33:41]	[OOC] Maimpho Zarsek: Broken cloaking device lmao.
[21:33:48]	[OOC] Grotack Lunthan: it's rebooting
[21:33:55]	[LOOC] Petty Officer Third Class Karissa Novar: where the fuck would the cargohold be
[21:34:00]	[OOC] Maimpho Zarsek: Yes
[21:34:03]	[LOOC] Grotack Lunthan: the back probably
[21:34:08]	[OOC] Maimpho Zarsek: I like the ST vibin.
[21:34:38]	[OOC] Grotack Lunthan: are... are you gonna search it?
[21:34:52]	Petty Officer Third Class Karissa Novar used command '/c I need you to search the cargo hold of the ship, I can't find it.'.
[21:35:53]	Petty Officer Third Class Karissa Novar used command '/adminspawnmenu'.
[21:35:54]	[ME] Grotack Lunthan: Pulls a handle under the backside of the ship revealing a decently large cargohold full of crates
[21:35:55]	[LOOC] Maimpho Zarsek: fuckin dick
[21:36:31]	Petty Officer Third Class Karissa Novar used command '/adminspawnmenu'.
[21:36:37]	Petty Officer Third Class Karissa Novar has spawned "RK-3 Blaster"
[21:36:41]	Petty Officer Third Class Karissa Novar ran 'take' on item 'RK-3 Blaster' (#1480)
[21:36:41]	Petty Officer Third Class Karissa Novar has gained a 'RK-3 Blaster' #1480.
[21:36:45]	Petty Officer Third Class Karissa Novar ran 'Equip' on item 'RK-3 Blaster' (#1480)
[21:36:46]	Petty Officer Third Class Karissa Novar ran 'use' on item 'Tibanna Cartridge' (#1476)
[21:36:47]	Petty Officer Third Class Karissa Novar ran 'use' on item 'Tibanna Cartridge' (#1475)
[21:37:33]	[ME] Private ST-6864: climbs into the cargo hold. He opens up some of the crates, peering into them.
[21:37:39]	[LOOC] Grotack Lunthan: rolmn
[21:37:43]	Private ST-6864 rolled 16 out of 100.
[21:37:43]	Private ST-6864 used command '/Roll'.
[21:38:09]	[IT] Grotack Lunthan: The crates seem to be carrying construction materials and a lot of packing
[21:38:19]	[IT] Grotack Lunthan: Would you care to inspect the materials?
[21:38:30]	[ME] Private ST-6864: inspects the materials.
[21:38:37]	[LOOC] Grotack Lunthan: rolmn
[21:38:40]	Private ST-6864 rolled 86 out of 100.
[21:38:40]	Private ST-6864 used command '/Roll'.
[21:38:46]	[LOOC] Maimpho Zarsek: Cock
[21:38:54]	[LOOC] Petty Officer Third Class Karissa Novar: no FUCKING swearing
[21:38:58]	[LOOC] Maimpho Zarsek: F*U&CK
[21:39:14]	[IT] Grotack Lunthan: The materials seem to be pretty flimsy, weird since they were meant to be high quality and special delivered.
[21:40:42]	[ME] Private ST-6864: climbs out of the cargo hold.
[21:41:03]	[LOOC] Maimpho Zarsek: And ignored
[21:41:18]	Grotack Lunthan used command '/Event A call over the radio is heard calling for a droid to do a quick scan in the cargo hold for a final check.'.
[21:42:21]	DRD loaded the character 'R2-M3'
[21:42:23]	R2-M3 entered observer.
[21:42:29]	R2-M3 exited observer at their location.
[21:42:35]	Grotack Lunthan used command '/CharGiveItem maimpho radio'.
[21:42:55]	[W] R2-M3: Beep beep motherfucker.
[21:43:12]	[ME] R2-M3: would scan the cargohold of the ship
[21:43:17]	[ME] Grotack Lunthan: rests my hands on my belt
[21:43:17]	R2-M3 rolled 37 out of 100.
[21:43:17]	R2-M3 used command '/Roll'.
[21:43:41]	Grotack Lunthan used command '/Event The droid beeps and a red light flashes for a bit indicating a problem'.
[21:44:20]	R2-M3 has spawned 'models/kingpommes/starwars/misc/droids/r2_q5.mdl'.
[21:44:21]	R2-M3 entered observer.
[21:45:09]	DRD loaded the character 'Petty Officer Third Class Karissa Novar'
[21:45:38]	[ME] Private ST-6864: climbs into the cargo hold. He digs throught the cargo, trying to locate whatever the scan picked up.
[21:45:46]	[LOOC] Grotack Lunthan: roll rq
[21:46:08]	[LOOC] Private ST-6864: what is rq
[21:46:13]	[LOOC] Grotack Lunthan: real quick
[21:46:17]	Private ST-6864 rolled 91 out of 100.
[21:46:17]	Private ST-6864 used command '/Roll'.
[21:46:49]	[IT] Grotack Lunthan: You dig around, and push aside some ''metal'' beams, and find smaller crates under the packing material.
[21:46:53]	Petty Officer Third Class Karissa Novar used command '/c Is everything alright back there?'.
[21:47:29]	Private ST-6864 used command '/c Yeah, droid picked something up. Looking for the cause now.'.
[21:47:48]	[ME] Private ST-6864: opens the crates.
[21:47:50]	[OOC] Petty Officer Third Class Karissa Novar: gtg
[21:47:57]	[OOC] Maimpho Zarsek: kk
[21:48:16]	[OOC] Maimpho Zarsek: three player event pog
[21:48:19]	[OOC] Petty Officer Third Class Karissa Novar: nvm, i can be on for a short time 
[21:48:23]	[IT] Grotack Lunthan: You look inside the crate discovering what seems to be vials of an unkown liquid and bags of some sort of herb
[21:49:28]	[ME] Private ST-6864: inspects the vials and bags.
[21:50:17]	[OOC] Maimpho Zarsek: illegal pog
[21:50:26]	[OOC] Maimpho Zarsek: I am illegal
[21:50:38]	[IT] Grotack Lunthan: the vials seem to be filled with a greenish yellow liquid, however it does not seem synthetic rather from a person, or creature. The bags look to be filled with herbs resembling something called Alderaanian snuff.
[21:51:00]	[LOOC] Grotack Lunthan: i looked it up these are real things
[21:51:12]	[OOC] Grotack Lunthan: alderaan is colorado prove me wrong
[21:51:19]	[OOC] Petty Officer Third Class Karissa Novar: utah
[21:51:30]	[OOC] Grotack Lunthan: alderaan has it's own special drugs tho
[21:51:35]	Private ST-6864 used command '/c I think I have found the discrepancy. Found some green liquid and some herbs.'.
[21:52:07]	Petty Officer Third Class Karissa Novar used command '/c That's odd, bring some around front.'.
[21:52:13]	Private ST-6864 used command '/c Will do.'.
[21:52:39]	[ME] Private ST-6864: grabs a crate, crawling out of the cargo.
[21:53:03]	[ME] Grotack Lunthan: pulls out ib94 behind the droid
[21:53:07]	Grotack Lunthan used command '/ToggleRaise'.
[21:53:14]	[Y] Grotack Lunthan: Step away!
[21:54:09]	[ME] Grotack Lunthan: grabs radio at his side ''We ran into a problem, the goods will be there soon sir''
[21:55:17]	[Y] Grotack Lunthan: Face the wall.
[21:55:31]	[ME] Grotack Lunthan: climbs into the transport
[21:55:45]	Grotack Lunthan used command '/Event An alarm starts going off as the men step into the vehicle'.
[21:55:51]	[ME] Maimpho Zarsek: While keeping his blaster pointed at the two he slowly gets himself into the vehicle.
[21:55:56]	[Y] Grotack Lunthan: Lets move it before we're stuckk.
[21:55:59]	Grotack Lunthan used command '/ToggleRaise'.
[21:56:00]	[Y] Maimpho Zarsek: Alrighty!
[21:56:03]	Grotack Lunthan used command '/ToggleRaise'.
[21:56:10]	Petty Officer Third Class Karissa Novar entered observer.
[21:57:14]	NamRm loaded the character 'Air Private First Class Charlie Black'
[21:58:02]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:58:15]	[OOC] Grotack Lunthan: so uh yall can get in tie fighters and attack us if you want
[21:58:35]	[OOC] Maimpho Zarsek: Optional, but if you do it you get bonus points.
[21:58:50]	[OOC] Grotack Lunthan: you get a peanut butter and chocolate brownie
[21:59:04]	Petty Officer Third Class Karissa Novar has taken 86 damage from worldspawn.
[21:59:04]	worldspawn has killed Petty Officer Third Class Karissa Novar.
[21:59:13]	[OOC] Petty Officer Third Class Karissa Novar: drunk piloting
[21:59:13]	Petty Officer Third Class Karissa Novar entered observer.
[21:59:21]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:59:24]	Petty Officer Third Class Karissa Novar used command '/ToggleRaise'.
[21:59:35]	Air Private First Class Charlie Black has taken 100 damage from lunasflightschool_ebonhawk.
[21:59:35]	lunasflightschool_ebonhawk has killed Air Private First Class Charlie Black.
[21:59:39]	[OOC] Maimpho Zarsek: L M A O
[21:59:46]	[OOC] Air Private First Class Charlie Black: game lag rip
[22:00:30]	Petty Officer Third Class Karissa Novar used command '/ToggleRaise'.
[22:00:31]	Petty Officer Third Class Karissa Novar used command '/ToggleRaise'.
[22:01:23]	[OOC] Maimpho Zarsek: Just shot the Bride pog.
[22:01:28]	[OOC] Maimpho Zarsek: bridge*
[22:01:48]	Petty Officer Third Class Karissa Novar entered observer.
[22:01:55]	Grotack Lunthan has taken 100 damage from worldspawn.
[22:01:55]	worldspawn has killed Grotack Lunthan.
[22:01:55]	Maimpho Zarsek has taken 100 damage from worldspawn.
[22:01:55]	worldspawn has killed Maimpho Zarsek.
[22:01:58]	Petty Officer Third Class Karissa Novar exited observer at their location.
[22:02:01]	Petty Officer Third Class Karissa Novar entered observer.
[22:02:06]	[OOC] Maimpho Zarsek: pog
[22:02:17]	[OOC] Petty Officer Third Class Karissa Novar: gtg now
[22:02:20]	[OOC] Maimpho Zarsek: kk
[22:02:22]	Grotack Lunthan used command '/Event You see the ship after sustaining much damage fly under the star destroyer and leaves the area'.
[22:02:29]	Doughnut loaded the character 'Petty Officer Second Class Arnold Jackson'
[22:02:33]	DRD (STEAM_0:0:193599766) has disconnected.
[22:02:43]	FB|| light ROOM loaded the character 'Sergeant RT-9824 ''Bulwark'''
[22:02:46]	Petty Officer Second Class Arnold Jackson entered observer.
[22:03:04]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[22:03:19]	Petty Officer Second Class Arnold Jackson entered observer.
[22:03:22]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[22:03:33]	Petty Officer Second Class Arnold Jackson entered observer.
[22:03:36]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[22:03:40]	Petty Officer Second Class Arnold Jackson entered observer.
[22:03:56]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[22:03:56]	NamRm loaded the character 'Private ST-6864'
[22:04:03]	Petty Officer Second Class Arnold Jackson has spawned 'models/props/de_dust/du_crate_96x96.mdl'.
[22:04:09]	Petty Officer Second Class Arnold Jackson has spawned 'models/props/cs_militia/crate_extrasmallmill.mdl'.
[22:05:54]	[ME] Petty Officer Second Class Arnold Jackson: Takes a bag and vile out of the crate
[22:06:25]	[ME] Private ST-6864: grabs the crate.
[22:08:03]	[ME] Private ST-6864: sets crate down.
[22:08:05]	[ME] Petty Officer Second Class Arnold Jackson: places the bag and vile on the desk with a note to the CMO
[22:08:16]	Petty Officer Second Class Arnold Jackson used command '/PlyWhitelist arnold army'.
[22:08:53]	Doughnut created the character 'Lieutenant Shunk Tump'
[22:08:58]	Doughnut loaded the character 'Lieutenant Shunk Tump'
[22:09:17]	Lieutenant Shunk Tump used command '/CharSetModel shunk models/kriegsyntax/imperial/army/officer_esb/playermodel_male_01.mdl'.
[22:10:33]	Lieutenant Shunk Tump used command '/CharGiveFlag shunk petcCrRvV'.
[22:10:34]	Lieutenant Shunk Tump has spawned 'models/kriegsyntax/imperial/army/officer_esb/playermodel_male_01.mdl'.
[22:11:07]	Lieutenant Shunk Tump used command '/CharSetBodygroup shunk rank bar 2'.
[22:11:09]	Lieutenant Shunk Tump used command '/CharSetBodygroup shunk rank bar 1'.
[22:11:32]	Lieutenant Shunk Tump has gained a 'Flashlight' #1481.
[22:11:32]	Lieutenant Shunk Tump used command '/CharGiveItem shunk flash'.
[22:11:32]	Lieutenant Shunk Tump entered observer.
[22:11:39]	Lieutenant Shunk Tump used the 'Armory' vendor.
[22:11:40]	Sergeant RT-9824 ''Bulwark'' used the 'Armory' vendor.
[22:11:43]	Lieutenant Shunk Tump has gained 0 credits.
[22:11:43]	Lieutenant Shunk Tump has gained a 'Comlink' #1482.
[22:11:55]	Lieutenant Shunk Tump exited observer at their location.
[22:12:33]	Sergeant RT-9824 ''Bulwark'' used command '/c This trooper is requesting for an army officer.'.
[22:12:49]	Sergeant RT-9824 ''Bulwark'' used command '/c My location is the training room.'.
[22:13:15]	Lieutenant Shunk Tump ran 'Power' on item 'Comlink' (#1482)
[22:13:33]	Lieutenant Shunk Tump used command '/c This is Lieutenant Shunk Tump going to your location now'.
[22:13:46]	Sergeant RT-9824 ''Bulwark'' used command '/c Copy that'.
[22:15:04]	[ME] Sergeant RT-9824 ''Bulwark'': Salutes to the Officer.
[22:15:16]	NamRm (STEAM_0:0:69476140) has disconnected.
[22:16:06]	[ME] Lieutenant Shunk Tump: Scrolls through data pad. ''Your identification numbers were what again?"
[22:16:34]	[ME] Lieutenant Shunk Tump: Searches up 9824
[22:16:57]	[ME] Lieutenant Shunk Tump: Looks at his records ''Okayyyy then. You seem capable.
[22:17:07]	[ME] Lieutenant Shunk Tump: just peeks up at the RT
[22:17:32]	[ME] Sergeant RT-9824 ''Bulwark'': Simply stands saluting not really thinking about what that Lieutenant could possibly be looking at.
[22:18:58]	[ME] Lieutenant Shunk Tump: nods and walks away
[22:19:08]	Lieutenant Shunk Tump entered observer.
[22:19:38]	Lieutenant Shunk Tump exited observer at their location.
[22:19:42]	[LOOC] Sergeant RT-9824 ''Bulwark'': models/npc/markus/swbf2/characters/imperial/imperial_tanktrooper/imperial_tanktrooper_03.mdl
[22:19:51]	Lieutenant Shunk Tump used command '/CharSetModel RT models/npc/markus/swbf2/characters/imperial/imperial_tanktrooper/imperial_tanktrooper_03.mdl'.
[22:20:02]	Lieutenant Shunk Tump used command '/PlyTransfer RT army'.
[22:20:06]	Sergeant RT-9824 ''Bulwark'' used command '/CharDesc'.
[22:20:37]	Lieutenant Shunk Tump used command '/CharSetName RT Sergeant Bullwark Tump'.
[22:20:56]	Lieutenant Shunk Tump has spawned 'models/kriegsyntax/imperial/army/officer_anh/playermodel_male_01.mdl'.
[22:21:27]	Sergeant Bullwark Tump used command '/CharDesc Standard NCO tank trooper uniform | Large build | Deep voice |'.
[22:21:29]	Lieutenant Shunk Tump used command '/CharSetBodygroup shunk head 12'.
[22:21:31]	Sergeant Bullwark Tump ran 'EquipUn' on item 'E-22 Blaster' (#1478)
[22:21:41]	Lieutenant Shunk Tump used command '/CharSetBodygroup shunk head 11'.
[22:22:00]	[ME] Lieutenant Shunk Tump: kisses his helmet
[22:22:06]	Lieutenant Shunk Tump entered observer.
[22:22:08]	Lieutenant Shunk Tump exited observer at their location.
[22:22:17]	Lieutenant Shunk Tump used command '/CharSetBodygroup shunk head 13'.
[22:22:20]	Lieutenant Shunk Tump used command '/CharSetBodygroup shunk head 12'.
[22:22:21]	Lieutenant Shunk Tump used command '/CharSetBodygroup shunk head 13'.
[22:22:23]	Lieutenant Shunk Tump used command '/CharSetBodygroup shunk head 11'.
[22:22:28]	Sergeant Bullwark Tump used the 'Armory' vendor.
[22:22:44]	Sergeant Bullwark Tump has gained 0 credits.
[22:22:44]	Sergeant Bullwark Tump has gained a 'TL-40 Blaster' #1483.
[22:22:48]	Sergeant Bullwark Tump ran 'Equip' on item 'TL-40 Blaster' (#1483)
[22:23:09]	Sergeant Bullwark Tump used the 'Armory' vendor.
[22:23:13]	Sergeant Bullwark Tump has gained 0 credits.
[22:23:13]	Sergeant Bullwark Tump has gained a 'TL-50 Blaster' #1484.
[22:23:14]	Lieutenant Shunk Tump used the 'Armory' vendor.
[22:23:15]	Sergeant Bullwark Tump ran 'EquipUn' on item 'TL-40 Blaster' (#1483)
[22:23:16]	Sergeant Bullwark Tump ran 'Equip' on item 'TL-50 Blaster' (#1484)
[22:23:21]	Lieutenant Shunk Tump used the 'Armory' vendor.
[22:23:25]	Sergeant Bullwark Tump used the 'Armory' vendor.
[22:23:29]	Sergeant Bullwark Tump has gained 0 credits.
[22:23:30]	Sergeant Bullwark Tump used the 'Armory' vendor.
[22:23:32]	Sergeant Bullwark Tump has gained 0 credits.
[22:23:55]	[LOOC] Sergeant Bullwark Tump: models/player/markus/swbf2/characters/imperial/imperial_tanktrooper/imperial_tanktrooper_03.mdl
[22:24:06]	Sergeant Bullwark Tump used the 'Armory' vendor.
[22:24:12]	Lieutenant Shunk Tump used command '/CharSetModel Bullwark models/player/markus/swbf2/characters/imperial/imperial_tanktrooper/imperial_tanktrooper_03.mdl'.
[22:24:27]	Sergeant Bullwark Tump used the 'Armory' vendor.
[22:24:39]	Sergeant Bullwark Tump has gained 0 credits.
[22:24:39]	Sergeant Bullwark Tump has gained a 'E-22 Blaster' #1485.
[22:24:42]	Sergeant Bullwark Tump ran 'EquipUn' on item 'TL-50 Blaster' (#1484)
[22:24:42]	Sergeant Bullwark Tump ran 'Equip' on item 'E-22 Blaster' (#1485)
[22:24:43]	Sergeant Bullwark Tump used the 'Armory' vendor.
[22:24:45]	Sergeant Bullwark Tump has gained 0 credits.
[22:25:32]	Sergeant Bullwark Tump used the 'Armory' vendor.
[22:25:45]	Sergeant Bullwark Tump used the 'Armory' vendor.
[22:25:45]	Lieutenant Shunk Tump used the 'Armory' vendor.
[22:25:50]	Sergeant Bullwark Tump has gained 0 credits.
[22:25:50]	Sergeant Bullwark Tump has gained a 'E-11 Blaster' #1486.
[22:25:53]	Sergeant Bullwark Tump ran 'EquipUn' on item 'E-22 Blaster' (#1485)
[22:25:54]	Sergeant Bullwark Tump ran 'Equip' on item 'E-11 Blaster' (#1486)
[22:25:55]	Sergeant Bullwark Tump used the 'Armory' vendor.
[22:25:57]	Sergeant Bullwark Tump has gained 0 credits.
[22:26:06]	Lieutenant Shunk Tump has gained 0 credits.
[22:26:06]	Lieutenant Shunk Tump has gained a 'EC-17 Blaster' #1487.
[22:26:10]	Lieutenant Shunk Tump ran 'Equip' on item 'EC-17 Blaster' (#1487)
[22:26:10]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[22:26:10]	Sergeant Bullwark Tump used the 'Armory' vendor.
[22:26:12]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[22:26:13]	Sergeant Bullwark Tump has gained 0 credits.
[22:26:13]	Sergeant Bullwark Tump has gained a 'Tibanna Cartridge' #1488.
[22:26:13]	Sergeant Bullwark Tump has gained 0 credits.
[22:26:13]	Sergeant Bullwark Tump has gained a 'Tibanna Cartridge' #1489.
[22:26:14]	Sergeant Bullwark Tump has gained 0 credits.
[22:26:14]	Sergeant Bullwark Tump has gained a 'Tibanna Cartridge' #1490.
[22:26:15]	Lieutenant Shunk Tump ran 'EquipUn' on item 'EC-17 Blaster' (#1487)
[22:26:16]	Lieutenant Shunk Tump ran 'drop' on item 'EC-17 Blaster' (#1487)
[22:26:16]	Lieutenant Shunk Tump has lost a 'EC-17 Blaster' #1487.
[22:26:17]	Sergeant Bullwark Tump ran 'use' on item 'Tibanna Cartridge' (#1490)
[22:26:18]	Sergeant Bullwark Tump ran 'use' on item 'Tibanna Cartridge' (#1488)
[22:26:18]	Sergeant Bullwark Tump ran 'use' on item 'Tibanna Cartridge' (#1489)
[22:26:29]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[22:26:34]	Sergeant Bullwark Tump used command '/CharDesc'.
[22:26:35]	Lieutenant Shunk Tump destroyed a 'EC-17 Blaster' #1487.
[22:26:47]	Sergeant Bullwark Tump used command '/CharDesc Standard NCO tank trooper uniform | Large build | Deep voice | E-11 slung over |'.
[22:26:51]	Sergeant Bullwark Tump used command '/CharDesc'.
[22:27:00]	Sergeant Bullwark Tump used command '/CharDesc Standard NCO tank trooper uniform | Large build | Deep voice | E-11 holstered |'.
[22:27:08]	Lieutenant Shunk Tump used the 'Armory' vendor.
[22:27:13]	Lieutenant Shunk Tump has gained 0 credits.
[22:27:13]	Lieutenant Shunk Tump has gained a 'DC-17 Blaster' #1487.
[22:27:17]	Lieutenant Shunk Tump ran 'Equip' on item 'DC-17 Blaster' (#1487)
[22:27:17]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[22:27:19]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[22:27:21]	Lieutenant Shunk Tump used the 'Armory' vendor.
[22:27:26]	Lieutenant Shunk Tump ran 'EquipUn' on item 'DC-17 Blaster' (#1487)
[22:27:27]	Lieutenant Shunk Tump ran 'drop' on item 'DC-17 Blaster' (#1487)
[22:27:27]	Lieutenant Shunk Tump has lost a 'DC-17 Blaster' #1487.
[22:27:29]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[22:27:32]	Lieutenant Shunk Tump entered observer.
[22:27:32]	Lieutenant Shunk Tump exited observer at their location.
[22:27:36]	Lieutenant Shunk Tump destroyed a 'DC-17 Blaster' #1487.
[22:27:37]	Lieutenant Shunk Tump entered observer.
[22:27:38]	Lieutenant Shunk Tump exited observer at their location.
[22:27:40]	Lieutenant Shunk Tump used the 'Armory' vendor.
[22:27:45]	Sergeant Bullwark Tump used the 'Armory' vendor.
[22:27:55]	Lieutenant Shunk Tump has gained 0 credits.
[22:27:55]	Lieutenant Shunk Tump has gained a 'RK-3 Blaster' #1487.
[22:27:57]	Lieutenant Shunk Tump ran 'Equip' on item 'RK-3 Blaster' (#1487)
[22:28:04]	Lieutenant Shunk Tump used the 'Armory' vendor.
[22:28:06]	Lieutenant Shunk Tump has gained 0 credits.
[22:28:06]	Lieutenant Shunk Tump has gained a 'Tibanna Cartridge' #1488.
[22:28:07]	Lieutenant Shunk Tump has gained 0 credits.
[22:28:07]	Lieutenant Shunk Tump has gained a 'Tibanna Cartridge' #1489.
[22:28:07]	Lieutenant Shunk Tump has gained 0 credits.
[22:28:07]	Lieutenant Shunk Tump has gained a 'Tibanna Cartridge' #1490.
[22:28:07]	Lieutenant Shunk Tump has gained 0 credits.
[22:28:07]	Lieutenant Shunk Tump has gained a 'Tibanna Cartridge' #1491.
[22:28:08]	Lieutenant Shunk Tump has gained 0 credits.
[22:28:08]	Lieutenant Shunk Tump has gained a 'Tibanna Cartridge' #1492.
[22:28:08]	Lieutenant Shunk Tump has gained 0 credits.
[22:28:08]	Lieutenant Shunk Tump has gained a 'Tibanna Cartridge' #1493.
[22:28:09]	Lieutenant Shunk Tump has gained 0 credits.
[22:28:09]	Lieutenant Shunk Tump has gained a 'Tibanna Cartridge' #1494.
[22:28:33]	Lieutenant Shunk Tump entered observer.
[22:29:02]	Lieutenant Shunk Tump exited observer at their location.
[22:29:21]	Lieutenant Shunk Tump has spawned a 'Entity [976][tkaro_lfs_tx225]'.
[22:29:25]	Lieutenant Shunk Tump entered observer.
[22:29:26]	Lieutenant Shunk Tump exited observer at their location.
[22:29:27]	Lieutenant Shunk Tump entered observer.
[22:29:27]	Lieutenant Shunk Tump exited observer at their location.
[22:29:27]	Lieutenant Shunk Tump entered observer.
[22:29:28]	Lieutenant Shunk Tump exited observer at their location.
[22:29:28]	Lieutenant Shunk Tump entered observer.
[22:29:29]	Lieutenant Shunk Tump exited observer at their location.
[22:29:30]	Lieutenant Shunk Tump entered observer.
[22:29:36]	Lieutenant Shunk Tump has spawned a 'Entity [1003][tkaro_lfs_tx225]'.
[22:30:12]	Lieutenant Shunk Tump exited observer at their location.
[22:31:02]	Lieutenant Shunk Tump has taken 100 damage from Sergeant Bullwark Tump.
[22:31:02]	Sergeant Bullwark Tump has killed Lieutenant Shunk Tump with ix_hands.
[22:31:11]	Lieutenant Shunk Tump entered observer.
[22:31:45]	Lieutenant Shunk Tump exited observer at their location.
[22:31:52]	Lieutenant Shunk Tump used command '/CharGiveItem sergeant repair'.
[22:31:57]	Lieutenant Shunk Tump used command '/CharGiveItem sergeant cutter'.
[22:32:01]	Lieutenant Shunk Tump used command '/adminspawnmenu'.
[22:32:38]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[22:33:08]	Lieutenant Shunk Tump entered observer.
