[00:13:47]	beansman67 has connected.
[21:47:32]	Freluci has taken 1 damage from worldspawn.
[21:47:33]	Freluci has taken 1 damage from worldspawn.
[21:47:34]	Freluci has taken 1 damage from worldspawn.
[21:47:35]	Freluci has taken 1 damage from worldspawn.
[21:47:35]	Freluci has taken 1 damage from worldspawn.
[21:47:36]	Freluci has taken 1 damage from worldspawn.
[21:47:37]	Freluci has taken 1 damage from worldspawn.
[21:47:38]	Freluci has taken 1 damage from worldspawn.
[21:47:38]	[Y] Freluci: I WILL VACUUM CLEAN YOU FUCKERS TO DEATH.
[21:47:38]	Freluci has taken 1 damage from worldspawn.
[21:47:39]	Freluci has taken 1 damage from worldspawn.
[21:47:40]	Freluci has taken 1 damage from worldspawn.
[21:47:40]	[LOOC] Andrew 'Razor' Gonzalez: Help bad man
[21:47:41]	Freluci has taken 1 damage from worldspawn.
[21:47:42]	Freluci has taken 1 damage from worldspawn.
[21:47:42]	Freluci has taken 1 damage from worldspawn.
[21:47:43]	Freluci has taken 1 damage from worldspawn.
[21:47:44]	Freluci has taken 1 damage from worldspawn.
[21:47:45]	Freluci has taken 1 damage from worldspawn.
[21:47:45]	Freluci has taken 1 damage from worldspawn.
[21:47:46]	Freluci has taken 1 damage from worldspawn.
[21:47:47]	Freluci has taken 1 damage from worldspawn.
[21:47:48]	Freluci has taken 1 damage from worldspawn.
[21:47:48]	Freluci has taken 1 damage from worldspawn.
[21:47:49]	Freluci has taken 1 damage from worldspawn.
[21:47:50]	Freluci has taken 1 damage from worldspawn.
[21:47:50]	[LOOC] Andrew 'Razor' Gonzalez: Bad man with pointy gun at my face
[21:47:51]	Freluci has taken 1 damage from worldspawn.
[21:47:51]	Freluci has taken 1 damage from worldspawn.
[21:47:52]	Freluci has taken 1 damage from worldspawn.
[21:47:53]	Freluci has taken 1 damage from worldspawn.
[21:47:54]	Freluci has taken 1 damage from worldspawn.
[21:47:54]	Freluci has taken 1 damage from worldspawn.
[21:47:55]	Freluci entered observer.
[21:47:56]	Freluci exited observer at their location.
[21:47:56]	Freluci has taken 1 damage from worldspawn.
[21:47:57]	Freluci entered observer.
[21:47:58]	Freluci exited observer at their location.
[21:47:58]	Freluci has taken 1 damage from worldspawn.
[21:47:59]	Freluci entered observer.
[21:48:04]	[LOOC] Andrew 'Razor' Gonzalez: I am a mere peasant mechanic
[21:48:10]	[LOOC] Andrew 'Razor' Gonzalez: Plumber, more like
[21:48:13]	[LOOC] Freluci: ALRIGHT
[21:48:15]	[OOC] Ethan King: Set our thirst and hunger as well please.
[21:48:15]	[LOOC] Freluci: let's fuckin
[21:48:16]	[LOOC] Freluci: get movinbg
[21:48:20]	Andrew 'Razor' Gonzalez ran 'Consume' on item 'Flavored Consulate Water' (#13004)
[21:48:21]	[LOOC] Freluci: first
[21:48:23]	Freluci used command '/adminspawnmenu'.
[21:48:25]	Freluci has spawned "OTA Filter"
[21:48:26]	Freluci has spawned "OTA Filter"
[21:48:27]	Freluci has spawned "OTA Filter"
[21:48:27]	Freluci has spawned "OTA Filter"
[21:48:28]	Freluci has spawned "OTA Filter"
[21:48:29]	Freluci has spawned "Handmade Filter"
[21:48:30]	Freluci has spawned "OTA Filter"
[21:48:30]	Freluci has spawned "OTA Filter"
[21:48:35]	Andrew 'Razor' Gonzalez ran 'equip' on item 'OTA Filter' (#14100)
[21:48:35]	Jim Bostello ran 'equip' on item 'Handmade Filter' (#14098)
[21:48:37]	Andrew 'Razor' Gonzalez ran 'take' on item 'OTA Filter' (#14094)
[21:48:37]	Andrew 'Razor' Gonzalez has gained a 'OTA Filter' #14094.
[21:48:38]	Ethan King ran 'take' on item 'OTA Filter' (#14095)
[21:48:38]	Ethan King has gained a 'OTA Filter' #14095.
[21:48:38]	Freluci has spawned "Consulate Water"
[21:48:39]	Freluci has spawned "Consulate Water"
[21:48:39]	Freluci has spawned "Consulate Water"
[21:48:39]	Freluci has spawned "Consulate Water"
[21:48:40]	Freluci has spawned "Consulate Water"
[21:48:40]	Freluci has spawned "Consulate Water"
[21:48:40]	Freluci has spawned "Consulate Water"
[21:48:41]	Freluci has spawned "Consulate Water"
[21:48:41]	Freluci has spawned "Consulate Water"
[21:48:41]	Freluci has spawned "Consulate Water"
[21:48:43]	Jim Bostello ran 'take' on item 'Consulate Water' (#14108)
[21:48:43]	Jim Bostello has gained a 'Consulate Water' #14108.
[21:48:43]	Ethan King ran 'Consume' on item 'Consulate Water' (#14101)
[21:48:43]	Andrew 'Razor' Gonzalez ran 'Consume' on item 'Consulate Water' (#14103)
[21:48:44]	Jim Bostello ran 'take' on item 'Consulate Water' (#14105)
[21:48:44]	Jim Bostello has gained a 'Consulate Water' #14105.
[21:48:44]	Ethan King ran 'Consume' on item 'Consulate Water' (#14110)
[21:48:45]	Andrew 'Razor' Gonzalez ran 'Consume' on item 'Consulate Water' (#14106)
[21:48:47]	1LT Samuel Brody ran 'take' on item 'OTA Filter' (#14096)
[21:48:47]	1LT Samuel Brody has gained a 'OTA Filter' #14096.
[21:48:48]	Jim Bostello ran 'Consume' on item 'Consulate Water' (#14104)
[21:48:51]	Jim Bostello ran 'Consume' on item 'Consulate Water' (#14108)
[21:48:51]	Jim Bostello ran 'Consume' on item 'Consulate Water' (#14105)
[21:48:53]	Ethan King ran 'Consume' on item 'Consulate Water' (#14102)
[21:48:53]	Freluci has spawned "UU Brand Cheese"
[21:48:53]	Freluci has spawned "UU Brand Cheese"
[21:48:54]	Andrew 'Razor' Gonzalez ran 'take' on item 'OTA Filter' (#14097)
[21:48:54]	Andrew 'Razor' Gonzalez has gained a 'OTA Filter' #14097.
[21:48:54]	Freluci has spawned "UU Brand Cheese"
[21:48:54]	Jim Bostello ran 'take' on item 'Consulate Water' (#14107)
[21:48:54]	Jim Bostello has gained a 'Consulate Water' #14107.
[21:48:54]	Freluci has spawned "UU Brand Cheese"
[21:48:54]	Ethan King ran 'equip' on item 'OTA Filter' (#14095)
[21:48:54]	Freluci has spawned "UU Brand Cheese"
[21:48:55]	Freluci has spawned "UU Brand Cheese"
[21:48:56]	Jim Bostello ran 'Consume' on item 'Consulate Water' (#14107)
[21:48:57]	Andrew 'Razor' Gonzalez ran 'equip' on item 'OTA Filter' (#14099)
[21:48:57]	Ethan King ran 'Consume' on item 'UU Brand Cheese' (#14111)
[21:48:59]	Jim Bostello ran 'take' on item 'UU Brand Cheese' (#14113)
[21:48:59]	Jim Bostello has gained a 'UU Brand Cheese' #14113.
[21:48:59]	Ethan King ran 'Consume' on item 'UU Brand Cheese' (#14112)
[21:49:00]	Jim Bostello ran 'Consume' on item 'UU Brand Cheese' (#14115)
[21:49:02]	Jim Bostello ran 'take' on item 'UU Brand Cheese' (#14114)
[21:49:02]	Jim Bostello has gained a 'UU Brand Cheese' #14114.
[21:49:05]	Andrew 'Razor' Gonzalez ran 'take' on item 'UU Brand Cheese' (#14116)
[21:49:05]	Andrew 'Razor' Gonzalez has gained a 'UU Brand Cheese' #14116.
[21:49:11]	Freluci used command '/adminspawnmenu'.
[21:49:11]	1LT Samuel Brody ran 'Consume' on item 'Consulate Water' (#14109)
[21:49:12]	[LOOC] Andrew 'Razor' Gonzalez: void
[21:49:21]	Freluci has spawned "UU Brand Cheese"
[21:49:21]	Freluci has spawned "UU Brand Cheese"
[21:49:22]	Freluci has spawned "UU Brand Cheese"
[21:49:22]	Freluci has spawned "UU Brand Cheese"
[21:49:23]	Freluci has spawned "UU Brand Cheese"
[21:49:23]	Freluci has spawned "UU Brand Cheese"
[21:49:24]	Freluci has spawned "UU Brand Cheese"
[21:49:24]	1LT Samuel Brody ran 'take' on item 'UU Brand Cheese' (#14122)
[21:49:24]	1LT Samuel Brody has gained a 'UU Brand Cheese' #14122.
[21:49:26]	1LT Samuel Brody ran 'take' on item 'UU Brand Cheese' (#14123)
[21:49:26]	1LT Samuel Brody has gained a 'UU Brand Cheese' #14123.
[21:49:29]	[Y] Freluci: Share the resources please.
[21:49:30]	DRD loaded the character 'Paul-Henri Cartier'
[21:49:30]	[LOOC] Andrew 'Razor' Gonzalez: Leaning tower of cheese
[21:49:33]	Freluci used command '/adminspawnmenu'.
[21:49:34]	Ethan King ran 'drop' on item 'Suitcase' (#10368)
[21:49:34]	Ethan King has lost a 'Suitcase' #10368.
[21:49:34]	Ethan King has lost a 'Cyclopic Citizen Suit' #10370.
[21:49:34]	Ethan King has lost a 'Flashlight' #10403.
[21:49:34]	Ethan King has lost a 'Armor Scraps' #14040.
[21:49:34]	Ethan King has lost a 'Allen Wrench' #10771.
[21:49:34]	Ethan King has lost a 'Zip Tie' #10779.
[21:49:34]	Ethan King has lost a 'Insulating Tape' #10794.
[21:49:34]	Ethan King has lost a 'Flashbang' #14077.
[21:49:35]	Ethan King ran 'take' on item 'Suitcase' (#10368)
[21:49:35]	Ethan King has gained a 'Suitcase' #10368.
[21:49:35]	Ethan King has gained a 'Cyclopic Citizen Suit' #10370.
[21:49:35]	Ethan King has gained a 'Flashlight' #10403.
[21:49:35]	Ethan King has gained a 'Armor Scraps' #14040.
[21:49:35]	Ethan King has gained a 'Allen Wrench' #10771.
[21:49:35]	Ethan King has gained a 'Zip Tie' #10779.
[21:49:35]	Ethan King has gained a 'Insulating Tape' #10794.
[21:49:35]	Ethan King has gained a 'Flashbang' #14077.
[21:49:37]	Andrew 'Razor' Gonzalez ran 'take' on item 'UU Brand Cheese' (#14121)
[21:49:37]	Andrew 'Razor' Gonzalez has gained a 'UU Brand Cheese' #14121.
[21:49:38]	Ethan King ran 'drop' on item 'Cyclopic Citizen Suit' (#10370)
[21:49:38]	Ethan King has lost a 'Cyclopic Citizen Suit' #10370.
[21:49:42]	Paul-Henri Cartier ran 'Consume' on item 'UU Brand Cheese' (#14120)
[21:49:43]	Paul-Henri Cartier ran 'Consume' on item 'UU Brand Cheese' (#14119)
[21:49:43]	[LOOC] Andrew 'Razor' Gonzalez: I took two
[21:49:44]	Jim Bostello ran 'take' on item 'Cyclopic Citizen Suit' (#10370)
[21:49:44]	Jim Bostello has gained a 'Cyclopic Citizen Suit' #10370.
[21:49:45]	Paul-Henri Cartier ran 'Consume' on item 'UU Brand Cheese' (#14118)
[21:49:47]	Ethan King ran 'take' on item 'UU Brand Cheese' (#14117)
[21:49:47]	Ethan King has gained a 'UU Brand Cheese' #14117.
[21:49:48]	Freluci has spawned "OTA Filter"
[21:49:48]	Freluci has spawned "OTA Filter"
[21:49:49]	Freluci has spawned "OTA Filter"
[21:49:49]	Freluci has spawned "OTA Filter"
[21:49:49]	Freluci has spawned "OTA Filter"
[21:49:54]	Paul-Henri Cartier ran 'take' on item 'OTA Filter' (#14128)
[21:49:54]	Paul-Henri Cartier has gained a 'OTA Filter' #14128.
[21:49:55]	Jim Bostello ran 'drop' on item 'Cyclopic Citizen Suit' (#10370)
[21:49:55]	Jim Bostello has lost a 'Cyclopic Citizen Suit' #10370.
[21:49:56]	1LT Samuel Brody ran 'take' on item 'OTA Filter' (#14124)
[21:49:56]	1LT Samuel Brody has gained a 'OTA Filter' #14124.
[21:49:56]	Andrew 'Razor' Gonzalez ran 'take' on item 'OTA Filter' (#14126)
[21:49:56]	Andrew 'Razor' Gonzalez has gained a 'OTA Filter' #14126.
[21:49:57]	1LT Samuel Brody ran 'take' on item 'OTA Filter' (#14093)
[21:49:57]	1LT Samuel Brody has gained a 'OTA Filter' #14093.
[21:49:57]	Paul-Henri Cartier ran 'equip' on item 'OTA Filter' (#14125)
[21:50:01]	Ethan King ran 'take' on item 'OTA Filter' (#14127)
[21:50:01]	Ethan King has gained a 'OTA Filter' #14127.
[21:50:05]	Freluci exited observer at their location.
[21:50:05]	Freluci has taken 1 damage from worldspawn.
[21:50:06]	Freluci has taken 1 damage from worldspawn.
[21:50:06]	Freluci entered observer.
[21:50:07]	Freluci exited observer at their location.
[21:50:07]	Freluci has taken 1 damage from worldspawn.
[21:50:08]	Freluci has taken 1 damage from worldspawn.
[21:50:08]	Freluci entered observer.
[21:50:12]	[OOC] 1LT Samuel Brody: thanks god, but i think were good
[21:50:19]	[OOC] Ethan King: Ammo might be in order as well unless this is mostly funny RP based shit.
[21:50:41]	[OOC] Jim Bostello: its good tho not just cause its funny
[21:50:42]	[OOC] Andrew 'Razor' Gonzalez: Bear witness to the pipe wrench
[21:50:46]	[OOC] 1LT Samuel Brody: oh yeah... open console and type sv_infiniteammo 1
[21:50:57]	[OOC] Ethan King: Truly we are in its glorious presence.
[21:51:03]	[OOC] Ethan King: The basic Pipe Wrench.
[21:51:12]	[OOC] Andrew 'Razor' Gonzalez: THE Pipe Wrench
[21:51:23]	[OOC] Ethan King: The first ever crafted from metal and blood.
[21:51:26]	Freluci has gained 50 tokens.
[21:51:29]	matt saton loaded the character 'CCA.C08-UNION.i1.51023'
[21:51:30]	CCA.C08-UNION.i1.51023 entered observer.
[21:51:32]	[OOC] Andrew 'Razor' Gonzalez: Forged from the first of man
[21:51:41]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [214][ix_forcefield]'.
[21:51:42]	[OOC] Ethan King: Smelted in the depths of hell.
[21:51:44]	[OOC] Andrew 'Razor' Gonzalez: It's power is that beyond anything
[21:51:45]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [214][ix_forcefield]'.
[21:51:48]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [214][ix_forcefield]'.
[21:51:49]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [242][ix_forcefield]'.
[21:51:50]	[OOC] Andrew 'Razor' Gonzalez: Beyond mankind
[21:51:51]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [214][ix_forcefield]'.
[21:51:52]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [242][ix_forcefield]'.
[21:51:53]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [248][ix_forcefield]'.
[21:51:54]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [214][ix_forcefield]'.
[21:51:55]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [242][ix_forcefield]'.
[21:51:59]	CCA.C08-UNION.i1.51023 exited observer at their location.
[21:52:01]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [214][ix_forcefield]'.
[21:52:01]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [242][ix_forcefield]'.
[21:52:02]	[OOC] Ethan King: You could wipe out all of the Combine with such a weapon.
[21:52:02]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [214][ix_forcefield]'.
[21:52:03]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [242][ix_forcefield]'.
[21:52:04]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [248][ix_forcefield]'.
[21:52:11]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [214][ix_forcefield]'.
[21:52:12]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [214][ix_forcefield]'.
[21:52:13]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [242][ix_forcefield]'.
[21:52:14]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [248][ix_forcefield]'.
[21:52:18]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [214][ix_forcefield]'.
[21:52:19]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [242][ix_forcefield]'.
[21:52:20]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [214][ix_forcefield]'.
[21:52:21]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [242][ix_forcefield]'.
[21:52:22]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [214][ix_forcefield]'.
[21:52:23]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [242][ix_forcefield]'.
[21:52:25]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [214][ix_forcefield]'.
[21:52:26]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [242][ix_forcefield]'.
[21:52:27]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [248][ix_forcefield]'.
[21:52:28]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [214][ix_forcefield]'.
[21:52:28]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [242][ix_forcefield]'.
[21:52:30]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [214][ix_forcefield]'.
[21:52:31]	[OOC] Andrew 'Razor' Gonzalez: They cower in fear in the sight of such, they tremble at the sound.
[21:52:31]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [242][ix_forcefield]'.
[21:52:31]	[OOC] 1LT Samuel Brody: dont mind me just using my flashlight to make the mario theme
[21:52:36]	CCA.C08-UNION.i1.51023 entered observer.
[21:52:49]	Paul-Henri Cartier used command '/ToggleRaise'.
[21:52:51]	CCA.C08-UNION.i1.51023 exited observer at their location.
[21:52:51]	CCA.C08-UNION.i1.51023 entered observer.
[21:52:52]	CCA.C08-UNION.i1.51023 exited observer at their location.
[21:52:52]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [214][ix_forcefield]'.
[21:52:53]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [248][ix_forcefield]'.
[21:52:54]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [252][ix_forcefield]'.
[21:52:55]	Sgt. Salvador loaded the character 'Drake Salvador'
[21:52:58]	[OOC] Ethan King: And they pray for forgiveness when challenged by such a weapon.
[21:53:02]	Paul-Henri Cartier used command '/ToggleRaise'.
[21:53:06]	Paul-Henri Cartier entered observer.
[21:53:06]	[OOC] Drake Salvador: I am that weapon.
[21:53:09]	Paul-Henri Cartier exited observer at their location.
[21:53:12]	[LOOC] Drake Salvador: oh
[21:53:12]	[OOC] Ethan King: I see
[21:53:15]	[OOC] Andrew 'Razor' Gonzalez: They never will know what such a weapon can do
[21:53:16]	[OOC] CCA.C08-UNION.i1.51023: please share your resources with salvador
[21:53:19]	[OOC] CCA.C08-UNION.i1.51023: filters and water and food
[21:53:20]	CCA.C08-UNION.i1.51023 entered observer.
[21:53:23]	Drake Salvador ran 'Consume' on item 'Flavored Consulate Water' (#14080)
[21:53:25]	1LT Samuel Brody ran 'drop' on item 'OTA Filter' (#14124)
[21:53:25]	1LT Samuel Brody has lost a 'OTA Filter' #14124.
[21:53:28]	Paul-Henri Cartier has spawned a 'Entity [221][pfx1_08_~a]'.
[21:53:30]	Ethan King ran 'drop' on item 'UU Brand Cheese' (#14117)
[21:53:30]	Ethan King has lost a 'UU Brand Cheese' #14117.
[21:53:32]	Andrew 'Razor' Gonzalez ran 'drop' on item 'Citizen Filter' (#11172)
[21:53:32]	Andrew 'Razor' Gonzalez has lost a 'Citizen Filter' #11172.
[21:53:33]	Drake Salvador ran 'take' on item 'OTA Filter' (#14124)
[21:53:33]	Drake Salvador has gained a 'OTA Filter' #14124.
[21:53:34]	Jim Bostello used command '/PM union was that in character or'.
[21:53:35]	Drake Salvador ran 'take' on item 'UU Brand Cheese' (#14117)
[21:53:35]	Drake Salvador has gained a 'UU Brand Cheese' #14117.
[21:53:36]	Andrew 'Razor' Gonzalez ran 'drop' on item 'Citizen Filter' (#11924)
[21:53:36]	Andrew 'Razor' Gonzalez has lost a 'Citizen Filter' #11924.
[21:53:37]	Andrew 'Razor' Gonzalez ran 'drop' on item 'Citizen Filter' (#11918)
[21:53:37]	Andrew 'Razor' Gonzalez has lost a 'Citizen Filter' #11918.
[21:53:40]	CCA.C08-UNION.i1.51023 used command '/PM jim yeah'.
[21:53:45]	[LOOC] Drake Salvador: Ah, yes. Thank you for sharing your Eternal flame with me
[21:53:48]	Drake Salvador ran 'take' on item 'Citizen Filter' (#11918)
[21:53:48]	Drake Salvador has gained a 'Citizen Filter' #11918.
[21:53:54]	[LOOC] Andrew 'Razor' Gonzalez: THE FLAME OF THE WRENCH
[21:53:58]	[LOOC] Andrew 'Razor' Gonzalez: IT CALLS
[21:54:00]	Paul-Henri Cartier has spawned a 'Entity [221][pfx1_08_]'.
[21:54:02]	[LOOC] Andrew 'Razor' Gonzalez: Aw
[21:54:05]	[LOOC] Drake Salvador: PRAAAISE THE SUN
[21:54:05]	[LOOC] Andrew 'Razor' Gonzalez: OH SHIT
[21:54:18]	[LOOC] Andrew 'Razor' Gonzalez: IT CALLS
[21:54:22]	CCA.C08-UNION.i1.51023 used command '/Event You somehow make it off the train. Finally.'.
[21:54:22]	[LOOC] Andrew 'Razor' Gonzalez: AH
[21:54:23]	[OOC] 1LT Samuel Brody: why do i hear boss music
[21:54:28]	CCA.C08-UNION.i1.51023 used command '/Event Felt like forever.'.
[21:54:34]	[OOC] Drake Salvador: *Goes black* *Instinctively looks around*
[21:54:36]	[OOC] 1LT Samuel Brody: oh no im blind
[21:54:41]	[OOC] Andrew 'Razor' Gonzalez: Stevie
[21:54:43]	[OOC] Jim Bostello: stop with the ooc 
[21:54:45]	CCA.C08-UNION.i1.51023 used command '/Event But then you hear the train grind to a stop.'.
[21:54:59]	[OOC] 1LT Samuel Brody: why stop with the OOC?
[21:55:07]	[OOC] 1LT Samuel Brody: you an admin?
[21:55:09]	CCA.C08-UNION.i1.51023 used command '/Event What was it, the natural stop? Did somebody stop you?'.
[21:55:20]	CCA.C08-UNION.i1.51023 exited observer at their location.
[21:55:22]	CCA.C08-UNION.i1.51023 entered observer.
[21:55:22]	CCA.C08-UNION.i1.51023 exited observer at their location.
[21:55:24]	[OOC] Drake Salvador: It gets kinda' annoying because it sorta' kills the mood if you're trying to stay IC.
[21:55:24]	CCA.C08-UNION.i1.51023 entered observer.
[21:55:39]	CCA.C08-UNION.i1.51023 used command '/Event You're not too sure until the UNION opens the door.'.
[21:55:49]	CCA.C08-UNION.i1.51023 exited observer at their location.
[21:55:50]	CCA.C08-UNION.i1.51023 entered observer.
[21:55:51]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:55:52]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:55:52]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:55:53]	[OOC] Drake Salvador: I get it, but I've spent too long in CW/NS to just stay quiet unless 
[21:55:53]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:55:54]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:55:55]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:55:55]	[LOOC] Drake Salvador: Hm
[21:55:56]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:55:56]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:55:57]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:56:00]	Jim Bostello ran 'equip' on item 'Citizen Filter' (#11348)
[21:56:01]	CCA.C08-UNION.i1.51023 exited observer at their location.
[21:56:29]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[21:56:43]	Neruel has connected.
[21:56:49]	[ME] CCA.C08-UNION.i1.51023: would take out his combat knife and cut the individual's ties.
[21:57:43]	[Y] CCA.C08-UNION.i1.51023: <:: Alright. If you're with the group of anti-citizens, go.. ::>
[21:57:52]	[Y] CCA.C08-UNION.i1.51023: <:: Go here if you're here with the anti-citizens. ::>
[21:58:01]	[Y] CCA.C08-UNION.i1.51023: <:: Go here if you're not with the anti-citizens. ::>
[21:58:12]	[Y] Ethan King: The Front! lets get going.
[21:58:33]	[OOC] 1LT Samuel Brody: hehe anti-citizen go brr
[21:59:12]	CCA.C08-UNION.i1.51023 used command '/Radio Divisional, are there CCA units anywhere in 17, industrial sector?'.
[22:00:06]	Neruel created the character 'Areth  Martin'
[22:00:06]	Areth  Martin has gained a 'Suitcase' #14129.
[22:00:06]	Areth  Martin has gained a 'Relocation Coupon' #14130.
[22:00:06]	Areth  Martin has gained a 'Green Citizen Suit' #14131.
[22:00:06]	Areth  Martin has gained a 'Citizen Filter' #14132.
[22:00:06]	Neruel loaded the character 'Areth  Martin'
[22:00:14]	[OOC] CCA.C08-UNION.i1.51023: hey, welcome to the server!
[22:00:16]	Ethan King used command '/Radio Move it soldiers!'.
[22:00:30]	[OOC] CCA.C08-UNION.i1.51023: we're in a bit of an event right now, so things are pretty fucky
[22:00:36]	[OOC] CCA.C08-UNION.i1.51023: still, you're welcome to participate
[22:00:43]	Paul-Henri Cartier used command '/ToggleRaise'.
[22:00:43]	[OOC] CCA.C08-UNION.i1.51023: you may want to put on your hazmat suit and your filter before you head anywhere
[22:01:19]	Paul-Henri Cartier used command '/ToggleRaise'.
[22:01:23]	Jim Bostello ran 'drop' on item 'Hybrid Radio' (#14038)
[22:01:23]	Jim Bostello has lost a 'Hybrid Radio' #14038.
[22:01:24]	Ethan King ran 'take' on item 'Hybrid Radio' (#14038)
[22:01:24]	Ethan King has gained a 'Hybrid Radio' #14038.
[22:01:29]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[22:01:31]	Ethan King ran 'Toggle' on item 'Hybrid Radio' (#14038)
[22:01:32]	Areth  Martin ran 'Equip' on item 'Green Citizen Suit' (#14131)
[22:01:36]	Areth  Martin ran 'equip' on item 'Citizen Filter' (#14132)
[22:01:45]	Ethan King ran 'drop' on item 'Hybrid Radio' (#14038)
[22:01:45]	Ethan King has lost a 'Hybrid Radio' #14038.
[22:01:48]	Jim Bostello ran 'take' on item 'Hybrid Radio' (#14038)
[22:01:48]	Jim Bostello has gained a 'Hybrid Radio' #14038.
[22:01:52]	Jim Bostello ran 'Toggle' on item 'Hybrid Radio' (#14038)
[22:01:59]	Jim Bostello used command '/Radio test'.
[22:02:04]	Paul-Henri Cartier used command '/Radio Yep'.
[22:02:08]	[Y] Ethan King: Try it again!
[22:02:16]	Jim Bostello used command '/Radio testing.'.
[22:02:17]	[LOOC] Areth  Martin: is this the server that was in the outlands before it changed?
[22:02:18]	Ethan King used command '/Radio Copy'.
[22:02:32]	Paul-Henri Cartier used command '/ToggleRaise'.
[22:02:34]	[LOOC] CCA.C08-UNION.i1.51023: yeah, in the city 8 outlands
[22:02:47]	[LOOC] Drake Salvador: Well, we were in C8, but the event moved us into the Outlands, now to here.
[22:02:52]	[LOOC] CCA.C08-UNION.i1.51023: ^
[22:03:31]	[LOOC] Areth  Martin: nah im on a diff server.
[22:03:38]	[LOOC] CCA.C08-UNION.i1.51023: still, welcome
[22:04:16]	[ME] Drake Salvador: pulls out the pickaxe from behind his back.
[22:04:28]	[Y] CCA.C08-UNION.i1.51023: <:: Hey, come with us- ::>
[22:04:34]	Paul-Henri Cartier used command '/ToggleRaise'.
[22:05:23]	Ethan King used command '/Radio We're moving to the gridbay!'.
[22:05:48]	Paul-Henri Cartier used command '/ToggleRaise'.
[22:06:21]	[OOC] Paul-Henri Cartier: q we're armory
[22:06:25]	[OOC] Paul-Henri Cartier: checking
[22:06:26]	[OOC] CCA.C08-UNION.i1.51023: *how*
[22:06:29]	[OOC] CCA.C08-UNION.i1.51023: *what the fuck*
[22:06:29]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[22:06:30]	[OOC] Paul-Henri Cartier: what
[22:06:36]	[OOC] Ethan King: The Nexus is very open
[22:06:36]	[OOC] Paul-Henri Cartier: we went through the gridbay
[22:06:38]	CCA.C08-UNION.i1.51023 entered observer.
[22:06:44]	[OOC] CCA.C08-UNION.i1.51023: how did ypu-
[22:06:51]	[OOC] Paul-Henri Cartier: want us to show you our route
[22:06:54]	[OOC] CCA.C08-UNION.i1.51023: oh it's open
[22:06:57]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:06:57]	CCA.C08-UNION.i1.51023 entered observer.
[22:06:57]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:06:59]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [406][ix_forcefield]'.
[22:07:01]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [406][ix_forcefield]'.
[22:07:02]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [410][ix_forcefield]'.
