[04:54:45]	Dakoda has connected.
[22:37:45]	Ryan Marnett has spawned 'models/props_interiors/furniture_cabinetdrawer01a.mdl'.
[22:37:50]	[ME] CCA.C17-RCT.37117: would place a the loyalist ration at the window
[22:37:54]	CCA.C17-RCT.37117 ran 'drop' on item 'Loyalist Grade Ration' (#37740)
[22:37:54]	CCA.C17-RCT.37117 has lost a 'Loyalist Grade Ration' #37740.
[22:38:01]	Jason Delly ran 'take' on item 'Loyalist Grade Ration' (#37740)
[22:38:01]	Jason Delly has gained a 'Loyalist Grade Ration' #37740.
[22:38:02]	Ryan Marnett has spawned 'models/props_c17/paper01.mdl'.
[22:38:05]	Ryan Marnett has spawned 'models/props_c17/pillarcluster_001d.mdl'.
[22:38:05]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[22:38:07]	Jason Delly ran 'Open' on item 'Loyalist Grade Ration' (#37740)
[22:38:07]	Jason Delly has gained a 'Loyalist Grade Citizen Food Product' #37741.
[22:38:07]	Jason Delly has gained a 'Loyalist Grade Citizen Supplements' #37742.
[22:38:07]	Jason Delly has gained a 'Flavored Breen's Water' #37743.
[22:38:07]	Jason Delly has gained 20 tokens.
[22:38:07]	Ryan Marnett has spawned 'models/props_c17/utilityconducter001.mdl'.
[22:38:08]	Ryan Marnett has spawned 'models/props_c17/tv_monitor01_screen.mdl'.
[22:38:13]	Jason Delly has lost 5 tokens.
[22:38:14]	Ryan Marnett has spawned 'models/props_c17/tv_monitor01.mdl'.
[22:38:17]	Jason Delly ran 'take' on item 'Breen's Water' (#37744)
[22:38:17]	Jason Delly has gained a 'Breen's Water' #37744.
[22:38:17]	CCA.C17-UNION.SqL.72633 used command '/ViewData Alfred'.
[22:38:21]	[ME] CCA.C17-RCT.37117: would raise his arm, checking his PDA
[22:38:23]	Ryan Marnett has spawned 'models/combinefortifictaionpack/pillard01a.mdl'.
[22:38:26]	Ryan Marnett has spawned 'models/combineinteriorpack/cmbarmory02a.mdl'.
[22:38:26]	Ryan Marnett entered observer.
[22:38:29]	CCA.C17-RCT.37117 used command '/ViewData Alfred'.
[22:38:29]	Ryan Marnett exited observer at their location.
[22:38:32]	Ryan Marnett has spawned 'models/combinefortification/combinevehiculegate.mdl'.
[22:38:34]	Ryan Marnett entered observer.
[22:38:35]	Ryan Marnett exited observer at their location.
[22:38:39]	Ryan Marnett has spawned 'models/rt screens/tv_monitor01.mdl'.
[22:38:46]	CCA.C17-RCT.37117 used the 'Ration dispenser' vendor.
[22:38:50]	CCA.C17-UNION.SqL.72633 has gained 10 tokens.
[22:38:55]	CCA.C17-RCT.37117 has gained 0 tokens.
[22:38:55]	CCA.C17-RCT.37117 has gained a 'Standard Grade Ration' #37745.
[22:39:06]	[ME] CCA.C17-RCT.37117: would place two rations at the window
[22:39:18]	[ME] Alfred Langenberg: hastily stuffs them into his never-ending bag.
[22:39:20]	Alfred Langenberg ran 'take' on item 'Standard Grade Ration' (#37731)
[22:39:20]	Alfred Langenberg has gained a 'Standard Grade Ration' #37731.
[22:39:22]	CCA.C17-RCT.37117 ran 'drop' on item 'Standard Grade Ration' (#37745)
[22:39:22]	CCA.C17-RCT.37117 has lost a 'Standard Grade Ration' #37745.
[22:39:30]	Alfred Langenberg ran 'take' on item 'Standard Grade Ration' (#37745)
[22:39:30]	Alfred Langenberg has gained a 'Standard Grade Ration' #37745.
[22:39:38]	CCA.C17-RCT.37117 ran 'take' on item 'Standard Grade Citizen Food Product' (#37737)
[22:39:38]	CCA.C17-RCT.37117 has gained a 'Standard Grade Citizen Food Product' #37737.
[22:39:46]	[OOC] CCA.C17-GRID.i2.36307: oh shit
[22:39:54]	[OOC] CCA.C17-GRID.i2.36307: dilly has a cp, i just noitced
[22:39:59]	[OOC] CCA.C17-RCT.37117: bruh
[22:39:59]	[OOC] Ryan Marnett: yuh
[22:40:03]	[OOC] CCA.C17-UNION.SqL.72633: Dumbo
[22:40:05]	Ryan Marnett entered observer.
[22:40:07]	[ME] Alfred Langenberg: places his fifth poster against the wall, taping it by the corners.
[22:40:08]	Ryan Marnett has spawned 'models/props_furniture/piano.mdl'.
[22:40:09]	[OOC] Alfred Langenberg: slowpoke
[22:40:13]	Ryan Marnett exited observer at their location.
[22:40:14]	Ryan Marnett has spawned 'models/props_furniture/picture_frame8.mdl'.
[22:40:16]	Ryan Marnett has spawned 'models/props_interiors/painting_landscape01.mdl'.
[22:40:22]	CCA.C17-GRID.i2.36307 used command '/fr What the fuck?'.
[22:40:29]	Ryan Marnett has spawned 'models/props_interiors/painting_portrait01.mdl'.
[22:40:30]	[ME] Alfred Langenberg: hangs the sixth poster up, yet again taping it.
[22:40:32]	[LOOC] CCA.C17-UNION.SqL.72633: GRID go check out Chickens app, it's suprisingly not that bad.
[22:40:36]	[LOOC] CCA.C17-UNION.SqL.72633: shit
[22:40:41]	[OOC] CCA.C17-UNION.SqL.72633: GRID go check out Chickens app, it's suprisingly not that bad.
[22:40:42]	[LOOC] CCA.C17-RCT.37117: lol
[22:40:45]	[ME] Alfred Langenberg: hangs up a SEVENTH poster
[22:40:46]	[OOC] CCA.C17-GRID.i2.36307: ok
[22:40:52]	[OOC] Jason Delly: 0_o
[22:40:57]	CCA.C17-GRID.i2.36307 used command '/ViewData delly'.
[22:40:59]	[OOC] CCA.C17-UNION.SqL.72633: not perfect, but not bad.
[22:41:01]	Ryan Marnett has spawned 'models/props_interiors/corkboardverticle01.mdl'.
[22:41:03]	Ryan Marnett has spawned 'models/props_interiors/corkboardverticle01.mdl'.
[22:41:04]	Ryan Marnett has spawned 'models/props/cs_office/offcorkboarda.mdl'.
[22:41:15]	Ryan Marnett has spawned 'models/props_warehouse/office_furniture_desk.mdl'.
[22:41:16]	[ME] Alfred Langenberg: flattens his eigth poster, ripping off four pieces of tape and securing it to the wall.
[22:41:45]	[ME] Alfred Langenberg: places his ninth and final poster by the doorway.
[22:42:00]	Ryan Marnett has spawned 'models/props_interiors/corkboardverticle01.mdl'.
[22:42:03]	Ryan Marnett has spawned 'models/props_interiors/water_cooler.mdl'.
[22:42:04]	Ryan Marnett has spawned 'models/props_interiors/paper_tray.mdl'.
[22:42:05]	Ryan Marnett has spawned 'models/props_interiors/printer.mdl'.
[22:42:08]	Ryan Marnett has spawned 'models/props_office/desk_01.mdl'.
[22:42:09]	CCA.C17-UNION.SqL.72633 used command '/Radio Ending the ration cycle.'.
[22:42:13]	Ryan Marnett entered observer.
[22:42:13]	Ryan Marnett exited observer at their location.
[22:42:17]	CCA.C17-UNION.SqL.72633 used command '/Radio Resuming Patrol.'.
[22:42:18]	Ryan Marnett has spawned 'models/U4Lab/desk_office_a.mdl'.
[22:42:18]	Ryan Marnett has taken 50 damage from prop_physics.
[22:42:24]	Ryan Marnett has spawned 'models/props_warehouse/office_furniture_desk.mdl'.
[22:42:26]	Ryan Marnett has spawned 'models/props_office/desk_01.mdl'.
[22:42:31]	Ryan Marnett has spawned 'models/props_interiors/printer.mdl'.
[22:42:37]	Ryan Marnett has spawned 'models/props_interiors/paper_tray.mdl'.
[22:42:43]	[OOC] CCA.C17-GRID.i2.36307: it's
[22:42:46]	[OOC] CCA.C17-GRID.i2.36307: interesting
[22:42:51]	[OOC] CCA.C17-UNION.SqL.72633: truly
[22:42:52]	[OOC] Alfred Langenberg: GRRRIIIIIIDDDD
[22:42:56]	Ryan Marnett has spawned 'models/props/cs_office/chair_office.mdl'.
[22:42:56]	[OOC] CCA.C17-UNION.SqL.72633: but not that bad
[22:43:05]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[22:43:09]	[OOC] CCA.C17-GRID.i2.36307: question 3 is dumb tho
[22:43:13]	[OOC] CCA.C17-UNION.SqL.72633: truly
[22:43:18]	[OOC] CCA.C17-GRID.i2.36307: it';s not wrong, per se
[22:43:33]	Ryan Marnett has spawned 'models/props/cs_office/chair_office.mdl'.
[22:43:35]	Ryan Marnett has spawned 'models/props/cs_office/chair_office.mdl'.
[22:43:37]	[ME] Alfred Langenberg: holds out the roll of tape.
[22:43:43]	Ryan Marnett has spawned 'models/props_interiors/paper_tray.mdl'.
[22:43:46]	[ME] CCA.C17-GRID.i2.36307: takes the tape, tapping on his PDA
[22:43:50]	CCA.C17-UNION.SqL.72633 has gained 10 tokens.
[22:43:55]	CCA.C17-GRID.i2.36307 used command '/ViewData lang'.
[22:43:55]	Ryan Marnett has spawned 'models/props_plants/plantairport01.mdl'.
[22:43:57]	Ryan Marnett has spawned 'models/env/decor/tall_plant_b/tall_plant_b.mdl'.
[22:44:25]	Ryan Marnett has spawned 'models/props/cs_office/trash_can_p.mdl'.
[22:44:47]	[LOOC] CCA.C17-GRID.i2.36307: oop
[22:44:50]	Jason Delly ran 'drop' on item 'Loyalist Grade Citizen Food Product' (#37741)
[22:44:50]	Jason Delly has lost a 'Loyalist Grade Citizen Food Product' #37741.
[22:44:56]	Jason Delly ran 'take' on item 'Loyalist Grade Citizen Food Product' (#37741)
[22:44:56]	Jason Delly has gained a 'Loyalist Grade Citizen Food Product' #37741.
[22:44:58]	[OOC] CCA.C17-GRID.i2.36307: who the fuck is using mm/dd/yy
[22:45:01]	Jason Delly ran 'drop' on item 'Loyalist Grade Citizen Food Product' (#37741)
[22:45:01]	Jason Delly has lost a 'Loyalist Grade Citizen Food Product' #37741.
[22:45:03]	[OOC] CCA.C17-GRID.i2.36307: it's dd/nn/y
[22:45:05]	[OOC] CCA.C17-GRID.i2.36307: fuck
[22:45:06]	Jason Delly ran 'drop' on item 'Loyalist Grade Citizen Supplements' (#37742)
[22:45:06]	Jason Delly has lost a 'Loyalist Grade Citizen Supplements' #37742.
[22:45:06]	[OOC] Ryan Marnett: america you fucking leafhead
[22:45:09]	[OOC] CCA.C17-GRID.i2.36307: lemme turn on a light
[22:45:09]	Jason Delly ran 'take' on item 'Loyalist Grade Citizen Supplements' (#37742)
[22:45:09]	Jason Delly has gained a 'Loyalist Grade Citizen Supplements' #37742.
[22:45:13]	Jason Delly ran 'drop' on item 'Loyalist Grade Citizen Supplements' (#37742)
[22:45:13]	Jason Delly has lost a 'Loyalist Grade Citizen Supplements' #37742.
[22:45:16]	[OOC] CCA.C17-RCT.37117: oi who you calling a leaf head
[22:45:16]	[OOC] CCA.C17-UNION.SqL.72633: I will keep using it nerd
[22:45:16]	Jason Delly ran 'take' on item 'Loyalist Grade Citizen Supplements' (#37742)
[22:45:16]	Jason Delly has gained a 'Loyalist Grade Citizen Supplements' #37742.
[22:45:18]	[OOC] Alfred Langenberg: you're canadian? oh CRINGE
[22:45:19]	[OOC] CCA.C17-GRID.i2.36307: dd/mm/yyyy
[22:45:20]	Jason Delly ran 'take' on item 'Loyalist Grade Citizen Food Product' (#37741)
[22:45:20]	Jason Delly has gained a 'Loyalist Grade Citizen Food Product' #37741.
[22:45:23]	[OOC] CCA.C17-GRID.i2.36307: hear me out here
[22:45:25]	Jason Delly ran 'drop' on item 'Loyalist Grade Citizen Supplements' (#37742)
[22:45:25]	Jason Delly has lost a 'Loyalist Grade Citizen Supplements' #37742.
[22:45:27]	Jason Delly ran 'drop' on item 'Loyalist Grade Citizen Food Product' (#37741)
[22:45:27]	Jason Delly has lost a 'Loyalist Grade Citizen Food Product' #37741.
[22:45:27]	[OOC] Ryan Marnett: okay but hear me out
[22:45:30]	[OOC] CCA.C17-GRID.i2.36307: dd/yyyy/mm
[22:45:31]	[OOC] Ryan Marnett: fahrenheit and pounds
[22:45:39]	[OOC] Alfred Langenberg: based fahrenheit
[22:45:49]	[OOC] CCA.C17-GRID.i2.36307: canada uses a mix of f and c de facto
[22:45:54]	[OOC] CCA.C17-RCT.37117: true
[22:45:55]	[OOC] Jason Delly: touch my rations and i break you're kneecaps
[22:45:57]	[OOC] CCA.C17-GRID.i2.36307: de jure celcius
[22:45:58]	[OOC] Ryan Marnett: use f, use m, use lbs
[22:46:01]	[OOC] Ryan Marnett: don't use stone ever
[22:46:08]	[OOC] Ryan Marnett: american system is dd/yyyy/mm, canadian system is yy/mm/dd
[22:46:15]	Ryan Marnett entered observer.
[22:46:15]	Ryan Marnett exited observer at their location.
[22:46:15]	Ryan Marnett entered observer.
[22:46:15]	Ryan Marnett exited observer at their location.
[22:46:25]	[OOC] CCA.C17-GRID.i2.36307: in reality
[22:46:31]	[OOC] CCA.C17-GRID.i2.36307: canada uses all formats
[22:46:31]	[OOC] Alfred Langenberg: year... isn't in the middle, matt
[22:46:40]	[OOC] CCA.C17-GRID.i2.36307: like officially all formats
[22:46:45]	[OOC] Ryan Marnett: absolutely is
[22:46:50]	CCA.C17-UNION.SqL.72633 used command '/Radio Training patrol finished, sociostatus in D's 1 through 3 is green.'.
[22:47:01]	Jason Delly has taken 19 damage from worldspawn.
[22:47:05]	Alfred Langenberg ran 'Equip' on item 'Blue and White Coat' (#37000)
[22:47:06]	[OOC] CCA.C17-UNION.SqL.72633: Hopping off of SqL man
[22:47:07]	Alfred Langenberg ran 'Open' on item 'Standard Grade Ration' (#37731)
[22:47:07]	Alfred Langenberg has gained a 'Standard Grade Citizen Food Product' #37746.
[22:47:07]	Alfred Langenberg has gained a 'Standard Grade Citizen Supplements' #37747.
[22:47:07]	Alfred Langenberg has gained a 'Breen's Water' #37748.
[22:47:07]	Alfred Langenberg has gained 10 tokens.
[22:47:09]	[OOC] Ryan Marnett: DURR OI'M BRI'ISH OI MEASURE THINGS IN STONE
[22:47:10]	[OOC] Jason Delly: f
[22:47:10]	Alfred Langenberg ran 'Open' on item 'Standard Grade Ration' (#37745)
[22:47:10]	Alfred Langenberg has gained a 'Standard Grade Citizen Food Product' #37749.
[22:47:10]	Alfred Langenberg has gained a 'Standard Grade Citizen Supplements' #37750.
[22:47:10]	Alfred Langenberg has gained a 'Breen's Water' #37751.
[22:47:10]	Alfred Langenberg has gained 10 tokens.
[22:47:11]	FB|| light ROOM loaded the character 'CCA.C17-QrM.98240'
[22:47:12]	Ryan Marnett entered observer.
[22:47:20]	[OOC] Ryan Marnett: 'OW MUCH ATT WEIGH?\
[22:47:21]	[OOC] Alfred Langenberg: teefers
[22:47:23]	FB|| light ROOM loaded the character 'Theban 'Simmons' Revolt'
[22:47:24]	Chicken loaded the character 'Jason Birdwell'
[22:47:27]	[OOC] Ryan Marnett: ABOUT FOUR STONE
[22:47:38]	[OOC] Alfred Langenberg: time to use weight as currency B-)
[22:47:47]	Theban 'Simmons' Revolt ran 'EquipUn' on item 'Combine Hazmat Worker Suit' (#33393)
[22:47:52]	[OOC] Ryan Marnett: fuck you in particular
[22:47:53]	Alfred Langenberg ran 'Consume' on item 'Breen's Water' (#37751)
[22:47:53]	Alfred Langenberg ran 'Consume' on item 'Standard Grade Citizen Supplements' (#37750)
[22:48:04]	[OOC] Alfred Langenberg: I'm making fun of it you pea brained animal
[22:48:05]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[22:48:14]	Ryan Marnett exited observer at their location.
[22:48:15]	Ryan Marnett entered observer.
[22:48:15]	[OOC] Alfred Langenberg: you're demoted from co-owner
[22:48:27]	[OOC] Alfred Langenberg: I'm kidding I love you too much to demote you
[22:48:30]	[OOC] CCA.C17-GRID.i2.36307: imperial for height, metric for tempurature
[22:48:36]	[OOC] Ryan Marnett: FUCK YOU
[22:48:38]	Ryan Marnett exited observer at their location.
[22:48:38]	Ryan Marnett entered observer.
[22:48:39]	Ryan Marnett exited observer at their location.
[22:48:39]	Ryan Marnett entered observer.
[22:48:40]	Ryan Marnett exited observer at their location.
[22:48:41]	[OOC] Alfred Langenberg: fuck you
[22:48:41]	Ryan Marnett has taken 75 damage from worldspawn.
[22:48:44]	[OOC] Ryan Marnett: imperial is only good for height
[22:48:45]	Ryan Marnett entered observer.
[22:48:46]	Ryan Marnett exited observer at their location.
[22:48:46]	[OOC] CCA.C17-GRID.i2.36307: im 5'7" but it's still sure as hell -1 degrees
[22:48:47]	Ryan Marnett entered observer.
[22:48:48]	Ryan Marnett exited observer at their location.
[22:48:49]	Ryan Marnett entered observer.
[22:48:57]	Jason Birdwell has taken 7 damage from worldspawn.
[22:49:10]	[OOC] CCA.C17-GRID.i2.36307: except for pools then that's in freedom units
[22:49:25]	[OOC] Ryan Marnett: measure temperatures in kelvin
[22:49:25]	[OOC] Theban 'Simmons' Revolt: I haven't actually been given my shit from the GRID bay raid.
[22:49:26]	[OOC] Theban 'Simmons' Revolt: Nice
[22:49:38]	Ryan Marnett exited observer at their location.
[22:49:38]	Jason Birdwell ran 'Edit' on item 'Paper' (#35483)
[22:49:39]	Ryan Marnett entered observer.
[22:49:43]	[OOC] Ryan Marnett: fuck, that's right oyu haven't
[22:49:45]	[OOC] Ryan Marnett: hold on
[22:49:49]	[OOC] Alfred Langenberg: every nation in the world measures everything wrong except for america and those who use americas system B-)
[22:49:50]	Ryan Marnett used command '/adminspawnmenu'.
[22:49:53]	[OOC] Theban 'Simmons' Revolt: Give me bolt cutters or bad
[22:50:19]	[OOC] CCA.C17-GRID.i2.36307: grid are now an endangered species
[22:50:19]	Jason Birdwell ran 'Edit' on item 'Notepad' (#36344)
[22:50:26]	[OOC] CCA.C17-RCT.37117: Impossible
[22:50:34]	[OOC] Jason Birdwell: fake news
[22:50:34]	[OOC] Theban 'Simmons' Revolt: Yeah after me and Klaus slaughtered 9 GRIDs.
[22:50:36]	[OOC] CCA.C17-RCT.37117: They have me 
[22:50:40]	[OOC] CCA.C17-RCT.37117: That's all they need
[22:50:44]	[OOC] CCA.C17-GRID.i2.36307: dilly become grid
[22:50:47]	[OOC] CCA.C17-GRID.i2.36307: dilly become grid!
[22:50:50]	Ryan Marnett has gained a 'Multimater' #37750.
[22:50:50]	Ryan Marnett used command '/CreateCustomItem Multimater models/props_c17/TrapPropeller_Lever.mdl A digital multimeter, seems to work alright.'.
[22:50:51]	Ryan Marnett ran 'drop' on item 'Multimater' (#37750)
[22:50:51]	Ryan Marnett has lost a 'Multimater' #37750.
[22:50:52]	[OOC] CCA.C17-RCT.37117: That was the plan
[22:50:54]	[OOC] CCA.C17-GRID.i2.36307: DILLY BECOME GRID!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
[22:50:59]	[OOC] CCA.C17-RCT.37117: As filed in my application
[22:51:02]	Ryan Marnett entered observer.
[22:51:12]	[OOC] CCA.C17-RCT.37117: E
[22:51:37]	Jason Birdwell ran 'take' on item 'Suitcase' (#36342)
[22:51:37]	Jason Birdwell has gained a 'Suitcase' #36342.
[22:51:43]	[OOC] Theban 'Simmons' Revolt: I looted three crates
[22:51:51]	[OOC] Ryan Marnett: i was told your rolls
[22:51:51]	[OOC] Theban 'Simmons' Revolt: Just so you're aware
[22:52:02]	CCA.C17-RCT.37117 opened the '' #2483 container.
[22:52:02]	[OOC] Theban 'Simmons' Revolt: Okay, and I looted three crates
[22:52:04]	CCA.C17-RCT.37117 closed the '' #2483 container.
[22:52:52]	Jason Birdwell ran 'take' on item 'Sewing Kit' (#31291)
[22:52:52]	Jason Birdwell has gained a 'Sewing Kit' #31291.
[22:53:05]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[22:53:11]	Jason Birdwell ran 'take' on item 'Suitcase' (#21813)
[22:53:11]	Jason Birdwell has gained a 'Suitcase' #21813.
[22:53:15]	Jason Birdwell ran 'drop' on item 'Suitcase' (#21813)
[22:53:15]	Jason Birdwell has lost a 'Suitcase' #21813.
[22:53:37]	[OOC] Theban 'Simmons' Revolt: anything else?
[22:54:03]	[OOC] CCA.C17-GRID.i2.36307: WHY IS THE CAMERA MAD AT ME
[22:54:11]	[OOC] Theban 'Simmons' Revolt: yes
[22:54:16]	[OOC] CCA.C17-RCT.37117: you didn't repair it correctly
[22:54:22]	Ryan Marnett has gained a 'Strange Crate' #37751.
[22:54:22]	Ryan Marnett used command '/CreateCustomItem Strange Crate models/Items/item_item_crate.mdl A strange crate. Seems like it's got something inside of it. You're not sure what.'.
[22:54:23]	Ryan Marnett ran 'drop' on item 'Strange Crate' (#37751)
[22:54:23]	Ryan Marnett has lost a 'Strange Crate' #37751.
[22:54:24]	[OOC] CCA.C17-GRID.i2.36307: i didn't repair it at all
[22:54:35]	[OOC] CCA.C17-RCT.37117: *that might be your problem cheif* 
[22:54:39]	Alfred Langenberg ran 'EquipUn' on item 'Blue and White Coat' (#37000)
[22:54:51]	[ME] Theban 'Simmons' Revolt: Attempts to open it.
[22:54:52]	Ryan Marnett entered observer.
[22:54:59]	[LOOC] Ryan Marnett: roll strength
[22:55:12]	[IT] Ryan Marnett: You can't open it because you're a weak shit. Use a tool.
[22:55:32]	[LOOC] Theban 'Simmons' Revolt: It's in me
[22:55:39]	Theban 'Simmons' Revolt ran 'drop' on item 'A Set of Tools' (#31188)
[22:55:39]	Theban 'Simmons' Revolt has lost a 'A Set of Tools' #31188.
[22:55:51]	Dilly_ loaded the character 'Douglas Hudson'
[22:55:52]	[ME] Theban 'Simmons' Revolt: Drops his set of tools and checks to see if I have anything to open it with.
[22:56:02]	[IT] Ryan Marnett: You've got a hammer, that might work to get the nails out.
[22:56:14]	[OOC] CCA.C17-GRID.i2.36307: tfw i was just about to try to rp with your rct you vanish
[22:56:19]	[OOC] Ryan Marnett: fun fact
[22:56:20]	[OOC] Douglas Hudson: Here I come
[22:56:25]	[OOC] Ryan Marnett: did you guys know the hell's angels have an intelligence department
[22:56:26]	Dilly_ loaded the character 'CCA.C17-RCT.37117'
[22:56:27]	[OOC] CCA.C17-RCT.37117: e
[22:56:35]	[OOC] Ryan Marnett: that's true
[22:56:38]	Jason Birdwell ran 'Edit' on item 'Paper' (#35481)
[22:56:39]	[OOC] Ryan Marnett: that's legimately treu
[22:56:43]	[ME] Theban 'Simmons' Revolt: Grabs the Hammer and attempts to take off enough nails to open up the crate.
[22:56:45]	[OOC] CCA.C17-GRID.i2.36307: there's a hells angel chapter in my municipality
[22:56:49]	[LOOC] Theban 'Simmons' Revolt: Literal loot crate
[22:56:58]	CCA.C17-RCT.37117 used command '/ViewObjectives'.
[22:57:09]	[OOC] Theban 'Simmons' Revolt: Assuming you saw that /me
[22:57:20]	[IT] Ryan Marnett: It opens! It's...
[22:57:22]	[IT] Ryan Marnett: It's...
[22:57:24]	[LOOC] Ryan Marnett: hold on
[22:57:25]	[LOOC] Theban 'Simmons' Revolt: I deleted it from existence.
[22:57:31]	CCA.C17-GRID.i2.36307 ran 'take' on item 'Civil Protection Functionary Grade Ration' (#37751)
[22:57:31]	CCA.C17-GRID.i2.36307 has gained a 'Civil Protection Functionary Grade Ration' #37751.
[22:57:37]	[LOOC] Jason Birdwell: its gonna be a pet headcrab
[22:57:39]	[LOOC] CCA.C17-RCT.37117: oh now I get a stunstick
[22:57:41]	[LOOC] Ryan Marnett: https://www.youtube.com/watch?v=69AyYUJUBTg
[22:57:43]	[LOOC] Theban 'Simmons' Revolt: My ENG stat is too strong for them
[22:57:44]	[LOOC] Ryan Marnett: listen to this
[22:57:49]	[LOOC] Jason Birdwell: daddy needs a new pare of shoes
[22:57:52]	Alfred Langenberg ran 'EquipUn' on item 'Yellow Loyalist Armband' (#37637)
[22:57:53]	Alfred Langenberg ran 'Equip' on item 'Yellow Loyalist Armband' (#37637)
[22:58:00]	[LOOC] Ryan Marnett: listen to that youtube vid and i'll tell you whay titi s
[22:58:02]	[LOOC] CCA.C17-GRID.i2.36307: lol
[22:58:05]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[22:58:06]	[LOOC] Jason Birdwell: im listening to it
[22:58:15]	[LOOC] Theban 'Simmons' Revolt: I do be listening to it
[22:58:20]	[ME] CCA.C17-GRID.i2.36307: sits down on the bench, placing the ration packet on the table
[22:58:21]	[LOOC] Ryan Marnett: it's.... A disassembled healing station!
[22:58:28]	[LOOC] Jason Birdwell: b-bruh
[22:58:29]	[IT] Ryan Marnett: It's even got assembling instructions.
[22:58:31]	CCA.C17-GRID.i2.36307 ran 'drop' on item 'Civil Protection Functionary Grade Ration' (#37751)
[22:58:31]	CCA.C17-GRID.i2.36307 has lost a 'Civil Protection Functionary Grade Ration' #37751.
[22:58:38]	[LOOC] Theban 'Simmons' Revolt: FUCKING BET
[22:58:53]	[ME] CCA.C17-RCT.37117: he would say whilst giving a gesture with his arm at the machine on the wall
[22:59:13]	[LOOC] Jason Birdwell: dont you need the bug for it or something?
[22:59:16]	[IT] Ryan Marnett: It's written in the Latin Alphabet, Cyrillic Alphabet, Mandarin, Japanese, Korean, and Combine alphabet!
[22:59:18]	[LOOC] Ryan Marnett: bug?
[22:59:25]	[LOOC] Theban 'Simmons' Revolt: Antlion grub
[22:59:27]	[OOC] Alfred Langenberg: hey duds
[22:59:28]	[LOOC] Ryan Marnett: oh
[22:59:28]	[LOOC] Ryan Marnett: yeah
[22:59:29]	[OOC] Ryan Marnett: suh
[22:59:32]	[LOOC] Jason Birdwell: you know the little bug it squezes
[22:59:36]	[OOC] Alfred Langenberg: not you
[22:59:39]	[OOC] Alfred Langenberg: im talking to duds
[22:59:42]	[OOC] CCA.C17-GRID.i2.36307: hi
[22:59:43]	[OOC] Theban 'Simmons' Revolt: yes
[22:59:44]	[OOC] Alfred Langenberg: suh
[22:59:50]	[LOOC] Ryan Marnett: yeah
[22:59:57]	[LOOC] Theban 'Simmons' Revolt: need
[22:59:58]	[LOOC] Ryan Marnett: you can RP putting it together, make it up as long as you actually do it
[23:00:07]	[LOOC] Theban 'Simmons' Revolt: bet
[23:00:15]	Ryan Marnett has spawned 'models/illusion/eftcontainers/weaponparts.mdl'.
[23:00:23]	Ryan Marnett has spawned 'models/illusion/eftcontainers/screwnutbolt.mdl'.
[23:00:24]	Ryan Marnett has spawned 'models/illusion/eftcontainers/shampoo.mdl'.
[23:00:28]	[LOOC] Theban 'Simmons' Revolt: Uhhhhhh, I can try to do it I guess.
[23:00:34]	[OOC] Alfred Langenberg: why arent dumpsters storage?
[23:00:35]	Ryan Marnett has spawned 'models/illusion/eftcontainers/nuts.mdl'.
[23:00:36]	[ME] CCA.C17-RCT.37117: he would pause for a moment, and would utter under his mask, "Fascinating..."
[23:00:36]	Ryan Marnett has spawned 'models/illusion/eftcontainers/weaponparts.mdl'.
[23:00:39]	Ryan Marnett has spawned 'models/illusion/eftcontainers/weaponparts.mdl'.
[23:00:46]	[OOC] Ryan Marnett: the ones that aren't, you can lootRP
[23:00:49]	[OOC] Ryan Marnett: i'll add storage item ones
[23:06:46]	matt saton has connected.
[23:06:54]	Methfred has connected.
[23:08:13]	Dilly_ has connected.
[23:08:28]	Methfred loaded the character 'Alfred Langenberg'
[23:08:29]	matt saton loaded the character 'UU-SeC.17'
[23:08:41]	UU-SeC.17 used command '/CharSetModel sec models/police_nemez.mdl'.
[23:08:57]	Dilly_ loaded the character 'CCA.C17-RCT.37117'
[23:09:02]	[OOC] Alfred Langenberg: hey why are there two sectorials, I'm the SeC
[23:09:02]	UU-SeC.17 used command '/CharSetSkin sec 9'.
[23:09:04]	UU-SeC.17 used command '/CharSetSkin sec 7'.
[23:09:05]	HeavyLocker has connected.
[23:09:09]	UU-SeC.17 used command '/CharSetSkin sec 8'.
[23:09:10]	UU-SeC.17 used command '/CharSetSkin sec 9'.
[23:09:11]	UU-SeC.17 used command '/CharSetSkin sec 10'.
[23:09:16]	[OOC] CCA.C17-RCT.37117: RcT vs SeC
[23:09:25]	UU-SeC.17 used command '/CharSetBodygroup sec tactical shit 1'.
[23:09:30]	UU-SeC.17 used command '/CharSetBodygroup sec spineradio 1'.
[23:09:33]	UU-SeC.17 used command '/CharSetBodygroup sec spine radio 1'.
[23:09:51]	UU-SeC.17 used command '/CharSetBodygroup sec manhack 1'.
[23:10:02]	UU-SeC.17 used command '/CharSetBodygroup sec cloak/summka 1'.
[23:10:05]	HeavyLocker loaded the character 'Jordan Forland'
