[05:11:20]	Mr.Ganar has connected.
[22:57:34]	Ethan King has taken 1 damage from worldspawn.
[22:57:35]	Ethan King has taken 1 damage from worldspawn.
[22:57:45]	[OOC] Jonathan Jackson: Man I love Eric
[22:57:48]	[OOC] Jonathan Jackson: Eric Cartman
[22:57:51]	[OOC] Leona Geller: i hope eric des
[22:57:52]	[OOC] Leona Geller: dies
[22:57:57]	Ethan King opened the '' #2420 container.
[22:57:59]	Ethan King closed the '' #2420 container.
[22:58:00]	Ethan King opened the '' #2421 container.
[22:58:02]	Ethan King closed the '' #2421 container.
[22:58:03]	[OOC] Jonathan Jackson: give me a gun and make me barney
[22:58:04]	Ethan King opened the '' #2423 container.
[22:58:06]	[OOC] Wilfred Goodfield: Eric is so cool he appears on the big screen and goes, "haha kill black people" and I just clap and laugh with a cheek to cheek grin
[22:58:08]	Ethan King closed the '' #2423 container.
[22:58:09]	Ethan King opened the '' #2423 container.
[22:58:09]	[OOC] Alex Palovichov: I think Im like the only person that likes Eric
[22:58:11]	Ethan King closed the '' #2423 container.
[22:58:11]	Ethan King opened the '' #2422 container.
[22:58:16]	[ME] Leona Geller: would pull over two warm plates and put three porkchops on each plate.
[22:58:16]	Ethan King ran 'equip' on item 'Conscript Filter' (#26327)
[22:58:18]	Ethan King closed the '' #2422 container.
[22:58:18]	[OOC] Jonathan Jackson: I ate chips
[22:58:27]	[ME] Leona Geller: would then pour over the sauce, getting all of it off with a rubber spatula.
[22:58:33]	[OOC] Ethan King: Eric is a good char, but I want to kill him 
[22:58:40]	[OOC] Leona Geller: that's like
[22:58:43]	Ethan King ran 'take' on item 'Zip Tie' (#26069)
[22:58:43]	[OOC] Leona Geller: the exact response i wanted
[22:58:46]	[OOC] Leona Geller: a good person to hate
[22:58:46]	Ethan King ran 'take' on item 'Zip Tie' (#26069)
[22:58:52]	[ME] Leona Geller: would come out holding two plates of porkchops.
[22:58:56]	[ME] Wilfred Goodfield: sets aside the plates, pushing aside Jonathan's aswell to make room for the other plates
[22:58:59]	CCA.C17-GRID.i1.23710 has gained 10 tokens.
[22:59:09]	Ethan King ran 'take' on item 'CWU Leadership Suit' (#27505)
[22:59:13]	Ethan King ran 'drop' on item 'Notepad' (#28545)
[22:59:13]	Ethan King has lost a 'Notepad' #28545.
[22:59:14]	Ethan King ran 'take' on item 'CWU Leadership Suit' (#27505)
[22:59:14]	Ethan King has gained a 'CWU Leadership Suit' #27505.
[22:59:16]	Ethan King ran 'Equip' on item 'CWU Leadership Suit' (#27505)
[22:59:17]	Ethan King ran 'EquipUn' on item 'Conscript Hazmat Armor' (#10510)
[22:59:18]	Ethan King ran 'Equip' on item 'CWU Leadership Suit' (#27505)
[22:59:26]	[OOC] Ethan King: I FORGOR I HAD THIS 
[22:59:27]	[OOC] Ethan King: HAHAHAHAH 
[22:59:29]	[ME] Leona Geller: would place both plates on the table and slide them forward.
[22:59:38]	[OOC] Ethan King: I AM LARPING AS ALEX 
[22:59:43]	[OOC] Alex Palovichov: What...
[22:59:49]	[ME] Leona Geller: would grab a clean set of forks and knives.
[22:59:50]	CCA.C17-GRID.i1.23710 used command '/PanelAdd https://cdn.discordapp.com/attachments/812085696012746783/1008585671067312229/safehouse.png 2 50'.
[22:59:50]	Ethan King used command '/CharDesc'.
[23:00:03]	Ethan King used command '/CharDesc (wearing a CWU leadership suit) The man before you stands at around 5'9" in a bloodied and dirty Conscript Hazmat, his voice though muffled sounded tired and raspy....the aura he carried around was that of a tired man...one of which has experienced too much combat.'.
[23:00:03]	[ME] Leona Geller: would place one set of forks and knives on each side of the table.
[23:00:05]	[OOC] Wilfred Goodfield: The True Citizen knows that you cannot spawn as a black character, due to it being failRP by Eric's logic
[23:00:07]	[OOC] Leona Geller: this is a real thing i make IRL
[23:00:10]	[OOC] Leona Geller: wrong chat
[23:00:21]	[LOOC] Leona Geller: this is a real thing i make IRL
[23:00:23]	[LOOC] Leona Geller: and it is
[23:00:25]	[LOOC] Leona Geller: so fuckng good
[23:00:31]	[LOOC] Wilfred Goodfield: I usually put mushroom sauce on my porkchops
[23:00:32]	[LOOC] Leona Geller: i changed up the recipe a bit but holy shit it's good
[23:00:37]	[LOOC] Wilfred Goodfield: but this sounds good too
[23:00:39]	[ME] Jonathan Jackson: grabs the knife in one hand and a fork in the other and starts cutting a piece off
[23:00:41]	CCA.C17-GRID.i1.23710 used command '/PanelAdd https://cdn.discordapp.com/attachments/812085696012746783/1008585671067312229/safehouse.png 2 50'.
[23:00:56]	[LOOC] Leona Geller: anything made with wine is already like, significantly better
[23:01:06]	CCA.C17-GRID.i1.23710 used command '/PanelAdd https://cdn.discordapp.com/attachments/812085696012746783/1008585671067312229/safehouse.png 5 100'.
[23:01:08]	FB|| light ROOM loaded the character 'CCA.C17-UNION.i2.51514'
[23:01:10]	[ME] Jonathan Jackson: takes a bite, tasting the flavor.
[23:01:14]	CCA.C17-UNION.i2.51514 used command '/ViewObjectives'.
[23:01:17]	[ME] Wilfred Goodfield: picks up the knife from the side of his plate and cuts the porkchops in half, and then the said halves to halves. 
[23:01:17]	[ME] Jonathan Jackson: swallows
[23:01:50]	CCA.C17-GRID.i1.23710 used command '/ViewObjectives'.
[23:01:51]	[ME] Wilfred Goodfield: pierces a bite-sized piece of the porkchop with his fork and eats it, nodding vigorously
[23:01:55]	FB|| light ROOM loaded the character 'Ethan King'
[23:02:04]	[ME] Jonathan Jackson: continues eating.
[23:02:07]	[OOC] Alex Palovichov: EY!
[23:02:14]	[OOC] Ethan King: EY 
[23:02:15]	[OOC] Alex Palovichov: I see what you fucking mean
[23:02:28]	[OOC] Ethan King: Alex LARP 
[23:02:33]	Leona Geller entered observer.
[23:02:45]	[OOC] Alex Palovichov: Bet you dont even have the right suit tho
[23:02:47]	[ME] Wilfred Goodfield: continues to eat, swirling the porkchop pieces with the cream in his plate.
[23:02:51]	[OOC] Ethan King: I should have the orange one 
[23:02:55]	[OOC] Ethan King: But it changed to normal skin 
[23:03:10]	[ME] Jonathan Jackson: takes another bite
[23:03:38]	Ethan King used command '/ViewObjectives'.
[23:03:42]	[ME] Wilfred Goodfield: laughs nervously
[23:03:46]	Ethan King ran 'drop' on item 'Notepad' (#28547)
[23:03:46]	Ethan King has lost a 'Notepad' #28547.
[23:03:59]	CCA.C17-GRID.i1.23710 has gained 10 tokens.
[23:04:03]	[ME] Wilfred Goodfield: would be nearing the end of his meal, quickly eating.
[23:04:17]	Ethan King ran 'EquipUn' on item 'CWU Leadership Suit' (#27505)
[23:04:18]	Ethan King ran 'Equip' on item 'CWU Leadership Suit' (#27505)
[23:04:19]	[LOOC] Wilfred Goodfield: that shove sounded like I broke your fucking skull
[23:04:19]	Ethan King ran 'EquipUn' on item 'CWU Leadership Suit' (#27505)
[23:04:20]	Ethan King ran 'Equip' on item 'Conscript Hazmat Armor' (#10510)
[23:04:21]	Leona Geller exited observer at their location.
[23:04:27]	[OOC] Leona Geller: wait there's a unit on
[23:04:28]	Ethan King ran 'drop' on item 'CWU Leadership Suit' (#27505)
[23:04:28]	Ethan King has lost a 'CWU Leadership Suit' #27505.
[23:04:30]	[OOC] Ethan King: what 
[23:04:30]	[OOC] Alex Palovichov: My plan to hunt down and kill Ethan King begins...
[23:04:30]	[LOOC] Jonathan Jackson: lol
[23:04:36]	[OOC] Ethan King: Amazing 
[23:05:01]	[OOC] Alex Palovichov: The last thing he will hear, is me saying "My finger slipped" As my crowbar bashes him over the head
[23:05:05]	[OOC] Ethan King: That has to be my death, Alex comes around the corner with a crowbar and cracks my skull open 
[23:05:13]	Ethan King ran 'EquipUn' on item 'Conscript Hazmat Armor' (#10510)
[23:05:14]	Ethan King ran 'Equip' on item 'Conscript Hazmat Armor' (#10510)
[23:05:16]	Ethan King ran 'EquipUn' on item 'Conscript Hazmat Armor' (#10510)
[23:05:19]	Ethan King opened the '' #2422 container.
[23:05:22]	[OOC] Alex Palovichov: Bet, whole event happens
[23:05:23]	Ethan King closed the '' #2422 container.
[23:05:26]	Ethan King opened the '' #2423 container.
[23:05:33]	Ethan King ran 'Read' on item 'The Telltale Heart' (#23839)
[23:05:35]	[OOC] CCA.C17-GRID.i1.23710: alex kindly asks a unit for their pistol and shoots ethan
[23:05:39]	Ethan King closed the '' #2423 container.
[23:05:43]	[OOC] Ethan King: yes 
[23:05:54]	[OOC] Wilfred Goodfield: What'd Ethan do
[23:05:55]	[OOC] Alex Palovichov: As I apologize as I continue to shoot him multiple times
[23:06:22]	[OOC] Wilfred Goodfield: Did he accidently clarify that Eric's statement about black people was not actually darwinist and he was just being racist, and Alex took it as an insult?
[23:06:36]	[OOC] Ethan King: Yes 
[23:06:40]	Ethan King ran 'Equip' on item 'Conscript Hazmat Armor' (#10510)
[23:06:41]	[OOC] Alex Palovichov: I took something he said as a insult?
[23:06:46]	Ethan King opened the '' #2420 container.
[23:06:48]	Ethan King closed the '' #2420 container.
[23:06:49]	Ethan King opened the '' #2421 container.
[23:06:51]	[OOC] Alex Palovichov: I'd never!
[23:06:53]	Ethan King ran 'EquipUn' on item 'MP7' (#10532)
[23:06:54]	[ME] Wilfred Goodfield: finishes with his meal, placing the smaller saucer on the plate in-front of him
[23:06:55]	Ethan King has gained a 'MP5K' #27502.
[23:06:56]	Ethan King closed the '' #2421 container.
[23:06:58]	Ethan King ran 'Equip' on item 'MP5K' (#27502)
[23:07:00]	Ethan King ran 'Equip' on item 'MP5K' (#27502)
[23:07:02]	Ethan King ran 'EquipUn' on item 'USP Match' (#23809)
[23:07:02]	Ethan King ran 'Equip' on item 'MP5K' (#27502)
[23:07:03]	Ethan King ran 'Equip' on item 'USP Match' (#23809)
[23:07:07]	Ethan King ran 'Equip' on item 'MP5K' (#27502)
[23:07:08]	CCA.C17-GRID.i1.23710 ran 'View' on item 'Paper' (#1711)
[23:07:09]	Ethan King ran 'Equip' on item 'MP5K' (#27502)
[23:07:10]	Ethan King opened the '' #2421 container.
[23:07:13]	[OOC] Wilfred Goodfield: Live Alex Reaction
[23:07:14]	Ethan King has gained a 'MP7' #10532.
[23:07:14]	Ethan King ran 'Equip' on item 'MP7' (#10532)
[23:07:17]	Ethan King ran 'Equip' on item 'Combat Knife' (#23517)
[23:07:18]	Ethan King closed the '' #2421 container.
[23:07:26]	[OOC] Alex Palovichov: Me catching more rebels than CPs do
[23:07:32]	[OOC] Ethan King: literally 
[23:07:38]	CCA.C17-GRID.i1.23710 used command '/PanelAdd http://publicfiles.projectrevival.site.nfoservers.com/eye.png 2 50'.
[23:07:44]	[ME] Jonathan Jackson: finishes up his meal
[23:07:46]	CCA.C17-GRID.i1.23710 used command '/PanelRemove'.
[23:07:53]	CCA.C17-GRID.i1.23710 used command '/PanelAdd http://publicfiles.projectrevival.site.nfoservers.com/safehouse.png'.
[23:07:57]	[OOC] Ethan King: I remember that one time Ethan was given a Combat Knife by the JUDGE OfC and hunted down a certain someon-
[23:08:01]	CCA.C17-GRID.i1.23710 used command '/PanelAdd http://publicfiles.projectrevival.site.nfoservers.com/safehouse.png 2 50'.
[23:08:27]	CCA.C17-GRID.i1.23710 used command '/PanelAdd http://publicfiles.projectrevival.site.nfoservers.com/safehouse.png 2 50'.
[23:08:37]	Alex Palovichov used command '/Request Rebel in CZ'.
[23:08:42]	Wilfred Goodfield has lost 25 tokens.
[23:08:42]	Wilfred Goodfield used command '/DropTokens 25'.
[23:08:50]	[OOC] Alex Palovichov: Hehe
[23:08:53]	Jonathan Jackson has lost 30 tokens.
[23:08:53]	Jonathan Jackson used command '/DropTokens 30'.
[23:08:56]	[LOOC] Wilfred Goodfield: how do I drop something instead of throwing it
[23:08:58]	[ME] Leona Geller: would grab both plates and sets of silverware.
[23:08:59]	CCA.C17-GRID.i1.23710 has gained 10 tokens.
[23:08:59]	[OOC] Ethan King: Q do that with Alex 
[23:09:00]	[LOOC] Leona Geller: r
[23:09:02]	[OOC] Ethan King: It would be funny 
[23:09:13]	[ME] Leona Geller: would drop the plates and silverware into the sink
[23:09:14]	CCA.C17-GRID.i1.23710 exited observer at their location.
[23:09:17]	[OOC] Ethan King: FUCKER
[23:09:19]	Wilfred Goodfield has lost 5 tokens.
[23:09:19]	Wilfred Goodfield used command '/DropTokens 5'.
[23:09:29]	[ME] Wilfred Goodfield: stands up from the pew
[23:09:34]	[OOC] Ethan King: I JUST WANT TO DO ONE THING AND THIS FUCKER IS WATCHING ME 
[23:09:38]	Leona Geller has gained 30 tokens.
[23:09:39]	Leona Geller has gained 25 tokens.
[23:09:40]	Leona Geller has gained 5 tokens.
[23:09:53]	Leona Geller used command '/CharGiveItem leona sparking consulate water 2'.
[23:10:01]	[LOOC] Wilfred Goodfield: we didn't actually get any physical food btw we just blew money on rp lol
[23:10:02]	CCA.C17-GRID.i1.23710 entered observer.
[23:10:03]	Leona Geller used command '/adminspawnmenu'.
[23:10:09]	[OOC] Alex Palovichov: You'll have to get past ME first
[23:10:09]	[LOOC] Jonathan Jackson: it was fun
[23:10:11]	Leona Geller used command '/CharSetHunger wilfred 100'.
[23:10:12]	[LOOC] Wilfred Goodfield: true true
[23:10:15]	Leona Geller used command '/CharSetHunger jonathan 100'.
[23:10:15]	[OOC] Ethan King: I will gun you down 
[23:10:18]	[LOOC] Leona Geller: oh yeah well check thaot ut
[23:10:22]	[LOOC] Leona Geller: 100 hunger on each of you
[23:10:24]	Leona Geller used command '/adminspawnmenu'.
[23:10:24]	[LOOC] Wilfred Goodfield: WTF. I'm full as shit
[23:10:28]	[LOOC] Jonathan Jackson: woooo
[23:10:31]	[OOC] Alex Palovichov: Sure you will...Gotta catch me first...
[23:10:38]	[OOC] Alex Palovichov: Who knows what weaponry I have in my office...
[23:10:51]	Leona Geller has spawned "Sparkling Consulate Water"
[23:10:51]	[OOC] Alex Palovichov: Never said I was...totally legal...
[23:10:52]	Leona Geller has spawned "Sparkling Consulate Water"
[23:10:59]	Jonathan Jackson ran 'take' on item 'Sparkling Consulate Water' (#28570)
[23:10:59]	Jonathan Jackson has gained a 'Sparkling Consulate Water' #28570.
[23:11:01]	[OOC] Ethan King: remember that one time 98240 gave you a pistol to do some shit with him 
[23:11:05]	[OOC] Ethan King: good times 
[23:11:10]	Wilfred Goodfield ran 'take' on item 'Sparkling Consulate Water' (#28569)
[23:11:10]	Wilfred Goodfield has gained a 'Sparkling Consulate Water' #28569.
[23:11:10]	DRD loaded the character 'Dispatch'
[23:11:11]	[OOC] Alex Palovichov: Yeah...
[23:11:11]	Dispatch entered observer.
[23:11:18]	[OOC] Ethan King: I love breaking protocol 
[23:11:25]	[OOC] Ethan King: I mean Alex can be trusted, it's whatever
[23:11:35]	[ME] Jonathan Jackson: gets up and out of his seat.
[23:11:36]	[OOC] Alex Palovichov: which is why...I should get a USP
[23:11:41]	[ME] Wilfred Goodfield: walks out of the pew
[23:11:49]	[OOC] Ethan King: Wouldn't be surprised if you got one 
[23:11:50]	[OOC] Alex Palovichov: I do dangerous shit in the sewers...
[23:11:53]	Ethan King has gained a 'Empty Chinese Takeout' #28571.
[23:11:55]	[OOC] Alex Palovichov: I need protection...
[23:12:02]	Wilfred Goodfield has taken 1 damage from worldspawn.
[23:12:03]	[OOC] Ethan King: Athena will protect you 
[23:12:03]	Wilfred Goodfield has taken 1 damage from worldspawn.
[23:12:04]	Wilfred Goodfield has taken 1 damage from worldspawn.
[23:12:05]	Wilfred Goodfield has taken 1 damage from worldspawn.
[23:12:05]	[OOC] Alex Palovichov: Q...
[23:12:05]	[OOC] Ethan King: Fuck 
[23:12:06]	Wilfred Goodfield has taken 1 damage from worldspawn.
[23:12:06]	Wilfred Goodfield ran 'Equip' on item 'Green Citizen Suit' (#28491)
[23:12:06]	[OOC] Ethan King: Wrong 
[23:12:07]	[OOC] Ethan King: Ethan 
[23:12:08]	[OOC] Leona Geller: tha'ts me
[23:12:09]	Jonathan Jackson ran 'Equip' on item 'Respirator' (#28465)
[23:12:09]	[OOC] Ethan King: Agh 
[23:12:10]	[OOC] Alex Palovichov: You should...
[23:12:17]	[OOC] Alex Palovichov: Allow me to carry a weapon
[23:12:19]	[OOC] Leona Geller: i need someone on a unit ;-;
[23:12:20]	Ethan King has gained a 'Cloth Scrap' #28572.
[23:12:21]	[OOC] Leona Geller: also never
[23:12:25]	[OOC] Leona Geller: not until you're actually in the ministry
[23:12:25]	[OOC] Ethan King: L 
[23:12:26]	[OOC] Alex Palovichov: WHY
[23:12:33]	[OOC] Jonathan Jackson: CP plz working deskinator
[23:12:33]	[OOC] Alex Palovichov: Im trustworthy!
[23:12:35]	[OOC] Leona Geller: i've been on servers where citizens are allowed to get guns
[23:12:37]	[OOC] Leona Geller: and it's bad
[23:12:39]	Leona Geller entered observer.
[23:12:41]	Leona Geller exited observer at their location.
[23:12:43]	[OOC] Alex Palovichov: Yeah but Im only one person!
[23:12:44]	Dispatch used command '/Dispatch Attention, please: Access is not permitted. Anti-citizen scavenging will result in immediate capital prosecution. [Only heard in/around CZ]'.
[23:12:47]	matt saton loaded the character 'CCA.C17-GRID.EpU.06912'
[23:12:48]	[OOC] Alex Palovichov: With 146 LP
[23:12:49]	CCA.C17-GRID.EpU.06912 entered observer.
[23:12:55]	[OOC] CCA.C17-GRID.EpU.06912: alright
[23:12:56]	[OOC] Alex Palovichov: Im trusted!
[23:12:59]	[OOC] CCA.C17-GRID.EpU.06912: be it optional work cycle time?
[23:13:09]	[OOC] Jonathan Jackson: woo
[23:13:10]	[OOC] Ethan King: MOMMY DISPATCH SHUT THE FUCK UP 
[23:13:12]	[OOC] Jonathan Jackson: lets go
[23:13:13]	[OOC] Alex Palovichov: Be better with a non optional Give alex a gun day
[23:13:18]	CCA.C17-GRID.EpU.06912 exited observer at their location.
[23:13:23]	Jonathan Jackson has taken 2 damage from Jonathan Jackson.
[23:13:38]	Jonathan Jackson has taken 2 damage from Jonathan Jackson.
[23:13:40]	Jonathan Jackson has lost 5 tokens.
[23:13:42]	[OOC] Ethan King: on that note
[23:13:44]	[OOC] Ethan King: I am gone 
[23:13:45]	FB|| light ROOM (STEAM_0:1:17219621) has disconnected.
[23:13:48]	Jonathan Jackson ran 'Consume' on item 'Sparkling Consulate Water' (#28570)
[23:13:49]	[OOC] CCA.C17-GRID.EpU.06912: rip
[23:13:50]	[OOC] CCA.C17-GRID.EpU.06912: anyways
[23:13:51]	[OOC] Alex Palovichov: He's gone
[23:13:54]	Jonathan Jackson has lost 5 tokens.
[23:13:58]	Jonathan Jackson ran 'Consume' on item 'Consulate Water' (#28576)
[23:14:01]	Jonathan Jackson ran 'Consume' on item 'Consulate Water' (#28575)
[23:14:29]	[OOC] Alex Palovichov: What about a stunbaton!
[23:14:37]	[OOC] CCA.C17-GRID.EpU.06912: you get no weapon
[23:14:43]	[OOC] Alex Palovichov: How about....A large stick
[23:14:44]	[OOC] Dispatch: Big stick?
[23:14:44]	[LOOC] CCA.C17-GRID.EpU.06912: my brother in christ i gave you water
[23:14:52]	[OOC] Alex Palovichov: EXACTLY
[23:15:03]	[LOOC] Jonathan Jackson: not enough water
[23:15:06]	[LOOC] Wilfred Goodfield: It was mostly sparkling
[23:15:14]	CCA.C17-GRID.EpU.06912 entered observer.
[23:15:21]	[OOC] Alex Palovichov: Well...I kinda...already have  a crowbar...And whenever my crafting skill feels like leveling up, I could probably craft myself a gun
[23:15:28]	CCA.C17-GRID.EpU.06912 exited observer at their location.
[23:15:47]	[LOOC] CCA.C17-GRID.EpU.06912: typo
[23:15:59]	DRD loaded the character 'Major-General Sir Issac Brock KB'
[23:16:06]	Major-General Sir Issac Brock KB entered observer.
[23:16:18]	[OOC] Alex Palovichov:              :)
[23:16:24]	[ME] Wilfred Goodfield: smirks
[23:16:26]	[OOC] CCA.C17-GRID.EpU.06912: vvork cycle after i brief alex on it
[23:16:33]	Jonathan Jackson ran 'View' on item 'Notepad' (#28547)
[23:16:36]	Anastasia Semenov ran 'View' on item 'Notepad' (#28547)
[23:16:40]	[OOC] Alex Palovichov: Some of you may die...But thats a sacrifice i'm willing to make
[23:16:44]	[OOC] CCA.C17-GRID.EpU.06912: btw in case i don't get the chance to
[23:16:45]	[OOC] CCA.C17-GRID.EpU.06912: say it 
[23:16:51]	Major-General Sir Issac Brock KB ran 'View' on item 'Notepad' (#28547)
[23:16:54]	[OOC] CCA.C17-GRID.EpU.06912: thank you guys very uch for being on tonight
[23:17:03]	[OOC] CCA.C17-GRID.EpU.06912: genuinely a pleasure to have you guys on and having fun and yknow
[23:17:09]	[OOC] CCA.C17-GRID.EpU.06912: being a part of it all
[23:17:12]	[LOOC] Alex Palovichov: Always happy to be on
[23:17:16]	Wilfred Goodfield ran 'View' on item 'Notepad' (#28547)
[23:17:18]	Anastasia Semenov ran 'View' on item 'Notepad' (#28547)
[23:17:20]	[OOC] CCA.C17-GRID.EpU.06912: means more to me than you know
[23:17:28]	[OOC] Alex Palovichov: Fun fact: A banana is a berry
[23:17:36]	[OOC] CCA.C17-GRID.EpU.06912: aren't corn kernels also berries
[23:17:43]	[OOC] Alex Palovichov: Uhh
[23:17:46]	Wilfred Goodfield ran 'View' on item 'Notepad' (#28547)
[23:17:47]	CCA.C17-GRID.EpU.06912 has gained 10 tokens.
[23:17:56]	[OOC] Alex Palovichov: Its a grain
[23:19:11]	[Y] Jonathan Jackson: Excuse me?
[23:19:21]	[Y] Jonathan Jackson: Down here.
[23:19:31]	[OOC] CCA.C17-GRID.EpU.06912: this work cycle is optional
[23:19:34]	[OOC] CCA.C17-GRID.EpU.06912: you don't have to attend
[23:19:40]	[OOC] CCA.C17-GRID.EpU.06912: but you can and the rward is either LP or tokens, your choices
[23:19:40]	Major-General Sir Issac Brock KB exited observer at their location.
[23:19:41]	Alex Palovichov ran 'View' on item 'Notepad' (#28547)
[23:20:08]	[Y] Alex Palovichov: Got some anti-civil proganda here for ya, Signed King!
[23:20:13]	Major-General Sir Issac Brock KB has spawned a 'Entity [2137][pfx9_00]'.
[23:20:14]	Major-General Sir Issac Brock KB entered observer.
[23:20:20]	Wilfred Goodfield has gained a 'Empty Flavored Consulate Water Can' #28577.
[23:20:29]	Alex Palovichov ran 'View' on item 'Notepad' (#28547)
[23:20:29]	CCA.C17-GRID.EpU.06912 ran 'View' on item 'Notepad' (#28547)
[23:20:40]	[LOOC] CCA.C17-GRID.EpU.06912: fucking damnit lightroom
[23:20:45]	[LOOC] CCA.C17-GRID.EpU.06912: he didn't make it so others can pick ti up
[23:20:52]	Major-General Sir Issac Brock KB ran 'View' on item 'Notepad' (#28547)
[23:21:18]	Major-General Sir Issac Brock KB has spawned a 'Entity [2137][pfx9_00]'.
[23:21:18]	Major-General Sir Issac Brock KB exited observer at their location.
[23:21:41]	Major-General Sir Issac Brock KB has spawned a 'Entity [2580][pfx9_00]'.
[23:21:42]	Major-General Sir Issac Brock KB entered observer.
[23:21:48]	Major-General Sir Issac Brock KB has spawned a 'Entity [2027][pfx9_00]'.
[23:21:49]	Major-General Sir Issac Brock KB exited observer at their location.
[23:21:51]	Major-General Sir Issac Brock KB entered observer.
[23:21:51]	Major-General Sir Issac Brock KB exited observer at their location.
[23:21:52]	Anastasia Semenov ran 'drop' on item 'Refined Metal' (#28435)
[23:21:52]	Anastasia Semenov has lost a 'Refined Metal' #28435.
[23:21:53]	Wilfred Goodfield ran 'drop' on item 'Empty Flavored Consulate Water Can' (#28577)
[23:21:53]	Wilfred Goodfield has lost a 'Empty Flavored Consulate Water Can' #28577.
[23:21:59]	[LOOC] Major-General Sir Issac Brock KB: oops
[23:22:07]	Major-General Sir Issac Brock KB has spawned a 'Entity [2580][pfx9_00]'.
[23:22:08]	Major-General Sir Issac Brock KB entered observer.
[23:22:27]	[ME] Alex Palovichov: Sniffles
[23:22:35]	Jonathan Jackson ran 'drop' on item 'Pipe' (#25364)
[23:22:35]	Jonathan Jackson has lost a 'Pipe' #25364.
[23:22:36]	Major-General Sir Issac Brock KB has spawned a 'Entity [4403][pfx9_00]'.
[23:22:37]	Major-General Sir Issac Brock KB exited observer at their location.
[23:22:38]	Jonathan Jackson ran 'Equip' on item 'Green Citizen Suit' (#28351)
[23:22:44]	[Y] Alex Palovichov: If you are working, get against the wall!
[23:22:47]	[Y] Alex Palovichov: You heard em!
[23:22:47]	CCA.C17-GRID.EpU.06912 has gained 10 tokens.
[23:23:14]	[LOOC] Major-General Sir Issac Brock KB: uhh
[23:23:20]	[LOOC] Major-General Sir Issac Brock KB: voicelines broke
[23:23:24]	[LOOC] Anastasia Semenov: I wanna pet frog
[23:23:24]	[LOOC] CCA.C17-GRID.EpU.06912: gotcha
[23:23:42]	CCA.C17-GRID.EpU.06912 used command '/CharSearch'.
[23:23:47]	Major-General Sir Issac Brock KB used command '/CharSetClass major frog'.
[23:23:50]	Major-General Sir Issac Brock KB used command '/CharSetClass major toad'.
[23:24:06]	CCA.C17-GRID.EpU.06912 used command '/CharSetClass brock chumtoad'.
[23:24:16]	CCA.C17-GRID.EpU.06912 used command '/CharSearch'.
[23:24:41]	CCA.C17-GRID.EpU.06912 used command '/CharSearch'.
[23:25:17]	[ME] Anastasia Semenov: shrugs. "Happy for you."
[23:25:30]	CCA.C17-GRID.EpU.06912 used command '/CharSearch'.
[23:25:34]	[ME] Anastasia Semenov: rolls eyes.
[23:25:45]	CCA.C17-GRID.EpU.06912 ran 'View' on item 'Paper' (#24871)
[23:26:03]	Major-General Sir Issac Brock KB has spawned a 'Entity [1802][pfx9_00]'.
[23:26:04]	Major-General Sir Issac Brock KB entered observer.
[23:26:04]	Anastasia Semenov ran 'Equip' on item 'Cyclopic Citizen Suit' (#28254)
[23:26:07]	Alex Palovichov ran 'EquipUn' on item 'CWU Leadership Suit' (#24484)
[23:26:07]	Alex Palovichov ran 'drop' on item 'Combine Hazmat Worker Suit' (#28404)
[23:26:07]	Alex Palovichov has lost a 'Combine Hazmat Worker Suit' #28404.
[23:26:10]	Alex Palovichov ran 'take' on item 'Combine Hazmat Worker Suit' (#28404)
[23:26:10]	Alex Palovichov has gained a 'Combine Hazmat Worker Suit' #28404.
[23:26:12]	Alex Palovichov ran 'Equip' on item 'Combine Hazmat Worker Suit' (#28404)
[23:26:14]	Alex Palovichov ran 'combine' on item 'Thermobag' (#25180)
[23:26:16]	Major-General Sir Issac Brock KB has spawned a 'Entity [1802][pfx9_00]'.
[23:26:16]	Major-General Sir Issac Brock KB exited observer at their location.
[23:26:26]	Major-General Sir Issac Brock KB entered observer.
[23:26:27]	Major-General Sir Issac Brock KB exited observer at their location.
[23:26:33]	Major-General Sir Issac Brock KB entered observer.
[23:27:42]	[ME] Wilfred Goodfield: nods.
[23:27:44]	[ME] Anastasia Semenov: nods.
[23:27:47]	CCA.C17-GRID.EpU.06912 has gained 10 tokens.
[23:27:49]	Jonathan Jackson ran 'drop' on item 'Scrap Metal' (#23773)
[23:27:49]	Jonathan Jackson has lost a 'Scrap Metal' #23773.
[23:27:50]	Jonathan Jackson ran 'drop' on item 'Scrap Metal' (#23772)
[23:27:50]	Jonathan Jackson has lost a 'Scrap Metal' #23772.
[23:28:15]	[ME] Alex Palovichov: Inspects his own tool belt
[23:28:50]	Major-General Sir Issac Brock KB exited observer at their location.
[23:28:51]	CCA.C17-GRID.EpU.06912 has spawned 'models/props_junk/wood_crate001a.mdl'.
[23:28:52]	CCA.C17-GRID.EpU.06912 opened the 'Crate' #2726 container.
[23:28:53]	[ME] Alex Palovichov: Takes the chocolate bar off of his tool belt
[23:28:55]	CCA.C17-GRID.EpU.06912 ran 'drop' on item 'Bandage' (#10919)
[23:28:55]	CCA.C17-GRID.EpU.06912 has lost a 'Bandage' #10919.
[23:28:56]	CCA.C17-GRID.EpU.06912 ran 'drop' on item 'AI-2 Medikit' (#10916)
[23:28:56]	CCA.C17-GRID.EpU.06912 has lost a 'AI-2 Medikit' #10916.
