[00:20:16]	PS64 has connected.
[23:40:08]	CCA.C08-GRID.i4.69192 has spawned 'models/hlvr/characters/hazmat_worker/hazmat_worker_player.mdl'.
[23:40:36]	[OOC] Morgan Beck: I'll see about placing some actual containers there. Not the HL2 entitys, since those can be abused
[23:40:44]	[OOC] OTA.C08-ECHO.OWC.74227: true
[23:40:49]	CCA.C08-GRID.i4.69192 has gained 10 tokens.
[23:40:57]	CCA.C08-GRID.i4.69192 used command '/CharSetModel grid models/hlvr/characters/hazmat_worker/hazmat_worker_player.mdl'.
[23:41:02]	[OOC] CCA.C08-GRID.i4.69192: yugi boys 
[23:41:06]	[OOC] OTA.C08-ECHO.OWC.74227: can i get some AR2 ammo then, since i am here and i can restock
[23:41:08]	[OOC] CCA.C08-GRID.i4.69192: you can all expect a quick lag spike, yugi boys
[23:41:14]	[OOC] Gordo Kin: Is that your new meme Q?
[23:41:14]	[OOC] Morgan Beck: I'll just put some ammo n shit in them. Yeah, lemme hook you up
[23:41:14]	Morgan Beck entered observer.
[23:41:20]	[OOC] CCA.C08-GRID.i4.69192: yes it is, yugi boy
[23:41:23]	Morgan Beck used command '/adminspawnmenu'.
[23:41:24]	[OOC] Gordo Kin: Bruh
[23:41:26]	Morgan Beck has spawned "Pulse-Rifle Energy"
[23:41:26]	Morgan Beck has spawned "Pulse-Rifle Energy"
[23:41:27]	Morgan Beck has spawned "Pulse-Rifle Energy"
[23:41:27]	Morgan Beck has spawned "Pulse-Rifle Energy"
[23:41:32]	OTA.C08-ECHO.OWC.74227 ran 'take' on item 'Pulse-Rifle Energy' (#9189)
[23:41:32]	OTA.C08-ECHO.OWC.74227 has gained a 'Pulse-Rifle Energy' #9189.
[23:41:34]	Morgan Beck exited observer at their location.
[23:41:40]	OTA.C08-ECHO.OWC.74227 ran 'use' on item 'Pulse-Rifle Energy' (#9188)
[23:41:57]	OTA.C08-ECHO.OWC.74227 ran 'use' on item 'Pulse-Rifle Energy' (#9191)
[23:41:58]	OTA.C08-ECHO.OWC.74227 ran 'take' on item 'Pulse-Rifle Energy' (#9190)
[23:41:58]	OTA.C08-ECHO.OWC.74227 has gained a 'Pulse-Rifle Energy' #9190.
[23:42:05]	CCA.C08-GRID.i4.69192 used command '/DoorSetHidden true'.
[23:42:11]	[OOC] CCA.C08-GRID.i4.69192: one more lag spike yugi boys\
[23:43:02]	CCA.C08-GRID.i4.69192 entered observer.
[23:43:02]	CCA.C08-GRID.i4.69192 exited observer at their location.
[23:43:04]	CCA.C08-GRID.i4.69192 has killed CCA.C08-GRID.i4.69192.
[23:43:06]	[OOC] CCA.C08-GRID.i4.69192: void biosig loss
[23:43:12]	CCA.C08-GRID.i4.69192 entered observer.
[23:43:13]	CCA.C08-GRID.i4.69192 exited observer at their location.
[23:43:14]	[OOC] Gordo Kin: Imagine dying.
[23:43:20]	OTA.C08-ECHO.OWC.74227 used command '/Radio [S] This is unit ECHO.OWC.74227, exiting stasis and beginning return to City perimeters.'.
[23:43:26]	CCA.C08-GRID.i4.69192 used command '/CharSetModel grid models/dpfilms/metropolice/playermodels/pm_retrocop.mdl'.
[23:43:47]	Gordo Kin used command '/Apply'.
[23:43:55]	[ME] CCA.C08-GRID.i4.69192: takes out his datapad and views the man's data.
[23:43:58]	CCA.C08-GRID.i4.69192 used command '/ViewData kin'.
[23:44:04]	[LOOC] Gordo Kin: I am Fat Kin
[23:44:14]	[LOOC] CCA.C08-GRID.i4.69192: fat family
[23:44:24]	[Y] CCA.C08-GRID.i4.69192: <:: THIS WHOLE LINE MOVE TO THE RIGHT! ::>
[23:44:28]	[Y] CCA.C08-GRID.i4.69192: <:: KIN, MOVE TO THE LEFT! ::>
[23:44:49]	James Jacob used command '/Apply'.
[23:44:55]	[ME] CCA.C08-GRID.i4.69192: takes out his datapad and views the man's data.
[23:44:57]	CCA.C08-GRID.i4.69192 used command '/ViewData jacob'.
[23:45:22]	Morgan Beck used command '/Apply'.
[23:45:28]	CCA.C08-GRID.i4.69192 used command '/ViewData morgan'.
[23:45:38]	CCA.C08-GRID.i4.69192 used command '/ViewData jacob'.
[23:45:44]	CCA.C08-GRID.i4.69192 used command '/ViewData morgan'.
[23:45:44]	[LOOC] Morgan Beck: Did it not go?
[23:45:50]	[ME] CCA.C08-GRID.i4.69192: takes out his datapad and views the man's data.
[23:46:00]	CCA.C08-GRID.i4.69192 used command '/adminspawnmenu'.
[23:46:06]	CCA.C08-GRID.i4.69192 has spawned "Combine Hazmat Worker Outfit"
[23:46:07]	CCA.C08-GRID.i4.69192 has spawned "Combine Hazmat Worker Outfit"
[23:46:07]	CCA.C08-GRID.i4.69192 has spawned "Combine Hazmat Worker Outfit"
[23:46:09]	CCA.C08-GRID.i4.69192 ran 'take' on item 'Combine Hazmat Worker Outfit' (#9192)
[23:46:09]	CCA.C08-GRID.i4.69192 has gained a 'Combine Hazmat Worker Outfit' #9192.
[23:46:10]	CCA.C08-GRID.i4.69192 ran 'take' on item 'Combine Hazmat Worker Outfit' (#9194)
[23:46:10]	CCA.C08-GRID.i4.69192 has gained a 'Combine Hazmat Worker Outfit' #9194.
[23:46:11]	CCA.C08-GRID.i4.69192 ran 'take' on item 'Combine Hazmat Worker Outfit' (#9193)
[23:46:11]	CCA.C08-GRID.i4.69192 has gained a 'Combine Hazmat Worker Outfit' #9193.
[23:46:16]	[Y] CCA.C08-GRID.i4.69192: <:: ONE SUIT PER PERSON, I WANT IT BACK! ::>
[23:46:16]	CCA.C08-GRID.i4.69192 used command '/DoorSetHidden true'.
[23:46:17]	[Y] CCA.C08-GRID.i4.69192: <:: GORDO! ::>
[23:46:21]	CCA.C08-GRID.i4.69192 ran 'drop' on item 'Combine Hazmat Worker Outfit' (#9193)
[23:46:21]	CCA.C08-GRID.i4.69192 has lost a 'Combine Hazmat Worker Outfit' #9193.
[23:46:23]	Gordo Kin ran 'take' on item 'Combine Hazmat Worker Outfit' (#9193)
[23:46:23]	Gordo Kin has gained a 'Combine Hazmat Worker Outfit' #9193.
[23:46:27]	Gordo Kin ran 'Equip' on item 'Combine Hazmat Worker Outfit' (#9193)
[23:46:28]	OTA.C08-ECHO.OWC.74227 opened the '' #891 container.
[23:46:29]	Gordo Kin ran 'Equip' on item 'Combine Hazmat Worker Outfit' (#9193)
[23:46:30]	OTA.C08-ECHO.OWC.74227 closed the '' #891 container.
[23:46:36]	[LOOC] Gordo Kin: I can't equip it
[23:46:37]	[Y] CCA.C08-GRID.i4.69192: <:: ALL OF YOU BEHIND JACOB, PROCEED BEHIND THE ASSEMBLY LINE TABLES! ::>
[23:46:38]	[LOOC] CCA.C08-GRID.i4.69192: what
[23:46:42]	CCA.C08-GRID.i4.69192 ran 'Equip' on item 'Combine Hazmat Worker Outfit' (#9194)
[23:46:43]	[LOOC] CCA.C08-GRID.i4.69192: COCK
[23:46:45]	[LOOC] CCA.C08-GRID.i4.69192: FUCK
[23:46:47]	[LOOC] Gordo Kin: Lmao
[23:46:50]	Gordo Kin ran 'Equip' on item 'Combine Hazmat Worker Outfit' (#9193)
[23:46:50]	Gordo Kin ran 'Equip' on item 'Combine Hazmat Worker Outfit' (#9193)
[23:46:51]	Gordo Kin ran 'Equip' on item 'Combine Hazmat Worker Outfit' (#9193)
[23:46:59]	CCA.C08-GRID.i4.69192 used command '/CharSetModel gordo models/hlvr/characters/hazmat_worker/hazmat_worker_player.mdl'.
[23:47:09]	CCA.C08-GRID.i4.69192 ran 'drop' on item 'Combine Hazmat Worker Outfit' (#9194)
[23:47:09]	CCA.C08-GRID.i4.69192 has lost a 'Combine Hazmat Worker Outfit' #9194.
[23:47:15]	James Jacob ran 'Equip' on item 'Combine Hazmat Worker Outfit' (#7333)
[23:47:19]	CCA.C08-GRID.i4.69192 used command '/CharSetModel jacob models/hlvr/characters/hazmat_worker/hazmat_worker_player.mdl'.
[23:47:21]	[LOOC] James Jacob: I already have one
[23:47:25]	[LOOC] CCA.C08-GRID.i4.69192: you shouldn't bitch
[23:47:27]	James Jacob ran 'take' on item 'Combine Hazmat Worker Outfit' (#9194)
[23:47:27]	James Jacob has gained a 'Combine Hazmat Worker Outfit' #9194.
[23:47:35]	CCA.C08-GRID.i4.69192 has gained 10 tokens.
[23:47:35]	OTA.C08-ECHO.OWC.74227 has gained 40 tokens.
[23:47:39]	CCA.C08-GRID.i4.69192 ran 'drop' on item 'Combine Hazmat Worker Outfit' (#9192)
[23:47:39]	CCA.C08-GRID.i4.69192 has lost a 'Combine Hazmat Worker Outfit' #9192.
[23:47:41]	Morgan Beck ran 'take' on item 'Combine Hazmat Worker Outfit' (#9192)
[23:47:41]	Morgan Beck has gained a 'Combine Hazmat Worker Outfit' #9192.
[23:47:43]	Morgan Beck ran 'Equip' on item 'Combine Hazmat Worker Outfit' (#9192)
[23:47:45]	CCA.C08-GRID.i4.69192 used command '/CharSetModel morgan /charsetmodel jacob models/hlvr/characters/hazmat_worker/hazmat_worker_player.mdl'.
[23:47:46]	James Jacob ran 'Equip' on item 'Combine Hazmat Worker Outfit' (#8374)
[23:47:56]	CCA.C08-GRID.i4.69192 used command '/CharSetModel morgan /charsetmodel morgan models/hlvr/characters/hazmat_worker/hazmat_worker_player.mdl'.
[23:47:59]	[OOC] CCA.C08-GRID.i4.69192: BRUH
[23:48:03]	CCA.C08-GRID.i4.69192 used command '/CharSetModel morgan /charsetmodel morgan models/hlvr/characters/hazmat_worker/hazmat_worker_player.mdl'.
[23:48:06]	CCA.C08-GRID.i4.69192 used command '/CharSetModel MORGAN models/hlvr/characters/hazmat_worker/hazmat_worker_player.mdl'.
[23:48:29]	[OOC] OTA.C08-ECHO.OWC.74227: ooooh homophobic people in the factory for work
[23:49:21]	CCA.C08-GRID.i4.69192 used command '/ToggleRaise'.
[23:49:35]	[Y] CCA.C08-GRID.i4.69192: <:: Don't be shy, it's just a basket! ::>
[23:49:37]	Morgan Beck ran 'take' on item 'Charred Metal' (#9166)
[23:49:37]	Morgan Beck has gained a 'Charred Metal' #9166.
[23:49:39]	Morgan Beck ran 'take' on item 'Charred Metal' (#9164)
[23:49:39]	Morgan Beck has gained a 'Charred Metal' #9164.
[23:49:40]	Morgan Beck ran 'take' on item 'Charred Metal' (#9163)
[23:49:40]	Morgan Beck has gained a 'Charred Metal' #9163.
[23:49:41]	Morgan Beck ran 'take' on item 'Charred Metal' (#9152)
[23:49:41]	Morgan Beck has gained a 'Charred Metal' #9152.
[23:49:42]	Morgan Beck ran 'take' on item 'Charred Metal' (#9154)
[23:49:42]	Morgan Beck has gained a 'Charred Metal' #9154.
[23:49:43]	Morgan Beck ran 'take' on item 'Charred Metal' (#9168)
[23:49:43]	Morgan Beck has gained a 'Charred Metal' #9168.
[23:49:45]	Morgan Beck ran 'take' on item 'Charred Metal' (#9143)
[23:49:45]	Morgan Beck has gained a 'Charred Metal' #9143.
[23:49:47]	Morgan Beck ran 'take' on item 'Charred Metal' (#9142)
[23:49:47]	Morgan Beck has gained a 'Charred Metal' #9142.
[23:49:49]	Morgan Beck ran 'take' on item 'Charred Metal' (#9155)
[23:49:49]	Morgan Beck has gained a 'Charred Metal' #9155.
[23:49:50]	Morgan Beck ran 'take' on item 'Charred Metal' (#9158)
[23:49:50]	Morgan Beck has gained a 'Charred Metal' #9158.
[23:49:51]	Morgan Beck ran 'take' on item 'Charred Metal' (#9159)
[23:49:51]	Morgan Beck has gained a 'Charred Metal' #9159.
[23:49:53]	Morgan Beck ran 'take' on item 'Charred Metal' (#9153)
[23:49:53]	Morgan Beck has gained a 'Charred Metal' #9153.
[23:49:54]	Morgan Beck ran 'take' on item 'Charred Metal' (#9165)
[23:49:54]	Morgan Beck has gained a 'Charred Metal' #9165.
[23:49:57]	Morgan Beck ran 'take' on item 'Charred Metal' (#9146)
[23:49:57]	Morgan Beck has gained a 'Charred Metal' #9146.
[23:49:59]	Gordo Kin opened the '' #885 container.
[23:49:59]	Morgan Beck opened the '' #885 container.
[23:50:01]	Gordo Kin closed the '' #885 container.
[23:50:03]	Morgan Beck opened the '' #885 container.
[23:50:05]	Morgan Beck has gained a 'Blacksmith Tongs' #9170.
[23:50:07]	Morgan Beck closed the '' #885 container.
[23:50:11]	[ME] Gordo Kin: Opens up the cabinet and takes one out.
[23:50:11]	Gordo Kin opened the '' #885 container.
[23:50:14]	Gordo Kin has gained a 'Blacksmith Tongs' #9084.
[23:50:15]	Gordo Kin closed the '' #885 container.
[23:50:16]	Gordo Kin opened the '' #885 container.
[23:50:18]	Gordo Kin closed the '' #885 container.
[23:50:21]	Morgan Beck has lost a 'Charred Metal' #9155.
[23:50:21]	Morgan Beck has lost a 'Charred Metal' #9168.
[23:50:21]	Morgan Beck has gained a 'Scrap Metal' #9195.
[23:50:24]	Morgan Beck has lost a 'Charred Metal' #9163.
[23:50:24]	Morgan Beck has lost a 'Charred Metal' #9164.
[23:50:24]	Morgan Beck has gained a 'Scrap Metal' #9196.
[23:50:24]	Morgan Beck has lost a 'Charred Metal' #9143.
[23:50:24]	Morgan Beck has lost a 'Charred Metal' #9159.
[23:50:24]	Morgan Beck has gained a 'Scrap Metal' #9197.
[23:50:24]	Morgan Beck has lost a 'Charred Metal' #9152.
[23:50:24]	Morgan Beck has lost a 'Charred Metal' #9153.
[23:50:24]	Morgan Beck has gained a 'Scrap Metal' #9198.
[23:50:25]	Morgan Beck has lost a 'Charred Metal' #9146.
[23:50:25]	Morgan Beck has lost a 'Charred Metal' #9158.
[23:50:25]	Morgan Beck has gained a 'Scrap Metal' #9199.
[23:50:25]	Morgan Beck has lost a 'Charred Metal' #9165.
[23:50:25]	Morgan Beck has lost a 'Charred Metal' #9154.
[23:50:25]	Morgan Beck has gained a 'Scrap Metal' #9200.
[23:50:26]	Morgan Beck has lost a 'Charred Metal' #9142.
[23:50:26]	Morgan Beck has lost a 'Charred Metal' #9166.
[23:50:26]	Morgan Beck has gained a 'Scrap Metal' #9201.
[23:50:29]	Gordo Kin ran 'take' on item 'Charred Metal' (#9137)
[23:50:29]	Gordo Kin has gained a 'Charred Metal' #9137.
[23:50:30]	Gordo Kin ran 'take' on item 'Charred Metal' (#9144)
[23:50:30]	Gordo Kin has gained a 'Charred Metal' #9144.
[23:50:31]	Gordo Kin ran 'take' on item 'Charred Metal' (#9138)
[23:50:31]	Gordo Kin has gained a 'Charred Metal' #9138.
[23:50:35]	Morgan Beck has lost a 'Scrap Metal' #9198.
[23:50:35]	Morgan Beck has lost a 'Scrap Metal' #9199.
[23:50:35]	Morgan Beck has lost a 'Scrap Metal' #9201.
[23:50:35]	Morgan Beck has gained a 'Reclaimed Metal' #9201.
[23:50:36]	Morgan Beck has lost a 'Scrap Metal' #9200.
[23:50:36]	Morgan Beck has lost a 'Scrap Metal' #9197.
[23:50:36]	Morgan Beck has lost a 'Scrap Metal' #9195.
[23:50:36]	Morgan Beck has gained a 'Reclaimed Metal' #9202.
[23:50:40]	Morgan Beck ran 'take' on item 'Charred Metal' (#9128)
[23:50:40]	Morgan Beck has gained a 'Charred Metal' #9128.
[23:50:42]	Morgan Beck ran 'take' on item 'Charred Metal' (#9141)
[23:50:42]	Morgan Beck has gained a 'Charred Metal' #9141.
[23:50:44]	Morgan Beck ran 'take' on item 'Charred Metal' (#9145)
[23:50:44]	Morgan Beck has gained a 'Charred Metal' #9145.
[23:50:45]	Morgan Beck ran 'take' on item 'Charred Metal' (#9133)
[23:50:45]	Morgan Beck has gained a 'Charred Metal' #9133.
[23:50:46]	Morgan Beck ran 'take' on item 'Charred Metal' (#9129)
[23:50:46]	Morgan Beck has gained a 'Charred Metal' #9129.
[23:50:47]	Morgan Beck ran 'take' on item 'Charred Metal' (#9136)
[23:50:47]	Morgan Beck has gained a 'Charred Metal' #9136.
[23:50:48]	Morgan Beck ran 'take' on item 'Charred Metal' (#9162)
[23:50:48]	Morgan Beck has gained a 'Charred Metal' #9162.
[23:50:49]	Morgan Beck ran 'take' on item 'Charred Metal' (#9160)
[23:50:49]	Morgan Beck has gained a 'Charred Metal' #9160.
[23:50:50]	Morgan Beck ran 'take' on item 'Charred Metal' (#9130)
[23:50:50]	Morgan Beck has gained a 'Charred Metal' #9130.
[23:50:50]	Morgan Beck ran 'take' on item 'Charred Metal' (#9131)
[23:50:50]	Morgan Beck has gained a 'Charred Metal' #9131.
[23:50:54]	Morgan Beck has lost a 'Charred Metal' #9136.
[23:50:54]	Morgan Beck has lost a 'Charred Metal' #9160.
[23:50:54]	Morgan Beck has gained a 'Scrap Metal' #9203.
[23:50:54]	Gordo Kin ran 'take' on item 'Charred Metal' (#9140)
[23:50:54]	Gordo Kin has gained a 'Charred Metal' #9140.
[23:50:54]	Morgan Beck has lost a 'Charred Metal' #9128.
[23:50:54]	Morgan Beck has lost a 'Charred Metal' #9133.
[23:50:54]	Morgan Beck has gained a 'Scrap Metal' #9204.
[23:50:54]	Morgan Beck has lost a 'Charred Metal' #9145.
[23:50:54]	Morgan Beck has lost a 'Charred Metal' #9129.
[23:50:54]	Morgan Beck has gained a 'Scrap Metal' #9205.
[23:50:54]	Morgan Beck has lost a 'Charred Metal' #9131.
[23:50:54]	Morgan Beck has lost a 'Charred Metal' #9141.
[23:50:54]	Morgan Beck has gained a 'Scrap Metal' #9206.
[23:50:54]	Gordo Kin ran 'take' on item 'Charred Metal' (#9126)
[23:50:54]	Gordo Kin has gained a 'Charred Metal' #9126.
[23:50:55]	Morgan Beck has lost a 'Charred Metal' #9130.
[23:50:55]	Morgan Beck has lost a 'Charred Metal' #9162.
[23:50:55]	Morgan Beck has gained a 'Scrap Metal' #9207.
[23:50:55]	Gordo Kin ran 'take' on item 'Charred Metal' (#9161)
[23:50:55]	Gordo Kin has gained a 'Charred Metal' #9161.
[23:50:56]	Morgan Beck has lost a 'Scrap Metal' #9204.
[23:50:56]	Morgan Beck has lost a 'Scrap Metal' #9207.
[23:50:56]	Morgan Beck has lost a 'Scrap Metal' #9205.
[23:50:56]	Morgan Beck has gained a 'Reclaimed Metal' #9207.
[23:50:56]	Morgan Beck has lost a 'Scrap Metal' #9196.
[23:50:56]	Morgan Beck has lost a 'Scrap Metal' #9203.
[23:50:56]	Morgan Beck has lost a 'Scrap Metal' #9206.
[23:50:56]	Morgan Beck has gained a 'Reclaimed Metal' #9208.
[23:50:57]	Morgan Beck has lost a 'Reclaimed Metal' #9201.
[23:50:57]	Morgan Beck has lost a 'Reclaimed Metal' #9207.
[23:50:57]	Morgan Beck has lost a 'Reclaimed Metal' #9202.
[23:50:57]	Morgan Beck has gained a 'Refined Metal' #9209.
[23:50:58]	Gordo Kin ran 'take' on item 'Charred Metal' (#9149)
[23:50:58]	Gordo Kin has gained a 'Charred Metal' #9149.
[23:50:59]	Gordo Kin ran 'take' on item 'Charred Metal' (#9134)
[23:50:59]	Gordo Kin has gained a 'Charred Metal' #9134.
[23:51:01]	Gordo Kin ran 'take' on item 'Charred Metal' (#9127)
[23:51:01]	Gordo Kin has gained a 'Charred Metal' #9127.
[23:51:02]	Gordo Kin ran 'take' on item 'Charred Metal' (#9125)
[23:51:02]	Gordo Kin has gained a 'Charred Metal' #9125.
[23:51:06]	Gordo Kin ran 'take' on item 'Charred Metal' (#9147)
[23:51:06]	Gordo Kin has gained a 'Charred Metal' #9147.
[23:51:07]	Gordo Kin ran 'take' on item 'Charred Metal' (#9151)
[23:51:07]	Gordo Kin has gained a 'Charred Metal' #9151.
[23:51:08]	Morgan Beck ran 'take' on item 'Charred Metal' (#9139)
[23:51:08]	Morgan Beck has gained a 'Charred Metal' #9139.
[23:51:09]	Morgan Beck ran 'take' on item 'Charred Metal' (#9150)
[23:51:09]	Morgan Beck has gained a 'Charred Metal' #9150.
[23:51:10]	Gordo Kin ran 'take' on item 'Charred Metal' (#9148)
[23:51:10]	Gordo Kin has gained a 'Charred Metal' #9148.
[23:51:11]	Morgan Beck ran 'take' on item 'Charred Metal' (#9124)
[23:51:11]	Morgan Beck has gained a 'Charred Metal' #9124.
[23:51:17]	Morgan Beck has lost a 'Charred Metal' #9139.
[23:51:17]	Morgan Beck has lost a 'Charred Metal' #9150.
[23:51:17]	Morgan Beck has gained a 'Scrap Metal' #9210.
[23:51:22]	Morgan Beck ran 'take' on item 'Charred Metal' (#9132)
[23:51:22]	Morgan Beck has gained a 'Charred Metal' #9132.
[23:51:22]	Gordo Kin has lost a 'Charred Metal' #9127.
[23:51:22]	Gordo Kin has lost a 'Charred Metal' #9148.
[23:51:22]	Gordo Kin has gained a 'Scrap Metal' #9211.
[23:51:23]	Morgan Beck ran 'take' on item 'Charred Metal' (#9135)
[23:51:23]	Morgan Beck has gained a 'Charred Metal' #9135.
[23:51:24]	Gordo Kin has lost a 'Charred Metal' #9147.
[23:51:24]	Gordo Kin has lost a 'Charred Metal' #9140.
[23:51:24]	Gordo Kin has gained a 'Scrap Metal' #9212.
[23:51:25]	Morgan Beck ran 'take' on item 'Charred Metal' (#9156)
[23:51:25]	Morgan Beck has gained a 'Charred Metal' #9156.
[23:51:25]	Gordo Kin has lost a 'Charred Metal' #9125.
[23:51:25]	Gordo Kin has lost a 'Charred Metal' #9137.
[23:51:25]	Gordo Kin has gained a 'Scrap Metal' #9213.
[23:51:25]	Gordo Kin has lost a 'Charred Metal' #9151.
[23:51:25]	Gordo Kin has lost a 'Charred Metal' #9149.
[23:51:25]	Gordo Kin has gained a 'Scrap Metal' #9214.
[23:51:26]	Morgan Beck ran 'take' on item 'Charred Metal' (#9157)
[23:51:26]	Morgan Beck has gained a 'Charred Metal' #9157.
[23:51:26]	Gordo Kin has lost a 'Charred Metal' #9161.
[23:51:26]	Gordo Kin has lost a 'Charred Metal' #9138.
[23:51:26]	Gordo Kin has gained a 'Scrap Metal' #9215.
[23:51:26]	Gordo Kin has lost a 'Charred Metal' #9126.
[23:51:26]	Gordo Kin has lost a 'Charred Metal' #9134.
[23:51:26]	Gordo Kin has gained a 'Scrap Metal' #9216.
[23:51:29]	Morgan Beck ran 'take' on item 'Charred Metal' (#9167)
[23:51:29]	Morgan Beck has gained a 'Charred Metal' #9167.
[23:51:33]	[LOOC] CCA.C08-GRID.i4.69192: SON OF A WHORE BITCH
[23:51:34]	Morgan Beck has lost a 'Charred Metal' #9157.
[23:51:34]	Morgan Beck has lost a 'Charred Metal' #9135.
[23:51:34]	Morgan Beck has gained a 'Scrap Metal' #9217.
[23:51:34]	Morgan Beck has lost a 'Charred Metal' #9167.
[23:51:34]	Morgan Beck has lost a 'Charred Metal' #9132.
[23:51:34]	Morgan Beck has gained a 'Scrap Metal' #9218.
[23:51:34]	Morgan Beck has lost a 'Charred Metal' #9124.
[23:51:34]	Morgan Beck has lost a 'Charred Metal' #9156.
[23:51:34]	Morgan Beck has gained a 'Scrap Metal' #9219.
[23:51:35]	Morgan Beck has lost a 'Scrap Metal' #9219.
[23:51:35]	Morgan Beck has lost a 'Scrap Metal' #9210.
[23:51:35]	Morgan Beck has lost a 'Scrap Metal' #9217.
[23:51:35]	Morgan Beck has gained a 'Reclaimed Metal' #9219.
[23:51:36]	[LOOC] CCA.C08-GRID.i4.69192: THE VENDOR IS GONE
[23:51:36]	Gordo Kin opened the '' #887 container.
[23:51:41]	Morgan Beck opened the '' #887 container.
[23:51:46]	Gordo Kin closed the '' #887 container.
[23:51:48]	Morgan Beck opened the '' #887 container.
[23:51:53]	Morgan Beck has gained a 'Scrap Metal' #9213.
[23:51:54]	Morgan Beck has gained a 'Scrap Metal' #9214.
[23:51:55]	Morgan Beck has gained a 'Scrap Metal' #9215.
[23:51:55]	Morgan Beck has gained a 'Scrap Metal' #9211.
[23:51:57]	Morgan Beck has gained a 'Scrap Metal' #9216.
[23:51:57]	Morgan Beck has gained a 'Scrap Metal' #9212.
[23:51:58]	Morgan Beck closed the '' #887 container.
[23:52:02]	Morgan Beck has lost a 'Scrap Metal' #9218.
[23:52:02]	Morgan Beck has lost a 'Scrap Metal' #9212.
[23:52:02]	Morgan Beck has lost a 'Scrap Metal' #9216.
[23:52:02]	Morgan Beck has gained a 'Reclaimed Metal' #9220.
[23:52:02]	Morgan Beck has lost a 'Scrap Metal' #9213.
[23:52:02]	Morgan Beck has lost a 'Scrap Metal' #9211.
[23:52:02]	Morgan Beck has lost a 'Scrap Metal' #9215.
[23:52:02]	Morgan Beck has gained a 'Reclaimed Metal' #9221.
[23:52:03]	Morgan Beck has lost a 'Reclaimed Metal' #9220.
[23:52:03]	Morgan Beck has lost a 'Reclaimed Metal' #9219.
[23:52:03]	Morgan Beck has lost a 'Reclaimed Metal' #9208.
[23:52:03]	Morgan Beck has gained a 'Refined Metal' #9222.
[23:52:04]	James Jacob opened the '' #886 container.
[23:52:07]	Morgan Beck opened the '' #887 container.
[23:52:13]	James Jacob closed the '' #886 container.
[23:52:15]	Morgan Beck closed the '' #887 container.
[23:52:22]	Gordo Kin ran 'drop' on item 'Charred Metal' (#9144)
[23:52:22]	Gordo Kin has lost a 'Charred Metal' #9144.
[23:52:25]	CCA.C08-GRID.i4.69192 opened the '' #887 container.
[23:52:25]	Morgan Beck opened the '' #887 container.
[23:52:28]	CCA.C08-GRID.i4.69192 closed the '' #887 container.
[23:52:35]	CCA.C08-GRID.i4.69192 has gained 10 tokens.
[23:52:35]	OTA.C08-ECHO.OWC.74227 has gained 40 tokens.
[23:52:40]	[ME] James Jacob: Opens the cabinet, grabbing an empty tank
[23:52:41]	James Jacob opened the '' #886 container.
[23:52:44]	CCA.C08-GRID.i4.69192 has spawned a 'Entity [420][ix_vendor]'.
[23:52:45]	James Jacob has gained a 'Empty Combine Air Tank' #9178.
[23:52:45]	[ME] Gordo Kin: Chuckles
[23:52:47]	James Jacob has gained a 'Empty Combine Air Tank' #9179.
[23:52:49]	James Jacob has gained a 'Empty Combine Air Tank' #9180.
[23:52:50]	James Jacob has gained a 'Empty Combine Air Tank' #9181.
[23:52:52]	James Jacob closed the '' #886 container.
[23:53:24]	James Jacob opened the '' #1024 container.
[23:53:25]	James Jacob closed the '' #1024 container.
[23:53:34]	James Jacob opened the '' #1024 container.
[23:53:35]	Morgan Beck opened the '' #887 container.
[23:53:37]	Morgan Beck closed the '' #887 container.
[23:53:38]	James Jacob has gained a 'Empty Combine Air Tank' #9183.
[23:53:40]	James Jacob closed the '' #1024 container.
[23:53:58]	[LOOC] Gordo Kin: *Mask
[23:54:24]	Gordo Kin opened the '' #887 container.
[23:54:26]	Morgan Beck opened the '' #887 container.
[23:54:28]	Gordo Kin closed the '' #887 container.
[23:54:30]	Gordo Kin ran 'take' on item 'Charred Metal' (#9144)
[23:54:30]	Gordo Kin has gained a 'Charred Metal' #9144.
[23:54:36]	CCA.C08-GRID.i4.69192 used command '/CharAddAttribute James eng 2'.
[23:54:37]	[LOOC] Gordo Kin: Lmao
[23:54:46]	James Jacob has lost a 'Empty Combine Air Tank' #9178.
[23:54:46]	James Jacob has gained a 'Combine Air Tank' #9223.
[23:54:46]	James Jacob has taken 195 damage from James Jacob.
[23:54:46]	James Jacob has killed James Jacob.
[23:54:46]	Gordo Kin has taken 63 damage from James Jacob.
[23:54:46]	Morgan Beck has taken 28 damage from James Jacob.
[23:54:47]	[LOOC] OTA.C08-ECHO.OWC.74227: bitchasses
[23:54:50]	[Y] Gordo Kin: Fuck.
[23:54:52]	[OOC] James Jacob: FIRST ONE
[23:54:55]	[OOC] James Jacob: WTF
[23:54:56]	James Jacob entered observer.
[23:54:57]	James Jacob exited observer at their location.
[23:54:58]	James Jacob entered observer.
[23:55:01]	[OOC] OTA.C08-ECHO.OWC.74227: what was that
[23:55:06]	[OOC] Morgan Beck: nothing
[23:55:16]	James Jacob exited observer at their location.
[23:55:26]	[OOC] OTA.C08-ECHO.OWC.74227: ok then
