[04:20:12]	Avi has connected.
[16:52:27]	[W] Francis Bellmont: Don't forget Hawaii.
[16:52:28]	[W] Francis Bellmont: Don't forget Hawaii.
[16:52:29]	[W] Francis Bellmont: Don't forget Hawaii.
[16:52:30]	[W] Francis Bellmont: Don't forget Hawaii.
[16:52:31]	[W] Francis Bellmont: Don't forget Hawaii.
[16:52:32]	[W] Francis Bellmont: Don't forget Hawaii.
[16:52:33]	[W] Francis Bellmont: Don't forget Hawaii.
[16:52:35]	[W] Francis Bellmont: Don't forget Hawaii.
[16:52:51]	[OOC] Francis Bellmont: The content? you forget man?
[16:52:51]	[LOOC] Ethan King: Aren't you unconcious?
[16:52:55]	[OOC] John Rowan: how long till I wake up?
[16:52:59]	[LOOC] Jimmy 'Watcher 3' John: yo
[16:53:04]	[LOOC] Francis Bellmont: got it?
[16:53:08]	[LOOC] Jimmy 'Watcher 3' John: ill get u content hold on
[16:53:12]	[OOC] John Rowan: how long till I wake up again?
[16:53:19]	[LOOC] Francis Bellmont: walking around in error city I wiped addons
[16:53:25]	Jimmy 'Watcher 3' John used command '/PM francis https://steamcommunity.com/sharedfiles/filedetails/?id=2045403368'.
[16:53:33]	[OOC] John Rowan: I just going to get on my MPF
[16:53:38]	Catman loaded the character 'CCA.C08-UNION.i3.29332'
[16:53:40]	[LOOC] Jimmy 'Watcher 3' John: you need both HL2 and CSS for this map
[16:53:45]	[LOOC] Jimmy 'Watcher 3' John: toodles
[16:53:47]	Dragonbrother7 (STEAM_0:1:52038966) has disconnected.
[16:53:59]	[OOC] CCA.C08-UNION.i3.29332: nevermind I am still ragdolled can I get unragdolled so I can play as my MPF?
[16:54:18]	CCA.C08-UNION.i3.29332 has killed CCA.C08-UNION.i3.29332.
[16:54:28]	CCA.C08-UNION.i3.29332 ran 'Equip' on item '.9mm Pistol' (#5923)
[16:54:30]	CCA.C08-UNION.i3.29332 ran 'use' on item '9mm Pistol Bullets' (#6785)
[16:54:40]	CCA.C08-UNION.i3.29332 used command '/Radio this is 29332 10-8'.
[16:55:14]	[ME] Alexei Stravolsky: places his hand on the biolock.
[16:55:20]	[ME] Alexei Stravolsky: the combine's.
[16:55:34]	[IT] Jimmy 'Watcher 3' John: The biolock didn't do anything, as he didn't have a biosignal
[16:56:03]	[ME] Justin Bail: takes gun
[16:56:06]	CCA.C08-GRID.i4.69192 entered observer.
[16:56:07]	CCA.C08-GRID.i4.69192 exited observer at their location.
[16:56:12]	[LOOC] CCA.C08-GRID.i4.69192: do your /me
[16:56:16]	[LOOC] CCA.C08-GRID.i4.69192: wait, you said you took my shit?
[16:56:17]	[ME] Justin Bail: takes gun
[16:56:23]	CCA.C08-GRID.i4.69192 ran 'drop' on item 'Wrench' (#6940)
[16:56:23]	CCA.C08-GRID.i4.69192 has lost a 'Wrench' #6940.
[16:56:24]	CCA.C08-GRID.i4.69192 ran 'drop' on item 'Allen Wrench' (#6941)
[16:56:24]	CCA.C08-GRID.i4.69192 has lost a 'Allen Wrench' #6941.
[16:56:24]	CCA.C08-GRID.i4.69192 ran 'drop' on item 'Screwdriver' (#6935)
[16:56:24]	CCA.C08-GRID.i4.69192 has lost a 'Screwdriver' #6935.
[16:56:25]	CCA.C08-GRID.i4.69192 ran 'drop' on item '.9mm Pistol' (#2941)
[16:56:25]	CCA.C08-GRID.i4.69192 has lost a '.9mm Pistol' #2941.
[16:56:26]	CCA.C08-GRID.i4.69192 ran 'drop' on item '9mm Pistol Bullets' (#6943)
[16:56:26]	CCA.C08-GRID.i4.69192 has lost a '9mm Pistol Bullets' #6943.
[16:56:26]	[OOC] CCA.C08-UNION.i3.29332: if these rebels want to tango or neogation I will tango/neogation
[16:56:27]	CCA.C08-GRID.i4.69192 ran 'drop' on item 'Blowtorch' (#6937)
[16:56:27]	CCA.C08-GRID.i4.69192 has lost a 'Blowtorch' #6937.
[16:56:27]	Justin Bail ran 'take' on item '9mm Pistol Bullets' (#6943)
[16:56:27]	Justin Bail has gained a '9mm Pistol Bullets' #6943.
[16:56:28]	CCA.C08-GRID.i4.69192 ran 'drop' on item 'Nails' (#6936)
[16:56:28]	CCA.C08-GRID.i4.69192 has lost a 'Nails' #6936.
[16:56:30]	CCA.C08-GRID.i4.69192 ran 'drop' on item 'Scrap Hammer' (#6939)
[16:56:30]	CCA.C08-GRID.i4.69192 has lost a 'Scrap Hammer' #6939.
[16:56:31]	CCA.C08-GRID.i4.69192 ran 'drop' on item '9mm Pistol Bullets' (#6942)
[16:56:31]	CCA.C08-GRID.i4.69192 has lost a '9mm Pistol Bullets' #6942.
[16:56:31]	Alexei Stravolsky ran 'take' on item '.9mm Pistol' (#2941)
[16:56:31]	Alexei Stravolsky has gained a '.9mm Pistol' #2941.
[16:56:31]	CCA.C08-GRID.i4.69192 has gained 10 tokens.
[16:56:33]	Justin Bail ran 'take' on item 'Blowtorch' (#6937)
[16:56:33]	Justin Bail has gained a 'Blowtorch' #6937.
[16:56:35]	Justin Bail ran 'take' on item 'Wrench' (#6940)
[16:56:35]	Justin Bail has gained a 'Wrench' #6940.
[16:56:36]	Justin Bail ran 'take' on item 'Allen Wrench' (#6941)
[16:56:36]	Justin Bail has gained a 'Allen Wrench' #6941.
[16:56:36]	Alexei Stravolsky ran 'Equip' on item '.9mm Pistol' (#2941)
[16:56:38]	Justin Bail ran 'take' on item 'Nails' (#6936)
[16:56:38]	Justin Bail has gained a 'Nails' #6936.
[16:56:38]	[OOC] CCA.C08-GRID.i4.69192: don't meta
[16:56:39]	Justin Bail ran 'take' on item '9mm Pistol Bullets' (#6942)
[16:56:39]	Justin Bail has gained a '9mm Pistol Bullets' #6942.
[16:56:41]	[ME] Ethan King: tries to take his helmet.
[16:56:41]	Justin Bail ran 'take' on item 'Screwdriver' (#6935)
[16:56:41]	Justin Bail has gained a 'Screwdriver' #6935.
[16:56:43]	[OOC] CCA.C08-UNION.i3.29332: I am not
[16:56:54]	[LOOC] CCA.C08-GRID.i4.69192: are you gonna take my armor too
[16:56:56]	[OOC] CCA.C08-UNION.i3.29332: I don't even know were you are
[16:56:57]	Alexei Stravolsky ran 'take' on item 'Scrap Hammer' (#6939)
[16:56:57]	Alexei Stravolsky has gained a 'Scrap Hammer' #6939.
[16:56:58]	[LOOC] CCA.C08-GRID.i4.69192: oh my helemt ight
[16:57:04]	[ME] Justin Bail: uses blow torch to open door
[16:57:07]	[LOOC] CCA.C08-GRID.i4.69192: Wait.
[16:57:09]	[LOOC] CCA.C08-GRID.i4.69192: Before you do that.
[16:57:11]	[OOC] Justin Bail: what
[16:57:12]	[OOC] CCA.C08-GRID.i4.69192: Are you sure you want to do that?
[16:57:16]	[OOC] Justin Bail: nvm
[16:57:17]	[OOC] CCA.C08-UNION.i3.29332: yeah
[16:57:21]	[OOC] CCA.C08-GRID.i4.69192: not you union
[16:57:21]	CCA.C08-GRID.i4.69192 used command '/DoorSetHidden true'.
[16:57:28]	[OOC] CCA.C08-UNION.i3.29332: You left Libary
[16:57:28]	CCA.C08-GRID.i4.69192 entered observer.
[16:57:30]	CCA.C08-GRID.i4.69192 exited observer at their location.
[16:57:32]	CCA.C08-GRID.i4.69192 entered observer.
[16:57:33]	[LOOC] Ethan King: Your suits is what has teh BIO-signal right
[16:57:33]	[ME] Justin Bail: uses blow torch to open door
[16:57:34]	CCA.C08-GRID.i4.69192 exited observer at their location.
[16:57:34]	CCA.C08-GRID.i4.69192 entered observer.
[16:57:36]	CCA.C08-GRID.i4.69192 exited observer at their location.
[16:57:39]	CCA.C08-GRID.i4.69192 entered observer.
[16:57:39]	CCA.C08-GRID.i4.69192 exited observer at their location.
[16:57:41]	Jimmy 'Watcher 3' John exited observer at their location.
[16:57:43]	Jimmy 'Watcher 3' John entered observer.
[16:57:45]	CCA.C08-GRID.i4.69192 used command '/CharSetModel ethan models/dpfilms/metropolice/playermodels/pm_retrocop.mdl'.
[16:57:45]	[LOOC] Ethan King: Not the mask.
[16:57:59]	[ME] CCA.C08-UNION.i3.29332: Ains gun 
[16:58:01]	CCA.C08-GRID.i4.69192 used command '/CharSetModel grid models/Humans/Group01/Male_05.mdl'.
[16:58:04]	[LOOC] CCA.C08-UNION.i3.29332: aims*
[16:58:11]	[ME] Alexei Stravolsky: aims too.
[16:58:19]	[ME] CCA.C08-UNION.i3.29332: Fires at chest
[16:58:20]	Alexei Stravolsky has taken 12 damage from CCA.C08-UNION.i3.29332.
[16:58:22]	Alexei Stravolsky has taken 12 damage from CCA.C08-UNION.i3.29332.
[16:58:22]	CCA.C08-UNION.i3.29332 has killed Alexei Stravolsky with weapon_pistol.
[16:58:30]	[LOOC] Ethan King: lmao
[16:58:34]	[LOOC] CCA.C08-UNION.i3.29332: Holo shoots first
[16:58:38]	[OOC] Alexei Stravolsky: bring me, gamers
[16:58:38]	CCA.C08-UNION.i3.29332 has gained 10 tokens.
[16:58:53]	[OOC] CCA.C08-GRID.i4.69192: bruh
[16:58:53]	CCA.C08-GRID.i4.69192 entered observer.
[16:58:54]	CCA.C08-GRID.i4.69192 exited observer at their location.
[16:59:00]	[LOOC] CCA.C08-UNION.i3.29332: You fucking fucked up
[16:59:07]	[LOOC] CCA.C08-UNION.i3.29332: wait you8 have a SMG?
[16:59:07]	Alexei Stravolsky ran 'Equip' on item 'Rock' (#6806)
[16:59:11]	Alexei Stravolsky ran 'Equip' on item '.9mm Pistol' (#2941)
[16:59:12]	[LOOC] CCA.C08-UNION.i3.29332: we redoing that?
[16:59:16]	[LOOC] CCA.C08-UNION.i3.29332: from the start?
[16:59:28]	[OOC] CCA.C08-GRID.i4.69192: now what are y'all gonna do
[16:59:32]	CCA.C08-GRID.i4.69192 entered observer.
[16:59:32]	CCA.C08-GRID.i4.69192 exited observer at their location.
[16:59:37]	CCA.C08-GRID.i4.69192 used command '/adminspawnmenu'.
[16:59:38]	[LOOC] CCA.C08-UNION.i3.29332: did you take the ammo?
[16:59:42]	CCA.C08-GRID.i4.69192 entered observer.
[16:59:47]	CCA.C08-GRID.i4.69192 used command '/adminspawnmenu'.
[16:59:51]	CCA.C08-GRID.i4.69192 has spawned "9mm Pistol Bullets"
[16:59:54]	CCA.C08-GRID.i4.69192 ran 'take' on item '9mm Pistol Bullets' (#6947)
[16:59:54]	CCA.C08-GRID.i4.69192 has gained a '9mm Pistol Bullets' #6947.
[16:59:54]	CCA.C08-UNION.i3.29332 ran 'use' on item '9mm Pistol Bullets' (#6789)
[16:59:55]	CCA.C08-UNION.i3.29332 ran 'use' on item '9mm Pistol Bullets' (#6788)
[16:59:57]	[LOOC] Ethan King: Reload
[17:00:00]	CCA.C08-GRID.i4.69192 exited observer at their location.
[17:00:12]	[LOOC] CCA.C08-GRID.i4.69192: if you guys have anything to say or do, do it now
[17:00:13]	CCA.C08-GRID.i4.69192 used command '/DoorSetHidden true'.
[17:00:18]	[LOOC] CCA.C08-GRID.i4.69192: are you both going to shoot
[17:00:20]	[ME] Alexei Stravolsky: aims for the head.
[17:00:23]	[LOOC] Alexei Stravolsky: yis.
[17:00:29]	[LOOC] CCA.C08-GRID.i4.69192: okay
[17:00:34]	[LOOC] CCA.C08-GRID.i4.69192: then both of you do a regular roll
[17:00:36]	[LOOC] CCA.C08-UNION.i3.29332: I was first and shot him 3 times but okay
[17:00:37]	[LOOC] CCA.C08-GRID.i4.69192: for initiative
[17:00:39]	CCA.C08-UNION.i3.29332 rolled 67 out of 100.
[17:00:39]	CCA.C08-UNION.i3.29332 used command '/Roll'.
[17:00:42]	Alexei Stravolsky rolled 1 out of 100.
[17:00:42]	Alexei Stravolsky used command '/Roll'.
[17:00:48]	[LOOC] CCA.C08-UNION.i3.29332: I be going first
[17:01:05]	[IT] CCA.C08-GRID.i4.69192: Union gets the first shot. After union shoots, both of you can shoot the fuck out of each other.
[17:01:15]	[ME] CCA.C08-UNION.i3.29332: takes out SMG
[17:01:20]	[LOOC] Ethan King: wait what
[17:01:21]	[LOOC] CCA.C08-UNION.i3.29332: the SMG is fucked
[17:01:27]	[OOC] Justin Bail: thats not faier
[17:01:31]	[LOOC] CCA.C08-UNION.i3.29332: yeah i3 now are allowed SMG if I not wrong
[17:01:31]	CCA.C08-GRID.i4.69192 has gained 10 tokens.
[17:01:40]	[LOOC] CCA.C08-UNION.i3.29332: I am not
[17:01:59]	[LOOC] CCA.C08-UNION.i3.29332: can I redo that or no?
[17:02:10]	[LOOC] CCA.C08-GRID.i4.69192: which are you going to do. shoot or get out your SMG
[17:02:19]	[LOOC] CCA.C08-UNION.i3.29332: Shoot I guess 
[17:02:21]	[LOOC] Alexei Stravolsky: i only have 25 health, i'm gonna die immediately if he gets first shot
[17:02:24]	[LOOC] Alexei Stravolsky: BRUH
[17:02:35]	[LOOC] CCA.C08-UNION.i3.29332: Void the SMG shit
[17:02:44]	[ME] CCA.C08-UNION.i3.29332: Shots point blake
[17:02:46]	[LOOC] CCA.C08-GRID.i4.69192: union gets one shot, and then you both shoot the hell out of each other
[17:02:57]	[LOOC] CCA.C08-UNION.i3.29332: do I roll?
[17:03:00]	[LOOC] Alexei Stravolsky: shots
[17:03:06]	[LOOC] CCA.C08-UNION.i3.29332: what do I roll
[17:03:12]	[LOOC] CCA.C08-GRID.i4.69192: both of you roll agi
[17:03:19]	CCA.C08-UNION.i3.29332 rolled 74 out of 100.
[17:03:19]	CCA.C08-UNION.i3.29332 used command '/Roll'.
[17:03:23]	Alexei Stravolsky used command '/RollStat agi'.
[17:03:25]	[LOOC] CCA.C08-UNION.i3.29332: roll other gun man
[17:03:27]	[LOOC] Ethan King: /rollstat agi
[17:03:33]	[LOOC] CCA.C08-UNION.i3.29332: how to spell that
[17:03:36]	[LOOC] CCA.C08-GRID.i4.69192: agi
[17:03:36]	CCA.C08-UNION.i3.29332 used command '/RollStat Agi'.
[17:03:37]	Dragonbrother7 has connected.
[17:03:38]	CCA.C08-UNION.i3.29332 has gained 10 tokens.
[17:03:41]	CCA.C08-UNION.i3.29332 has taken 24 damage from Alexei Stravolsky.
[17:03:46]	CCA.C08-GRID.i4.69192 entered observer.
[17:03:47]	CCA.C08-GRID.i4.69192 exited observer at their location.
[17:03:49]	CCA.C08-GRID.i4.69192 entered observer.
[17:03:50]	CCA.C08-GRID.i4.69192 exited observer at their location.
[17:03:58]	[LOOC] CCA.C08-GRID.i4.69192: both of you roll agility again
[17:04:04]	CCA.C08-UNION.i3.29332 rolled 1 out of 100.
[17:04:04]	CCA.C08-UNION.i3.29332 used command '/Roll agi'.
[17:04:10]	[LOOC] Ethan King: lmao
[17:04:13]	CCA.C08-UNION.i3.29332 used command '/RollStat agi'.
[17:04:17]	[OOC] Justin Bail: q can i be moved in vc
[17:04:18]	Alexei Stravolsky used command '/RollStat agi'.
[17:04:20]	[OOC] CCA.C08-GRID.i4.69192: no
[17:04:25]	[LOOC] CCA.C08-UNION.i3.29332: you miss 
[17:04:26]	[OOC] Justin Bail: y
[17:04:28]	[IT] CCA.C08-GRID.i4.69192: Alexei misses.
[17:04:36]	[ME] CCA.C08-UNION.i3.29332: Shot again at head
[17:04:43]	Dragonbrother7 loaded the character 'Francis Bellmont'
[17:04:44]	CCA.C08-UNION.i3.29332 used command '/RollStat agi'.
[17:04:49]	[LOOC] CCA.C08-GRID.i4.69192: wait
[17:04:53]	[LOOC] CCA.C08-GRID.i4.69192: you're shooting for the head
[17:04:54]	[LOOC] CCA.C08-GRID.i4.69192: okay
[17:05:00]	[LOOC] CCA.C08-GRID.i4.69192: now alex, roll for agi
[17:05:06]	Alexei Stravolsky used command '/RollStat agi'.
[17:05:09]	[LOOC] CCA.C08-GRID.i4.69192: grid misses
[17:05:13]	[LOOC] CCA.C08-GRID.i4.69192: shit i mean union misses
[17:05:25]	[LOOC] CCA.C08-GRID.i4.69192: union misses
[17:05:44]	[LOOC] Ethan King: please do
[17:05:56]	[LOOC] CCA.C08-GRID.i4.69192: alex you're up
[17:06:03]	CCA.C08-GRID.i4.69192 used command '/ToggleRaise'.
[17:06:08]	[LOOC] CCA.C08-GRID.i4.69192: where are you aiming for
[17:06:14]	[LOOC] Alexei Stravolsky: the head
[17:06:17]	[LOOC] CCA.C08-GRID.i4.69192: ightr
[17:06:19]	[LOOC] CCA.C08-GRID.i4.69192: roll agi
[17:06:22]	[LOOC] CCA.C08-GRID.i4.69192: both of you roll agi
[17:06:24]	[LOOC] CCA.C08-UNION.i3.29332: what do you need for head shot?
[17:06:26]	Alexei Stravolsky used command '/RollStat agi'.
[17:06:28]	CCA.C08-UNION.i3.29332 used command '/RollStat agi'.
[17:06:31]	CCA.C08-GRID.i4.69192 has gained 10 tokens.
[17:06:33]	Francis Bellmont used command '/CharFallOver 1'.
[17:06:35]	[IT] CCA.C08-GRID.i4.69192: Miss.
[17:06:37]	[W] Francis Bellmont: Don't forget Hawaii.
[17:06:37]	[ME] CCA.C08-UNION.i3.29332: Shots at main body
[17:06:40]	Francis Bellmont used command '/CharFallOver 1'.
[17:06:40]	Francis Bellmont has taken 100 damage from worldspawn.
[17:06:41]	CCA.C08-UNION.i3.29332 used command '/RollStat agi'.
[17:06:42]	Francis Bellmont used command '/CharFallOver 1'.
[17:06:42]	CCA.C08-GRID.i4.69192 used command '/ToggleRaise'.
[17:06:46]	Francis Bellmont used command '/CharFallOver 1'.
[17:06:49]	Francis Bellmont used command '/CharFallOver 1'.
[17:06:52]	[LOOC] CCA.C08-GRID.i4.69192: roll agi alex
[17:06:58]	Alexei Stravolsky used command '/RollStat agi'.
[17:06:59]	[LOOC] CCA.C08-UNION.i3.29332: yes
[17:07:05]	[IT] CCA.C08-GRID.i4.69192: You get in a shot.
[17:07:10]	Alexei Stravolsky has taken 3 damage from CCA.C08-UNION.i3.29332.
[17:07:11]	CCA.C08-UNION.i3.29332 has taken 12 damage from Alexei Stravolsky.
[17:07:15]	[LOOC] Justin Bail: can we just do a shoot out
[17:07:18]	[LOOC] Justin Bail: like
[17:07:23]	[LOOC] Justin Bail: roll shit dumb
[17:07:34]	[LOOC] CCA.C08-GRID.i4.69192: okayh now both of you roll agility
[17:07:37]	[OOC] Alexei Stravolsky: i am going to point this gun at my head
[17:07:39]	Francis Bellmont used command '/CharFallOver 1'.
[17:07:40]	CCA.C08-UNION.i3.29332 used command '/RollStat agi'.
[17:07:41]	[W] Francis Bellmont: Don't forget Hawaii.
[17:07:44]	[LOOC] Jimmy 'Watcher 3' John: bruh lmfao
[17:07:46]	[LOOC] CCA.C08-GRID.i4.69192: and where are you aiming 
[17:07:48]	[LOOC] Ethan King: Am i allowed to intervene?
[17:07:52]	[ME] CCA.C08-UNION.i3.29332: Main body
[17:07:53]	[LOOC] CCA.C08-GRID.i4.69192: yeah
[17:07:58]	[LOOC] CCA.C08-UNION.i3.29332: you would be last
[17:07:59]	[LOOC] CCA.C08-GRID.i4.69192: NOT YOU UNION
[17:08:01]	[LOOC] CCA.C08-GRID.i4.69192: HOLY FUCK
[17:08:05]	Alexei Stravolsky used command '/RollStat agi'.
[17:08:06]	[LOOC] CCA.C08-GRID.i4.69192: ALEX WHERE ARE YOU AIMING
[17:08:09]	[ME] Alexei Stravolsky: aims for head please kill me
[17:08:12]	[LOOC] CCA.C08-UNION.i3.29332: I won already
[17:08:17]	[IT] CCA.C08-GRID.i4.69192: Miss.
[17:08:27]	[ME] CCA.C08-UNION.i3.29332: aims at body to shot again
[17:08:31]	CCA.C08-UNION.i3.29332 used command '/RollStat agi'.
[17:08:33]	[LOOC] Alexei Stravolsky: ITS SHOOT
[17:08:38]	CCA.C08-UNION.i3.29332 has gained 10 tokens.
[17:08:40]	[ME] Francis Bellmont: stumbles towards the fence and falls against it with his arms over his torso and his jacket and shirt stained a dark shade of maroon
[17:08:41]	[ME] CCA.C08-UNION.i3.29332: shoots
[17:08:47]	Alexei Stravolsky used command '/RollStat agi'.
[17:08:49]	Alexei Stravolsky has taken 3 damage from CCA.C08-UNION.i3.29332.
[17:08:51]	[W] Francis Bellmont: Don't forget Hawaii.
[17:09:00]	[LOOC] CCA.C08-UNION.i3.29332: I got higher either way
[17:09:03]	[OOC] Justin Bail: q
[17:09:04]	[LOOC] CCA.C08-UNION.i3.29332: but true
[17:09:06]	[OOC] Justin Bail: this roll shit
[17:09:06]	[LOOC] CCA.C08-GRID.i4.69192: stop fucking shooting each other before i say if the roll passed
[17:09:10]	[OOC] Justin Bail: just do shoot oput
[17:09:21]	[ME] Ethan King: Begins taking out a Large syringe he has.
[17:09:41]	[LOOC] CCA.C08-GRID.i4.69192: alright alex is now really weak and shit because he's been shot in the chest twice. He falls to the ground, bleeding.
[17:09:46]	[OOC] CCA.C08-GRID.i4.69192: bruh i'm unconscious.
[17:10:25]	[ME] Ethan King: Starts running towards the UNION with a Old Syringe.
[17:10:34]	[LOOC] CCA.C08-UNION.i3.29332: that would be a action
[17:10:44]	Ethan King used command '/RollStat agi'.
[17:10:46]	[ME] Francis Bellmont: pushes himself off the fence towards the CPs, too phased out to realise the situation, calling out once more before falling onto the ground and grunting
[17:10:55]	CCA.C08-UNION.i3.29332 used command '/RollStat agi'.
[17:10:57]	[Y] CCA.C08-UNION.i3.29332: <:: Help! ::>
[17:11:06]	[Y] CCA.C08-UNION.i3.29332: <:: GIRD WHAT THE FUCK. ::>
[17:11:11]	[OOC] Justin Bail: this is so shit
[17:11:21]	[ME] CCA.C08-UNION.i3.29332: shots the Grid in the knee to stop him
[17:11:31]	CCA.C08-GRID.i4.69192 has gained 10 tokens.
[17:11:33]	[ME] Francis Bellmont: turns himself over and lays on his back, keeping arm over ther dark red part of his clothing
[17:11:37]	Francis Bellmont used command '/ActInjured 1'.
[17:11:39]	Francis Bellmont used command '/ExitAct'.
[17:11:41]	Francis Bellmont used command '/ActInjured 2'.
[17:11:44]	[ME] Ethan King: Dodges downwards attempting to stab the CP with a Old Syringe.
[17:11:52]	[LOOC] CCA.C08-UNION.i3.29332: you failed
[17:11:56]	[LOOC] Ethan King: What to roll
[17:12:05]	[LOOC] CCA.C08-GRID.i4.69192: fuckin
[17:12:06]	[ME] CCA.C08-UNION.i3.29332: at getting me to sryinge now roll for me shotting you
[17:12:10]	[LOOC] CCA.C08-GRID.i4.69192: it's point blank so roll agility
[17:12:17]	[LOOC] CCA.C08-GRID.i4.69192: both of you roll agi
[17:12:18]	Ethan King used command '/RollStat agi'.
[17:12:22]	CCA.C08-UNION.i3.29332 used command '/RollStat agi'.
[17:12:26]	[OOC] Justin Bail: oof
[17:12:27]	[IT] CCA.C08-GRID.i4.69192: Miss.
[17:12:36]	[LOOC] CCA.C08-UNION.i3.29332: now for syringe
[17:12:50]	[ME] Ethan King: Succesfully stabs the CP in the lower stomach.
[17:12:54]	[LOOC] CCA.C08-UNION.i3.29332: no
[17:12:55]	Ethan King ran 'drop' on item 'Old Syringe' (#6638)
[17:12:55]	Ethan King has lost a 'Old Syringe' #6638.
[17:12:57]	[LOOC] CCA.C08-GRID.i4.69192: bruh.
[17:13:02]	[LOOC] CCA.C08-UNION.i3.29332: that for shotting you in the knee
[17:13:08]	[LOOC] CCA.C08-GRID.i4.69192: now roll agi alex
[17:13:09]	[LOOC] CCA.C08-UNION.i3.29332: roll for stabbing
[17:13:15]	[OOC] Justin Bail: this is so shit
[17:13:16]	CCA.C08-UNION.i3.29332 used command '/RollStat agi'.
[17:13:18]	[OOC] Alexei Stravolsky: why do i roll agi
[17:13:25]	[OOC] CCA.C08-UNION.i3.29332: because idk
[17:13:29]	[OOC] Alexei Stravolsky: im not fucking agi
[17:13:31]	Ethan King used command '/RollStat agi'.
[17:13:38]	CCA.C08-UNION.i3.29332 has gained 10 tokens.
[17:13:39]	[OOC] Alexei Stravolsky: you are unadmin, grid
[17:13:46]	Lamello created the character 'Ethan Edwardson'
[17:13:46]	Lamello loaded the character 'Ethan Edwardson'
[17:13:47]	[LOOC] CCA.C08-GRID.i4.69192: bruh
[17:13:50]	[ME] CCA.C08-UNION.i3.29332: Shots EThan in the head 
[17:13:55]	[OOC] Alexei Stravolsky: OH WAIT FUCK
[17:13:56]	CCA.C08-UNION.i3.29332 used command '/RollStat agi'.
[17:13:57]	[OOC] Alexei Stravolsky: I THOUGHT
[17:14:00]	[OOC] Alexei Stravolsky: OK IM TARDED
[17:14:03]	Ethan King rolled 60 out of 100.
[17:14:03]	Ethan King used command '/Roll agi'.
[17:14:10]	[LOOC] CCA.C08-GRID.i4.69192: roll agi
[17:14:11]	Ethan King used command '/RollStat agi'.
[17:14:12]	[LOOC] Alexei Stravolsky: do i roll agi
[17:14:16]	[LOOC] CCA.C08-GRID.i4.69192: MI I S S
[17:14:32]	[ME] Ethan Edwardson: is ill
[17:14:33]	[LOOC] Ethan King: So i dodged the shots
[17:14:38]	[LOOC] CCA.C08-GRID.i4.69192: yes
[17:14:53]	[ME] Ethan King: Again tries to stab the CP in the lower stomach.
[17:14:53]	Justin Bail has lost 5 tokens.
[17:14:58]	Justin Bail ran 'take' on item 'Breen's Water' (#6948)
[17:14:58]	Justin Bail has gained a 'Breen's Water' #6948.
[17:15:03]	CCA.C08-UNION.i3.29332 used command '/RollStat agi'.
[17:15:03]	Justin Bail ran 'Drink' on item 'Breen's Water' (#6948)
[17:15:04]	Ethan King rolled 85 out of 100.
[17:15:04]	Ethan King used command '/Roll agi'.
[17:15:06]	Justin Bail has lost 5 tokens.
[17:15:08]	Justin Bail ran 'take' on item 'Breen's Water' (#6948)
[17:15:08]	Justin Bail has gained a 'Breen's Water' #6948.
[17:15:09]	Ethan King used command '/RollStat agi'.
[17:15:18]	Justin Bail ran 'Drink' on item 'Breen's Water' (#6948)
[17:15:32]	[ME] CCA.C08-UNION.i3.29332: shots him in the knee
[17:15:37]	CCA.C08-UNION.i3.29332 used command '/RollStat agi'.
[17:15:43]	Ethan King used command '/RollStat agi'.
[17:15:50]	Ethan Edwardson has lost 5 tokens.
[17:15:56]	Ethan Edwardson ran 'take' on item 'Breen's Water' (#6948)
[17:15:56]	Ethan Edwardson has gained a 'Breen's Water' #6948.
[17:15:59]	Ethan Edwardson ran 'Drink' on item 'Breen's Water' (#6948)
[17:16:00]	[IT] CCA.C08-GRID.i4.69192: Miss.
[17:16:05]	[ME] Ethan King: Once more attempts to stab the CP in the lower stomach.
[17:16:09]	[ME] Ethan Edwardson: drinks his diet breen water
[17:16:15]	CCA.C08-UNION.i3.29332 used command '/RollStat agi'.
[17:16:16]	Ethan King used command '/RollStat agi'.
[17:16:19]	[LOOC] Ethan King: FUCK
[17:16:22]	[ME] Ethan Edwardson: widens  his eyes
[17:16:30]	[ME] CCA.C08-UNION.i3.29332: shots him in his eyes
[17:16:32]	CCA.C08-GRID.i4.69192 has gained 10 tokens.
[17:16:34]	Ethan Edwardson has lost 5 tokens.
[17:16:36]	Ethan King used command '/RollStat agi'.
[17:16:37]	CCA.C08-UNION.i3.29332 used command '/RollStat agi'.
[17:16:38]	Ethan Edwardson ran 'take' on item 'Breen's Water' (#6948)
[17:16:38]	Ethan Edwardson has gained a 'Breen's Water' #6948.
[17:16:42]	[ME] Francis Bellmont: still on the ground doing on the ground stuff
[17:16:42]	Ethan Edwardson ran 'Drink' on item 'Breen's Water' (#6948)
[17:16:51]	[LOOC] CCA.C08-UNION.i3.29332: what happens
[17:16:53]	[W] Francis Bellmont: Don't forget Hawaii.
[17:16:54]	[W] Francis Bellmont: Don't forget Hawaii.
[17:16:58]	[W] Francis Bellmont: Don't forget Hawaii.
[17:16:58]	[W] Francis Bellmont: Don't forget Hawaii.
[17:16:59]	[W] Francis Bellmont: Don't forget Hawaii.
[17:17:04]	[LOOC] Alexei Stravolsky: CAN I JUST FUCKING ROLL TO SHOOT THE UNION
[17:17:06]	[LOOC] CCA.C08-UNION.i3.29332: I successful hit him in the eyes
[17:17:06]	Jimmy 'Watcher 3' John exited observer at their location.
