[03:57:41]	PhilipIsBored has connected.
[23:00:38]	CCA.C08-GRID.OfC.29402 entered observer.
[23:00:40]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:00:41]	CCA.C08-GRID.OfC.29402 entered observer.
[23:00:42]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:00:42]	CCA.C08-GRID.OfC.29402 entered observer.
[23:00:43]	[OOC] Janet Fraiser: UH
[23:00:46]	[OOC] Janet Fraiser: caps
[23:00:50]	[OOC] Janet Fraiser: can i get a sign
[23:00:55]	CCA.C08-HELIX.i5.50299 used command '/Radio Can we add that to the list of Highly Wanted citizens?'.
[23:01:18]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:01:25]	CCA.C08-HELIX.i5.50299 has gained 10 tokens.
[23:01:29]	[LOOC] Bernard Soloman: xddd killer snitch
[23:01:34]	[LOOC] Janet Fraiser: i have a spreadsheet
[23:01:40]	[LOOC] Bernard Soloman: im rad
[23:01:47]	CCA.C08-HELIX.i5.50299 used command '/Radio Description Green Shirt, Goatee.'.
[23:01:51]	CCA.C08-GRID.OfC.29402 has spawned a 'NPC [1774][npc_combine_s]'.
[23:01:52]	CCA.C08-GRID.OfC.29402 has spawned a 'NPC [1876][npc_combine_s]'.
[23:01:57]	[LOOC] Janet Fraiser: i heard it was 80
[23:01:59]	[LOOC] Janet Fraiser: oh well
[23:02:04]	CCA.C08-GRID.OfC.29402 entered observer.
[23:02:13]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:02:16]	CCA.C08-GRID.OfC.29402 used command '/Radio Uhhfirmative.'.
[23:02:20]	CCA.C08-GRID.OfC.29402 used command '/ViewObjectives'.
[23:02:31]	CCA.C08-GRID.OfC.29402 entered observer.
[23:02:43]	[LOOC] Bernard Soloman: scroll up in chat btw
[23:03:06]	Madeline Wuntch loaded the character 'CCA.C14-UNION.i4.36307'
[23:03:18]	CCA.C08-HELIX.i5.50299 used command '/Radio Can we check files on a man named Karl?'.
[23:03:23]	CCA.C14-UNION.i4.36307 used command '/Radio Unit is 10-8'.
[23:03:30]	CCA.C08-GRID.OfC.29402 used command '/Radio Karl whaT?'.
[23:03:31]	CCA.C08-HELIX.i5.50299 used command '/Radio Possibly Watcher One.'.
[23:03:35]	CCA.C08-HELIX.i5.50299 used command '/Radio No Surname.'.
[23:03:42]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:03:43]	CCA.C08-GRID.OfC.29402 entered observer.
[23:03:43]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:03:44]	CCA.C08-GRID.OfC.29402 entered observer.
[23:03:55]	CCA.C08-GRID.OfC.29402 used command '/Radio I need a full name or a CID. There's a fuckton of carls in here.'.
[23:04:10]	CCA.C08-HELIX.i5.50299 used command '/Radio Nevermind, says Karl was down in the sewers along Watcher.'.
[23:04:17]	CCA.C08-HELIX.i5.50299 used command '/Radio Possibly lie however.'.
[23:04:22]	[LOOC] Bernard Soloman: lose it*
[23:04:28]	[LOOC] Gordo Kin: i4 save me, i've promoted you ;-;
[23:04:48]	CCA.C14-UNION.i4.36307 used command '/ViewObjectives'.
[23:04:49]	CCA.C08-GRID.OfC.29402 used command '/Radio Like I said.'.
[23:05:01]	CCA.C08-GRID.OfC.29402 has gained 10 tokens.
[23:05:08]	CCA.C08-GRID.OfC.29402 used command '/Radio Can't do shit with that.'.
[23:05:27]	CCA.C08-HELIX.i5.50299 used command '/Radio Alright just keep a new record for Watcher One as possible dangerous and very wanted.'.
[23:05:33]	CCA.C08-HELIX.i5.50299 used command '/Radio Forget Karl.'.
[23:05:35]	CCA.C08-GRID.OfC.29402 used command '/Radio Done.'.
[23:05:35]	[LOOC] Gordo Kin: Bernard has royally fucked the existence of rebels and I don't appreciate it ;-;
[23:05:41]	CCA.C08-GRID.OfC.29402 used command '/ViewObjectives'.
[23:06:13]	CCA.C08-HELIX.i5.50299 used command '/Radio Description - Beenie, Beard, Vest'.
[23:06:21]	CCA.C08-HELIX.i5.50299 used command '/Radio Had a shotgun and pipe as a weapon.'.
[23:06:25]	CCA.C08-HELIX.i5.50299 has gained 10 tokens.
[23:06:28]	CCA.C08-HELIX.i5.50299 used command '/Radio Active in the sewers.'.
[23:07:11]	[OOC] Gordo Kin: Bernard has commited a Ethan King but worse
[23:07:36]	[OOC] Gordo Kin: Because he just fucked all of the good resistance ;-;
[23:07:42]	[OOC] CCA.C08-GRID.OfC.29402: man for someone who said suicide before ratting someone
[23:07:47]	[OOC] CCA.C08-GRID.OfC.29402: you sure are being a little rat fuck
[23:07:53]	CCA.C08-GRID.OfC.29402 used command '/ViewObjectives'.
[23:07:55]	[OOC] Bernard Soloman: tryna save my ass icly, scared af
[23:08:06]	CCA.C14-UNION.i4.36307 has gained 10 tokens.
[23:08:07]	[OOC] CCA.C08-GRID.OfC.29402: fair
[23:08:20]	[OOC] Gordo Kin: You have just commited a Ethan King but without all of the good shit ;-;
[23:08:26]	[OOC] Bernard Soloman: saw kin get electrocuted, didnt want the same to happen to me
[23:08:56]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:08:57]	CCA.C08-GRID.OfC.29402 entered observer.
[23:08:58]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:08:59]	CCA.C08-GRID.OfC.29402 entered observer.
[23:09:00]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:09:01]	CCA.C08-GRID.OfC.29402 entered observer.
[23:09:03]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:09:04]	CCA.C08-GRID.OfC.29402 entered observer.
[23:09:06]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:09:11]	CCA.C08-GRID.OfC.29402 entered observer.
[23:09:13]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:09:16]	CCA.C08-GRID.OfC.29402 entered observer.
[23:09:17]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:09:17]	CCA.C08-GRID.OfC.29402 entered observer.
[23:09:20]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:09:21]	CCA.C08-GRID.OfC.29402 entered observer.
[23:09:22]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:09:23]	CCA.C08-GRID.OfC.29402 entered observer.
[23:09:23]	[LOOC] Gordo Kin: FU-
[23:09:25]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:09:26]	CCA.C08-GRID.OfC.29402 entered observer.
[23:09:26]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:09:28]	CCA.C08-GRID.OfC.29402 entered observer.
[23:09:29]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:09:30]	CCA.C08-GRID.OfC.29402 entered observer.
[23:09:40]	[ME] CCA.C08-HELIX.i5.50299: grabs his hands and unwraps the ties.
[23:09:52]	[LOOC] Bernard Soloman: still tied
[23:10:01]	CCA.C08-GRID.OfC.29402 has gained 10 tokens.
[23:10:20]	CCA.C08-HELIX.i5.50299 used command '/OldViewData solo'.
[23:10:21]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:10:21]	CCA.C08-GRID.OfC.29402 entered observer.
[23:10:22]	[OOC] Bernard Soloman: lol rekt XDDDDD trolled
[23:10:26]	[LOOC] Gordo Kin: Welp it was fun as Kin
[23:10:32]	[LOOC] CCA.C14-UNION.i4.36307: what
[23:10:36]	CCA.C08-GRID.OfC.29402 used command '/DoorSetHidden true'.
[23:10:38]	[OOC] Gordo Kin: Well it was gun as Kin ;-;
[23:10:42]	[OOC] Gordo Kin: Fun*
[23:10:49]	CCA.C08-GRID.OfC.29402 used command '/Radio Both of them will be kept in standard custody until they can be put to trial.'.
[23:10:51]	[OOC] Bernard Soloman: rebelrp in hl2 (gone wrong) (ratted out a whole squad due to fearrp)
[23:11:06]	[OOC] Bernard Soloman: afk 
[23:11:09]	[OOC] Bernard Soloman: back in a sec
[23:11:10]	CCA.C14-UNION.i4.36307 used command '/Radio GRID, can we talk when convenient?'.
[23:11:17]	[OOC] Gordo Kin: You have just commited a 180 and ratted them out
[23:11:22]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:11:22]	CCA.C08-GRID.OfC.29402 entered observer.
[23:11:25]	CCA.C08-HELIX.i5.50299 has gained 10 tokens.
[23:11:30]	CCA.C08-GRID.OfC.29402 used command '/Radio Sure.'.
[23:11:35]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:11:35]	CCA.C08-GRID.OfC.29402 entered observer.
[23:11:37]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:11:37]	CCA.C08-GRID.OfC.29402 entered observer.
[23:11:37]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:11:38]	CCA.C08-GRID.OfC.29402 entered observer.
[23:11:38]	[OOC] Gordo Kin: So this is how it felt when Ethan did a fucky wucky
[23:11:38]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:11:40]	CCA.C08-GRID.OfC.29402 entered observer.
[23:11:42]	CCA.C08-HELIX.i5.50299 used command '/Radio Union can you grab the old man again.'.
[23:11:48]	CCA.C08-GRID.OfC.29402 used command '/DoorSetHidden true'.
[23:11:49]	[OOC] Gordo Kin: Kinda fucky
[23:11:51]	[OOC] Marc 'Watcher 1' Temple: except that it never did amount to much honestly.
[23:11:53]	CCA.C08-HELIX.i5.50299 used command '/Radio We are gonna put him in for a cycle.'.
[23:11:54]	CCA.C08-HELIX.i5.50299 entered observer.
[23:11:57]	CCA.C08-HELIX.i5.50299 exited observer at their location.
[23:11:57]	[OOC] Marc 'Watcher 1' Temple: this is 10x worse than what Ethan did.
[23:11:57]	[OOC] Gordo Kin: Eh
[23:11:58]	CCA.C08-HELIX.i5.50299 entered observer.
[23:12:07]	CCA.C08-HELIX.i5.50299 exited observer at their location.
[23:12:09]	CCA.C08-GRID.OfC.29402 used command '/Radio No we're not, we're putting them in custody until further notice.'.
[23:12:14]	CCA.C14-UNION.i4.36307 used command '/Radio I've no idea where he went, we have him on any cameras?'.
[23:12:15]	CCA.C08-HELIX.i5.50299 used command '/Radio Copy.'.
[23:12:21]	CCA.C08-GRID.OfC.29402 used command '/Radio Both of you go together in case he resists.'.
[23:12:26]	[OOC] Gordo Kin: To be fair, Ethan got to live a nice and happy life and this guy doesn't get shit
[23:12:26]	CCA.C08-HELIX.i5.50299 used command '/Radio He is in Moscow'.
[23:12:39]	CCA.C08-GRID.OfC.29402 set enableRadioChatbox to '[false]'.
[23:12:48]	[OOC] Gordo Kin: Ratio do be fucked
[23:12:52]	CCA.C08-HELIX.i5.50299 ran 'Use' on item 'Zip Tie' (#21927)
[23:13:06]	CCA.C14-UNION.i4.36307 has gained 10 tokens.
[23:13:14]	[LOOC] Bernard Soloman: nvm
[23:13:16]	[LOOC] Bernard Soloman: void that
[23:13:28]	CCA.C08-HELIX.i5.50299 ran 'Use' on item 'Zip Tie' (#21927)
[23:13:33]	[ME] CCA.C14-UNION.i4.36307: attempts to tie the man, does he resist?
[23:13:37]	[LOOC] CCA.C14-UNION.i4.36307: oh
[23:13:45]	[ME] CCA.C14-UNION.i4.36307: pulls on the man
[23:14:13]	[OOC] Bernard Soloman: my man is gonna get bludgeoned
[23:14:19]	[OOC] Bernard Soloman: at a later date
[23:14:20]	[OOC] Bernard Soloman: lol
[23:14:24]	[OOC] Bernard Soloman: staying near an officer 24/7
[23:15:01]	CCA.C08-GRID.OfC.29402 has gained 10 tokens.
[23:15:05]	CCA.C08-GRID.OfC.29402 has spawned a 'Entity [1774][ix_forcefield]'.
[23:15:05]	CCA.C08-GRID.OfC.29402 has spawned a 'Entity [1876][ix_forcefield]'.
[23:15:05]	[OOC] Bernard Soloman: no
[23:15:07]	[OOC] Bernard Soloman: im stuck in the
[23:15:08]	CCA.C08-GRID.OfC.29402 has spawned a 'Entity [1876][ix_forcefield]'.
[23:15:08]	[OOC] Bernard Soloman: cell
[23:15:09]	CCA.C08-GRID.OfC.29402 has spawned a 'Entity [1774][ix_testent1]'.
[23:15:10]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:15:11]	[OOC] Bernard Soloman: open it back up
[23:15:11]	CCA.C08-GRID.OfC.29402 has spawned a 'Entity [1876][ix_testent5]'.
[23:15:13]	CCA.C08-GRID.OfC.29402 entered observer.
[23:15:14]	CCA.C08-GRID.OfC.29402 has spawned a 'Entity [1774][ix_testent1]'.
[23:15:16]	CCA.C08-GRID.OfC.29402 has spawned a 'Entity [1876][ix_testent5]'.
[23:15:17]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:15:18]	CCA.C08-GRID.OfC.29402 has spawned a 'Entity [1774][ix_testent5]'.
[23:15:21]	CCA.C08-GRID.OfC.29402 entered observer.
[23:15:23]	[OOC] CCA.C14-UNION.i4.36307: these buttons are confusing
[23:15:42]	CCA.C08-GRID.OfC.29402 used command '/Radio Union.'.
[23:15:44]	[OOC] Bernard Soloman: 1 cycle = 5 minutes?
[23:15:48]	CCA.C14-UNION.i4.36307 used command '/Radio copy'.
[23:15:51]	[OOC] CCA.C08-GRID.OfC.29402: no, you're going in until further notice
[23:15:56]	[OOC] CCA.C08-GRID.OfC.29402: until you can get put on a trial
[23:16:00]	[OOC] CCA.C08-GRID.OfC.29402: same as gordo
[23:16:04]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:16:16]	[OOC] Gordo Kin: fat kin has lived for a long time
[23:16:19]	[OOC] Bernard Soloman: i was told i was only getting charged with ilegally being in the swers because
[23:16:23]	[OOC] Bernard Soloman: i gave substantial amount of infoy
[23:16:23]	CCA.C08-GRID.OfC.29402 entered observer.
[23:16:24]	[OOC] Bernard Soloman: but k
[23:16:25]	CCA.C08-HELIX.i5.50299 has gained 10 tokens.
[23:16:29]	CCA.C14-UNION.i4.36307 used command '/Radio I copy'.
[23:16:29]	[OOC] CCA.C08-GRID.OfC.29402: yeah, because they're dumb
[23:16:32]	Marc 'Watcher 1' Temple exited observer at their location.
[23:16:37]	[OOC] CCA.C08-GRID.OfC.29402: i told them why that's wrong
[23:16:38]	[OOC] Bernard Soloman: poop woop
[23:16:43]	[OOC] Bernard Soloman: i should stay as CWU and CP rp
[23:16:46]	[OOC] Bernard Soloman: im bad at rebelrp
[23:16:50]	[OOC] CCA.C08-GRID.OfC.29402: and also you still need trial, that's the *one* charge you *need* trial for
[23:16:56]	[Y] Marc 'Watcher 1' Temple: FUCK.
[23:16:59]	[OOC] CCA.C08-GRID.OfC.29402: actually no, you tried to steal a gun from a hammer.
[23:17:00]	[OOC] Bernard Soloman: yes attempted policide
[23:17:02]	CCA.C08-HELIX.i5.50299 entered observer.
[23:17:05]	CCA.C08-HELIX.i5.50299 exited observer at their location.
[23:17:11]	[OOC] Bernard Soloman: i wrestled him
[23:17:14]	[OOC] CCA.C08-GRID.OfC.29402: homicide* Policide is the assassination of a political figure
[23:17:23]	[OOC] CCA.C08-GRID.OfC.29402: poli as political
[23:17:23]	[OOC] Bernard Soloman: oh
[23:17:26]	[OOC] CCA.C08-GRID.OfC.29402: as in*
[23:17:34]	CCA.C08-HELIX.i5.50299 used command '/OldViewData solo'.
[23:17:34]	CCA.C14-UNION.i4.36307 used command '/Radio OfC, I copy.'.
[23:17:41]	CCA.C08-GRID.OfC.29402 has gained a 'Bucket' #22216.
[23:17:41]	CCA.C08-GRID.OfC.29402 used command '/CreateCustomItem Bucket models/props_junk/MetalBucket01a.mdl A metal bucket.'.
[23:17:47]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:17:53]	CCA.C08-GRID.OfC.29402 used command '/Radio Send the elevator up.'.
[23:17:54]	CCA.C08-GRID.OfC.29402 entered observer.
[23:18:00]	CCA.C08-GRID.OfC.29402 has gained a 'Bucket' #22217.
[23:18:00]	CCA.C08-GRID.OfC.29402 used command '/CreateCustomItem Bucket models/props_junk/MetalBucket01a.mdl A metal bucket.'.
[23:18:01]	CCA.C08-GRID.OfC.29402 has gained a 'Bucket' #22218.
[23:18:01]	CCA.C08-GRID.OfC.29402 used command '/CreateCustomItem Bucket models/props_junk/MetalBucket01a.mdl A metal bucket.'.
[23:18:01]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:18:02]	CCA.C08-GRID.OfC.29402 entered observer.
[23:18:03]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:18:06]	CCA.C14-UNION.i4.36307 has gained 10 tokens.
[23:18:07]	CCA.C08-GRID.OfC.29402 entered observer.
[23:18:07]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:18:12]	[OOC] Bernard Soloman: does everyone get amputated for homicide
[23:18:17]	[OOC] Bernard Soloman: attempted******
[23:18:34]	[OOC] CCA.C08-GRID.OfC.29402: i'd have ot check the charge list. it's a trial, but different violatinos have different chances of being amputated
[23:18:35]	Madeon has connected.
[23:18:35]	CCA.C08-GRID.OfC.29402 used command '/DoorSetHidden true'.
[23:18:37]	CCA.C08-HELIX.i5.50299 used command '/Radio Both have been charged and have -19 LP.'.
[23:18:47]	CCA.C08-GRID.OfC.29402 used command '/Radio Holy shit.'.
[23:18:51]	[OOC] Bernard Soloman: oh
[23:18:52]	CCA.C08-GRID.OfC.29402 used command '/Radio I'm almost impressed.'.
[23:18:53]	[OOC] Bernard Soloman: well im fucked then lol
[23:19:00]	CCA.C08-HELIX.i5.50299 used command '/Radio Quite so for me.'.
[23:19:09]	CCA.C08-HELIX.i5.50299 used command '/Radio Fine job by the Hammer Unit.'.
[23:19:10]	[OOC] Bernard Soloman: at least if i get pked i wont have to hide all the time
[23:19:18]	CCA.C08-GRID.OfC.29402 used command '/ToggleRaise'.
[23:19:19]	CCA.C08-HELIX.i5.50299 used command '/Radio Happy I got the confession out of the old one.'.
[23:19:21]	[Y] CCA.C08-GRID.OfC.29402: <:: Stay back. ::>
[23:19:30]	[ME] CCA.C08-GRID.OfC.29402: would take out his combat knife and cut the individual's ties.
[23:19:33]	[OOC] CCA.C14-UNION.i4.36307: these doors are stupid
[23:19:40]	CCA.C08-GRID.OfC.29402 used command '/DoorSetHidden true'.
[23:19:44]	CCA.C08-HELIX.i5.50299 entered observer.
[23:19:51]	[ME] CCA.C08-GRID.OfC.29402: steps back, and then throws a bucket at the wall next to the citizen, at full force.
[23:19:54]	CCA.C08-GRID.OfC.29402 ran 'drop' on item 'Bucket' (#22216)
[23:19:54]	CCA.C08-GRID.OfC.29402 has lost a 'Bucket' #22216.
[23:19:55]	CCA.C08-GRID.OfC.29402 ran 'take' on item 'Bucket' (#22216)
[23:19:55]	CCA.C08-GRID.OfC.29402 has gained a 'Bucket' #22216.
[23:19:57]	[LOOC] CCA.C14-UNION.i4.36307: yes :(
[23:20:00]	CCA.C08-GRID.OfC.29402 has gained a 'Bucket' #22219.
[23:20:00]	CCA.C08-GRID.OfC.29402 used command '/CreateCustomItem Bucket models/props_junk/MetalBucket01a.mdl There's more.'.
[23:20:00]	Marc 'Watcher 1' Temple entered observer.
[23:20:01]	CCA.C08-GRID.OfC.29402 has gained a 'Bucket' #22220.
[23:20:01]	CCA.C08-GRID.OfC.29402 used command '/CreateCustomItem Bucket models/props_junk/MetalBucket01a.mdl There's more.'.
[23:20:01]	CCA.C08-GRID.OfC.29402 has gained 10 tokens.
[23:20:03]	CCA.C08-GRID.OfC.29402 ran 'drop' on item 'Bucket' (#22220)
[23:20:03]	CCA.C08-GRID.OfC.29402 has lost a 'Bucket' #22220.
[23:20:08]	[ME] Bernard Soloman: flinches
[23:20:16]	CCA.C08-HELIX.i5.50299 exited observer at their location.
[23:20:27]	CCA.C08-HELIX.i5.50299 has spawned 'models/props_junk/MetalBucket01a.mdl'.
[23:20:36]	CCA.C08-GRID.OfC.29402 entered observer.
[23:20:37]	Madeon created the character 'Big Dick Jerry'
[23:20:37]	Big Dick Jerry has gained a 'Suitcase' #22221.
[23:20:37]	Big Dick Jerry has gained a 'Relocation Coupon' #22222.
[23:20:37]	Madeon loaded the character 'Big Dick Jerry'
[23:20:42]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:20:42]	CCA.C08-HELIX.i5.50299 entered observer.
[23:20:47]	CCA.C08-GRID.OfC.29402 entered observer.
[23:20:47]	[OOC] CCA.C14-UNION.i4.36307: nice just trap me down here
[23:20:51]	[OOC] Gordo Kin: yes
[23:20:53]	[OOC] CCA.C14-UNION.i4.36307: thanks
[23:21:01]	[OOC] Big Dick Jerry: wassup homies? it's big dick jerry
[23:21:08]	CCA.C14-UNION.i4.36307 used command '/Radio How long is he in for?'.
[23:21:11]	Madeon (STEAM_0:1:204049012) has disconnected.
[23:21:19]	[OOC] Gordo Kin: F
[23:21:22]	CCA.C08-HELIX.i5.50299 used command '/Radio They are in until there until trial.'.
[23:21:25]	CCA.C08-HELIX.i5.50299 has gained 10 tokens.
[23:21:26]	[OOC] Bernard Soloman: BIG DICK JERRY LOL
[23:21:26]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:21:31]	CCA.C08-GRID.OfC.29402 entered observer.
[23:21:31]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:21:31]	CCA.C08-GRID.OfC.29402 entered observer.
[23:21:32]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:21:33]	CCA.C08-GRID.OfC.29402 entered observer.
[23:21:34]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:21:35]	CCA.C08-GRID.OfC.29402 entered observer.
[23:21:36]	CCA.C14-UNION.i4.36307 used command '/Radio Need me to wait down there?'.
[23:21:36]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:21:41]	Marc 'Watcher 1' Temple exited observer at their location.
[23:21:42]	[OOC] Bernard Soloman: this has to be the same dude
[23:21:47]	[OOC] Bernard Soloman: we've had minges for 3 days straight
[23:21:50]	[LOOC] Gordo Kin: wonderful*
[23:21:54]	[OOC] Bernard Soloman: or like a group doing this
[23:21:54]	[OOC] CCA.C08-GRID.OfC.29402: i ipbanned the one guy
[23:21:54]	CCA.C08-HELIX.i5.50299 used command '/Radio Nah you can go'.
[23:21:56]	[OOC] CCA.C14-UNION.i4.36307: i almost walked into the acid vat
[23:21:57]	[OOC] Marc 'Watcher 1' Temple: I'm doubtful
[23:21:59]	Marc 'Watcher 1' Temple entered observer.
[23:22:00]	CCA.C08-GRID.OfC.29402 entered observer.
[23:22:00]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:22:00]	Marc 'Watcher 1' Temple exited observer at their location.
[23:22:01]	CCA.C08-GRID.OfC.29402 entered observer.
[23:22:01]	CCA.C08-GRID.OfC.29402 exited observer at their location.
[23:22:03]	[OOC] Bernard Soloman: it must be a group
[23:22:05]	[OOC] Bernard Soloman: then
[23:22:12]	[LOOC] CCA.C14-UNION.i4.36307: e
[23:22:12]	[LOOC] CCA.C08-GRID.OfC.29402: Yeah.*
[23:22:16]	[OOC] CCA.C08-HELIX.i5.50299: Both of yall can get off your characters
[23:22:22]	[OOC] Marc 'Watcher 1' Temple: I feel like people say groups too often, but I kinda believe they're not too big of a thing honestly.
[23:22:22]	[OOC] Bernard Soloman: i can get off?
[23:22:24]	[OOC] CCA.C08-HELIX.i5.50299: Since you are in jail
[23:22:29]	CCA.C08-HELIX.i5.50299 exited observer at their location.
[23:22:31]	CCA.C08-HELIX.i5.50299 entered observer.
[23:22:39]	CCA.C08-HELIX.i5.50299 exited observer at their location.
[23:22:41]	[Y] CCA.C08-GRID.OfC.29402: <:: Attach. ::>
[23:22:43]	[OOC] Bernard Soloman: can i flag up or too much people
[23:22:51]	Marc 'Watcher 1' Temple entered observer.
[23:22:52]	Marc 'Watcher 1' Temple exited observer at their location.
[23:22:55]	[OOC] Bernard Soloman: if i go on emily i might crash again
[23:22:58]	[OOC] CCA.C08-GRID.OfC.29402: sure, i'm talking to whatshispuss
[23:23:06]	CCA.C14-UNION.i4.36307 has gained 10 tokens.
[23:23:09]	[OOC] Bernard Soloman: whos that?
[23:23:14]	PhilipIsBored loaded the character 'CCA.C14-UNION.i5.39867'
[23:23:27]	[OOC] CCA.C08-GRID.OfC.29402: union i4
[23:23:42]	[LOOC] CCA.C14-UNION.i4.36307: WHY ARE YOU GROWING SLIGHTLY IT SCARES ME
[23:23:45]	Marc 'Watcher 1' Temple entered observer.
[23:23:46]	Marc 'Watcher 1' Temple exited observer at their location.
[23:23:48]	CCA.C14-HELIX.i5.50299 used command '/CharSetName c08 CCA.C14-HELIX.i5.50299'.
[23:23:54]	CCA.C14-UNION.i5.39867 used command '/Radio Unit is on-duty, 10-8. Current sociostatus is green, updating 10-20 to Plaza workdesk. Will be on stand-by.'.
[23:23:58]	[OOC] Gordo Kin: Does QrM count towards ratio because I need to check the supply crate for any errors in my doc ;-;
[23:24:02]	[OOC] CCA.C14-HELIX.i5.50299: nah
[23:24:08]	FB|| light ROOM loaded the character 'CCA.C14-QrM.98240'
[23:24:08]	CCA.C08-HELIX.i5.50299 entered observer.
[23:24:10]	[OOC] CCA.C14-QrM.98240: BET
[23:24:23]	CCA.C08-HELIX.i5.50299 exited observer at their location.
[23:24:28]	CCA.C14-HELIX.i5.50299 used command '/CharSetName CCA.C08-HELIX.i5.50299 CCA.C1-HELIX.i5.50299'.
[23:24:29]	[OOC] CCA.C14-UNION.i5.39867: it do be CCA hours
[23:24:30]	CCA.C14-QrM.98240 used the 'Armory Supply' vendor.
[23:24:35]	[OOC] CCA.C14-QrM.98240: Truly
[23:24:38]	CCA.C14-HELIX.i5.50299 used command '/CharSetName CCA.C1-HELIX.i5.50299 CCA.C14-HELIX.i5.50299'.
[23:24:39]	CCA.C14-QrM.98240 used the 'Armory Supply' vendor.
[23:24:42]	CCA.C14-HELIX.i5.50299 used command '/Radio I do be gettin off tho'.
[23:24:47]	CCA.C14-HELIX.i5.50299 used command '/Radio Void'.
[23:24:50]	CCA.C14-QrM.98240 used command '/Radio // no'.
[23:24:51]	CCA.C14-QrM.98240 used the 'Armory Supply' vendor.
[23:24:56]	[OOC] CCA.C14-HELIX.i5.50299: I do be gettin off tho
[23:25:01]	CCA.C14-HELIX.i5.50299 has gained 10 tokens.
[23:25:04]	[OOC] CCA.C14-UNION.i5.39867: getting off to what?!?!!
[23:25:08]	[OOC] CCA.C14-HELIX.i5.50299: GAME
[23:25:12]	[OOC] CCA.C14-HELIX.i5.50299: I am leaving
[23:25:15]	[OOC] CCA.C14-HELIX.i5.50299: I tired
[23:25:20]	CCA.C14-QrM.98240 used command '/Radio // I FUCKING KNEW IT'.
[23:25:32]	CCA.C14-QrM.98240 used command '/Radio // I KNEW THAT I FUCKED UP ON THE AMOUNT OF PISTOL AMMO'.
[23:25:47]	CCA.C14-QrM.98240 used the 'Armory Supply' vendor.
[23:25:54]	CCA.C14-QrM.98240 used the 'Armory Supply' vendor.
[23:26:01]	Marc 'Watcher 1' Temple entered observer.
[23:26:02]	Marc 'Watcher 1' Temple exited observer at their location.
[23:26:09]	[OOC] CCA.C14-UNION.i5.39867: *games*
[23:26:14]	CCA.C14-QrM.98240 used the 'Armory Supply' vendor.
[23:26:17]	CCA.C14-QrM.98240 has gained 0 tokens.
[23:26:17]	CCA.C14-QrM.98240 has gained a '9mm Pistol Magazine' #22223.
[23:26:17]	CCA.C14-QrM.98240 has gained 0 tokens.
[23:26:17]	CCA.C14-QrM.98240 has gained a '9mm Pistol Magazine' #22224.
[23:26:20]	[OOC] Marc 'Watcher 1' Temple: tfw I am fuckin boned unless a damn miracle happens.
[23:26:21]	CCA.C14-QrM.98240 ran 'drop' on item '9mm Pistol Magazine' (#22224)
[23:26:21]	CCA.C14-QrM.98240 has lost a '9mm Pistol Magazine' #22224.
[23:26:22]	CCA.C14-QrM.98240 ran 'drop' on item '9mm Pistol Magazine' (#22223)
[23:26:22]	CCA.C14-QrM.98240 has lost a '9mm Pistol Magazine' #22223.
[23:26:25]	CCA.C14-HELIX.i5.50299 has gained 10 tokens.
