[06:08:40]	Weaponized Turtles has connected.
[20:34:56]	Lincoln Yates has taken 1 damage from worldspawn.
[20:34:57]	Lincoln Yates has taken 1 damage from worldspawn.
[20:34:57]	Lincoln Yates has taken 1 damage from worldspawn.
[20:34:58]	Lincoln Yates has taken 1 damage from worldspawn.
[20:35:03]	[W] Ethan King: Loew was his name I believe.
[20:35:04]	[W] Paul-Henri Cartier: We gonna trust 'em?
[20:35:04]	wendigo loaded the character 'zombie'
[20:35:09]	[OOC] CCA.C17-UNION.i2.97018: I am aware
[20:35:15]	[OOC] zombie: gimme fast zombie pill
[20:35:16]	[W] Ethan King: I've only shared like, a sentence..... so probably not right now.
[20:35:24]	[OOC] Douglas Hudson: ;w; u are
[20:35:25]	[W] Paul-Henri Cartier: Uhuh, fair. Get rid of him.
[20:35:27]	[OOC] Douglas Hudson: I'm rarted
[20:35:28]	[OOC] Ethan King: new generation of PR players doesn't know the scariest OTA squad smh 
[20:35:28]	fuckus loaded the character 'Zombie'
[20:35:32]	[LOOC] Paul-Henri Cartier: oops
[20:35:36]	[OOC] Ephraim 'Loew' Harris: literally killed a demigod
[20:35:44]	[OOC] Douglas Hudson: can confirm. I have pictures
[20:35:45]	[OOC] zombie: DNC
[20:35:50]	[W] Paul-Henri Cartier: I mean, get him to go away. Not some blackbag CIA shit.
[20:35:52]	[OOC] CCA.C17-UNION.i2.97018: bro I killed a fucking big boss alien on my CP
[20:35:59]	Zombie used command '/PM zombie lets form a hord'.
[20:36:12]	[LOOC] zombie: brains*
[20:36:13]	[W] Ethan King: Yeah, I had expected as much, regardless he's in some basic ass uniform and what not, he'll run off after he sees the first headcrab.
[20:36:14]	CCA.C17-UNION.i2.97018 used command '/Radio CZ cleared.'.
[20:36:15]	[Y] CCA.C17-UNION.i5.94233: <:: Clear. ::>
[20:36:18]	CCA.C17-UNION.i2.97018 opened the 'Crate' #2733 container.
[20:36:18]	CCA.C17-UNION.i2.97018 closed the 'Crate' #2733 container.
[20:36:19]	CCA.C17-UNION.i2.97018 opened the 'Crate' #2733 container.
[20:36:20]	CCA.C17-UNION.i5.94233 opened the 'Crate' #2733 container.
[20:36:21]	CCA.C17-UNION.i2.97018 closed the 'Crate' #2733 container.
[20:36:33]	[LOOC] Ephraim 'Loew' Harris: and he looks at me
[20:36:34]	[ME] Paul-Henri Cartier: glances at the man in the white shirt, chuckling under his mask.
[20:36:36]	[LOOC] Ephraim 'Loew' Harris: and i look at him
[20:36:40]	[OOC] CCA.C17-UNION.i2.97018: Ava if you want a raid you have to cause it
[20:36:40]	[LOOC] Ethan King: lmao 
[20:36:41]	[LOOC] Ephraim 'Loew' Harris: and he looks at meeee
[20:36:42]	[W] Paul-Henri Cartier: Or die to the first one.
[20:36:46]	[LOOC] Ephraim 'Loew' Harris: and i look at hiiiiim
[20:36:47]	Enclave has connected.
[20:36:54]	[OOC] CCA.C17-UNION.i2.97018: ENCLAVE HERE
[20:36:56]	[W] Ethan King: We can only hope the best for him I suppose, yes?
[20:36:56]	[OOC] zombie: give us zombies our pills
[20:36:58]	[OOC] Ephraim 'Loew' Harris: YOOOO MY BOY
[20:36:59]	[OOC] CCA.C17-UNION.i2.97018: WHY IS YOUR VISUAL FEED NOT WORKING
[20:37:03]	[OOC] Ephraim 'Loew' Harris: enclave and i go back ltierally 8 years
[20:37:04]	[W] Paul-Henri Cartier: Yup.
[20:37:06]	[OOC] Ethan King: My existence brang them here
[20:37:11]	CCA.C17-UNION.i5.94233 has gained 10 tokens.
[20:37:19]	Zombie ran 'View' on item 'Notepad' (#33309)
[20:37:19]	zombie ran 'View' on item 'Notepad' (#33309)
[20:37:24]	Zombie has gained a 'Pack of Nails' #39778.
[20:37:29]	[OOC] Lincoln Yates: Did I flag on mid-JW or something?
[20:37:43]	[OOC] CCA.C17-UNION.i2.97018: Nope just a shot fired from an unknown source
[20:37:48]	Lincoln Yates has taken 1 damage from worldspawn.
[20:37:49]	Lincoln Yates has taken 1 damage from worldspawn.
[20:37:49]	Lincoln Yates has taken 1 damage from worldspawn.
[20:37:50]	[OOC] Ephraim 'Loew' Harris: welcome!
[20:37:50]	Lincoln Yates has taken 1 damage from worldspawn.
[20:37:51]	Enclave loaded the character 'Jack Kingston'
[20:37:52]	Lincoln Yates has taken 1 damage from worldspawn.
[20:37:58]	Lincoln Yates ran 'Equip' on item 'Cyclopic Citizen Suit' (#39773)
[20:38:00]	Lincoln Yates ran 'equip' on item 'Citizen Filter' (#39774)
[20:38:02]	CCA.C17-UNION.i2.97018 has gained 10 tokens.
[20:38:10]	CCA.C17-UNION.i2.97018 used command '/Radio Dissolving condition Victor.'.
[20:38:10]	[ME] Ethan King: nodded, slinging over his MP7. - "This is one of our *new members* yes?"
[20:38:14]	[W] Zombie: Brains.
[20:38:16]	CCA.C17-UNION.i2.97018 ran 'leave' on item 'Squad Identification Device' (#39673)
[20:38:20]	Paul-Henri Cartier entered observer.
[20:38:22]	CCA.C17-UNION.i5.94233 ran 'leave' on item 'Squad Identification Device' (#36583)
[20:38:25]	Ephraim 'Loew' Harris entered observer.
[20:38:32]	Ephraim 'Loew' Harris exited observer at their location.
[20:38:34]	[LOOC] Jack Kingston: bruh i just loggen on lol
[20:38:44]	[ME] CCA.C17-UNION.i2.97018: pats the man down.
[20:38:46]	[OOC] CCA.C17-UNION.i5.94233: I already miss condition victor
[20:38:46]	CCA.C17-UNION.i2.97018 used command '/CharSearch'.
[20:38:49]	[OOC] CCA.C17-UNION.i5.94233: victor 2 and victor one
[20:38:53]	[OOC] CCA.C17-UNION.i5.94233: trying to find a magnum boy
[20:39:10]	Ephraim 'Loew' Harris entered observer.
[20:39:11]	Lincoln Yates ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#39773)
[20:39:11]	Lincoln Yates has taken 1 damage from worldspawn.
[20:39:12]	Lincoln Yates has taken 1 damage from worldspawn.
[20:39:12]	Lincoln Yates has taken 1 damage from worldspawn.
[20:39:13]	Lincoln Yates has taken 1 damage from worldspawn.
[20:39:14]	Ephraim 'Loew' Harris exited observer at their location.
[20:39:14]	Lincoln Yates has taken 1 damage from worldspawn.
[20:39:15]	Lincoln Yates has taken 1 damage from worldspawn.
[20:39:15]	Lincoln Yates has taken 1 damage from worldspawn.
[20:39:16]	Lincoln Yates has taken 1 damage from worldspawn.
[20:39:17]	Lincoln Yates has taken 1 damage from worldspawn.
[20:39:18]	Paul-Henri Cartier exited observer at their location.
[20:39:18]	Lincoln Yates has taken 1 damage from worldspawn.
[20:39:18]	Lincoln Yates has taken 1 damage from worldspawn.
[20:39:19]	Lincoln Yates has taken 1 damage from worldspawn.
[20:39:20]	Lincoln Yates has taken 1 damage from worldspawn.
[20:39:21]	Lincoln Yates has taken 1 damage from worldspawn.
[20:39:21]	[OOC] CCA.C17-UNION.i2.97018: you zombie scum
[20:39:21]	Lincoln Yates has taken 1 damage from worldspawn.
[20:39:22]	Lincoln Yates has taken 1 damage from worldspawn.
[20:39:23]	[LOOC] Zombie: whoops did i hit you
[20:39:25]	[OOC] Ephraim 'Loew' Harris: encave you're one of my oldest friend
[20:39:26]	[OOC] Ephraim 'Loew' Harris: friends
[20:39:27]	[OOC] CCA.C17-UNION.i5.94233: Put on your suit
[20:39:32]	[OOC] CCA.C17-UNION.i5.94233: Inventory
[20:39:34]	[LOOC] Lincoln Yates: ye I figured as much
[20:39:39]	[OOC] Ephraim 'Loew' Harris: i don't thnk about that fact much but we've known each other for 8 years as of july
[20:39:39]	[LOOC] Zombie: WTF
[20:39:40]	[LOOC] CCA.C17-UNION.i5.94233: put on suit inventory
[20:39:44]	Lincoln Yates ran 'Equip' on item 'Cyclopic Citizen Suit' (#39773)
[20:39:46]	[LOOC] CCA.C17-UNION.i5.94233: apply filter
[20:39:47]	Paul-Henri Cartier ran 'take' on item 'Thermobag' (#34314)
[20:39:47]	[OOC] zombie: dont press f zombie
[20:39:50]	[LOOC] Lincoln Yates: I already did
[20:39:51]	CCA.C17-UNION.i5.94233 used command '/Apply'.
[20:39:52]	[OOC] Jack Kingston: Bro we've know eachother from like the start
[20:39:57]	[LOOC] Douglas Hudson: now*
[20:39:59]	[OOC] Ephraim 'Loew' Harris: literally
[20:39:59]	Lincoln Yates used command '/ApplySay'.
[20:40:03]	Paul-Henri Cartier entered observer.
[20:40:05]	[OOC] Ephraim 'Loew' Harris: vortex bros
[20:40:08]	[LOOC] Zombie: im fucking stupid
[20:40:17]	Lildirtyharry04 has connected.
[20:40:21]	[OOC] Ephraim 'Loew' Harris: i still get undescribable emotions when i listen to hiatus dawn while i scroll through the vortex forums
[20:40:22]	[LOOC] zombie: L press f again to become headcrab
[20:40:25]	Lincoln Yates ran 'drop' on item 'Relocation Coupon' (#39776)
[20:40:25]	Lincoln Yates has lost a 'Relocation Coupon' #39776.
[20:40:28]	CCA.C17-UNION.i5.94233 ran 'take' on item 'Relocation Coupon' (#39776)
[20:40:28]	CCA.C17-UNION.i5.94233 has gained a 'Relocation Coupon' #39776.
[20:40:36]	[LOOC] Zombie: not working
[20:40:42]	[OOC] Douglas Hudson: get emotional crit'd
[20:40:42]	Ephraim 'Loew' Harris ran 'take' on item 'Standard Grade Ration' (#39779)
[20:40:42]	[LOOC] CCA.C17-UNION.i5.94233: earliest you can be born is 1985
[20:40:47]	Lildirtyharry04 loaded the character 'Richard Barley'
[20:40:47]	[OOC] Jack Kingston: I wonder why sheelie keeps then up imo
[20:40:48]	Global Defence Initiative has connected.
[20:40:51]	CCA.C17-UNION.i5.94233 ran 'take' on item 'Citizen ID' (#39780)
[20:40:51]	CCA.C17-UNION.i5.94233 has gained a 'Citizen ID' #39780.
[20:40:51]	[OOC] CCA.C17-UNION.i2.97018: WHERE ARE THE ANTI-CITIZENS
[20:40:52]	Ephraim 'Loew' Harris ran 'drop' on item 'Pipe' (#39757)
[20:40:52]	Ephraim 'Loew' Harris has lost a 'Pipe' #39757.
[20:40:53]	Ephraim 'Loew' Harris ran 'take' on item 'Standard Grade Ration' (#39779)
[20:40:53]	Ephraim 'Loew' Harris has gained a 'Standard Grade Ration' #39779.
[20:40:54]	CCA.C17-UNION.i5.94233 ran 'drop' on item 'Relocation Coupon' (#39776)
[20:40:54]	CCA.C17-UNION.i5.94233 has lost a 'Relocation Coupon' #39776.
[20:40:54]	[LOOC] Lincoln Yates: Wait when did Black Mesa happen in this timeline?
[20:40:55]	[OOC] Jack Kingston: sheeplie*
[20:40:56]	Paul-Henri Cartier exited observer at their location.
[20:41:03]	[LOOC] CCA.C17-UNION.i5.94233: Not sure
[20:41:04]	[ME] Ethan King: his voice sounded genuine.. though... tired, his garments and voice both clearly indicating a long long history of warfare.
[20:41:09]	[OOC] Zombie: could i get another pill im stupid
[20:41:09]	[LOOC] CCA.C17-UNION.i5.94233: its currently 2003
[20:41:14]	[OOC] Ephraim 'Loew' Harris: for people like us, maybe? or just because it's free and he doesn't care enough to hit the close button
[20:41:14]	Ephraim 'Loew' Harris entered observer.
[20:41:14]	[OOC] Richard Barley: Wher am I
[20:41:15]	[LOOC] CCA.C17-UNION.i5.94233: so 18 years ago was 85
[20:41:18]	Ephraim 'Loew' Harris exited observer at their location.
[20:41:18]	[OOC] Ethan King: afk temp
[20:41:19]	[OOC] Richard Barley: I FIXED it
[20:41:20]	Global Defence Initiative loaded the character 'Lin'Garung'
[20:41:22]	[OOC] Richard Barley: LETS go
[20:41:25]	[LOOC] Zombie: I DIDNT KNOW PRESSING F DID THIS
[20:41:33]	[OOC] Lin'Garung: Sup
[20:41:35]	[LOOC] CCA.C17-UNION.i2.97018: nice
[20:41:37]	Paul-Henri Cartier entered observer.
[20:41:39]	Lildirtyharry04 loaded the character 'Qul'jal'
[20:41:44]	Ephraim 'Loew' Harris entered observer.
[20:41:44]	[OOC] Qul'jal: Ah.
[20:41:45]	[OOC] Jack Kingston: I would assume it isnt free, but if it is then he may have forgotten about it
[20:41:45]	[LOOC] Zombie: do i have to die to reset this
[20:41:45]	Ephraim 'Loew' Harris exited observer at their location.
[20:41:48]	Ephraim 'Loew' Harris entered observer.
[20:41:54]	[OOC] Jack Kingston: not us tho
[20:41:55]	Douglas Hudson used command '/PM Lin'garung you're gonna get a message good buddy'.
[20:42:07]	[ME] CCA.C17-UNION.i5.94233: He would take out his PDA and type in the information
[20:42:11]	CCA.C17-UNION.i5.94233 has gained 10 tokens.
[20:42:14]	CCA.C17-UNION.i5.94233 used command '/ViewData yates'.
[20:42:15]	[LOOC] Ephraim 'Loew' Harris: hit z
[20:42:18]	Lin'Garung used command '/PM Douglas wdym, im still undergoing my vibe check'.
[20:42:21]	CCA.C17-UNION.i2.97018 ran 'take' on item 'Empty Flavored Consulate Water Can' (#39739)
[20:42:21]	CCA.C17-UNION.i2.97018 has gained a 'Empty Flavored Consulate Water Can' #39739.
[20:42:21]	CCA.C17-UNION.i2.97018 has taken 8 damage from zombie.
[20:42:21]	CCA.C17-UNION.i2.97018 has taken 8 damage from zombie.
[20:42:22]	Lin'Garung opened the 'Padlocked Crate' #243 container.
[20:42:22]	Lin'Garung closed the 'Padlocked Crate' #243 container.
[20:42:23]	zombie has taken 72 damage from CCA.C17-UNION.i2.97018.
[20:42:23]	zombie has taken 12 damage from CCA.C17-UNION.i2.97018.
[20:42:23]	zombie has taken 72 damage from CCA.C17-UNION.i2.97018.
[20:42:23]	CCA.C17-UNION.i2.97018 has killed zombie with weapon_smg1.
[20:42:24]	Lin'Garung opened the 'Padlocked Crate' #243 container.
[20:42:24]	Lin'Garung closed the 'Padlocked Crate' #243 container.
[20:42:26]	Douglas Hudson used command '/PM Lin'Garung are you safe rn? WA ;w;'.
[20:42:29]	CCA.C17-UNION.i5.94233 used command '/ViewData yates'.
[20:42:30]	[LOOC] Zombie: z isn't doing anything
[20:42:32]	[OOC] zombie: >:)
[20:42:35]	CCA.C17-UNION.i2.97018 used command '/Radio Necrotic teminated.'.
[20:42:36]	Lin'Garung used command '/PM Douglas yeah'.
[20:42:37]	CCA.C17-UNION.i5.94233 used command '/ViewData yates'.
[20:42:37]	Lin'Garung opened the 'Padlocked Crate' #243 container.
[20:42:40]	Lin'Garung closed the 'Padlocked Crate' #243 container.
[20:42:42]	Lin'Garung opened the 'Padlocked Crate' #243 container.
[20:42:42]	Lin'Garung closed the 'Padlocked Crate' #243 container.
[20:42:45]	[LOOC] Ephraim 'Loew' Harris: v?
[20:42:46]	[LOOC] Zombie: im not sure how I managed to fuck this up
[20:42:46]	[LOOC] Douglas Hudson: o shit ur skin
[20:42:50]	[OOC] zombie: necrotics are coming for yo ass
[20:42:51]	CCA.C17-UNION.i5.94233 used command '/ViewData yates'.
[20:42:51]	[LOOC] Zombie: there we go
[20:42:52]	[LOOC] Qul'jal: what about it
[20:42:55]	[LOOC] Zombie: thank you lol
[20:42:55]	Ephraim 'Loew' Harris exited observer at their location.
[20:42:58]	[LOOC] Qul'jal: im grey and orange
[20:43:00]	Paul-Henri Cartier exited observer at their location.
[20:43:00]	[LOOC] Douglas Hudson: its gray
[20:43:00]	[OOC] Lin'Garung: eh?
[20:43:01]	CCA.C17-UNION.i2.97018 used the 'Shopkeeper Jim' vendor.
[20:43:02]	CCA.C17-UNION.i2.97018 has gained 10 tokens.
[20:43:03]	Ephraim 'Loew' Harris entered observer.
[20:43:03]	[LOOC] Douglas Hudson: ye
[20:43:05]	CCA.C17-UNION.i2.97018 has lost 8 tokens.
[20:43:05]	CCA.C17-UNION.i2.97018 has gained a 'UU Brand Bandage' #39781.
[20:43:05]	CCA.C17-UNION.i2.97018 has lost 8 tokens.
[20:43:05]	CCA.C17-UNION.i2.97018 has gained a 'UU Brand Bandage' #39782.
[20:43:07]	[OOC] zombie: your mom
[20:43:08]	[OOC] Douglas Hudson: eh
[20:43:10]	CCA.C17-UNION.i5.94233 ran 'drop' on item 'Citizen ID' (#39780)
[20:43:10]	CCA.C17-UNION.i5.94233 has lost a 'Citizen ID' #39780.
[20:43:11]	CCA.C17-UNION.i2.97018 ran 'AHealSelf' on item 'UU Brand Bandage' (#39782)
[20:43:11]	wendigo loaded the character 'Ava Carter'
[20:43:17]	Ephraim 'Loew' Harris exited observer at their location.
[20:43:19]	Jack Kingston opened the 'Cash Register' #2526 container.
[20:43:19]	Ephraim 'Loew' Harris has gained a 'Broken Clock' #39782.
[20:43:21]	[OOC] Lin'Garung: I see vort swap got some updates
[20:43:21]	Jack Kingston closed the 'Cash Register' #2526 container.
[20:43:27]	[OOC] CCA.C17-UNION.i2.97018: zombie shits
[20:43:31]	Zombie used command '/PM zombie where are you brother'.
[20:43:32]	[ME] CCA.C17-UNION.i5.94233: Would get ready to hand him his CID hold it infront of him
[20:43:40]	[OOC] Qul'jal: yeah. Lin. Im about to do something. You will recieve universe mail in a second
[20:43:50]	[OOC] Ephraim 'Loew' Harris: kung fu panda reference
[20:44:01]	[ME] Lincoln Yates: takes the proffered CID and almost immediately commits 15.
[20:44:03]	Lincoln Yates ran 'take' on item 'Citizen ID' (#39780)
[20:44:03]	Lincoln Yates has gained a 'Citizen ID' #39780.
[20:44:04]	[OOC] Lin'Garung: Give me a sec to relearn everything and enter the correct vibe
[20:44:07]	Ephraim 'Loew' Harris ran 'take' on item 'Small First Aid Kit' (#39783)
[20:44:10]	Ephraim 'Loew' Harris ran 'drop' on item 'Broken Clock' (#39782)
[20:44:10]	Ephraim 'Loew' Harris has lost a 'Broken Clock' #39782.
[20:44:10]	Ephraim 'Loew' Harris ran 'take' on item 'Broken Clock' (#39782)
[20:44:10]	Ephraim 'Loew' Harris has gained a 'Broken Clock' #39782.
[20:44:13]	Ephraim 'Loew' Harris ran 'drop' on item 'Broken Clock' (#39782)
[20:44:13]	Ephraim 'Loew' Harris has lost a 'Broken Clock' #39782.
[20:44:15]	Ephraim 'Loew' Harris ran 'take' on item 'Small First Aid Kit' (#39783)
[20:44:15]	Ephraim 'Loew' Harris has gained a 'Small First Aid Kit' #39783.
[20:44:26]	Zombie has taken 12 damage from CCA.C17-UNION.i2.97018.
[20:44:27]	Zombie has taken 12 damage from CCA.C17-UNION.i2.97018.
[20:44:27]	Zombie has taken 1 damage from CCA.C17-UNION.i2.97018.
[20:44:27]	Zombie has taken 12 damage from CCA.C17-UNION.i2.97018.
[20:44:27]	Zombie has taken 12 damage from CCA.C17-UNION.i2.97018.
[20:44:27]	Zombie has taken 12 damage from CCA.C17-UNION.i2.97018.
[20:44:27]	Zombie has taken 1 damage from CCA.C17-UNION.i2.97018.
[20:44:27]	Zombie has taken 12 damage from CCA.C17-UNION.i2.97018.
[20:44:27]	Zombie has taken 12 damage from CCA.C17-UNION.i2.97018.
[20:44:28]	Zombie has taken 1 damage from CCA.C17-UNION.i2.97018.
[20:44:28]	Zombie has taken 1 damage from CCA.C17-UNION.i2.97018.
[20:44:28]	Zombie has taken 72 damage from CCA.C17-UNION.i2.97018.
[20:44:28]	CCA.C17-UNION.i2.97018 has killed Zombie with weapon_smg1.
[20:44:33]	Zombie has gained a 'Empty Consulate Water Can' #39784.
[20:44:33]	CCA.C17-UNION.i5.94233 used command '/Radio New civilian processed any further orders?'.
[20:44:41]	fuckus loaded the character 'Tony Ricci'
[20:44:41]	CCA.C17-UNION.i2.97018 used command '/Radio 10-50.'.
[20:44:54]	[OOC] CCA.C17-UNION.i2.97018: there are so many citizens
[20:45:03]	[OOC] Douglas Hudson: *citizens*
[20:45:08]	Lincoln Yates has lost 2 tokens.
[20:45:09]	[OOC] Tony Ricci: the law must be broken
[20:45:10]	[OOC] Ava Carter: COMBINE WE'RE COMING FOR YALL
[20:45:11]	[OOC] Ephraim 'Loew' Harris: shall i flag u
[20:45:19]	[OOC] Ethan King: back 
[20:45:19]	[LOOC] Qul'jal: my W key is so fucked rn
[20:45:27]	CCA.C17-UNION.i5.94233 used command '/PM ethan have you met the exiles yet'.
[20:45:28]	[OOC] Ethan King: was about to hop on 982 one moment 
[20:45:32]	Ethan King used command '/Reply no'.
[20:45:34]	[OOC] Ephraim 'Loew' Harris: oh dope
[20:45:34]	CCA.C17-UNION.i5.94233 used command '/PM ethan if so ill flag on my engineer'.
[20:45:37]	CCA.C17-UNION.i5.94233 used command '/PM ethan ok'.
[20:45:46]	[ME] Qul'jal: would nod
[20:45:54]	Weaponized Turtles loaded the character 'Jacob Desmone'
[20:45:55]	[Y] Tony Ricci: Uh, hello?
[20:45:57]	Lincoln Yates ran 'take' on item 'Citizen Filter' (#39785)
[20:45:57]	Lincoln Yates has gained a 'Citizen Filter' #39785.
[20:45:59]	[Y] Tony Ricci: Anyone here?
[20:46:16]	[Y] Tony Ricci: I'd like to interview for CWU.
[20:46:20]	[ME] Ethan King: looked around the room, chuckling softly as he looked over the several new faces. He'd step over along the counter, placing both hands along it as he looked over the several new pieces of equipment. - "King, and a *living legend* is a bit much, no?"
[20:46:22]	matt saton loaded the character 'CCA.C17-GRID.EpU.06912'
[20:46:23]	CCA.C17-GRID.EpU.06912 entered observer.
[20:46:29]	Lincoln Yates ran 'View' on item 'Notepad' (#35930)
[20:46:30]	Ava Carter ran 'take' on item 'MP7' (#39046)
[20:46:30]	Ava Carter has gained a 'MP7' #39046.
[20:46:31]	Ava Carter ran 'take' on item '4.6x30 Rounds' (#39313)
[20:46:31]	Ava Carter has gained a '4.6x30 Rounds' #39313.
[20:46:39]	Ava Carter ran 'Equip' on item 'MP7' (#39046)
[20:46:40]	[LOOC] Douglas Hudson: king*
[20:46:41]	Lincoln Yates has gained a 'Small Thermos' #39786.
[20:46:44]	[OOC] Jacob Desmone: im flagging back onto union once im in the base
[20:46:48]	[OOC] Jacob Desmone: don't worry
[20:46:50]	Lincoln Yates has gained a 'Scrap Plastic' #39787.
[20:46:56]	CCA.C17-GRID.EpU.06912 used command '/ToggleRaise'.
[20:46:58]	Lin'Garung destroyed a 'Empty Soda Bottle' #35039.
[20:46:58]	CCA.C17-GRID.EpU.06912 used command '/ToggleRaise'.
[20:47:03]	CCA.C17-GRID.EpU.06912 exited observer at their location.
[20:47:04]	CCA.C17-GRID.EpU.06912 entered observer.
[20:47:05]	CCA.C17-GRID.EpU.06912 exited observer at their location.
[20:47:05]	Paul-Henri Cartier ran 'use' on item '.357 Rounds' (#39666)
[20:47:14]	Jack Kingston used the 'Shopkeeper Jim' vendor.
[20:47:16]	Tony Ricci has taken 12 damage from CCA.C17-UNION.i2.97018.
[20:47:17]	Tony Ricci has taken 12 damage from CCA.C17-UNION.i2.97018.
[20:47:18]	Tony Ricci has taken 12 damage from CCA.C17-UNION.i2.97018.
[20:47:18]	Jack Kingston has lost 10 tokens.
[20:47:18]	Jack Kingston has gained a 'Flashlight' #39788.
[20:47:19]	Lin'Garung has gained a 'Broken Keyboard' #39789.
[20:47:22]	Ethan King ran 'EquipUn' on item 'Conscript Hazmat Armor' (#10510)
[20:47:22]	Jacob Desmone has taken 15 damage from worldspawn.
[20:47:24]	Ethan King ran 'Equip' on item 'Conscript Hazmat Armor' (#10510)
[20:47:25]	[OOC] Qul'jal: lag
[20:47:26]	[OOC] Jacob Desmone: myp ing
[20:47:27]	[OOC] Jacob Desmone: lagg
[20:47:30]	Lincoln Yates opened the 'Dumpster' #239 container.
[20:47:31]	Lin'Garung ran 'drop' on item 'Broken Keyboard' (#39789)
[20:47:31]	Lin'Garung has lost a 'Broken Keyboard' #39789.
[20:47:32]	Tony Ricci ran 'Consume' on item 'Loyalist Grade Food Product (Cheese Flavor)' (#39753)
[20:47:33]	Lincoln Yates closed the 'Dumpster' #239 container.
[20:47:33]	CCA.C17-GRID.EpU.06912 used command '/PM king in spirit? yes. in reality? no'.
[20:47:33]	Lin'Garung ran 'drop' on item 'Cinderblock' (#28171)
[20:47:33]	Lin'Garung has lost a 'Cinderblock' #28171.
[20:47:34]	Tony Ricci ran 'Consume' on item 'Loyalist Grade Supplements (Pickle Flavor)' (#39754)
[20:47:36]	Tony Ricci ran 'Consume' on item 'Flavored Consulate Water' (#39755)
[20:47:36]	Tony Ricci has gained a 'Empty Flavored Consulate Water Can' #39790.
[20:47:41]	Ethan King used command '/Reply You should.... fix'.
[20:47:45]	[ME] Lincoln Yates: casually commits theft.
[20:47:49]	Lincoln Yates ran 'take' on item 'Pack of Nails' (#35273)
[20:47:49]	Lincoln Yates has gained a 'Pack of Nails' #35273.
[20:47:51]	Lincoln Yates ran 'take' on item 'Refined Metal' (#39558)
[20:47:51]	Lincoln Yates has gained a 'Refined Metal' #39558.
[20:47:53]	Lincoln Yates ran 'take' on item 'Scrap Metal' (#38804)
[20:47:53]	Lincoln Yates has gained a 'Scrap Metal' #38804.
[20:47:55]	Lincoln Yates ran 'take' on item 'Small Thermos' (#35294)
[20:47:56]	Lincoln Yates has gained a 'Small Thermos' #35294.
[20:47:59]	Lincoln Yates ran 'take' on item 'Pliers' (#35280)
[20:47:59]	Lincoln Yates has gained a 'Pliers' #35280.
[20:48:01]	Lincoln Yates ran 'take' on item 'Refined Electronics' (#39559)
[20:48:01]	Lincoln Yates has gained a 'Refined Electronics' #39559.
[20:48:02]	CCA.C17-UNION.i2.97018 has gained 10 tokens.
[20:48:05]	[ME] Tony Ricci: pulls out a bottle of gin out of his bag, placing it on the table
[20:48:05]	Lin'Garung opened the 'Refrigerator' #2854 container.
[20:48:08]	CCA.C17-GRID.EpU.06912 used command '/PM king will do tomorrow'.
[20:48:12]	Lin'Garung closed the 'Refrigerator' #2854 container.
[20:48:14]	Tony Ricci ran 'drop' on item 'UU Brand Gin' (#37514)
[20:48:14]	Tony Ricci has lost a 'UU Brand Gin' #37514.
[20:48:17]	Jack Kingston has lost 2 tokens.
[20:48:22]	[VORTIGESEFAR] Qul'jal: Please. Respond to my call. We are at the beach. A friend wishes to see you.
[20:48:23]	Jack Kingston ran 'take' on item 'Citizen Filter' (#39791)
[20:48:23]	Jack Kingston has gained a 'Citizen Filter' #39791.
[20:48:26]	[OOC] CCA.C17-GRID.EpU.06912: congrats to PR for haivng awesome population
[20:48:31]	[ME] Jacob Desmone: Would toss king a empty grenade shell
[20:48:32]	[OOC] CCA.C17-GRID.EpU.06912: thanks for being on tonight guys
[20:48:34]	[OOC] CCA.C17-GRID.EpU.06912: great ot have you
[20:48:37]	[OOC] CCA.C17-UNION.i2.97018: This is cool
[20:48:38]	Jack Kingston has lost 5 tokens.
[20:48:39]	[VORTIGESEFAR] Qul'jal: /Vortigesefar is how you commune
[20:48:44]	Jack Kingston ran 'take' on item 'Consulate Water' (#39792)
[20:48:44]	Jack Kingston has gained a 'Consulate Water' #39792.
[20:48:53]	[OOC] CCA.C17-UNION.i2.97018: I'm bringing law and order to the land
[20:49:06]	[ME] Ethan King: grabbed the grenade shell, inspecting over it's green vessel in rather interest underneath his mask. He'd toss it into the air lightly, feeling it's weight with a low chuckle. - "Wonderful."
[20:49:09]	Douglas Hudson used command '/PM Lin'garung you get something?'.
[20:49:13]	Ethan King ran 'take' on item 'Grenade Body' (#39674)
[20:49:14]	[ME] CCA.C17-UNION.i2.97018: doesn't respond.
[20:49:17]	CCA.C17-UNION.i2.97018 used command '/Radio 10-4/'.
[20:49:20]	Qul'jal used command '/PM lin you get those messageS?'.
[20:49:20]	Paul-Henri Cartier entered observer.
[20:49:27]	[LOOC] Ethan King: AGH 
[20:49:28]	[ME] Jacob Desmone: Would show him the bottles
[20:49:28]	[LOOC] Qul'jal: let me see if he got those
[20:49:30]	Paul-Henri Cartier exited observer at their location.
[20:49:37]	Tony Ricci ran 'Consume' on item 'Minimum Grade Supplements (No Flavor)' (#39494)
[20:49:39]	[LOOC] Qul'jal: he might be AFKw
[20:49:43]	[LOOC] Douglas Hudson: fuckin
[20:49:48]	[OOC] CCA.C17-UNION.i2.97018: brb
[20:49:50]	[LOOC] Douglas Hudson: too bad O cam
[20:49:56]	[LOOC] Douglas Hudson: cant slap his face awake IRL
