[07:06:13]	Haggiez has connected.
[12:48:09]	CCA.C08-UNION.i5.99915 ran 'drop' on item 'Biotic Grade Ration' (#12242)
[12:48:09]	CCA.C08-UNION.i5.99915 has lost a 'Biotic Grade Ration' #12242.
[12:48:10]	CCA.C08-UNION.i5.99915 ran 'drop' on item 'Biotic Grade Ration' (#12241)
[12:48:10]	CCA.C08-UNION.i5.99915 has lost a 'Biotic Grade Ration' #12241.
[12:48:11]	CCA.C08-UNION.i5.99915 ran 'drop' on item 'Biotic Grade Ration' (#12240)
[12:48:11]	CCA.C08-UNION.i5.99915 has lost a 'Biotic Grade Ration' #12240.
[12:48:15]	CCA.C08-UNION.i5.99915 ran 'Consume' on item 'UU-Brand Chocolate' (#11951)
[12:48:16]	CCA.C08-UNION.i5.99915 ran 'Drink' on item 'UU Lager' (#11941)
[12:48:17]	CCA.C08-UNION.i5.99915 ran 'Drink' on item 'UU Gin' (#11937)
[12:48:23]	Erwin Ramstein ran 'View' on item 'Notepad' (#12115)
[12:48:27]	Erwin Ramstein ran 'Edit' on item 'Notepad' (#12115)
[12:48:35]	CCA.C08-UNION.i5.99915 ran 'View' on item 'Notepad' (#12081)
[12:48:40]	CCA.C08-UNION.i5.99915 ran 'View' on item 'Notepad' (#12115)
[12:48:47]	CCA.C08-UNION.i5.99915 ran 'View' on item 'Notepad' (#12160)
[12:48:54]	[OOC] Erwin Ramstein: Got to update some of my shit in discord, brb
[12:49:09]	Jonas McAlann opened the '' #1041 container.
[12:49:11]	Jonas McAlann has gained a 'Citizen Filter' #11833.
[12:49:12]	Jonas McAlann has gained a 'Citizen Filter' #11830.
[12:49:13]	Jonas McAlann has gained a 'Citizen Filter' #11745.
[12:49:14]	Jonas McAlann closed the '' #1041 container.
[12:49:18]	[OOC] Erwin Ramstein: Alright I'm back
[12:49:22]	Jonas McAlann ran 'View' on item 'Paper' (#11196)
[12:50:00]	CCA.C08-UNION.i5.99915 ran 'View' on item 'Notepad' (#12160)
[12:50:02]	CCA.C08-UNION.i5.99915 ran 'View' on item 'Notepad' (#12115)
[12:50:07]	CCA.C08-UNION.i5.99915 ran 'View' on item 'Notepad' (#11834)
[12:50:15]	CCA.C08-UNION.i5.99915 ran 'View' on item 'Notepad' (#11836)
[12:50:24]	CCA.C08-UNION.i5.99915 ran 'View' on item 'Notepad' (#11837)
[12:50:25]	Jonas McAlann ran 'take' on item 'Biotic Grade Ration' (#12240)
[12:50:25]	Jonas McAlann has gained a 'Biotic Grade Ration' #12240.
[12:50:26]	Jonas McAlann ran 'take' on item 'Biotic Grade Ration' (#12250)
[12:50:26]	Jonas McAlann has gained a 'Biotic Grade Ration' #12250.
[12:50:27]	Jonas McAlann ran 'Open' on item 'Biotic Grade Ration' (#12248)
[12:50:27]	Jonas McAlann has gained a 'Biotic Grade Food' #12253.
[12:50:27]	Jonas McAlann has gained a 'Biotic Grade Supplements' #12254.
[12:50:27]	Jonas McAlann has gained a 'Biotic Grade Beverage' #12255.
[12:50:29]	CCA.C08-UNION.i5.99915 ran 'View' on item 'Notepad' (#12115)
[12:50:34]	Jonas McAlann ran 'take' on item 'Biotic Grade Ration' (#12229)
[12:50:34]	Jonas McAlann has gained a 'Biotic Grade Ration' #12229.
[12:50:36]	Jonas McAlann ran 'take' on item 'Biotic Grade Ration' (#12237)
[12:50:36]	Jonas McAlann has gained a 'Biotic Grade Ration' #12237.
[12:50:38]	Jonas McAlann ran 'take' on item 'Biotic Grade Ration' (#12228)
[12:50:38]	Jonas McAlann has gained a 'Biotic Grade Ration' #12228.
[12:50:40]	CCA.C08-UNION.i5.99915 ran 'View' on item 'Notepad' (#12115)
[12:50:46]	Jonas McAlann ran 'take' on item 'Biotic Grade Ration' (#12232)
[12:50:46]	Jonas McAlann has gained a 'Biotic Grade Ration' #12232.
[12:50:47]	CCA.C08-UNION.i5.99915 ran 'View' on item 'Notepad' (#11837)
[12:50:48]	Jonas McAlann ran 'take' on item 'Biotic Grade Ration' (#12233)
[12:50:48]	Jonas McAlann has gained a 'Biotic Grade Ration' #12233.
[12:50:50]	Jonas McAlann ran 'take' on item 'Biotic Grade Ration' (#12238)
[12:50:50]	Jonas McAlann has gained a 'Biotic Grade Ration' #12238.
[12:50:50]	CCA.C08-UNION.i5.99915 ran 'View' on item 'Notepad' (#11838)
[12:50:56]	CCA.C08-UNION.i5.99915 ran 'View' on item 'Notepad' (#12115)
[12:51:02]	CCA.C08-UNION.i5.99915 ran 'View' on item 'Notepad' (#11838)
[12:51:12]	Odin (STEAM_0:0:595064043) has disconnected (timed out).
[12:51:16]	JohnFreemanBrotherOFGorgonFeeman (STEAM_0:0:193252793) has disconnected.
[12:51:22]	Jonas McAlann opened the '' #1277 container.
[12:51:23]	Jonas McAlann closed the '' #1277 container.
[12:52:10]	Jonas McAlann used command '/kickdoor'.
[12:52:19]	CCA.C08-UNION.i5.99915 has gained 10 tokens.
[12:52:21]	Odin has connected.
[12:52:34]	[OOC] Jonas McAlann: someone took the corpse i stuffed in the bathtub
[12:52:50]	[OOC] CCA.C08-UNION.i5.99915: oh god im so sorry, would you like to file a report?
[12:52:58]	[OOC] Jonas McAlann: yes where do i go to do that
[12:53:28]	Jonas McAlann opened the '' #1255 container.
[12:53:30]	Jonas McAlann closed the '' #1255 container.
[12:53:51]	[OOC] CCA.C08-UNION.i5.99915: erwins
[12:54:05]	Jonas McAlann opened the '' #1246 container.
[12:54:06]	Jonas McAlann closed the '' #1246 container.
[12:54:08]	Jonas McAlann opened the '' #1244 container.
[12:54:09]	Jonas McAlann closed the '' #1244 container.
[12:54:11]	Jonas McAlann opened the '' #1247 container.
[12:54:13]	Jonas McAlann closed the '' #1247 container.
[12:54:15]	Odin loaded the character 'Erwin Ramstein'
[12:54:21]	[OOC] Erwin Ramstein: Ugh, sorry. Game keeps freezing.
[12:54:25]	Erwin Ramstein ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#10971)
[12:54:29]	Erwin Ramstein opened the '' #1178 container.
[12:54:31]	Erwin Ramstein closed the '' #1178 container.
[12:54:37]	[OOC] Jonas McAlann: there will be bloodshed
[12:54:41]	[OOC] Erwin Ramstein: WHYYYY
[12:55:24]	CCA.C08-UNION.i5.99915 ran 'View' on item 'Notepad' (#12115)
[12:55:30]	Erwin Ramstein opened the '' #1175 container.
[12:55:32]	Erwin Ramstein has gained a 'UU-Brand Pineapple' #12117.
[12:55:33]	Erwin Ramstein has gained a 'UU-Brand Pineapple' #12118.
[12:55:34]	Erwin Ramstein has gained a 'UU-Brand Pineapple' #12116.
[12:55:35]	Erwin Ramstein closed the '' #1175 container.
[12:55:38]	Erwin Ramstein opened the '' #1174 container.
[12:55:41]	Erwin Ramstein has gained a 'Green Beanie' #12143.
[12:55:42]	Erwin Ramstein has gained a 'Green Beanie' #12142.
[12:55:43]	Erwin Ramstein closed the '' #1174 container.
[12:55:45]	Erwin Ramstein opened the '' #1176 container.
[12:55:47]	Erwin Ramstein has gained a 'UU-Brand Chocolate' #12133.
[12:55:48]	Erwin Ramstein closed the '' #1176 container.
[12:55:50]	Jonas McAlann opened the '' #1197 container.
[12:55:51]	Jonas McAlann closed the '' #1197 container.
[12:56:07]	Erwin Ramstein ran 'View' on item 'Notepad' (#11834)
[12:56:12]	Jonas McAlann used the 'Street Market' vendor.
[12:56:17]	Erwin Ramstein ran 'View' on item 'Notepad' (#11836)
[12:56:21]	Erwin Ramstein ran 'View' on item 'Notepad' (#11837)
[12:56:27]	Erwin Ramstein ran 'View' on item 'Notepad' (#11838)
[12:56:37]	Jonas McAlann opened the '' #1275 container.
[12:56:38]	Jonas McAlann closed the '' #1275 container.
[12:56:40]	Jonas McAlann opened the '' #1274 container.
[12:56:41]	Jonas McAlann closed the '' #1274 container.
[12:56:42]	Jonas McAlann opened the '' #1273 container.
[12:56:44]	Jonas McAlann closed the '' #1273 container.
[12:56:45]	Jonas McAlann opened the '' #1272 container.
[12:56:46]	Jonas McAlann closed the '' #1272 container.
[12:56:50]	Jonas McAlann opened the '' #1266 container.
[12:56:51]	Jonas McAlann closed the '' #1266 container.
[12:57:28]	[ME] CCA.C08-UNION.i5.99915: Takes a comically sized bank money bag from his back and takes 110 tokens from said bag
[12:57:37]	CCA.C08-UNION.i5.99915 has lost 110 tokens.
[12:57:37]	CCA.C08-UNION.i5.99915 used command '/DropTokens 110'.
[12:57:43]	Erwin Ramstein has gained 110 tokens.
[12:58:05]	[ME] Erwin Ramstein: *he'd begin to display, and hand over some Fresh Pineapples, a Chilled Chooclate Bar and Two Green Beanies, then returning to the Fridge and Cabinet.*
[12:58:07]	Erwin Ramstein ran 'drop' on item 'UU-Brand Pineapple' (#12117)
[12:58:07]	Erwin Ramstein has lost a 'UU-Brand Pineapple' #12117.
[12:58:08]	Erwin Ramstein ran 'drop' on item 'UU-Brand Pineapple' (#12118)
[12:58:08]	Erwin Ramstein has lost a 'UU-Brand Pineapple' #12118.
[12:58:09]	Erwin Ramstein ran 'drop' on item 'UU-Brand Pineapple' (#12116)
[12:58:09]	Erwin Ramstein has lost a 'UU-Brand Pineapple' #12116.
[12:58:11]	Jonas McAlann opened the '' #1243 container.
[12:58:13]	Jonas McAlann closed the '' #1243 container.
[12:58:19]	CCA.C08-UNION.i5.99915 ran 'take' on item 'UU-Brand Pineapple' (#12116)
[12:58:19]	CCA.C08-UNION.i5.99915 has gained a 'UU-Brand Pineapple' #12116.
[12:58:24]	CCA.C08-UNION.i5.99915 ran 'take' on item 'UU-Brand Pineapple' (#12117)
[12:58:24]	CCA.C08-UNION.i5.99915 has gained a 'UU-Brand Pineapple' #12117.
[12:58:28]	CCA.C08-UNION.i5.99915 ran 'take' on item 'UU-Brand Pineapple' (#12118)
[12:58:28]	CCA.C08-UNION.i5.99915 has gained a 'UU-Brand Pineapple' #12118.
[12:58:31]	Erwin Ramstein ran 'drop' on item 'Green Beanie' (#12143)
[12:58:31]	Erwin Ramstein has lost a 'Green Beanie' #12143.
[12:58:37]	CCA.C08-UNION.i5.99915 ran 'take' on item 'Green Beanie' (#12143)
[12:58:37]	CCA.C08-UNION.i5.99915 has gained a 'Green Beanie' #12143.
[12:58:39]	Erwin Ramstein ran 'drop' on item 'Green Beanie' (#12142)
[12:58:39]	Erwin Ramstein has lost a 'Green Beanie' #12142.
[12:58:44]	CCA.C08-UNION.i5.99915 ran 'take' on item 'Green Beanie' (#12142)
[12:58:44]	CCA.C08-UNION.i5.99915 has gained a 'Green Beanie' #12142.
[12:58:47]	Erwin Ramstein ran 'drop' on item 'UU-Brand Chocolate' (#12133)
[12:58:47]	Erwin Ramstein has lost a 'UU-Brand Chocolate' #12133.
[12:58:53]	CCA.C08-UNION.i5.99915 ran 'take' on item 'UU-Brand Chocolate' (#12133)
[12:58:53]	CCA.C08-UNION.i5.99915 has gained a 'UU-Brand Chocolate' #12133.
[12:58:55]	Erwin Ramstein opened the '' #1178 container.
[12:58:57]	Erwin Ramstein has gained a 'Bandage' #12135.
[12:58:58]	Erwin Ramstein has gained a 'Bandage' #12134.
[12:58:59]	Erwin Ramstein has gained a 'Bandage' #12137.
[12:58:59]	Erwin Ramstein closed the '' #1178 container.
[12:59:01]	Erwin Ramstein opened the '' #1192 container.
[12:59:04]	Erwin Ramstein has gained a 'UU Gin' #12124.
[12:59:05]	Erwin Ramstein has gained a 'UU Gin' #12126.
[12:59:06]	Erwin Ramstein has gained a 'UU Gin' #12127.
[12:59:06]	Erwin Ramstein closed the '' #1192 container.
[12:59:13]	Erwin Ramstein ran 'drop' on item 'Bandage' (#12137)
[12:59:13]	Erwin Ramstein has lost a 'Bandage' #12137.
[12:59:14]	Erwin Ramstein ran 'drop' on item 'Bandage' (#12135)
[12:59:14]	Erwin Ramstein has lost a 'Bandage' #12135.
[12:59:15]	CCA.C08-UNION.i5.99915 ran 'take' on item 'Bandage' (#12137)
[12:59:15]	CCA.C08-UNION.i5.99915 has gained a 'Bandage' #12137.
[12:59:17]	CCA.C08-UNION.i5.99915 ran 'take' on item 'Bandage' (#12135)
[12:59:17]	CCA.C08-UNION.i5.99915 has gained a 'Bandage' #12135.
[12:59:17]	Erwin Ramstein ran 'drop' on item 'Bandage' (#12134)
[12:59:17]	Erwin Ramstein has lost a 'Bandage' #12134.
[12:59:18]	Erwin Ramstein ran 'drop' on item 'UU Gin' (#12124)
[12:59:18]	Erwin Ramstein has lost a 'UU Gin' #12124.
[12:59:19]	CCA.C08-UNION.i5.99915 ran 'take' on item 'Bandage' (#12134)
[12:59:19]	CCA.C08-UNION.i5.99915 has gained a 'Bandage' #12134.
[12:59:19]	Erwin Ramstein ran 'drop' on item 'UU Gin' (#12126)
[12:59:19]	Erwin Ramstein has lost a 'UU Gin' #12126.
[12:59:20]	Erwin Ramstein ran 'drop' on item 'UU Gin' (#12127)
[12:59:20]	Erwin Ramstein has lost a 'UU Gin' #12127.
[12:59:22]	CCA.C08-UNION.i5.99915 ran 'take' on item 'UU Gin' (#12124)
[12:59:22]	CCA.C08-UNION.i5.99915 has gained a 'UU Gin' #12124.
[12:59:24]	Erwin Ramstein opened the '' #1178 container.
[12:59:24]	CCA.C08-UNION.i5.99915 ran 'take' on item 'UU Gin' (#12126)
[12:59:24]	CCA.C08-UNION.i5.99915 has gained a 'UU Gin' #12126.
[12:59:26]	Erwin Ramstein closed the '' #1178 container.
[12:59:28]	CCA.C08-UNION.i5.99915 ran 'take' on item 'UU Gin' (#12127)
[12:59:28]	CCA.C08-UNION.i5.99915 has gained a 'UU Gin' #12127.
[13:00:07]	[ME] Erwin Ramstein: *he'd begin to make a fresh pot of coffee*
[13:00:53]	Jonas McAlann opened the '' #966 container.
[13:00:55]	Jonas McAlann closed the '' #966 container.
[13:01:26]	Jonas McAlann has taken 5 damage from Jonas McAlann.
[13:01:26]	Jonas McAlann has gained 10 tokens.
[13:02:19]	CCA.C08-UNION.i5.99915 has gained 10 tokens.
[13:02:32]	Jonas McAlann ran 'View' on item 'Notepad' (#12081)
[13:02:39]	Jonas McAlann ran 'View' on item 'Notepad' (#12160)
[13:02:45]	Jonas McAlann ran 'View' on item 'Notepad' (#12115)
[13:02:58]	Jonas McAlann ran 'take' on item 'Biotic Grade Ration' (#12249)
[13:02:58]	Jonas McAlann has gained a 'Biotic Grade Ration' #12249.
[13:03:01]	Jonas McAlann ran 'take' on item 'Biotic Grade Ration' (#12247)
[13:03:01]	Jonas McAlann has gained a 'Biotic Grade Ration' #12247.
[13:03:03]	Jonas McAlann ran 'take' on item 'Biotic Grade Ration' (#12236)
[13:03:03]	Jonas McAlann has gained a 'Biotic Grade Ration' #12236.
[13:03:06]	Jonas McAlann ran 'take' on item 'Biotic Grade Ration' (#12230)
[13:03:06]	Jonas McAlann has gained a 'Biotic Grade Ration' #12230.
[13:03:08]	Jonas McAlann ran 'take' on item 'Biotic Grade Ration' (#12241)
[13:03:08]	Jonas McAlann has gained a 'Biotic Grade Ration' #12241.
[13:03:09]	Jonas McAlann ran 'take' on item 'Biotic Grade Ration' (#12242)
[13:03:09]	Jonas McAlann has gained a 'Biotic Grade Ration' #12242.
[13:03:15]	Jonas McAlann ran 'take' on item 'Biotic Grade Ration' (#12227)
[13:03:15]	Jonas McAlann has gained a 'Biotic Grade Ration' #12227.
[13:03:17]	Jonas McAlann ran 'take' on item 'Biotic Grade Ration' (#12239)
[13:03:17]	Jonas McAlann has gained a 'Biotic Grade Ration' #12239.
[13:03:28]	Erwin Ramstein ran 'View' on item 'Notepad' (#12115)
[13:03:31]	Erwin Ramstein ran 'View' on item 'Notepad' (#12081)
[13:03:34]	Erwin Ramstein ran 'View' on item 'Notepad' (#12160)
[13:04:12]	Jonas McAlann ran 'equip' on item 'Citizen Filter' (#12159)
[13:04:12]	Erwin Ramstein ran 'View' on item 'Notepad' (#12150)
[13:04:15]	Erwin Ramstein ran 'View' on item 'Notepad' (#12155)
[13:04:18]	Erwin Ramstein ran 'View' on item 'Notepad' (#12150)
[13:04:20]	Erwin Ramstein ran 'Edit' on item 'Notepad' (#12150)
[13:04:30]	Erwin Ramstein opened the '' #1173 container.
[13:04:32]	Erwin Ramstein closed the '' #1173 container.
[13:04:33]	Erwin Ramstein opened the '' #1174 container.
[13:04:33]	Erwin Ramstein closed the '' #1174 container.
[13:04:34]	Erwin Ramstein opened the '' #1174 container.
[13:04:48]	Erwin Ramstein closed the '' #1174 container.
[13:06:02]	[ME] Erwin Ramstein: *he'd pour some of the Fresh Coffee into his Biege Mug, taking a sip.*
[13:06:31]	Jonas McAlann has lost 5 tokens.
[13:07:19]	CCA.C08-UNION.i5.99915 has gained 10 tokens.
[13:07:59]	Jonas McAlann ran 'take' on item 'Consulate Water' (#12256)
[13:07:59]	Jonas McAlann has gained a 'Consulate Water' #12256.
[13:08:22]	Jonas McAlann ran 'View' on item 'Notepad' (#12115)
[13:09:20]	Cheese (STEAM_0:1:95201949) has disconnected.
[13:09:30]	Jonas McAlann opened the '' #1232 container.
[13:09:32]	Jonas McAlann closed the '' #1232 container.
[13:09:33]	Jonas McAlann opened the '' #1231 container.
[13:09:34]	Jonas McAlann closed the '' #1231 container.
[13:10:10]	Jonas McAlann used command '/refill'.
[13:10:14]	Jonas McAlann used command '/refill'.
[13:10:15]	Jonas McAlann opened the '' #1232 container.
[13:10:16]	Jonas McAlann closed the '' #1232 container.
[13:11:19]	Jonas McAlann ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#12153)
[13:11:20]	Jonas McAlann ran 'Equip' on item 'Green Citizen Suit' (#11088)
[13:13:28]	Jonas McAlann ran 'View' on item 'Notepad' (#11838)
[13:14:07]	Jonas McAlann ran 'View' on item 'Notepad' (#11838)
[13:15:11]	Jonas McAlann ran 'View' on item 'Notepad' (#12115)
[13:17:58]	[ME] Erwin Ramstein: *he'd peer over.*
[13:33:58]	[ME] Jonas McAlann: points down the alleyway.
[13:36:01]	Bananaphone (STEAM_0:1:44593574) has disconnected.
[13:45:29]	grass has connected.
[13:53:22]	grass created the character 'Bobert'
[13:53:22]	Bobert has gained a 'Suitcase' #12257.
[13:53:22]	Bobert has gained a 'Relocation Coupon' #12258.
[13:53:22]	Bobert has gained a 'Green Citizen Suit' #12259.
[13:53:22]	Bobert has gained a 'Citizen Filter' #12260.
[13:53:22]	grass loaded the character 'Bobert'
[13:54:21]	Bobert ran 'Equip' on item 'Green Citizen Suit' (#12259)
[13:54:26]	Bobert ran 'equip' on item 'Citizen Filter' (#12260)
[13:55:40]	grass (STEAM_0:1:220985863) has disconnected.
[13:57:11]	Erwin Ramstein ran 'take' on item 'Biotic Grade Ration' (#12243)
[13:57:11]	Erwin Ramstein has gained a 'Biotic Grade Ration' #12243.
[13:57:13]	Erwin Ramstein ran 'take' on item 'Biotic Grade Ration' (#12245)
[13:57:13]	Erwin Ramstein has gained a 'Biotic Grade Ration' #12245.
[13:57:14]	Erwin Ramstein ran 'take' on item 'Biotic Grade Ration' (#12244)
[13:57:14]	Erwin Ramstein has gained a 'Biotic Grade Ration' #12244.
[13:57:15]	Erwin Ramstein ran 'take' on item 'Biotic Grade Ration' (#12251)
[13:57:15]	Erwin Ramstein has gained a 'Biotic Grade Ration' #12251.
[13:57:15]	Erwin Ramstein has taken 1 damage from worldspawn.
[13:57:16]	Erwin Ramstein ran 'take' on item 'Biotic Grade Ration' (#12235)
[13:57:16]	Erwin Ramstein has gained a 'Biotic Grade Ration' #12235.
[13:57:16]	Erwin Ramstein has taken 1 damage from worldspawn.
[13:57:17]	Erwin Ramstein has taken 1 damage from worldspawn.
[13:57:18]	Erwin Ramstein has taken 1 damage from worldspawn.
[13:57:18]	Erwin Ramstein ran 'Equip' on item 'Cyclopic Citizen Suit' (#10971)
[13:57:24]	Erwin Ramstein ran 'take' on item 'Biotic Grade Ration' (#12234)
[13:57:24]	Erwin Ramstein has gained a 'Biotic Grade Ration' #12234.
[13:57:25]	Erwin Ramstein ran 'take' on item 'Biotic Grade Ration' (#12252)
[13:57:25]	Erwin Ramstein has gained a 'Biotic Grade Ration' #12252.
[13:57:26]	Erwin Ramstein ran 'take' on item 'Biotic Grade Ration' (#12231)
[13:57:26]	Erwin Ramstein has gained a 'Biotic Grade Ration' #12231.
[13:57:27]	Erwin Ramstein ran 'take' on item 'Biotic Grade Ration' (#12246)
[13:57:27]	Erwin Ramstein has gained a 'Biotic Grade Ration' #12246.
[13:57:39]	Erwin Ramstein ran 'Open' on item 'Biotic Grade Ration' (#12251)
[13:58:24]	Erwin Ramstein opened the '' #1175 container.
[13:58:30]	Erwin Ramstein closed the '' #1175 container.
[13:58:30]	Erwin Ramstein opened the '' #1175 container.
[13:58:46]	Erwin Ramstein closed the '' #1175 container.
[13:58:46]	CRABS has connected.
[13:58:58]	Erwin Ramstein ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#10971)
[14:01:24]	Erwin Ramstein opened the '' #1176 container.
[14:01:26]	Erwin Ramstein closed the '' #1176 container.
[14:01:26]	Erwin Ramstein opened the '' #1176 container.
[14:01:26]	Erwin Ramstein closed the '' #1176 container.
[14:01:35]	Erwin Ramstein opened the '' #1183 container.
[14:01:36]	Erwin Ramstein closed the '' #1183 container.
[14:01:39]	Erwin Ramstein opened the '' #1257 container.
[14:01:42]	Erwin Ramstein closed the '' #1257 container.
[14:04:18]	Erwin Ramstein has taken 1 damage from worldspawn.
[14:04:19]	Erwin Ramstein has taken 1 damage from worldspawn.
[14:04:20]	Erwin Ramstein has taken 1 damage from worldspawn.
[14:04:21]	Erwin Ramstein has taken 1 damage from worldspawn.
[14:04:22]	Erwin Ramstein has taken 1 damage from worldspawn.
[14:04:22]	Erwin Ramstein has taken 1 damage from worldspawn.
[14:04:23]	Erwin Ramstein has taken 1 damage from worldspawn.
[14:04:24]	Erwin Ramstein has taken 1 damage from worldspawn.
[14:04:24]	Erwin Ramstein ran 'Equip' on item 'Cyclopic Citizen Suit' (#10971)
[14:04:40]	CRABS created the character 'jimmy jhon'
[14:04:40]	jimmy jhon has gained a 'Suitcase' #12263.
[14:04:40]	jimmy jhon has gained a 'Relocation Coupon' #12264.
[14:04:40]	jimmy jhon has gained a 'Green Citizen Suit' #12265.
[14:04:40]	jimmy jhon has gained a 'Citizen Filter' #12266.
[14:04:40]	CRABS loaded the character 'jimmy jhon'
[14:05:04]	Erwin Ramstein opened the '' #1178 container.
[14:05:07]	Erwin Ramstein ran 'ApplySelf' on item 'Bandage' (#12136)
[14:05:08]	Erwin Ramstein ran 'ApplySelf' on item 'Bandage' (#12136)
[14:05:09]	Erwin Ramstein ran 'ApplySelf' on item 'Bandage' (#12136)
[14:05:10]	Erwin Ramstein closed the '' #1178 container.
[14:05:15]	Erwin Ramstein ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#10971)
[14:05:28]	Odin loaded the character 'Cameron Nixon'
[14:05:34]	Cameron Nixon ran 'Equip' on item 'Fingerless Gloves' (#12104)
[14:05:46]	Cameron Nixon ran 'Equip' on item 'Empty Glass Bottle' (#12044)
[14:05:52]	Cameron Nixon has taken 3 damage from npc_fastzombie.
[14:05:52]	Cameron Nixon has taken 3 damage from npc_fastzombie.
[14:05:55]	Cameron Nixon has taken 3 damage from npc_fastzombie.
[14:05:55]	Cameron Nixon has taken 3 damage from npc_fastzombie.
[14:05:56]	Cameron Nixon has taken 3 damage from npc_fastzombie.
[14:06:02]	jimmy jhon ran 'Equip' on item 'Green Citizen Suit' (#12265)
[14:06:02]	Cameron Nixon has gained 10 tokens.
[14:06:05]	jimmy jhon ran 'equip' on item 'Citizen Filter' (#12266)
[14:06:05]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:06:06]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:06:07]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:06:29]	Cameron Nixon has taken 5 damage from npc_headcrab.
[14:06:32]	Cameron Nixon has taken 3 damage from npc_fastzombie.
[14:06:32]	Cameron Nixon has taken 3 damage from npc_fastzombie.
[14:06:35]	Cameron Nixon has taken 5 damage from npc_headcrab.
[14:06:38]	Cameron Nixon ran 'take' on item 'Scrap Metal' (#12186)
[14:06:38]	Cameron Nixon has gained a 'Scrap Metal' #12186.
[14:06:38]	Cameron Nixon has taken 5 damage from npc_headcrab.
[14:06:39]	Cameron Nixon has gained 10 tokens.
[14:06:41]	Cameron Nixon has taken 10 damage from npc_zombie.
[14:06:43]	Cameron Nixon has taken 10 damage from npc_zombie.
[14:06:45]	Cameron Nixon has taken 10 damage from npc_zombie.
[14:06:48]	Cameron Nixon ran 'take' on item 'A Bar of Soap' (#12266)
[14:06:48]	Cameron Nixon has gained a 'A Bar of Soap' #12266.
[14:06:52]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:06:53]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:06:54]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:06:58]	Cameron Nixon opened the '' #1066 container.
[14:07:00]	Cameron Nixon closed the '' #1066 container.
[14:07:17]	Cameron Nixon has taken 10 damage from npc_poisonzombie.
[14:07:18]	Cameron Nixon has taken 10 damage from npc_poisonzombie.
[14:07:22]	Cameron Nixon has taken 10 damage from npc_poisonzombie.
[14:07:28]	Cameron Nixon has taken 10 damage from npc_poisonzombie.
[14:07:33]	Cameron Nixon has taken 10 damage from npc_poisonzombie.
[14:07:38]	Cameron Nixon has taken 10 damage from npc_poisonzombie.
[14:07:40]	Cameron Nixon has taken 10 damage from npc_poisonzombie.
[14:07:41]	Cameron Nixon has taken 10 damage from npc_poisonzombie.
[14:07:45]	Cameron Nixon has gained 20 tokens.
[14:07:47]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:07:48]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:07:49]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:07:49]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:07:51]	Cameron Nixon has taken 3 damage from npc_fastzombie.
[14:07:51]	Cameron Nixon has taken 3 damage from npc_fastzombie.
[14:07:52]	Cameron Nixon has taken 3 damage from npc_fastzombie.
[14:07:52]	Cameron Nixon has taken 3 damage from npc_fastzombie.
[14:07:54]	Cameron Nixon has taken 3 damage from npc_fastzombie.
[14:07:55]	Cameron Nixon has taken 3 damage from npc_fastzombie.
[14:07:55]	Cameron Nixon has taken 3 damage from npc_fastzombie.
[14:07:57]	Cameron Nixon has taken 3 damage from npc_fastzombie.
[14:07:58]	Cameron Nixon has taken 3 damage from npc_fastzombie.
[14:07:58]	Cameron Nixon has taken 3 damage from npc_fastzombie.
[14:08:00]	Cameron Nixon has gained 20 tokens.
[14:08:02]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:08:03]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:08:04]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:08:38]	Cameron Nixon ran 'Eat' on item 'Cooked Headcrab Meat' (#12058)
[14:08:38]	Cameron Nixon ran 'Eat' on item 'Cooked Headcrab Meat' (#12057)
[14:08:39]	Cameron Nixon ran 'Eat' on item 'Cooked Headcrab Meat' (#12059)
[14:08:47]	CRABS (STEAM_0:0:156477293) has disconnected.
[14:08:59]	Cameron Nixon used the 'Shady Salesman' vendor.
[14:09:30]	Cameron Nixon has taken 19 damage from worldspawn.
[14:09:35]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:09:36]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:09:57]	Cameron Nixon has taken 84 damage from worldspawn.
[14:10:01]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
