[02:17:34]	npaynter2 has connected.
[22:36:55]	Riley Suffat used command '/PM anas so did you not see the combat knife or did ou not want it'.
[22:36:55]	Private Emily Brown ran 'take' on item '4.6x30 Rounds' (#20574)
[22:36:55]	Private Emily Brown has gained a '4.6x30 Rounds' #20574.
[22:36:57]	Riley Suffat entered observer.
[22:37:01]	Anastasia Ivanovich used command '/Reply didn't see it'.
[22:37:08]	Anastasia Ivanovich used command '/Reply where?'.
[22:37:09]	Riley Suffat ran 'drop' on item 'Combat Knife' (#20582)
[22:37:09]	Riley Suffat has lost a 'Combat Knife' #20582.
[22:37:11]	Anastasia Ivanovich ran 'take' on item 'Combat Knife' (#20582)
[22:37:11]	Anastasia Ivanovich has gained a 'Combat Knife' #20582.
[22:37:17]	[ME] CCA.C08-QrM.98240: Takes the magnum rounds, placing them into fast reloaders for his revolver.
[22:37:18]	CCA.C08-QrM.98240 ran 'take' on item '.357 Rounds' (#20562)
[22:37:20]	CCA.C08-QrM.98240 ran 'use' on item '.357 Rounds' (#20562)
[22:37:30]	Riley Suffat used command '/PM anas redropped them for ya'.
[22:37:31]	Riley Suffat entered observer.
[22:37:35]	Anastasia Ivanovich used command '/Reply thx'.
[22:37:37]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[22:37:40]	Riley Suffat used command '/PM anas yeye'.
[22:37:48]	[ME] CCA.C08-QrM.98240: Sits back into the car.
[22:37:50]	[ME] Private Emily Brown: climbs into the back
[22:38:00]	CCA.C08-GRID.i1.23710 used command '/adminspawnmenu'.
[22:38:09]	CCA.C08-GRID.i1.23710 has spawned "Crowbar"
[22:38:23]	Kane Davis ran 'take' on item 'Crowbar' (#20583)
[22:38:23]	Kane Davis has gained a 'Crowbar' #20583.
[22:38:26]	[LOOC] CCA.C08-GRID.i1.23710: mr. freeman
[22:38:26]	Kane Davis ran 'Equip' on item 'Crowbar' (#20583)
[22:38:29]	[OOC] Raymon Kalachya: Did we leave GRID somewhere?
[22:38:34]	[LOOC] Kane Davis: hell yes
[22:38:35]	[OOC] Riley Suffat: no he's doing admin stuff
[22:38:40]	[OOC] Raymon Kalachya: Ah okay
[22:38:40]	Riley Suffat exited observer at their location.
[22:38:58]	[Y] Riley Suffat: Hey over here.
[22:39:00]	[Y] Riley Suffat: Hey, over here!
[22:39:02]	[ME] Kane Davis: picks the crowbar up, running his hands across the red paint.
[22:39:05]	Riley Suffat used command '/PM i1 gotcha'.
[22:39:24]	[ME] Private Emily Brown: would pull the helicopter gun or whatever the hell it is out of the back, struggling to holdi t
[22:39:30]	CCA.C08-GRID.i1.23710 exited observer at their location.
[22:39:30]	CCA.C08-GRID.i1.23710 entered observer.
[22:39:31]	[Y] Kane Davis: Who- Who's there!?
[22:39:31]	CCA.C08-GRID.i1.23710 exited observer at their location.
[22:39:32]	CCA.C08-GRID.i1.23710 entered observer.
[22:39:33]	CCA.C08-GRID.i1.23710 exited observer at their location.
[22:39:43]	[ME] Anastasia Ivanovich: helped the woman, just... Picking it up with only a grunt.
[22:39:49]	CCA.C08-GRID.i1.23710 entered observer.
[22:39:52]	CCA.C08-GRID.i1.23710 exited observer at their location.
[22:39:54]	Riley Suffat has spawned a 'Entity [660][entity_tank_editable]'.
[22:40:02]	Riley Suffat entered observer.
[22:40:02]	Riley Suffat exited observer at their location.
[22:40:20]	[ME] Anastasia Ivanovich: put-
[22:40:23]	[OOC] Kane Davis: Can I eat snow ICly to get hydrated?
[22:40:26]	[OOC] CCA.C08-GRID.i1.23710: no
[22:40:27]	[LOOC] CCA.C08-QrM.98240: LMAOI
[22:40:37]	CCA.C08-QrM.98240 has gained 10 tokens.
[22:40:40]	[OOC] CCA.C08-GRID.i1.23710: it takes up too much energy to thaw the snow 
[22:40:53]	[ME] Anastasia Ivanovich: went to put up the Helicopter Gun on top of the Van. She seemed unnaturally suited to carrying unnaturally heavy shit.
[22:41:02]	[ME] Kane Davis: holds his hands up in the air. "Christ.. What the..."
[22:41:05]	[OOC] Riley Suffat: it actually does, that's true, it takes a fuckton of energy to melt and boil water
[22:41:07]	Riley Suffat entered observer.
[22:41:07]	Riley Suffat exited observer at their location.
[22:41:11]	[LOOC] Private Emily Brown: shes stuck
[22:41:13]	[OOC] Riley Suffat: we tested that shit in chemistry and holy fuck
[22:41:15]	[LOOC] Private Emily Brown: nvm
[22:41:22]	Riley Suffat entered observer.
[22:41:23]	Riley Suffat exited observer at their location.
[22:41:24]	Riley Suffat entered observer.
[22:41:25]	Riley Suffat exited observer at their location.
[22:41:26]	Riley Suffat entered observer.
[22:41:26]	[OOC] CCA.C08-GRID.i1.23710: you'd get dehydrated faster
[22:41:26]	Riley Suffat exited observer at their location.
[22:41:27]	Riley Suffat entered observer.
[22:41:27]	Riley Suffat exited observer at their location.
[22:41:38]	[OOC] OTA.C08-ECHO:OHS.69173: I'd recommend getting a chunk of ice 
[22:41:53]	[OOC] Raymon Kalachya: I recommend shoving said ice up your ASS
[22:41:59]	[OOC] CCA.C08-GRID.i1.23710: enema
[22:42:03]	[OOC] Raymon Kalachya: Also mount the gun already please
[22:42:08]	[OOC] OTA.C08-ECHO:OHS.69173: Let's not go there *E**E**E*E**E*E*E*E*
[22:42:17]	[OOC] Riley Suffat: got it, i'll put it on top when we get to the locaiton
[22:42:29]	[OOC] Riley Suffat: icly though it do be up there
[22:42:30]	[OOC] Raymon Kalachya: Why's the car grey now. Power of Christ himself
[22:42:32]	Riley Suffat entered observer.
[22:42:37]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[22:42:46]	Riley Suffat exited observer at their location.
[22:42:49]	[ME] Kane Davis: nods.
[22:42:52]	[Y] Riley Suffat: I'm driving, I know-
[22:43:02]	[OOC] Riley Suffat: do stopsound in console
[22:43:02]	Riley Suffat entered observer.
[22:43:03]	Riley Suffat exited observer at their location.
[22:43:03]	[OOC] CCA.C08-GRID.i1.23710: N O I S E
[22:43:14]	[Y] Riley Suffat: I'm driving, I know where we're going.
[22:43:24]	[LOOC] Private Emily Brown: out the car
[22:43:33]	[LOOC] Raymon Kalachya: Just give me directions. This is more fun
[22:43:58]	Riley Suffat entered observer.
[22:43:59]	[LOOC] Kane Davis: the noooiiiisssseee
[22:44:05]	[LOOC] Riley Suffat: do stopsound in console to stop the noise
[22:44:10]	[ME] Anastasia Ivanovich: looked at the Conscript. Having trouble figuring out what the uniform was.
[22:44:21]	[ME] Private Emily Brown: would look up at the woman
[22:44:23]	Riley Suffat exited observer at their location.
[22:44:24]	Riley Suffat entered observer.
[22:44:36]	Riley Suffat has spawned a 'NPC [244][monster_geneworm]'.
[22:44:38]	Riley Suffat has spawned a 'NPC [660][monster_geneworm]'.
[22:44:58]	Riley Suffat used command '/ToggleRaise'.
[22:45:26]	Anastasia Ivanovich rolled 58 out of 100.
[22:45:26]	Anastasia Ivanovich used command '/Roll'.
[22:45:27]	[Y] Riley Suffat: Not radio tower, I mean the sniper tower.
[22:45:37]	CCA.C08-QrM.98240 has gained 10 tokens.
[22:45:51]	[Y] Riley Suffat: Alright.
[22:45:56]	[Y] Riley Suffat: Get to the river.
[22:45:58]	[ME] Anastasia Ivanovich: was partly sarcastic.
[22:46:10]	[ME] Private Emily Brown: shrugs
[22:46:14]	[LOOC] OTA.C08-ECHO:OHS.69173: dude there is afk *E*
[22:46:19]	Riley Suffat has spawned a 'Weapon [661][weapon_rpg]'.
[22:46:20]	Riley Suffat has spawned a 'Weapon [662][weapon_rpg]'.
[22:46:21]	Riley Suffat has spawned a 'Weapon [663][weapon_rpg]'.
[22:46:21]	Riley Suffat has spawned a 'Weapon [664][weapon_rpg]'.
[22:46:29]	[Y] Raymon Kalachya: IS THAT IT?
[22:46:30]	Riley Suffat has spawned a 'Weapon [690][weapon_frag]'.
[22:46:30]	Riley Suffat has spawned a 'Weapon [764][weapon_frag]'.
[22:46:30]	Riley Suffat has spawned a 'Weapon [766][weapon_frag]'.
[22:46:30]	Riley Suffat has spawned a 'Weapon [891][weapon_frag]'.
[22:46:31]	Riley Suffat has spawned a 'Weapon [892][weapon_frag]'.
[22:46:31]	Riley Suffat has spawned a 'Weapon [893][weapon_frag]'.
[22:46:31]	[Y] OTA.C08-ECHO:OHS.69173: <:: What ist hat. ::>
[22:46:31]	Riley Suffat has spawned a 'Weapon [894][weapon_frag]'.
[22:46:31]	Riley Suffat has spawned a 'Weapon [895][weapon_frag]'.
[22:46:32]	[ME] Kane Davis: jumps out
[22:46:32]	Riley Suffat has spawned a 'Weapon [896][weapon_frag]'.
[22:46:32]	Riley Suffat has spawned a 'Weapon [897][weapon_frag]'.
[22:46:37]	Private Emily Brown used command '/ToggleRaise'.
[22:46:38]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[22:46:39]	[Y] CCA.C08-QrM.98240: <:: I've seen that before! ::>
[22:46:39]	Riley Suffat has spawned a 'Entity [898][item_rpg_round]'.
[22:46:39]	Riley Suffat has spawned a 'Entity [899][item_rpg_round]'.
[22:46:40]	Riley Suffat has spawned a 'Entity [900][item_rpg_round]'.
[22:46:40]	Riley Suffat has spawned a 'Entity [901][item_rpg_round]'.
[22:46:40]	Riley Suffat has spawned a 'Entity [902][item_rpg_round]'.
[22:46:41]	Riley Suffat has spawned a 'Entity [903][item_rpg_round]'.
[22:46:41]	Riley Suffat has spawned a 'Entity [904][item_rpg_round]'.
[22:46:44]	Anastasia Ivanovich rolled 0 out of 100.
[22:46:44]	Anastasia Ivanovich used command '/Roll'.
[22:46:49]	[ME] Anastasia Ivanovich: has no clue what that shit is
[22:46:49]	Riley Suffat has spawned 'models/romka/romka_combine_soldier.mdl'.
[22:46:49]	[OOC] Raymon Kalachya: Spawn gun
[22:46:59]	Private Emily Brown used command '/ToggleRaise'.
[22:47:04]	[OOC] Riley Suffat: okay one second
[22:47:09]	[Y] Raymon Kalachya: Straight from the depths of hell!
[22:47:19]	[OOC] Riley Suffat: give me a sec
[22:47:25]	Riley Suffat has spawned 'models/romka/romka_combine_soldier.mdl'.
[22:47:27]	Riley Suffat has spawned 'models/romka/romka_combine_soldier.mdl'.
[22:47:28]	Riley Suffat has spawned 'models/romka/romka_combine_soldier.mdl'.
[22:47:37]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[22:47:39]	[LOOC] Private Emily Brown: its ontop of the car
[22:47:40]	Riley Suffat has spawned a 'NPC [909][npc_combine_s]'.
[22:47:43]	[LOOC] Private Emily Brown: attached right
[22:47:46]	Riley Suffat has spawned a 'NPC [925][npc_combine_s]'.
[22:47:48]	Riley Suffat has spawned a 'NPC [930][npc_combine_s]'.
[22:47:54]	[OOC] OTA.C08-ECHO:OHS.69173: void those rockets?
[22:47:56]	Riley Suffat used command '/ToggleRaise'.
[22:47:57]	[OOC] Riley Suffat: no
[22:48:04]	Private Emily Brown used command '/ToggleRaise'.
[22:48:08]	Riley Suffat used command '/ToggleRaise'.
[22:48:24]	[ME] Anastasia Ivanovich: charges with a shovel
[22:48:35]	[LOOC] Raymon Kalachya: Can you weld it to the car
[22:48:45]	[LOOC] Riley Suffat: i can try
[22:48:56]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[22:49:01]	[Y] OTA.C08-ECHO:OHS.69173: <:: We're doing nothing! Where is that gun we got? ::>
[22:49:05]	[Y] Anastasia Ivanovich: Looks like you're not harming it. I have a better idea-
[22:49:23]	Riley Suffat has spawned a 'NPC [909][monster_shocktrooper]'.
[22:49:23]	Riley Suffat has spawned a 'NPC [917][monster_shocktrooper]'.
[22:49:24]	Riley Suffat has spawned a 'NPC [913][monster_shocktrooper]'.
[22:49:28]	Riley Suffat has spawned a 'Entity [960][pfx8_03]'.
[22:49:30]	[ME] Private Emily Brown: clambers into the front seat, holding on
[22:49:34]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:49:35]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:49:35]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:49:35]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:49:36]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:49:36]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:49:41]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:49:42]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:49:42]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:49:43]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:49:45]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:49:45]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:49:48]	[Y] Anastasia Ivanovich: Why don't we ram t-
[22:49:50]	CCA.C08-QrM.98240 has taken 6 damage from monster_shocktrooper.
[22:49:51]	CCA.C08-QrM.98240 has taken 6 damage from monster_shocktrooper.
[22:49:51]	CCA.C08-GRID.i1.23710 entered observer.
[22:49:51]	Kane Davis has taken 5 damage from worldspawn.
[22:49:52]	CCA.C08-GRID.i1.23710 exited observer at their location.
[22:49:53]	[Y] Raymon Kalachya: LIGHT EM UP!
[22:49:54]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:49:54]	Private Emily Brown has taken 70 damage from monster_shocktrooper.
[22:49:55]	Private Emily Brown used command '/ToggleRaise'.
[22:49:56]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:49:56]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:49:57]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:50:02]	OTA.C08-ECHO:OHS.69173 has taken 12 damage from monster_shockroach.
[22:50:04]	[Y] CCA.C08-QrM.98240: <:: Fire! ::>
[22:50:05]	OTA.C08-ECHO:OHS.69173 has taken 12 damage from monster_shockroach.
[22:50:06]	OTA.C08-ECHO:OHS.69173 has taken 12 damage from monster_shockroach.
[22:50:07]	CCA.C08-GRID.i1.23710 entered observer.
[22:50:07]	Riley Suffat has spawned a 'NPC [916][monster_shocktrooper]'.
[22:50:08]	CCA.C08-GRID.i1.23710 exited observer at their location.
[22:50:08]	Riley Suffat has spawned a 'NPC [909][monster_shocktrooper]'.
[22:50:08]	CCA.C08-QrM.98240 has taken 6 damage from monster_shocktrooper.
[22:50:09]	CCA.C08-QrM.98240 has taken 6 damage from monster_shocktrooper.
[22:50:09]	CCA.C08-QrM.98240 has taken 6 damage from monster_shocktrooper.
[22:50:09]	Riley Suffat has spawned a 'NPC [936][monster_shocktrooper]'.
[22:50:09]	CCA.C08-GRID.i1.23710 entered observer.
[22:50:10]	CCA.C08-QrM.98240 has taken 5 damage from worldspawn.
[22:50:10]	CCA.C08-QrM.98240 has taken 2 damage from worldspawn.
[22:50:11]	Riley Suffat has spawned a 'Entity [921][pfx8_03]'.
[22:50:12]	Kane Davis has taken 6 damage from monster_shocktrooper.
[22:50:12]	Kane Davis has taken 6 damage from monster_shocktrooper.
[22:50:12]	Kane Davis has taken 6 damage from monster_shocktrooper.
[22:50:13]	Kane Davis has taken 6 damage from monster_shocktrooper.
[22:50:13]	Kane Davis has taken 6 damage from monster_shocktrooper.
[22:50:14]	Kane Davis has taken 6 damage from monster_shocktrooper.
[22:50:14]	Kane Davis has taken 6 damage from monster_shocktrooper.
[22:50:15]	Anastasia Ivanovich has taken 6 damage from monster_shocktrooper.
[22:50:15]	Kane Davis has taken 6 damage from monster_shocktrooper.
[22:50:15]	[Y] OTA.C08-ECHO:OHS.69173: <:: Watch it! ::>
[22:50:16]	CCA.C08-GRID.i1.23710 exited observer at their location.
[22:50:19]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[22:50:23]	Anastasia Ivanovich has taken 12 damage from monster_shockroach.
[22:50:31]	[Y] CCA.C08-QrM.98240: <:: Shoot the worm! ::>
[22:50:37]	CCA.C08-QrM.98240 has gained 10 tokens.
[22:50:42]	[Y] Anastasia Ivanovich: We need to blow up the worm.
[22:50:43]	[Y] Private Emily Brown: AIM FOR THE EYES OR SOMETHING!
[22:50:46]	Riley Suffat used command '/Event You notice some rocket launchers were being fired at the worm. Maybe that'll help.'.
[22:50:46]	[Y] Private Emily Brown: WEAK POINTS!
[22:50:47]	[Y] Raymon Kalachya: URA URA URA!
[22:50:55]	Riley Suffat used command '/Event Maybe there are some more?'.
[22:50:56]	[Y] Private Emily Brown: ANYONE  GOT EXPLOSIVES?
[22:51:00]	Private Emily Brown used command '/ToggleRaise'.
[22:51:00]	[Y] Anastasia Ivanovich: Nyet.
[22:51:06]	[Y] Raymon Kalachya: HE LOOKS PISSED.
[22:51:13]	Private Emily Brown used command '/Radio ROCKETS DOWN HERE'.
[22:51:15]	CCA.C08-GRID.i1.23710 entered observer.
[22:51:20]	Private Emily Brown used command '/ToggleRaise'.
[22:51:22]	CCA.C08-GRID.i1.23710 exited observer at their location.
[22:51:25]	Anastasia Ivanovich has taken 15 damage from monster_geneworm.
[22:51:25]	Anastasia Ivanovich has taken 15 damage from monster_geneworm.
[22:51:25]	Anastasia Ivanovich has taken 15 damage from monster_geneworm.
[22:51:27]	[ME] Private Emily Brown: FIRES A ROCKET 
[22:51:33]	[ME] Anastasia Ivanovich: fires
[22:51:39]	Riley Suffat used command '/Event The creature reacts far better to the rockets. It's in pain. But the bullets help too.'.
[22:51:40]	[Y] Raymon Kalachya: COME ON! WE GOT THIS!
[22:51:41]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:51:41]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:51:41]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:51:42]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:51:42]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:51:45]	OTA.C08-ECHO:OHS.69173 has taken 12 damage from monster_shockroach.
[22:51:58]	[Y] Raymon Kalachya: AIM FOR THE MOUTH!
[22:52:02]	Riley Suffat has spawned a 'NPC [1009][monster_shocktrooper]'.
[22:52:03]	Anastasia Ivanovich has taken 6 damage from monster_shocktrooper.
[22:52:03]	Anastasia Ivanovich has taken 6 damage from monster_shocktrooper.
[22:52:04]	Riley Suffat has spawned a 'NPC [957][monster_shocktrooper]'.
[22:52:04]	Anastasia Ivanovich has taken 6 damage from monster_shocktrooper.
[22:52:04]	Anastasia Ivanovich has taken 6 damage from monster_shocktrooper.
[22:52:05]	Anastasia Ivanovich has taken 6 damage from monster_shocktrooper.
[22:52:05]	Riley Suffat has spawned a 'NPC [914][monster_shocktrooper]'.
[22:52:05]	Anastasia Ivanovich has taken 6 damage from monster_shocktrooper.
[22:52:05]	Anastasia Ivanovich has taken 6 damage from monster_shocktrooper.
[22:52:06]	Riley Suffat has spawned a 'NPC [935][monster_pitdrone]'.
[22:52:06]	Anastasia Ivanovich has taken 6 damage from monster_shocktrooper.
[22:52:07]	Private Emily Brown used command '/ToggleRaise'.
[22:52:07]	CCA.C08-QrM.98240 has taken 6 damage from monster_shocktrooper.
[22:52:07]	CCA.C08-QrM.98240 has taken 6 damage from monster_shocktrooper.
[22:52:08]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:52:08]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:52:08]	Riley Suffat has spawned a 'NPC [952][monster_alien_voltigore]'.
[22:52:09]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:52:09]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:52:10]	Riley Suffat has spawned a 'NPC [1002][monster_shocktrooper]'.
[22:52:11]	Riley Suffat has spawned a 'NPC [975][monster_shocktrooper]'.
[22:52:11]	Raymon Kalachya has taken 6 damage from monster_shocktrooper.
[22:52:11]	Raymon Kalachya has taken 6 damage from monster_shocktrooper.
[22:52:11]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:52:11]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:52:11]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:52:12]	Raymon Kalachya has taken 6 damage from monster_shocktrooper.
[22:52:12]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:52:12]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:52:12]	Raymon Kalachya has taken 6 damage from monster_shocktrooper.
[22:52:12]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:52:12]	Private Emily Brown has taken 5 damage from monster_pitdrone.
[22:52:12]	Private Emily Brown has taken 8 damage from monster_pitdrone.
[22:52:12]	Private Emily Brown has taken 7 damage from monster_pitdrone.
[22:52:12]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:52:12]	Raymon Kalachya has taken 6 damage from monster_shocktrooper.
[22:52:13]	Raymon Kalachya has taken 6 damage from monster_shocktrooper.
[22:52:13]	Raymon Kalachya has taken 6 damage from monster_shocktrooper.
[22:52:14]	Raymon Kalachya has taken 6 damage from monster_shocktrooper.
[22:52:14]	Anastasia Ivanovich has taken 6 damage from monster_shocktrooper.
[22:52:14]	Raymon Kalachya has taken 6 damage from monster_shocktrooper.
[22:52:14]	Anastasia Ivanovich has taken 6 damage from monster_shocktrooper.
[22:52:14]	Raymon Kalachya has taken 6 damage from monster_shocktrooper.
[22:52:15]	Anastasia Ivanovich has taken 6 damage from monster_shocktrooper.
[22:52:15]	CCA.C08-GRID.i1.23710 has taken 115 damage from worldspawn.
[22:52:15]	Raymon Kalachya has taken 114 damage from worldspawn.
[22:52:15]	Kane Davis has taken 147 damage from worldspawn.
[22:52:16]	Raymon Kalachya has taken 6 damage from monster_shocktrooper.
[22:52:16]	CCA.C08-GRID.i1.23710 has taken 6 damage from monster_shocktrooper.
[22:52:17]	CCA.C08-GRID.i1.23710 has taken 6 damage from monster_shocktrooper.
[22:52:17]	Raymon Kalachya has taken 6 damage from monster_shocktrooper.
[22:52:17]	CCA.C08-GRID.i1.23710 has taken 6 damage from monster_shocktrooper.
[22:52:18]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:52:18]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:52:19]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:52:20]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[22:52:21]	CCA.C08-QrM.98240 has taken 6 damage from monster_shocktrooper.
[22:52:22]	CCA.C08-QrM.98240 has taken 6 damage from monster_shocktrooper.
[22:52:22]	CCA.C08-QrM.98240 has taken 6 damage from monster_shocktrooper.
[22:52:23]	CCA.C08-QrM.98240 has taken 6 damage from monster_shocktrooper.
[22:52:23]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:52:24]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:52:24]	Anastasia Ivanovich has taken 12 damage from monster_shockroach.
[22:52:24]	Anastasia Ivanovich has taken 6 damage from monster_shocktrooper.
[22:52:25]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:52:25]	Anastasia Ivanovich has taken 6 damage from monster_shocktrooper.
[22:52:25]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:52:25]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:52:25]	[OOC] Raymon Kalachya: That was unnecessary asshole
[22:52:25]	Anastasia Ivanovich has taken 6 damage from monster_shocktrooper.
[22:52:26]	Anastasia Ivanovich has taken 6 damage from monster_shocktrooper.
[22:52:26]	Anastasia Ivanovich has taken 6 damage from monster_shocktrooper.
[22:52:26]	CCA.C08-GRID.i1.23710 has taken 6 damage from monster_shocktrooper.
[22:52:27]	Anastasia Ivanovich has taken 6 damage from monster_shocktrooper.
[22:52:27]	Private Emily Brown has taken 15 damage from monster_geneworm.
[22:52:27]	Private Emily Brown has taken 15 damage from monster_geneworm.
[22:52:27]	Private Emily Brown has taken 15 damage from monster_geneworm.
[22:52:27]	CCA.C08-GRID.i1.23710 has taken 6 damage from monster_shocktrooper.
[22:52:27]	Anastasia Ivanovich has taken 6 damage from monster_shocktrooper.
[22:52:27]	Private Emily Brown has taken 15 damage from monster_geneworm.
[22:52:28]	Private Emily Brown has taken 15 damage from monster_geneworm.
[22:52:28]	CCA.C08-GRID.i1.23710 has taken 6 damage from monster_shocktrooper.
[22:52:28]	CCA.C08-GRID.i1.23710 has taken 6 damage from monster_shocktrooper.
[22:52:29]	CCA.C08-GRID.i1.23710 has taken 6 damage from monster_shocktrooper.
[22:52:29]	CCA.C08-GRID.i1.23710 has taken 6 damage from monster_shocktrooper.
[22:52:30]	CCA.C08-GRID.i1.23710 has taken 6 damage from monster_shocktrooper.
[22:52:30]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:52:30]	Raymon Kalachya has taken 6 damage from monster_shocktrooper.
[22:52:30]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:52:30]	Raymon Kalachya has taken 6 damage from monster_shocktrooper.
[22:52:31]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:52:31]	Raymon Kalachya has taken 6 damage from monster_shocktrooper.
[22:52:31]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:52:31]	Riley Suffat has spawned a 'Entity [362][item_rpg_round]'.
[22:52:31]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:52:32]	Riley Suffat has spawned a 'Entity [367][item_rpg_round]'.
[22:52:32]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:52:32]	Anastasia Ivanovich has taken 6 damage from monster_shocktrooper.
[22:52:32]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:52:32]	Riley Suffat has spawned a 'Entity [902][item_rpg_round]'.
[22:52:32]	Private Emily Brown has taken 15 damage from monster_geneworm.
[22:52:33]	Private Emily Brown has taken 15 damage from monster_geneworm.
[22:52:33]	Anastasia Ivanovich has taken 6 damage from monster_shocktrooper.
[22:52:33]	Private Emily Brown has taken 15 damage from monster_geneworm.
[22:52:33]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:52:33]	Private Emily Brown has taken 15 damage from monster_geneworm.
[22:52:33]	Private Emily Brown has taken 15 damage from monster_geneworm.
[22:52:33]	Private Emily Brown has taken 15 damage from monster_geneworm.
[22:52:33]	Private Emily Brown has taken 15 damage from monster_geneworm.
[22:52:33]	Private Emily Brown has taken 15 damage from monster_geneworm.
[22:52:33]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:52:33]	Private Emily Brown has taken 15 damage from monster_geneworm.
[22:52:33]	Riley Suffat has spawned a 'Entity [933][item_rpg_round]'.
[22:52:33]	CCA.C08-GRID.i1.23710 has taken 6 damage from monster_shocktrooper.
[22:52:33]	Private Emily Brown has taken 15 damage from monster_geneworm.
[22:52:33]	Private Emily Brown has taken 15 damage from monster_geneworm.
[22:52:34]	Private Emily Brown has taken 15 damage from monster_geneworm.
[22:52:34]	Private Emily Brown has taken 15 damage from monster_geneworm.
[22:52:34]	Private Emily Brown has taken 15 damage from monster_geneworm.
[22:52:34]	Private Emily Brown has taken 15 damage from monster_geneworm.
[22:52:34]	Private Emily Brown has taken 15 damage from monster_geneworm.
[22:52:34]	Riley Suffat has spawned a 'Entity [965][item_rpg_round]'.
[22:52:34]	Private Emily Brown has taken 15 damage from monster_geneworm.
[22:52:34]	Private Emily Brown has taken 15 damage from monster_geneworm.
[22:52:34]	CCA.C08-GRID.i1.23710 has taken 6 damage from monster_shocktrooper.
[22:52:34]	Private Emily Brown has taken 15 damage from monster_geneworm.
[22:52:34]	Private Emily Brown has taken 15 damage from monster_geneworm.
