[01:34:55]	Mr.Ganar has connected.
[21:14:28]	[OOC] CCA.C17-UNION.i5.03672: what did you just say?
[21:14:37]	[OOC] CCA.C17-UNION.i5.03672: holy shit
[21:14:43]	[OOC] CCA.C17-UNION.i5.03672: i cannot wait to proccess that man
[21:14:45]	CCA.C17-GRID.i3.08313 has spawned 'models/props_warehouse/toolbox.mdl'.
[21:14:50]	[OOC] CCA.C17-UNION.i5.03672: im gonna yell at drd to get on
[21:14:59]	CCA.C17-GRID.i3.08313 has spawned 'models/props_equipment/sleeping_bag1.mdl'.
[21:15:04]	CCA.C17-GRID.i3.08313 entered observer.
[21:15:05]	CCA.C17-GRID.i3.08313 exited observer at their location.
[21:15:10]	CCA.C17-GRID.i3.08313 entered observer.
[21:15:14]	CCA.C17-GRID.i3.08313 exited observer at their location.
[21:15:18]	CCA.C17-GRID.i3.08313 has spawned 'models/props_wasteland/kitchen_counter001d.mdl'.
[21:15:29]	CCA.C17-GRID.i3.08313 has spawned 'models/props_unique/spawn_apartment/coffeeammo.mdl'.
[21:15:32]	CCA.C17-GRID.i3.08313 entered observer.
[21:15:37]	CCA.C17-GRID.i3.08313 exited observer at their location.
[21:15:41]	[LOOC] CCA.C17-GRID.i3.08313: i gave 98240 a nervous brekadowb
[21:15:49]	[LOOC] CCA.C17-QrM.98240: none of this is IC before GRID fucks me 
[21:15:59]	[OOC] CCA.C17-UNION.i5.03672: bro is getting put on mop duty
[21:16:18]	[LOOC] CCA.C17-UNION.i5.03672: L
[21:16:18]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[21:16:18]	CCA.C17-UNION.i5.03672 has gained 10 tokens.
[21:16:31]	[Y] CCA.C17-GRID.i3.08313: <:: THEN WHY IS THERE 5.56 IN THERE YOU FUCKING IDIOT. ::>
[21:16:36]	[Y] CCA.C17-QrM.98240: <:: GOOD QUESTION. ::>
[21:16:41]	[Y] CCA.C17-QrM.98240: <:: WE DON'T USE RIFLES. ::>
[21:16:42]	[Y] CCA.C17-GRID.i3.08313: <:: FUCKING SORT IT, I AM YOUR SUPERIOR. ::>
[21:16:46]	[ME] CCA.C17-UNION.i5.03672: would witness his first argument in the cca
[21:16:57]	[Y] CCA.C17-QrM.98240: <:: YOU LITERALLY AREN'T, ONLY I1S AND ABOVE. ::>
[21:17:07]	CCA.C17-QrM.98240 has gained 10 tokens.
[21:17:09]	[Y] CCA.C17-GRID.i3.08313: <:: YOU DON'T EVEN HAVE A DEFINED PLACE IN THE HIERARCHY. ::>
[21:17:21]	[Y] CCA.C17-GRID.i3.08313: <:: NOW TAKE MY ORDER YOU FUCKING NEGATIVE DVL. ::>
[21:17:24]	CCA.C17-GRID.i3.08313 entered observer.
[21:17:26]	CCA.C17-GRID.i3.08313 exited observer at their location.
[21:17:27]	John Fortnite Kennedy has connected.
[21:17:29]	[Y] CCA.C17-QrM.98240: <:: IT IS CLEARLY STATED ONLY INTENTION ONES AND ABOVE CAN SAY SHIT TO ME. ::>
[21:17:34]	[Y] CCA.C17-QrM.98240: <:: AND WHY DO WE HAVE RIFLE AMMO IN HERE. ::>
[21:17:37]	CCA.C17-GRID.i3.08313 used command '/CharFallOver 0.01'.
[21:17:38]	[Y] CCA.C17-QrM.98240: <:: WHERE DID WE GET IT. ::>
[21:17:42]	CCA.C17-GRID.i3.08313 used command '/CharFallOver 0.01'.
[21:17:47]	CCA.C17-GRID.i3.08313 used command '/ToggleRaise'.
[21:17:53]	CCA.C17-GRID.i3.08313 used command '/CharFallOver 0.01'.
[21:17:56]	[OOC] CCA.C17-UNION.i5.03672: give flags
[21:18:04]	CCA.C17-GRID.i3.08313 used command '/CharFallOver 0.01'.
[21:18:08]	CCA.C17-GRID.i3.08313 used command '/CharFallOver 0.01'.
[21:18:10]	[OOC] CCA.C17-QrM.98240: that argument was actually reasonable lmao 
[21:18:14]	CCA.C17-GRID.i3.08313 used command '/CharFallOver 0.01'.
[21:18:19]	CCA.C17-GRID.i3.08313 used command '/CharFallOver 0.01'.
[21:18:24]	[OOC] CCA.C17-QrM.98240: "QrM, sort this ammo" *looks in the can* "WHY IS THERE FUCKING RIFLE AMMO HERE"
[21:18:30]	CCA.C17-GRID.i3.08313 used command '/CharFallOver 0.01'.
[21:18:36]	[OOC] CCA.C17-GRID.i3.08313: he looks in and there's .50 bmg
[21:18:37]	[OOC] CCA.C17-GRID.i3.08313: and like
[21:18:41]	[OOC] CCA.C17-GRID.i3.08313: .22
[21:18:45]	[OOC] CCA.C17-UNION.i5.03672: normalize platonically telling your bros they look submissive and breedable
[21:18:45]	CCA.C17-GRID.i3.08313 used command '/CharFallOver 0.01'.
[21:18:50]	[OOC] CCA.C17-QrM.98240: Literally none of the three different ammunitions we use 
[21:18:50]	[OOC] CCA.C17-GRID.i3.08313: stop
[21:18:53]	CCA.C17-GRID.i3.08313 used command '/CharFallOver 0.01'.
[21:18:57]	[OOC] CCA.C17-GRID.i3.08313: there's ratshot in there
[21:19:00]	[OOC] CCA.C17-QrM.98240: LMAO 
[21:19:06]	[OOC] CCA.C17-UNION.i5.03672: qrm is a rat so
[21:19:07]	[OOC] CCA.C17-UNION.i5.03672: fits
[21:19:08]	CCA.C17-GRID.i3.08313 used command '/CharFallOver 0.01'.
[21:19:13]	[OOC] CCA.C17-QrM.98240: fuck you, QrM is a giga chad 
[21:19:19]	CCA.C17-GRID.i3.08313 entered observer.
[21:19:23]	CCA.C17-GRID.i3.08313 exited observer at their location.
[21:19:29]	CCA.C17-UNION.i5.03672 ran 'Equip' on item 'USP Match' (#24575)
[21:19:30]	CCA.C17-GRID.i3.08313 used command '/CharFallOver 0.01'.
[21:19:33]	CCA.C17-GRID.i3.08313 used command '/CharFallOver 0.01'.
[21:19:36]	CCA.C17-GRID.i3.08313 used command '/CharFallOver 0.01'.
[21:19:47]	CCA.C17-UNION.i5.03672 has taken 75 damage from CCA.C17-QrM.98240.
[21:19:48]	CCA.C17-UNION.i5.03672 has taken 75 damage from CCA.C17-QrM.98240.
[21:19:48]	CCA.C17-QrM.98240 has killed CCA.C17-UNION.i5.03672 with weapon_357.
[21:19:49]	CCA.C17-GRID.i3.08313 used command '/CharFallOver 0.01'.
[21:19:50]	[LOOC] CCA.C17-UNION.i5.03672: mf
[21:19:56]	CCA.C17-GRID.i3.08313 used command '/ToggleRaise'.
[21:20:00]	[ME] CCA.C17-QrM.98240: sniffles 
[21:20:03]	CCA.C17-UNION.i5.03672 ran 'Equip' on item 'USP Match' (#24575)
[21:20:04]	CCA.C17-GRID.i3.08313 has spawned 'models/police_nemez.mdl'.
[21:20:04]	CCA.C17-UNION.i5.03672 ran 'use' on item '9mm Pistol Magazine' (#28228)
[21:20:07]	CCA.C17-QrM.98240 has taken 12 damage from CCA.C17-UNION.i5.03672.
[21:20:08]	CCA.C17-QrM.98240 has taken 12 damage from CCA.C17-UNION.i5.03672.
[21:20:09]	CCA.C17-QrM.98240 has taken 12 damage from CCA.C17-UNION.i5.03672.
[21:20:09]	CCA.C17-QrM.98240 has taken 12 damage from CCA.C17-UNION.i5.03672.
[21:20:10]	CCA.C17-QrM.98240 has taken 12 damage from CCA.C17-UNION.i5.03672.
[21:20:10]	CCA.C17-QrM.98240 has taken 75 damage from CCA.C17-GRID.i3.08313.
[21:20:10]	CCA.C17-GRID.i3.08313 has killed CCA.C17-QrM.98240 with weapon_357.
[21:20:11]	CCA.C17-GRID.i3.08313 has taken 12 damage from CCA.C17-UNION.i5.03672.
[21:20:11]	CCA.C17-UNION.i5.03672 has taken 75 damage from CCA.C17-GRID.i3.08313.
[21:20:12]	CCA.C17-UNION.i5.03672 has taken 75 damage from CCA.C17-GRID.i3.08313.
[21:20:12]	CCA.C17-GRID.i3.08313 has killed CCA.C17-UNION.i5.03672 with weapon_357.
[21:20:12]	[OOC] CCA.C17-QrM.98240: AGH 
[21:20:17]	[OOC] CCA.C17-QrM.98240: LMAO 
[21:20:29]	CCA.C17-QrM.98240 has taken 75 damage from CCA.C17-GRID.i3.08313.
[21:20:32]	CCA.C17-QrM.98240 has taken 75 damage from CCA.C17-GRID.i3.08313.
[21:20:32]	CCA.C17-GRID.i3.08313 has killed CCA.C17-QrM.98240 with weapon_357.
[21:20:33]	[OOC] CCA.C17-UNION.i5.03672: i need stun stick ammo
[21:20:35]	[OOC] CCA.C17-QrM.98240: mf 
[21:20:42]	Jamal Harris has gained a 'Green Citizen Suit' #28233.
[21:20:42]	Jamal Harris has gained a 'Citizen Filter' #28234.
[21:20:42]	John Fortnite Kennedy created the character 'Jamal Harris'
[21:20:42]	Jamal Harris has gained a 'Suitcase' #28235.
[21:20:42]	Jamal Harris has gained a 'Relocation Coupon' #28236.
[21:20:42]	John Fortnite Kennedy loaded the character 'Jamal Harris'
[21:20:45]	Jamal Harris has taken 1 damage from worldspawn.
[21:20:46]	Jamal Harris has taken 1 damage from worldspawn.
[21:20:47]	Jamal Harris has taken 1 damage from worldspawn.
[21:20:48]	Jamal Harris has taken 1 damage from worldspawn.
[21:20:48]	Jamal Harris has taken 1 damage from worldspawn.
[21:20:49]	Jamal Harris has taken 1 damage from worldspawn.
[21:20:50]	matt saton (STEAM_0:1:53097688) has disconnected (timed out).
[21:20:50]	Jamal Harris has taken 1 damage from worldspawn.
[21:20:51]	Jamal Harris has taken 1 damage from worldspawn.
[21:20:51]	Jamal Harris has taken 1 damage from worldspawn.
[21:20:52]	Jamal Harris has taken 1 damage from worldspawn.
[21:20:52]	[LOOC] CCA.C17-UNION.i5.03672: L
[21:20:53]	Jamal Harris has taken 1 damage from worldspawn.
[21:20:54]	Jamal Harris has taken 1 damage from worldspawn.
[21:20:54]	[Y] CCA.C17-QrM.98240: <:: I WILL SKIN YOU ALIVE. ::>
[21:20:54]	Jamal Harris ran 'Equip' on item 'Green Citizen Suit' (#28233)
[21:20:55]	Jamal Harris has taken 1 damage from worldspawn.
[21:20:55]	Jamal Harris has taken 1 damage from worldspawn.
[21:20:56]	Jamal Harris has taken 1 damage from worldspawn.
[21:20:57]	Jamal Harris has taken 1 damage from worldspawn.
[21:20:57]	Jamal Harris has taken 1 damage from worldspawn.
[21:20:58]	[LOOC] CCA.C17-UNION.i5.03672: go help jamal
[21:20:58]	Jamal Harris ran 'equip' on item 'Citizen Filter' (#28234)
[21:20:59]	[LOOC] CCA.C17-UNION.i5.03672: LMAO
[21:21:04]	CCA.C17-UNION.i5.03672 has taken 5 damage from CCA.C17-QrM.98240.
[21:21:04]	[LOOC] CCA.C17-UNION.i5.03672: JAMAL HARRIS
[21:21:04]	CCA.C17-UNION.i5.03672 has taken 5 damage from CCA.C17-QrM.98240.
[21:21:05]	CCA.C17-UNION.i5.03672 has taken 5 damage from CCA.C17-QrM.98240.
[21:21:07]	[LOOC] CCA.C17-UNION.i5.03672: GO HELP HIM
[21:21:10]	CCA.C17-UNION.i5.03672 used command '/CharGetUp'.
[21:21:11]	CCA.C17-UNION.i5.03672 used command '/CharGetUp'.
[21:21:16]	[OOC] CCA.C17-UNION.i5.03672: Im coming jamal
[21:21:17]	CCA.C17-UNION.i5.03672 used command '/CharGetUp'.
[21:21:17]	CCA.C17-UNION.i5.03672 has taken 500 damage from prop_ragdoll.
[21:21:17]	prop_ragdoll has killed CCA.C17-UNION.i5.03672.
[21:21:18]	CCA.C17-UNION.i5.03672 has gained 10 tokens.
[21:21:20]	[OOC] Jamal Harris: OK
[21:21:21]	FB|| light ROOM (STEAM_0:1:17219621) has disconnected.
[21:21:49]	Chicken (STEAM_0:0:143523274) has disconnected.
[21:22:18]	Jamal Harris ran 'EquipUn' on item 'Green Citizen Suit' (#28233)
[21:22:23]	Jamal Harris ran 'Equip' on item 'Green Citizen Suit' (#28233)
[21:22:25]	Jamal Harris used command '/CharFallOver 0'.
[21:22:28]	Jamal Harris used command '/CharFallOver 0'.
[21:22:32]	Jamal Harris used command '/CharFallOver 0'.
[21:22:35]	Jamal Harris used command '/CharFallOver 0'.
[21:23:06]	Jamal Harris ran 'View' on item 'Paper' (#26647)
[21:23:59]	Jamal Harris ran 'View' on item 'Paper' (#24266)
[21:24:15]	Jamal Harris used command '/CharFallOver 0'.
[21:24:23]	Jamal Harris used command '/CharFallOver 0'.
[21:24:24]	Jamal Harris used command '/CharGetUp'.
[21:24:44]	John Fortnite Kennedy (STEAM_0:0:702368369) has disconnected.
[21:30:07]	matt saton has connected.
[21:32:13]	matt saton loaded the character 'CCA.C17-GRID.i3.08313'
[21:52:16]	CCA.C17-GRID.i3.08313 entered observer.
[21:54:04]	CCA.C17-GRID.i3.08313 exited observer at their location.
[21:54:08]	CCA.C17-GRID.i3.08313 entered observer.
[21:54:40]	CCA.C17-GRID.i3.08313 exited observer at their location.
[21:55:03]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/trashcluster01a.mdl'.
[21:55:06]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/vent001.mdl'.
[21:55:12]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/plasticcrate01a.mdl'.
[21:55:21]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/rock001a.mdl'.
[21:55:29]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/shoe001a.mdl'.
[21:55:37]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/trafficcone001a.mdl'.
[21:55:42]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/popcan01a.mdl'.
[21:55:46]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/plasticcrate01a.mdl'.
[21:56:56]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/watermelon01_chunk01b.mdl'.
[21:57:12]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/watermelon01_chunk01c.mdl'.
[21:57:13]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[21:57:14]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/watermelon01_chunk01a.mdl'.
[21:57:19]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/watermelon01_chunk01b.mdl'.
[21:57:53]	CCA.C17-GRID.i3.08313 entered observer.
[21:57:54]	CCA.C17-GRID.i3.08313 exited observer at their location.
[21:57:56]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/vent001_chunk4.mdl'.
[21:57:58]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/terracotta01.mdl'.
[21:58:01]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/terracotta01.mdl'.
[21:58:04]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/shovel01a.mdl'.
[21:58:06]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/terracotta01.mdl'.
[21:58:07]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/terracotta01.mdl'.
[21:58:10]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/terracotta01.mdl'.
[21:58:11]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/terracotta01.mdl'.
[21:58:12]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/terracotta01.mdl'.
[21:58:13]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/terracotta01.mdl'.
[21:58:14]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/terracotta01.mdl'.
[21:58:16]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/terracotta01.mdl'.
[21:58:17]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/terracotta01.mdl'.
[21:59:02]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/terracotta01.mdl'.
[21:59:03]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/terracotta01.mdl'.
[21:59:04]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/terracotta01.mdl'.
[21:59:05]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/terracotta01.mdl'.
[21:59:06]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/terracotta01.mdl'.
[21:59:08]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/vent001_chunk1.mdl'.
[21:59:09]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/terracotta01.mdl'.
[21:59:10]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/terracotta01.mdl'.
[21:59:12]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/terracotta01.mdl'.
[21:59:13]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/terracotta01.mdl'.
[21:59:15]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/terracotta01.mdl'.
[21:59:16]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/terracotta01.mdl'.
[21:59:17]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/terracotta01.mdl'.
[21:59:18]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/vent001_chunk7.mdl'.
[21:59:19]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/watermelon01.mdl'.
[22:00:28]	CCA.C17-GRID.i3.08313 entered observer.
[22:00:46]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/trafficcone001a.mdl'.
[22:00:48]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/sawblade001a.mdl'.
[22:00:49]	CCA.C17-GRID.i3.08313 exited observer at their location.
[22:00:50]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/sawblade001a.mdl'.
[22:00:52]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/sawblade001a.mdl'.
[22:01:02]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/sawblade001a.mdl'.
[22:01:08]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/sawblade001a.mdl'.
[22:01:17]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/sawblade001a.mdl'.
[22:01:28]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/sawblade001a.mdl'.
[22:01:33]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/sawblade001a.mdl'.
[22:01:39]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/metal_paintcan001b.mdl'.
[22:01:40]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/sawblade001a.mdl'.
[22:01:55]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/sawblade001a.mdl'.
[22:02:07]	CCA.C17-GRID.i3.08313 entered observer.
[22:02:09]	CCA.C17-GRID.i3.08313 exited observer at their location.
[22:02:13]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[22:02:34]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/sawblade001a.mdl'.
[22:02:47]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/sawblade001a.mdl'.
[22:03:21]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/sawblade001a.mdl'.
[22:03:25]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/sawblade001a.mdl'.
[22:03:32]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/sawblade001a.mdl'.
[22:03:36]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/sawblade001a.mdl'.
[22:03:39]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/sawblade001a.mdl'.
[22:03:40]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/sawblade001a.mdl'.
[22:19:10]	matt saton (STEAM_0:1:53097688) has disconnected (timed out).
[22:29:41]	Gront has connected.
[22:35:08]	Obama has gained a 'Cyclopic Citizen Suit' #28237.
[22:35:08]	Obama has gained a 'Citizen Filter' #28238.
[22:35:08]	Gront created the character 'Obama'
[22:35:08]	Obama has gained a 'Suitcase' #28239.
[22:35:08]	Obama has gained a 'Relocation Coupon' #28240.
[22:35:09]	Gront loaded the character 'Obama'
[22:35:19]	Obama has taken 1 damage from worldspawn.
[22:35:20]	Obama has taken 1 damage from worldspawn.
[22:35:20]	Obama has taken 1 damage from worldspawn.
[22:35:21]	Obama has taken 1 damage from worldspawn.
[22:35:29]	Obama ran 'drop' on item 'Citizen Filter' (#28238)
[22:35:29]	Obama has lost a 'Citizen Filter' #28238.
[22:35:37]	Obama has taken 1 damage from worldspawn.
[22:35:39]	Obama has taken 1 damage from worldspawn.
[22:35:40]	Obama has taken 1 damage from worldspawn.
[22:35:40]	Obama has taken 1 damage from worldspawn.
[22:35:41]	Obama has taken 1 damage from worldspawn.
[22:35:42]	Obama has taken 1 damage from worldspawn.
[22:35:43]	Obama has taken 1 damage from worldspawn.
[22:35:43]	Obama has taken 1 damage from worldspawn.
[22:35:44]	Obama has taken 1 damage from worldspawn.
[22:35:45]	Obama has taken 1 damage from worldspawn.
[22:35:46]	Obama has taken 1 damage from worldspawn.
[22:37:15]	Gront (STEAM_0:0:452097528) has disconnected.
