[00:01:09]	Mrchicken has connected.
[22:37:56]	Niklas Neuhausen ran 'take' on item 'USPM94 Slide' (#2633)
[22:37:56]	Niklas Neuhausen has gained a 'USPM94 Slide' #2633.
[22:37:58]	Niklas Neuhausen ran 'take' on item 'USPM94 Frame' (#2629)
[22:37:58]	Niklas Neuhausen has gained a 'USPM94 Frame' #2629.
[22:37:58]	matt saton loaded the character 'UU-SeC.17'
[22:38:00]	Karl Von Habsburg ran 'drop' on item 'Suitcase' (#2016)
[22:38:00]	Karl Von Habsburg has lost a 'Suitcase' #2016.
[22:38:00]	Karl Von Habsburg has lost a 'Combine Worker Outfit' #1394.
[22:38:00]	Karl Von Habsburg has lost a 'Fake Armor' #396.
[22:38:00]	Karl Von Habsburg has lost a 'Reclaimed Metal' #1840.
[22:38:00]	UU-SeC.17 entered observer.
[22:38:01]	Karl Von Habsburg ran 'drop' on item 'Suitcase' (#1312)
[22:38:01]	Karl Von Habsburg has lost a 'Suitcase' #1312.
[22:38:02]	Karl Von Habsburg ran 'drop' on item 'Suitcase' (#246)
[22:38:02]	Karl Von Habsburg has lost a 'Suitcase' #246.
[22:38:04]	Xenian has taken 40 damage from CCA.C17-GRID.i5.80147.
[22:38:05]	Xenian has taken 40 damage from CCA.C17-GRID.i5.80147.
[22:38:06]	Niklas Neuhausen ran 'take' on item 'UU Brand Coffee' (#2620)
[22:38:06]	Niklas Neuhausen has gained a 'UU Brand Coffee' #2620.
[22:38:07]	Xenian has taken 5 damage from CCA.C17-GRID.i5.80147.
[22:38:09]	Niklas Neuhausen ran 'drop' on item 'UU Brand Coffee' (#2620)
[22:38:09]	Niklas Neuhausen has lost a 'UU Brand Coffee' #2620.
[22:38:11]	Xenian has taken 5 damage from CCA.C17-GRID.i5.80147.
[22:38:12]	Xenian has taken 5 damage from CCA.C17-GRID.i5.80147.
[22:38:15]	CCA.C17-GRID.i5.80147 has taken 25 damage from Xenian.
[22:38:15]	Xenian has killed CCA.C17-GRID.i5.80147.
[22:38:18]	[OOC] CCA.C17-GRID.i5.80147: LOL
[22:38:22]	UU-SeC.17 exited observer at their location.
[22:38:25]	UU-SeC.17 ran 'Equip' on item '357' (#181)
[22:38:27]	[OOC] CCA.C17-GRID.i5.80147: I WAS GONNA BURN IT
[22:38:29]	[OOC] Karl Von Habsburg: Wtf happened to my ammo
[22:38:30]	UU-SeC.17 has spawned a 'Entity [2136][item_ammo_ar2_large]'.
[22:38:30]	UU-SeC.17 has spawned a 'Entity [2166][item_ammo_ar2_large]'.
[22:38:30]	UU-SeC.17 has spawned a 'Entity [2198][item_ammo_ar2_large]'.
[22:38:31]	UU-SeC.17 has spawned a 'Entity [1808][item_ammo_357_large]'.
[22:38:31]	UU-SeC.17 has spawned a 'Entity [2136][item_ammo_357_large]'.
[22:38:34]	[OOC] Xenian: WHY DONT YOU SHOOT IT FFS
[22:38:39]	[OOC] CCA.C17-GRID.i5.80147: my pistol does jack shit
[22:38:39]	[OOC] Karl Von Habsburg: I had it stoered and it just disapeared
[22:38:40]	Samuel Tamuse has taken 6 damage from Niklas Neuhausen.
[22:38:42]	Samuel Tamuse has taken 6 damage from Niklas Neuhausen.
[22:38:43]	Samuel Tamuse has taken 6 damage from Niklas Neuhausen.
[22:38:44]	Karl Von Habsburg has taken 6 damage from Niklas Neuhausen.
[22:38:46]	CCA.C17-GRID.i5.80147 has gained 10 tokens.
[22:38:48]	Karl Von Habsburg has taken 6 damage from Samuel Tamuse.
[22:38:52]	Niklas Neuhausen has taken 5 damage from Karl Von Habsburg.
[22:38:52]	Karl Von Habsburg has taken 6 damage from Niklas Neuhausen.
[22:38:53]	Niklas Neuhausen has taken 5 damage from Karl Von Habsburg.
[22:38:53]	Karl Von Habsburg has taken 6 damage from Niklas Neuhausen.
[22:38:53]	Karl Von Habsburg has taken 6 damage from Niklas Neuhausen.
[22:38:54]	Niklas Neuhausen has taken 5 damage from Karl Von Habsburg.
[22:38:54]	Karl Von Habsburg has taken 6 damage from Niklas Neuhausen.
[22:38:55]	Niklas Neuhausen has taken 5 damage from Karl Von Habsburg.
[22:38:56]	CCA.C17-GRID.i5.80147 ran 'Equip' on item '.9mm Pistol' (#1209)
[22:38:57]	Samuel Tamuse has taken 6 damage from Niklas Neuhausen.
[22:38:59]	Karl Von Habsburg ran 'Eat' on item 'Supplements' (#2057)
[22:39:04]	[LOOC] CCA.C17-GRID.i5.80147: burn it
[22:39:06]	Samuel Tamuse has taken 6 damage from Niklas Neuhausen.
[22:39:07]	Samuel Tamuse has taken 6 damage from Niklas Neuhausen.
[22:39:08]	Niklas Neuhausen has taken 6 damage from Samuel Tamuse.
[22:39:08]	Samuel Tamuse has killed Niklas Neuhausen with ix_hands.
[22:39:16]	[OOC] CCA.C17-GRID.i5.80147: this was your plan all along
[22:39:19]	UU-SeC.17 used command '/ToggleRaise'.
[22:39:28]	[OOC] Karl Von Habsburg: I lost all of my fekking ammo
[22:39:31]	CCA.C17-GRID.i5.80147 has taken 5 damage from npc_headcrab_black.
[22:39:31]	CCA.C17-GRID.i5.80147 has taken 94 damage from npc_headcrab_black.
[22:39:33]	[OOC] Karl Von Habsburg: It just goned itself
[22:39:35]	UU-SeC.17 has taken 5 damage from npc_headcrab_black.
[22:39:35]	UU-SeC.17 has taken 118 damage from npc_headcrab_black.
[22:39:37]	Samuel Tamuse has taken 5 damage from npc_headcrab_black.
[22:39:37]	Samuel Tamuse has taken 7 damage from npc_headcrab_black.
[22:39:40]	CCA.C17-GRID.i5.80147 has taken 5 damage from npc_headcrab_black.
[22:39:40]	CCA.C17-GRID.i5.80147 has taken 35 damage from npc_headcrab_black.
[22:39:41]	[OOC] Karl Von Habsburg: Nobody even took it
[22:39:53]	Xenian has taken 2 damage from entityflame.
[22:39:53]	Xenian has taken 2 damage from entityflame.
[22:39:55]	[OOC] Samuel Tamuse: fucking help
[22:40:04]	CCA.C17-GRID.i5.80147 has taken 25 damage from Xenian.
[22:40:04]	Xenian has taken 5 damage from CCA.C17-GRID.i5.80147.
[22:40:05]	CCA.C17-GRID.i5.80147 has taken 19 damage from UU-SeC.17.
[22:40:06]	Xenian has taken 5 damage from CCA.C17-GRID.i5.80147.
[22:40:11]	CCA.C17-GRID.i5.80147 has taken 25 damage from Xenian.
[22:40:11]	UU-SeC.17 used command '/ToggleRaise'.
[22:40:13]	UU-SeC.17 used command '/ToggleRaise'.
[22:40:14]	CCA.C17-GRID.i5.80147 has taken 5 damage from npc_headcrab_black.
[22:40:14]	CCA.C17-GRID.i5.80147 has taken 16 damage from npc_headcrab_black.
[22:40:14]	Xenian has taken 11 damage from UU-SeC.17.
[22:40:14]	Xenian has taken 11 damage from UU-SeC.17.
[22:40:14]	Xenian has taken 11 damage from UU-SeC.17.
[22:40:15]	CCA.C17-GRID.i5.80147 has taken 14 damage from UU-SeC.17.
[22:40:15]	UU-SeC.17 has killed CCA.C17-GRID.i5.80147 with weapon_ar2.
[22:40:17]	Xenian has taken 11 damage from UU-SeC.17.
[22:40:17]	[OOC] CCA.C17-GRID.i5.80147: LOL
[22:40:18]	Xenian has taken 11 damage from UU-SeC.17.
[22:40:19]	Xenian has taken 11 damage from UU-SeC.17.
[22:40:19]	Xenian has taken 11 damage from UU-SeC.17.
[22:40:19]	Xenian has taken 11 damage from UU-SeC.17.
[22:40:19]	Xenian has taken 11 damage from UU-SeC.17.
[22:40:19]	Xenian has taken 11 damage from UU-SeC.17.
[22:40:19]	Xenian has taken 11 damage from UU-SeC.17.
[22:40:19]	Xenian has taken 22 damage from UU-SeC.17.
[22:40:20]	Xenian has taken 11 damage from UU-SeC.17.
[22:40:20]	Xenian has taken 11 damage from UU-SeC.17.
[22:40:23]	Xenian has taken 11 damage from UU-SeC.17.
[22:40:23]	Xenian has taken 11 damage from UU-SeC.17.
[22:40:23]	UU-SeC.17 has killed Xenian with weapon_ar2.
[22:40:25]	Niklas Neuhausen has taken 5 damage from npc_headcrab_black.
[22:40:25]	Niklas Neuhausen has taken 94 damage from npc_headcrab_black.
[22:40:30]	Xenian entered observer.
[22:40:31]	UU-SeC.17 used command '/ToggleRaise'.
[22:40:42]	Karl Von Habsburg has taken 5 damage from npc_headcrab_black.
[22:40:42]	Karl Von Habsburg has taken 29 damage from npc_headcrab_black.
[22:40:45]	Karl Von Habsburg has taken 5 damage from npc_headcrab_black.
[22:40:45]	Karl Von Habsburg has taken 5 damage from npc_headcrab_black.
[22:40:47]	[OOC] CCA.C17-GRID.i5.80147: rip sec
[22:40:47]	UU-SeC.17 used command '/ToggleRaise'.
[22:40:49]	Karl Von Habsburg has taken 5 damage from npc_headcrab_black.
[22:40:49]	Karl Von Habsburg has taken 5 damage from npc_headcrab_black.
[22:40:51]	Karl Von Habsburg has taken 5 damage from npc_headcrab_black.
[22:40:51]	Karl Von Habsburg has taken 5 damage from npc_headcrab_black.
[22:40:53]	Niklas Neuhausen has taken 5 damage from npc_headcrab_black.
[22:40:53]	Niklas Neuhausen has taken 89 damage from npc_headcrab_black.
[22:40:54]	Karl Von Habsburg has taken 5 damage from npc_headcrab_black.
[22:40:54]	Karl Von Habsburg has taken 5 damage from npc_headcrab_black.
[22:40:55]	UU-SeC.17 has taken 5 damage from npc_headcrab_black.
[22:40:55]	UU-SeC.17 has taken 98 damage from npc_headcrab_black.
[22:40:56]	Karl Von Habsburg has taken 5 damage from npc_headcrab_black.
[22:40:56]	Karl Von Habsburg has taken 4 damage from npc_headcrab_black.
[22:40:57]	[OOC] UU-SeC.17: no because i;m competent
[22:41:02]	[OOC] CCA.C17-GRID.i5.80147: ok boo m
[22:41:05]	UU-SeC.17 has spawned a 'Entity [598][item_ammo_357_large]'.
[22:41:13]	UU-SeC.17 has spawned a 'Entity [2031][item_ammo_ar2_altfire]'.
[22:41:14]	UU-SeC.17 used command '/ToggleRaise'.
[22:41:17]	[OOC] Karl Von Habsburg: why was I brought to the train station
[22:41:20]	[OOC] Samuel Tamuse: wow
[22:41:22]	[OOC] Karl Von Habsburg: I didn't even die
[22:41:22]	UU-SeC.17 has spawned a 'Entity [2037][item_ammo_ar2_altfire]'.
[22:41:22]	UU-SeC.17 has spawned a 'Entity [2133][item_ammo_ar2_altfire]'.
[22:41:23]	UU-SeC.17 has spawned a 'Entity [2133][item_ammo_ar2_altfire]'.
[22:41:25]	Niklas Neuhausen has taken 3 damage from UU-SeC.17.
[22:41:35]	UU-SeC.17 used command '/ToggleRaise'.
[22:41:38]	CCA.C17-GRID.i5.80147 has taken 5 damage from npc_headcrab_black.
[22:41:38]	CCA.C17-GRID.i5.80147 has taken 94 damage from npc_headcrab_black.
[22:41:41]	CCA.C17-GRID.i5.80147 has taken 5 damage from npc_headcrab_black.
[22:41:41]	CCA.C17-GRID.i5.80147 has taken 5 damage from npc_headcrab_black.
[22:41:44]	UU-SeC.17 used command '/ToggleRaise'.
[22:41:46]	CCA.C17-GRID.i5.80147 has taken 5 damage from npc_headcrab_black.
[22:41:46]	CCA.C17-GRID.i5.80147 has taken 15 damage from npc_headcrab_black.
[22:41:47]	[OOC] Niklas Neuhausen: when its fucking time?
[22:41:52]	CCA.C17-GRID.i5.80147 has taken 5 damage from npc_headcrab_black.
[22:41:52]	CCA.C17-GRID.i5.80147 has taken 15 damage from npc_headcrab_black.
[22:42:06]	Karl Von Habsburg has taken 25 damage from Xenian.
[22:42:06]	Xenian has killed Karl Von Habsburg.
[22:42:07]	UU-SeC.17 entered observer.
[22:42:13]	UU-SeC.17 exited observer at their location.
[22:42:13]	UU-SeC.17 entered observer.
[22:42:13]	UU-SeC.17 exited observer at their location.
[22:42:31]	[OOC] CCA.C17-GRID.i5.80147: u have good guns
[22:42:35]	UU-SeC.17 used command '/ToggleRaise'.
[22:42:50]	Niklas Neuhausen has taken 5 damage from npc_headcrab_black.
[22:42:50]	Niklas Neuhausen has taken 81 damage from npc_headcrab_black.
[22:43:00]	UU-SeC.17 has gained 10 tokens.
[22:43:00]	CCA.C17-GRID.i5.80147 has taken 5 damage from npc_headcrab_black.
[22:43:00]	CCA.C17-GRID.i5.80147 has taken 74 damage from npc_headcrab_black.
[22:43:01]	UU-SeC.17 has taken 5 damage from npc_headcrab_black.
[22:43:01]	UU-SeC.17 has taken 98 damage from npc_headcrab_black.
[22:43:07]	CCA.C17-GRID.i5.80147 has taken 5 damage from npc_headcrab_black.
[22:43:07]	CCA.C17-GRID.i5.80147 has taken 15 damage from npc_headcrab_black.
[22:43:13]	CCA.C17-GRID.i5.80147 has taken 5 damage from npc_headcrab_black.
[22:43:13]	CCA.C17-GRID.i5.80147 has taken 25 damage from npc_headcrab_black.
[22:43:14]	Niklas Neuhausen has taken 5 damage from npc_headcrab_black.
[22:43:14]	Niklas Neuhausen has taken 76 damage from npc_headcrab_black.
[22:43:16]	Royal Guard escape05 has connected.
[22:43:17]	UU-SeC.17 used command '/ToggleRaise'.
[22:43:18]	Niklas Neuhausen has taken 5 damage from Karl Von Habsburg.
[22:43:18]	Karl Von Habsburg has taken 5 damage from npc_headcrab_black.
[22:43:18]	Karl Von Habsburg has taken 94 damage from npc_headcrab_black.
[22:43:19]	UU-SeC.17 has taken 5 damage from npc_headcrab_black.
[22:43:19]	UU-SeC.17 has taken 79 damage from npc_headcrab_black.
[22:43:21]	UU-SeC.17 used command '/ToggleRaise'.
[22:43:28]	Niklas Neuhausen has taken 5 damage from npc_headcrab_black.
[22:43:28]	Niklas Neuhausen has taken 60 damage from npc_headcrab_black.
[22:43:34]	Karl Von Habsburg has taken 5 damage from npc_headcrab_black.
[22:43:34]	Karl Von Habsburg has taken 65 damage from npc_headcrab_black.
[22:43:37]	Xenian has taken 100 damage from worldspawn.
[22:43:44]	Xenian has taken 50 damage from worldspawn.
[22:43:48]	CCA.C17-GRID.i5.80147 has gained 10 tokens.
[22:43:51]	UU-SeC.17 has taken 5 damage from npc_headcrab_black.
[22:43:51]	UU-SeC.17 has taken 98 damage from npc_headcrab_black.
[22:43:54]	UU-SeC.17 has taken 5 damage from npc_headcrab_black.
[22:43:54]	UU-SeC.17 has taken 9 damage from npc_headcrab_black.
[22:43:56]	Niklas Neuhausen has taken 5 damage from npc_headcrab_black.
[22:43:56]	Niklas Neuhausen has taken 61 damage from npc_headcrab_black.
[22:43:59]	Samuel Tamuse has taken 5 damage from npc_headcrab_black.
[22:43:59]	Samuel Tamuse has taken 2 damage from npc_headcrab_black.
[22:43:59]	UU-SeC.17 used command '/ToggleRaise'.
[22:43:59]	Xenian has taken 1 damage from execution_fire.
[22:44:00]	Xenian has taken 1 damage from execution_fire.
[22:44:00]	Xenian has taken 250 damage from execution_hurt.
[22:44:00]	execution_hurt has killed Xenian.
[22:44:02]	Samuel Tamuse has taken 2 damage from npc_headcrab_black.
[22:44:03]	Niklas Neuhausen has taken 5 damage from npc_headcrab_black.
[22:44:03]	Niklas Neuhausen has taken 25 damage from npc_headcrab_black.
[22:44:06]	[OOC] CCA.C17-GRID.i5.80147: i am competent
[22:44:07]	Xenian entered observer.
[22:44:09]	[OOC] CCA.C17-GRID.i5.80147: ya see?
[22:44:11]	Niklas Neuhausen has taken 5 damage from npc_headcrab_black.
[22:44:11]	Niklas Neuhausen has taken 35 damage from npc_headcrab_black.
[22:44:23]	UU-SeC.17 has taken 5 damage from npc_headcrab_black.
[22:44:23]	UU-SeC.17 has taken 98 damage from npc_headcrab_black.
[22:44:26]	UU-SeC.17 has taken 5 damage from npc_headcrab_black.
[22:44:26]	UU-SeC.17 has taken 9 damage from npc_headcrab_black.
[22:44:43]	Niklas Neuhausen has taken 3 damage from UU-SeC.17.
[22:44:43]	Niklas Neuhausen has taken 8 damage from UU-SeC.17.
[22:44:52]	[OOC] Niklas Neuhausen: wtf?
[22:44:55]	Samuel Tamuse has taken 5 damage from npc_headcrab_black.
[22:44:55]	Samuel Tamuse has taken 2 damage from npc_headcrab_black.
[22:44:57]	UU-SeC.17 used command '/ToggleRaise'.
[22:45:05]	Samuel Tamuse has taken 2 damage from npc_headcrab_black.
[22:45:08]	Karl Von Habsburg has taken 5 damage from npc_headcrab_black.
[22:45:08]	Karl Von Habsburg has taken 84 damage from npc_headcrab_black.
[22:45:08]	CCA.C17-GRID.i5.80147 has taken 5 damage from npc_headcrab_black.
[22:45:08]	CCA.C17-GRID.i5.80147 has taken 59 damage from npc_headcrab_black.
[22:45:11]	UU-SeC.17 has taken 5 damage from npc_headcrab_black.
[22:45:11]	UU-SeC.17 has taken 98 damage from npc_headcrab_black.
[22:45:12]	CCA.C17-GRID.i5.80147 has taken 5 damage from npc_headcrab_black.
[22:45:12]	CCA.C17-GRID.i5.80147 has taken 5 damage from npc_headcrab_black.
[22:45:13]	Niklas Neuhausen used command '/ActInjured'.
[22:45:13]	UU-SeC.17 used command '/ToggleRaise'.
[22:45:17]	Karl Von Habsburg has taken 5 damage from npc_headcrab_black.
[22:45:17]	Karl Von Habsburg has taken 35 damage from npc_headcrab_black.
[22:45:35]	CCA.C17-GRID.i5.80147 has taken 25 damage from Xenian.
[22:45:36]	CCA.C17-GRID.i5.80147 has taken 5 damage from npc_headcrab_black.
[22:45:36]	CCA.C17-GRID.i5.80147 has taken 24 damage from npc_headcrab_black.
[22:45:37]	CCA.C17-GRID.i5.80147 has taken 25 damage from Xenian.
[22:45:37]	Xenian has killed CCA.C17-GRID.i5.80147.
[22:45:37]	UU-SeC.17 has taken 5 damage from npc_headcrab_black.
[22:45:37]	UU-SeC.17 has taken 98 damage from npc_headcrab_black.
[22:45:37]	Karl Von Habsburg has taken 5 damage from npc_headcrab_black.
[22:45:37]	Karl Von Habsburg has taken 74 damage from npc_headcrab_black.
[22:45:44]	Samuel Tamuse has taken 25 damage from Xenian.
[22:45:44]	Xenian has killed Samuel Tamuse.
[22:45:44]	UU-SeC.17 has spawned a 'Entity [1808][item_ammo_ar2_large]'.
[22:45:44]	UU-SeC.17 has spawned a 'Entity [2065][item_ammo_ar2_large]'.
[22:45:45]	UU-SeC.17 has spawned a 'Entity [2066][item_ammo_ar2_large]'.
[22:45:45]	UU-SeC.17 has spawned a 'Entity [2067][item_ammo_ar2_large]'.
[22:45:45]	UU-SeC.17 has spawned a 'Entity [2184][item_ammo_ar2_large]'.
[22:45:46]	[OOC] CCA.C17-GRID.i5.80147: its 5 am so ima go to sleep ok bye
[22:45:49]	PirateDavey (STEAM_0:1:191784883) has disconnected.
[22:45:51]	UU-SeC.17 used command '/ToggleRaise'.
[22:45:53]	UU-SeC.17 used command '/ToggleRaise'.
[22:45:54]	Bluboi (STEAM_0:1:535256546) has disconnected.
[22:45:57]	UU-SeC.17 has taken 25 damage from Xenian.
[22:46:03]	UU-SeC.17 used command '/ToggleRaise'.
[22:46:06]	Karl Von Habsburg has taken 5 damage from npc_headcrab_black.
[22:46:06]	Karl Von Habsburg has taken 69 damage from npc_headcrab_black.
[22:46:09]	UU-SeC.17 has taken 5 damage from npc_headcrab_black.
[22:46:09]	UU-SeC.17 has taken 94 damage from npc_headcrab_black.
[22:46:16]	[OOC] Niklas Neuhausen: i swear im wating all night for the "time"
[22:46:45]	Karl Von Habsburg has taken 5 damage from npc_headcrab_black.
[22:46:45]	Karl Von Habsburg has taken 64 damage from npc_headcrab_black.
[22:46:47]	UU-SeC.17 has taken 5 damage from npc_headcrab_black.
[22:46:47]	UU-SeC.17 has taken 96 damage from npc_headcrab_black.
[22:47:03]	Karl Von Habsburg has taken 5 damage from npc_headcrab_black.
[22:47:03]	Karl Von Habsburg has taken 59 damage from npc_headcrab_black.
[22:47:10]	UU-SeC.17 has spawned a 'Entity [1043][item_ammo_357_large]'.
[22:47:10]	UU-SeC.17 has spawned a 'Entity [1946][item_ammo_357_large]'.
[22:47:10]	UU-SeC.17 has spawned a 'Entity [1947][item_ammo_357_large]'.
[22:47:10]	UU-SeC.17 has spawned a 'Entity [1957][item_ammo_357_large]'.
[22:47:36]	UU-SeC.17 has taken 5 damage from npc_headcrab_black.
[22:47:36]	UU-SeC.17 has taken 95 damage from npc_headcrab_black.
[22:48:00]	UU-SeC.17 has gained 10 tokens.
[22:48:03]	[Y] UU-SeC.17: <:: GET BACK, YHOU STUPID FUCK! ::>
[22:48:23]	Royal Guard escape05 (STEAM_0:1:45607359) has disconnected (timed out).
[22:48:37]	UU-SeC.17 has spawned a 'Entity [1043][item_ammo_ar2_altfire]'.
[22:48:39]	UU-SeC.17 used command '/ToggleRaise'.
[22:48:46]	UU-SeC.17 has spawned a 'Entity [1947][item_ammo_ar2_altfire]'.
[22:48:46]	UU-SeC.17 has spawned a 'Entity [1957][item_ammo_ar2_altfire]'.
[22:48:46]	UU-SeC.17 has spawned a 'Entity [1958][item_ammo_ar2_altfire]'.
[22:48:46]	UU-SeC.17 has spawned a 'Entity [1043][item_ammo_ar2_altfire]'.
[22:48:52]	Karl Von Habsburg has taken 1000 damage from UU-SeC.17.
[22:48:52]	UU-SeC.17 has killed Karl Von Habsburg with weapon_ar2.
[22:48:56]	[OOC] Karl Von Habsburg: BRUH
[22:49:00]	[OOC] Karl Von Habsburg: YOU KILLED ME
[22:49:02]	UU-SeC.17 has spawned a 'Entity [1043][item_ammo_ar2_altfire]'.
[22:49:02]	UU-SeC.17 has spawned a 'Entity [1946][item_ammo_ar2_altfire]'.
[22:49:02]	UU-SeC.17 has spawned a 'Entity [1972][item_ammo_ar2_altfire]'.
[22:49:02]	UU-SeC.17 has spawned a 'Entity [2025][item_ammo_ar2_altfire]'.
[22:49:21]	Niklas Neuhausen used command '/ExitAct'.
[22:49:24]	Xenian has spawned a 'NPC [1043][npc_poisonzombie]'.
[22:49:27]	Xenian has spawned a 'NPC [1043][npc_poisonzombie]'.
[22:49:29]	UU-SeC.17 used command '/ToggleRaise'.
[22:49:47]	UU-SeC.17 used command '/ToggleRaise'.
[22:49:49]	Xenian has taken 9001 damage from UU-SeC.17.
[22:49:49]	UU-SeC.17 has killed Xenian with pill_wep_pro.
[22:49:57]	Xenian entered observer.
[22:50:01]	[OOC] UU-SeC.17: THAT WAS
[22:50:04]	Karl Von Habsburg has taken 5 damage from npc_headcrab_black.
[22:50:04]	Karl Von Habsburg has taken 94 damage from npc_headcrab_black.
[22:50:04]	[OOC] UU-SeC.17: fucking terrible
[22:50:08]	[OOC] UU-SeC.17: in every asepct possibel
[22:50:10]	UU-SeC.17 entered observer.
[22:50:11]	Karl Von Habsburg has taken 5 damage from npc_headcrab_black.
[22:50:11]	Karl Von Habsburg has taken 25 damage from npc_headcrab_black.
[22:50:11]	UU-SeC.17 exited observer at their location.
[22:50:23]	UU-SeC.17 used command '/ToggleRaise'.
[22:50:31]	Xenian used command '/ToggleRaise'.
[22:50:31]	UU-SeC.17 used command '/Radio Grid!'.
[22:50:34]	UU-SeC.17 used command '/ToggleRaise'.
[22:50:44]	Xenian entered observer.
[22:50:53]	[OOC] UU-SeC.17: oh he left
[22:50:54]	Mr. Chief loaded the character 'OTA.C17-KING.i3.50919'
[22:50:54]	[OOC] UU-SeC.17: nvm
[22:50:57]	OTA.C17-KING.i3.50919 entered observer.
[22:50:58]	OTA.C17-KING.i3.50919 exited observer at their location.
[22:51:06]	Karl Von Habsburg has taken 5 damage from npc_headcrab_black.
[22:51:06]	Karl Von Habsburg has taken 84 damage from npc_headcrab_black.
[22:51:07]	[OOC] Karl Von Habsburg: huh
[22:51:14]	[OOC] UU-SeC.17: the grid
[22:51:17]	Mr. Chief loaded the character 'OTA-NOVA.OWS-28862'
[22:51:20]	OTA-NOVA.OWS-28862 entered observer.
[22:51:20]	[OOC] Karl Von Habsburg: f
[22:51:24]	OTA-NOVA.OWS-28862 exited observer at their location.
[22:51:25]	OTA-NOVA.OWS-28862 used command '/ToggleRaise'.
[22:51:32]	Karl Von Habsburg has taken 5 damage from npc_headcrab_black.
[22:51:32]	Karl Von Habsburg has taken 79 damage from npc_headcrab_black.
[22:51:34]	UU-SeC.17 used command '/ToggleRaise'.
[22:51:36]	Niklas Neuhausen has taken 3 damage from UU-SeC.17.
[22:51:36]	Niklas Neuhausen has taken 50 damage from worldspawn.
[22:51:36]	Niklas Neuhausen has taken 8 damage from UU-SeC.17.
[22:51:36]	Niklas Neuhausen has taken 8 damage from UU-SeC.17.
[22:51:58]	OTA-NOVA.OWS-28862 used command '/CharSetModel nova models/cultist/hl_a/combine_grunt/combine_grunt.mdl'.
[22:52:03]	[OOC] Niklas Neuhausen: you almost killed me for dragging...
[22:52:08]	UU-SeC.17 entered observer.
[22:52:16]	UU-SeC.17 used command '/ToggleRaise'.
[22:52:18]	UU-SeC.17 used command '/ToggleRaise'.
[22:52:21]	UU-SeC.17 used command '/ToggleRaise'.
[22:52:25]	Karl Von Habsburg has taken 5 damage from npc_headcrab_black.
[22:52:25]	Karl Von Habsburg has taken 74 damage from npc_headcrab_black.
[22:52:29]	Karl Von Habsburg has taken 5 damage from npc_headcrab_black.
[22:52:29]	Karl Von Habsburg has taken 15 damage from npc_headcrab_black.
[22:52:52]	UU-SeC.17 exited observer at their location.
[22:52:53]	UU-SeC.17 entered observer.
[22:52:53]	UU-SeC.17 exited observer at their location.
[22:52:54]	UU-SeC.17 entered observer.
[22:52:54]	UU-SeC.17 exited observer at their location.
[22:52:55]	OTA-NOVA.OWS-28862 has taken 150 damage from UU-SeC.17.
[22:52:55]	OTA-NOVA.OWS-28862 has taken 150 damage from UU-SeC.17.
[22:52:56]	UU-SeC.17 has killed OTA-NOVA.OWS-28862 with weapon_357.
[22:53:00]	UU-SeC.17 has gained 10 tokens.
[22:53:09]	OTA-NOVA.OWS-28862 has gained a 'Pulse-Rifle Energy' #2635.
[22:53:09]	OTA-NOVA.OWS-28862 has gained a 'Pulse-Rifle Energy' #2636.
[22:53:09]	OTA-NOVA.OWS-28862 has gained a 'Pulse-Rifle Energy' #2637.
[22:53:09]	OTA-NOVA.OWS-28862 used command '/CharGiveItem nova energy 5'.
[22:53:13]	OTA-NOVA.OWS-28862 ran 'use' on item 'Pulse-Rifle Energy' (#2637)
[22:53:14]	OTA-NOVA.OWS-28862 ran 'drop' on item 'Breen's Water' (#2340)
[22:53:14]	OTA-NOVA.OWS-28862 has lost a 'Breen's Water' #2340.
[22:53:15]	OTA-NOVA.OWS-28862 ran 'drop' on item 'UU Brand Apple' (#1728)
[22:53:15]	OTA-NOVA.OWS-28862 has lost a 'UU Brand Apple' #1728.
[22:53:16]	OTA-NOVA.OWS-28862 ran 'drop' on item 'Reclaimed Metal' (#1841)
[22:53:16]	OTA-NOVA.OWS-28862 has lost a 'Reclaimed Metal' #1841.
[22:53:17]	OTA-NOVA.OWS-28862 ran 'drop' on item 'Reclaimed Metal' (#1755)
[22:53:17]	OTA-NOVA.OWS-28862 has lost a 'Reclaimed Metal' #1755.
[22:53:17]	OTA-NOVA.OWS-28862 ran 'drop' on item 'Reclaimed Metal' (#1842)
[22:53:17]	OTA-NOVA.OWS-28862 has lost a 'Reclaimed Metal' #1842.
[22:53:18]	Karl Von Habsburg rolled 42 out of 100.
[22:53:18]	Karl Von Habsburg used command '/Roll'.
[22:53:18]	OTA-NOVA.OWS-28862 ran 'drop' on item 'Reclaimed Metal' (#1754)
[22:53:18]	OTA-NOVA.OWS-28862 has lost a 'Reclaimed Metal' #1754.
[22:53:25]	OTA-NOVA.OWS-28862 ran 'drop' on item 'Relocation Coupon' (#1123)
[22:53:25]	OTA-NOVA.OWS-28862 has lost a 'Relocation Coupon' #1123.
[22:53:25]	Niklas Neuhausen ran 'drop' on item 'Suitcase' (#2591)
[22:53:25]	Niklas Neuhausen has lost a 'Suitcase' #2591.
[22:53:25]	Niklas Neuhausen has lost a 'USPM94 Hammer' #2630.
[22:53:25]	Niklas Neuhausen has lost a 'USPM94 Pin' #2632.
[22:53:25]	Niklas Neuhausen has lost a 'Empty Bottle' #2586.
