[03:14:42]	japan1793 has connected.
[21:31:58]	OTA.C08-KING.EOA.46477 has spawned a 'NPC [257][npc_zombie]'.
[21:31:59]	OTA.C08-KING.EOA.46477 has spawned a 'NPC [258][npc_zombie]'.
[21:32:00]	OTA.C08-KING.EOA.46477 has spawned a 'NPC [276][npc_particlestorm]'.
[21:32:01]	OTA.C08-KING.EOA.46477 has spawned a 'NPC [278][npc_fastzombie]'.
[21:32:02]	OTA.C08-KING.EOA.46477 has spawned a 'NPC [276][npc_fastzombie]'.
[21:32:03]	OTA.C08-KING.EOA.46477 has spawned a 'NPC [277][npc_fastzombie]'.
[21:32:04]	OTA.C08-KING.EOA.46477 has spawned a 'NPC [279][npc_fastzombie_torso]'.
[21:32:05]	OTA.C08-KING.EOA.46477 has spawned a 'NPC [280][npc_fastzombie]'.
[21:32:06]	OTA.C08-KING.EOA.46477 has spawned a 'NPC [281][npc_fastzombie]'.
[21:32:08]	OTA.C08-KING.EOA.46477 has spawned a 'NPC [282][npc_particlestorm]'.
[21:32:13]	[OOC] OTA.C08-KING.EOA.46477: void biosignal loss
[21:32:19]	matt saton loaded the character 'CCA.C08-GRID.i3.08313'
[21:32:24]	matt saton loaded the character 'OTA.C08-ECHO:OHZ.05912'
[21:32:25]	OTA.C08-ECHO:OHZ.05912 entered observer.
[21:32:33]	matt saton loaded the character 'OTA.C08-KING:EOA.10512'
[21:32:34]	OTA.C08-KING:EOA.10512 entered observer.
[21:32:45]	OTA.C08-KING:EOA.10512 has spawned a 'NPC [174][npc_zombie]'.
[21:32:48]	OTA.C08-KING:EOA.10512 has spawned a 'NPC [229][npc_zombine]'.
[21:32:54]	OTA.C08-KING:EOA.10512 has spawned a 'NPC [230][npc_combine_s]'.
[21:32:56]	OTA.C08-KING:EOA.10512 has spawned a 'NPC [231][npc_combine_s]'.
[21:32:58]	OTA.C08-KING:EOA.10512 has spawned a 'NPC [284][npc_combine_s]'.
[21:33:01]	OTA.C08-KING:EOA.10512 has spawned a 'NPC [286][npc_combine_s]'.
[21:33:04]	OTA.C08-KING:EOA.10512 has spawned a 'NPC [291][npc_combine_s]'.
[21:33:12]	OTA.C08-KING:EOA.10512 has spawned a 'NPC [230][npc_combine_s]'.
[21:33:12]	OTA.C08-KING:EOA.10512 has spawned a 'NPC [231][npc_combine_s]'.
[21:33:14]	OTA.C08-KING:EOA.10512 has spawned a 'NPC [329][npc_combine_s]'.
[21:33:15]	OTA.C08-KING:EOA.10512 has spawned a 'NPC [231][npc_combine_s]'.
[21:33:16]	OTA.C08-KING:EOA.10512 has spawned a 'NPC [284][npc_combine_s]'.
[21:33:19]	OTA.C08-ECHO:OWS.69173 has taken 3 damage from npc_combine_s.
[21:33:21]	OTA.C08-KING:EOA.10512 has spawned a 'NPC [256][npc_combine_s]'.
[21:33:23]	OTA.C08-KING:EOA.10512 has spawned a 'NPC [258][npc_zombie]'.
[21:33:24]	OTA.C08-KING:EOA.10512 has spawned a 'NPC [277][npc_zombie]'.
[21:33:26]	OTA.C08-KING:EOA.10512 has spawned a 'NPC [281][npc_zombie_torso]'.
[21:33:27]	OTA.C08-KING:EOA.10512 has spawned a 'NPC [295][npc_zombine]'.
[21:33:30]	OTA.C08-KING:EOA.10512 has spawned a 'NPC [174][npc_poisonzombie]'.
[21:33:34]	OTA.C08-KING:EOA.10512 has spawned a 'NPC [256][npc_headcrab_black]'.
[21:33:50]	[ME] John Smith: would get behind the concrete floor
[21:33:52]	[Y] OTA.C08-KING:EOA.10512: <:: IT'S A WARZONE OUT HERE, WE NEED EXTRACTION! ::>
[21:34:07]	[Y] OTA.C08-KING:EOA.10512: <:: WE'VE GOTTEN SOME SAMPLES! ANYONE LEFT WILL DIE! REPEAT, NEED EXTRACTION! ::>
[21:34:13]	OTA.C08-KING:EOA.10512 has spawned a 'NPC [230][npc_zombine]'.
[21:34:24]	OTA.C08-KING:EOA.10512 used command '/Dispatch unrest structure'.
[21:34:29]	OTA.C08-KING:EOA.10512 has spawned a 'NPC [280][npc_fastzombie]'.
[21:34:56]	[Y] OTA.C08-KING:EOA.10512: <:: Extraction will be in the trainyard! Get us out NOW! ::>
[21:35:38]	OTA.C08-KING:EOA.10512 used command '/Dispatch Alert: Transhuman Forces, airwatch extraction units have been DEPLOYED. Extraction will be immediate.'.
[21:36:05]	John Smith has taken 3 damage from npc_fastzombie.
[21:36:05]	John Smith has taken 3 damage from npc_fastzombie.
[21:36:13]	John Smith has gained 10 tokens.
[21:36:30]	John Smith ran 'take' on item 'Cloth Scrap' (#20945)
[21:36:30]	John Smith has gained a 'Cloth Scrap' #20945.
[21:36:33]	OTA.C08-KING:EOA.10512 has spawned a 'NPC [174][npc_combinedropship]'.
[21:36:33]	John Smith has gained 20 tokens.
[21:36:35]	John Smith has gained 30 tokens.
[21:36:47]	[LOOC] OTA.C08-ECHO:OWS.69173: fuck
[21:37:01]	OTA.C08-KING:EOA.10512 has spawned a 'Entity [231][pill_dropship_container]'.
[21:37:07]	[LOOC] OTA.C08-ECHO:OWS.69173: h
[21:37:19]	OTA.C08-KING:EOA.10512 entered observer.
[21:37:26]	[ME] John Smith: would get in the Dropship pod.
[21:37:43]	[ME] OTA.C08-ECHO:OWS.69173: lunges into the transport dropship, and would locate himself into the nearest assigned seat
[21:37:43]	[IT] OTA.C08-KING:EOA.10512: You enter the dropship pod successfully. The doors close behind you. No other units with you. You must have been lucky.
[21:37:54]	[OOC] OTA.C08-ECHO:OWS.69173: weeee!
[21:37:59]	[OOC] John Smith: AHHH IM BLIND AGAIN
[21:41:31]	Michλel's World has connected.
[21:41:50]	matt saton has connected.
[21:41:51]	Michλel's World loaded the character 'John Smith'
[21:42:04]	Dilly_ has connected.
[21:42:37]	matt saton loaded the character 'OTA.C08-KING:EOA.10512'
[21:42:39]	OTA.C08-KING:EOA.10512 entered observer.
[21:42:51]	Dilly_ loaded the character 'OTA.C08-ECHO:OWS.69173'
[21:43:32]	[OOC] OTA.C08-KING:EOA.10512: not IC yet
[21:43:34]	OTA.C08-ECHO:OWS.69173 ran 'Equip' on item 'Grenade' (#20941)
[21:43:38]	[OOC] OTA.C08-ECHO:OWS.69173: oki
[21:43:41]	[OOC] John Smith: ello
[21:43:42]	OTA.C08-KING:EOA.10512 exited observer at their location.
[21:43:43]	OTA.C08-KING:EOA.10512 entered observer.
[21:43:48]	OTA.C08-KING:EOA.10512 exited observer at their location.
[21:43:50]	OTA.C08-KING:EOA.10512 entered observer.
[21:43:50]	[OOC] John Smith: hmm, yes, rain
[21:43:52]	OTA.C08-KING:EOA.10512 exited observer at their location.
[21:43:53]	OTA.C08-KING:EOA.10512 entered observer.
[21:43:53]	OTA.C08-KING:EOA.10512 exited observer at their location.
[21:43:54]	OTA.C08-KING:EOA.10512 entered observer.
[21:44:32]	[OOC] John Smith: im suprised more havent joined in yet
[21:44:43]	[OOC] OTA.C08-ECHO:OWS.69173: eh it's pretty late out rn
[21:44:54]	[OOC] John Smith: we normally get an influx du=uring events
[21:45:12]	[OOC] John Smith: even if they're late at night
[21:45:33]	[OOC] OTA.C08-KING:EOA.10512: hmm
[21:45:35]	[OOC] OTA.C08-KING:EOA.10512: rain breaks the blind
[21:45:36]	[OOC] OTA.C08-KING:EOA.10512: cool
[21:45:39]	[OOC] John Smith: AHH IM BLIND
[21:45:43]	OTA.C08-KING:EOA.10512 used command '/Event You're on the drosphip for what feels like hours.'.
[21:45:53]	OTA.C08-KING:EOA.10512 used command '/Event Maybe longer? Maybe shorter. You're not sure. It's a while by all means.'.
[21:46:49]	OTA.C08-KING:EOA.10512 used command '/Event If you've drifted off at all, how could you, you'd certainly be awoken by the sound of a massive thunderbolt, it sounds like it's huge and right next to you. You feel the dropship pod shake.'.
[21:47:22]	[OOC] John Smith: and then we hit thr ground and crashed, i finished it in a much simpler way
[21:48:08]	OTA.C08-KING:EOA.10512 used command '/Event You then feel yourself dropping, like when you're on an elevator, but far stronger. Hope you had your seatbelts on. You hit the ground. You black out.'.
[21:48:08]	John Smith used command '/CharFallOver'.
[21:48:33]	[ME] John Smith: would end up in a bush near the dropship.
[21:48:43]	OTA.C08-KING:EOA.10512 used command '/Event You awaken, however much longer later. You can only imagine.'.
[21:48:59]	John Smith used command '/CharGetUp'.
[21:49:04]	OTA.C08-KING:EOA.10512 exited observer at their location.
[21:49:05]	OTA.C08-KING:EOA.10512 entered observer.
[21:49:30]	OTA.C08-KING:EOA.10512 has spawned 'models/combine_dropship.mdl'.
[21:49:31]	[ME] John Smith: would drop the (now broken) SMG he had picked up at the Trainyard.
[21:49:55]	[ME] John Smith: would attempt to walk, and feel a sharp pain in his leg.
[21:49:57]	[OOC] OTA.C08-KING:EOA.10512: IGNOER THAT
[21:50:01]	OTA.C08-KING:EOA.10512 has spawned 'models/combine_dropship.mdl'.
[21:50:12]	[OOC] OTA.C08-KING:EOA.10512: PErfect
[21:50:31]	[ME] OTA.C08-ECHO:OWS.69173: a deep sigh follows, *you hear it a bit muffled from his mask*
[21:50:40]	OTA.C08-KING:EOA.10512 used command '/Event Thank God for the onboard first aid kit.'.
[21:50:43]	[ME] John Smith: would rest on a wall.
[21:50:50]	[OOC] OTA.C08-ECHO:OWS.69173: lmao
[21:51:14]	[ME] OTA.C08-ECHO:OWS.69173: he rushes to the nearby pod, and would attempt to recover any leftover supplies in the storage / emergency compartments 
[21:51:27]	[LOOC] OTA.C08-ECHO:OWS.69173: *I need more pulse ammo reeee*
[21:51:58]	OTA.C08-KING:EOA.10512 exited observer at their location.
[21:52:00]	OTA.C08-KING:EOA.10512 entered observer.
[21:52:02]	OTA.C08-KING:EOA.10512 exited observer at their location.
[21:52:10]	OTA.C08-KING:EOA.10512 entered observer.
[21:52:12]	OTA.C08-KING:EOA.10512 exited observer at their location.
[21:52:13]	OTA.C08-KING:EOA.10512 entered observer.
[21:52:14]	OTA.C08-KING:EOA.10512 exited observer at their location.
[21:52:18]	OTA.C08-KING:EOA.10512 entered observer.
[21:52:20]	OTA.C08-KING:EOA.10512 exited observer at their location.
[21:52:28]	OTA.C08-KING:EOA.10512 has spawned 'models/hunter/plates/plate4x4.mdl'.
[21:52:28]	OTA.C08-KING:EOA.10512 entered observer.
[21:52:30]	[ME] John Smith: blood would be running down his leg and arm, he seems to be close to passing out...
[21:52:58]	[OOC] OTA.C08-ECHO:OWS.69173: yo Q I find anything in here? *E* 
[21:53:02]	OTA.C08-KING:EOA.10512 exited observer at their location.
[21:53:04]	OTA.C08-KING:EOA.10512 entered observer.
[21:53:19]	[LOOC] OTA.C08-KING:EOA.10512: rollerino
[21:53:24]	[LOOC] OTA.C08-ECHO:OWS.69173: oh gotcha chief
[21:53:26]	OTA.C08-ECHO:OWS.69173 rolled 60 out of 100.
[21:53:26]	OTA.C08-ECHO:OWS.69173 used command '/Roll'.
[21:53:40]	[ME] John Smith: would then fall to the ground on his hands and knees, well.. hand and knees.
[21:53:46]	[IT] OTA.C08-KING:EOA.10512: You find the emergency first aid kit, a flare gun, and two flares.
[21:53:54]	OTA.C08-KING:EOA.10512 used command '/adminspawnmenu'.
[21:54:01]	OTA.C08-KING:EOA.10512 has spawned "Health Kit"
[21:54:03]	OTA.C08-KING:EOA.10512 has spawned "Percocet 20mg"
[21:54:05]	OTA.C08-KING:EOA.10512 has spawned "AI-2 Medikit"
[21:54:08]	OTA.C08-KING:EOA.10512 used command '/ToggleRaise'.
[21:54:09]	OTA.C08-KING:EOA.10512 used command '/ToggleRaise'.
[21:54:12]	John Smith ran 'take' on item 'Health Kit' (#20948)
[21:54:12]	John Smith has gained a 'Health Kit' #20948.
[21:54:13]	OTA.C08-KING:EOA.10512 exited observer at their location.
[21:54:14]	OTA.C08-KING:EOA.10512 entered observer.
[21:54:15]	John Smith ran 'take' on item 'AI-2 Medikit' (#20950)
[21:54:15]	John Smith has gained a 'AI-2 Medikit' #20950.
[21:54:18]	John Smith ran 'take' on item 'Percocet 20mg' (#20949)
[21:54:18]	John Smith has gained a 'Percocet 20mg' #20949.
[21:54:25]	[OOC] OTA.C08-KING:EOA.10512: dropping flare gun, one sec
[21:54:30]	OTA.C08-KING:EOA.10512 exited observer at their location.
[21:54:31]	OTA.C08-KING:EOA.10512 has spawned a 'Weapon [628][weapon_vj_flaregun]'.
[21:54:33]	OTA.C08-KING:EOA.10512 used command '/ToggleRaise'.
[21:54:35]	OTA.C08-KING:EOA.10512 entered observer.
[21:54:37]	[OOC] OTA.C08-KING:EOA.10512: 3 flares*
[21:54:40]	[ME] John Smith: would take some of the painkillers, and apply some basic first aid to his arm and leg.
[21:54:45]	John Smith ran 'Apply' on item 'Percocet 20mg' (#20949)
[21:54:46]	[OOC] OTA.C08-KING:EOA.10512: who takes it
[21:54:50]	John Smith ran 'ApplySelf' on item 'Health Kit' (#20948)
[21:54:57]	[LOOC] OTA.C08-ECHO:OWS.69173: well I was searching through em in the pod
[21:55:03]	[LOOC] OTA.C08-ECHO:OWS.69173: I'll hand things out IC
[21:55:15]	[OOC] OTA.C08-KING:EOA.10512: who gets the flare gun thati s
[21:55:22]	[OOC] John Smith: unit
[21:55:24]	[OOC] OTA.C08-KING:EOA.10512: okay
[21:55:25]	[ME] OTA.C08-ECHO:OWS.69173: he packs down the items, opening the first-aid kit and would look through the contents, whilst keeping the other flare gun at his side
[21:55:26]	[OOC] John Smith: give it to the unit
[21:55:26]	OTA.C08-KING:EOA.10512 has spawned a 'Weapon [631][weapon_vj_flaregun]'.
[21:55:49]	John Smith ran 'drop' on item 'AI-2 Medikit' (#20950)
[21:55:49]	John Smith has lost a 'AI-2 Medikit' #20950.
[21:55:55]	matt saton loaded the character 'Lee Maylor'
[21:55:56]	[ME] OTA.C08-ECHO:OWS.69173: he pushes the kit aside, closer to the citizen
[21:55:57]	Lee Maylor entered observer.
[21:56:02]	OTA.C08-ECHO:OWS.69173 ran 'take' on item 'AI-2 Medikit' (#20950)
[21:56:02]	OTA.C08-ECHO:OWS.69173 has gained a 'AI-2 Medikit' #20950.
[21:56:09]	Lee Maylor used command '/CharSetHunger maylor 100'.
[21:56:14]	Lee Maylor used command '/CharSetThirst maylor 100'.
[21:56:39]	Lee Maylor used command '/PlySearch'.
[21:56:50]	Lee Maylor exited observer at their location.
[21:56:55]	Lee Maylor entered observer.
[21:56:57]	Lee Maylor exited observer at their location.
[21:57:01]	Lee Maylor has spawned 'models/props_equipment/sleeping_bag1.mdl'.
[21:57:02]	[ME] OTA.C08-ECHO:OWS.69173: he takes the medkit (meant for humans I'd imagine) and opens a small valve on the backside of his uniform and would slide something inside.
[21:57:04]	[ME] John Smith: would look around, getting an overview of his surroundings, looking at the barren wasteland they were in...
[21:57:06]	OTA.C08-ECHO:OWS.69173 ran 'Apply' on item 'AI-2 Medikit' (#20950)
[21:57:16]	Lee Maylor has spawned 'models/props_junk/trashcluster01a_corner.mdl'.
[21:57:24]	[OOC] Lee Maylor: brownie points to whoever can guess what game this map is based off of
[21:57:32]	[OOC] John Smith: Stalker
[21:57:33]	[OOC] OTA.C08-ECHO:OWS.69173: Stalker
[21:57:36]	[OOC] Lee Maylor: good
[21:57:39]	[OOC] John Smith: SAID IT FIRST
[21:57:42]	Lee Maylor entered observer.
[21:57:46]	Lee Maylor has spawned 'models/props_downtown/sign_donotenter.mdl'.
[21:57:46]	[OOC] John Smith: i get brownie points
[21:58:09]	Lee Maylor has spawned 'models/props_urban/plastic_chair001.mdl'.
[21:58:17]	Lee Maylor has spawned 'models/props_unique/firepit_campground.mdl'.
[21:58:26]	Lee Maylor exited observer at their location.
[21:58:26]	Lee Maylor entered observer.
[21:58:27]	Lee Maylor exited observer at their location.
[21:58:47]	Lee Maylor entered observer.
[21:58:52]	[ME] OTA.C08-ECHO:OWS.69173: he pulls back the nozzle, and eyes in the loaded weapon, "One in the chamber and..."
[21:59:07]	[ME] OTA.C08-ECHO:OWS.69173: he looks at his off-hand, and shows two extra shots
[21:59:37]	[ME] OTA.C08-ECHO:OWS.69173: he aims directly in the sky, and fires a shot streight up
[21:59:58]	Lee Maylor has spawned 'models/props_junk/TrafficCone001a.mdl'.
[21:59:59]	Lee Maylor has spawned 'models/props_junk/TrafficCone001a.mdl'.
[22:00:01]	Lee Maylor has spawned 'models/props_junk/TrafficCone001a.mdl'.
[22:00:02]	Lee Maylor has spawned 'models/props_junk/TrafficCone001a.mdl'.
[22:00:12]	Lee Maylor used command '/adminspawnmenu'.
[22:00:22]	Lee Maylor has spawned "SPAS-12"
[22:00:25]	Lee Maylor has spawned "12-Gauge Shells"
[22:00:26]	Lee Maylor has spawned "12-Gauge Shells"
[22:00:33]	[ME] John Smith: would turn on his flashlight, only for it to fizz out, as it would now be broken.
[22:00:48]	Lee Maylor ran 'take' on item 'SPAS-12' (#20948)
[22:00:48]	Lee Maylor has gained a 'SPAS-12' #20948.
[22:00:53]	Lee Maylor ran 'drop' on item 'SPAS-12' (#20948)
[22:00:53]	Lee Maylor has lost a 'SPAS-12' #20948.
[22:00:57]	Lee Maylor entered observer.
[22:01:01]	Lee Maylor ran 'take' on item 'SPAS-12' (#20948)
[22:01:01]	Lee Maylor has gained a 'SPAS-12' #20948.
[22:01:09]	Lee Maylor has gained a 'Combat Knife' #20951.
[22:01:09]	Lee Maylor used command '/CharGiveItem maylor knife'.
[22:01:12]	Lee Maylor ran 'ScrapeSerial' on item 'SPAS-12' (#20948)
[22:01:13]	Lee Maylor ran 'drop' on item 'SPAS-12' (#20948)
[22:01:13]	Lee Maylor has lost a 'SPAS-12' #20948.
[22:01:17]	[OOC] John Smith: this is me limiting myself in my ablilities
[22:01:18]	Lee Maylor entered observer.
[22:01:39]	[OOC] OTA.C08-ECHO:OWS.69173: <:: Survival. ::>
[22:01:39]	[OOC] John Smith: i am not allowed to use a flashlight unless i find a new one diagetically, as mine is now broken
[22:01:50]	[OOC] Lee Maylor: roleplay. it is good
[22:02:04]	[ME] OTA.C08-ECHO:OWS.69173: he slings out his SMG
[22:02:19]	John Smith ran 'drop' on item 'Flashlight' (#12490)
[22:02:19]	John Smith has lost a 'Flashlight' #12490.
[22:02:34]	Lee Maylor has spawned 'models\props/CS_militia/logpile2.mdl'.
[22:03:00]	Lee Maylor exited observer at their location.
[22:03:02]	Lee Maylor entered observer.
[22:03:07]	Lee Maylor exited observer at their location.
[22:03:23]	Lee Maylor used command '/ToggleRaise'.
[22:03:34]	Lee Maylor has taken 6 damage from John Smith.
[22:03:34]	John Smith has taken 10 damage from OTA.C08-ECHO:OWS.69173.
[22:03:34]	Lee Maylor has taken 10 damage from OTA.C08-ECHO:OWS.69173.
[22:03:34]	OTA.C08-ECHO:OWS.69173 has taken 10 damage from Lee Maylor.
[22:03:34]	Lee Maylor has taken 10 damage from OTA.C08-ECHO:OWS.69173.
[22:03:35]	Lee Maylor has taken 10 damage from OTA.C08-ECHO:OWS.69173.
[22:03:35]	Lee Maylor has taken 6 damage from John Smith.
[22:03:36]	Lee Maylor has taken 6 damage from John Smith.
[22:03:36]	Lee Maylor has taken 10 damage from OTA.C08-ECHO:OWS.69173.
[22:03:36]	OTA.C08-ECHO:OWS.69173 has taken 10 damage from Lee Maylor.
[22:03:37]	Lee Maylor has taken 6 damage from John Smith.
[22:03:37]	Lee Maylor has taken 10 damage from OTA.C08-ECHO:OWS.69173.
[22:03:37]	Lee Maylor has taken 10 damage from OTA.C08-ECHO:OWS.69173.
[22:03:37]	Lee Maylor has taken 6 damage from John Smith.
[22:03:38]	Lee Maylor has taken 10 damage from OTA.C08-ECHO:OWS.69173.
[22:03:38]	OTA.C08-ECHO:OWS.69173 has killed Lee Maylor with weapon_knife.
[22:03:49]	matt saton loaded the character 'CPT Nathan Vance'
[22:03:51]	[ME] OTA.C08-ECHO:OWS.69173: begins cutting off one of the zombies limbs
[22:03:53]	matt saton loaded the character 'Lee Maylor'
[22:03:53]	Lee Maylor entered observer.
[22:04:04]	[ME] OTA.C08-ECHO:OWS.69173: he takes off one of the feet, and tosses it aside
[22:04:22]	[ME] OTA.C08-ECHO:OWS.69173: he holsters his knife, and attatches it to his utility belt at his side
[22:05:15]	Lee Maylor used command '/PM echo as soon as you enter the circle there, act like you don't want ot go in there'.
[22:05:25]	Lee Maylor used command '/PM echo like the circle where the tunnels converge and shit'.
[22:05:49]	Lee Maylor used command '/PM echo where the brown rocky dirt starts and not the greenish-brown grass'.
[22:06:05]	OTA.C08-ECHO:OWS.69173 used command '/PM Lee Like the ground made circle n shit? almost like an arching cave thingy'.
[22:06:08]	[ME] John Smith: would look at the formations of the rock, and would promptly say, "These are man-made..."
[22:06:19]	Lee Maylor used command '/PM echo not that ,but the imaginary circle where all the tunnels end'.
[22:06:28]	Lee Maylor used command '/PM echo imagine the endpoints of all those tunnels forming a circle'.
[22:06:37]	Lee Maylor used command '/PM echo once you get into that imaginary circle, act like you can't og further'.
[22:06:38]	OTA.C08-ECHO:OWS.69173 used command '/PM Lee ah gotcha'.
[22:07:31]	[OOC] John Smith: why am i stuck in crouch?
[22:07:40]	Lee Maylor used command '/PM echo the whole thing behind this is that your memory replacements and neural shit are preventing you from keeping going, since OTA'.
[22:07:47]	[OOC] John Smith: wait, im stuck being crouched
[22:07:53]	[OOC] Lee Maylor: do shift+alt
[22:07:56]	OTA.C08-ECHO:OWS.69173 used command '/PM Lee Ooooo I see'.
[22:07:57]	Lee Maylor used command '/PM echo you can't let the citizen go either, you've got an instinct to not either of you continue'.
[22:08:08]	[OOC] John Smith: i did that
[22:08:22]	Lee Maylor used command '/PM ows if sometrhing happens to your OWS i can give you a lil event char or you can be carson again, up to you'.
[22:08:34]	[OOC] John Smith: THERE WE GO
[22:08:39]	Lee Maylor used command '/PM ows it won't PK you'.
[22:08:55]	OTA.C08-ECHO:OWS.69173 used command '/PM Lee gotcha gotcha'.
[22:09:31]	[ME] John Smith: would eye the unit with the eyes of someone who suspects something is shady about someone.
[22:09:59]	Lee Maylor used command '/PM echo if you come to a bunker, you have to do the same. i won't tell you where it is, you'll know it when you see it'.
[22:10:15]	OTA.C08-ECHO:OWS.69173 used command '/PM Lee same like, Can't enter sorta stuff'.
[22:10:20]	Lee Maylor used command '/PM ows correct'.
[22:10:22]	Lee Maylor used command '/PM ows forbidden'.
[22:10:29]	OTA.C08-ECHO:OWS.69173 used command '/PM Lee 10-firmative'.
[22:10:47]	Lee Maylor has spawned a 'NPC [645][monster_hound_eye]'.
[22:10:47]	Lee Maylor has spawned a 'NPC [648][monster_hound_eye]'.
[22:10:48]	Lee Maylor has spawned a 'NPC [650][monster_hound_eye]'.
[22:10:49]	Lee Maylor has spawned a 'NPC [651][monster_hound_eye]'.
[22:10:51]	Lee Maylor has spawned a 'NPC [652][monster_hound_eye]'.
[22:10:55]	Lee Maylor exited observer at their location.
[22:10:56]	Lee Maylor entered observer.
[22:11:04]	Lee Maylor exited observer at their location.
[22:11:05]	Lee Maylor entered observer.
[22:11:13]	OTA.C08-ECHO:OWS.69173 has taken 5 damage from monster_hound_eye.
[22:11:19]	Lee Maylor has spawned a 'NPC [654][monster_hound_eye]'.
[22:11:20]	Lee Maylor has spawned a 'NPC [658][monster_hound_eye]'.
[22:11:20]	John Smith has taken 6 damage from monster_hound_eye.
[22:11:21]	Lee Maylor has spawned a 'NPC [654][monster_hound_eye]'.
[22:11:42]	[OOC] Lee Maylor: thank you consul
[22:11:43]	John Smith has taken 8 damage from monster_hound_eye.
[22:11:43]	OTA.C08-ECHO:OWS.69173 has taken 9 damage from monster_hound_eye.
[22:11:44]	John Smith has taken 5 damage from monster_hound_eye.
[22:11:44]	OTA.C08-ECHO:OWS.69173 has taken 6 damage from monster_hound_eye.
[22:11:48]	John Smith has taken 8 damage from monster_hound_eye.
[22:11:48]	John Smith has taken 8 damage from monster_hound_eye.
[22:11:51]	John Smith has taken 7 damage from monster_hound_eye.
[22:11:53]	John Smith has taken 8 damage from monster_hound_eye.
[22:12:07]	OTA.C08-ECHO:OWS.69173 has taken 4 damage from monster_hound_eye.
[22:12:22]	OTA.C08-ECHO:OWS.69173 has taken 11 damage from monster_hound_eye.
[22:12:31]	[ME] John Smith: would attempt to hide in the house
[22:12:45]	John Smith has taken 11 damage from monster_hound_eye.
[22:12:45]	OTA.C08-ECHO:OWS.69173 has taken 15 damage from monster_hound_eye.
[22:13:06]	[Y] OTA.C08-ECHO:OWS.69173: <:: Up here! ::>
[22:13:07]	[Y] OTA.C08-ECHO:OWS.69173: <:: Up here! ::>
[22:13:09]	[Y] OTA.C08-ECHO:OWS.69173: <:: Up here! ::>
[22:13:11]	[Y] OTA.C08-ECHO:OWS.69173: <:: Up here! ::>
[22:13:22]	Lee Maylor has spawned a 'NPC [626][npc_fastzombie]'.
[22:13:27]	Lee Maylor has spawned a 'NPC [658][npc_fastzombie]'.
[22:13:48]	[ME] John Smith: would now be completely lost...
[22:14:06]	Lee Maylor has spawned a 'NPC [645][npc_zombie]'.
[22:14:12]	Lee Maylor has spawned a 'NPC [645][npc_fastzombie]'.
[22:14:54]	[Y] John Smith: Hello?!
[22:15:00]	[OOC] OTA.C08-ECHO:OWS.69173: sorry for the uhhh... notice gents, but it's getting late for me rn and I got a morning shift tomorrow... gonna have to yeet :c 
[22:15:07]	[OOC] Lee Maylor: undestandable, take care
[22:15:08]	[OOC] John Smith: piss
[22:15:09]	[OOC] Lee Maylor: 1 on 1 event
[22:15:11]	[OOC] Lee Maylor: thanks for being on
[22:15:14]	[OOC] OTA.C08-ECHO:OWS.69173: cheers
[22:15:18]	Dilly_ (STEAM_0:0:52468151) has disconnected.
[22:15:28]	Lee Maylor used command '/Event And then there was one.'.
[22:15:31]	[Y] John Smith: Hello?! Is anyone out there?!
[22:15:33]	Lee Maylor used command '/Event One lone citizen against the world.'.
[22:16:22]	[OOC] John Smith: i guess this should be "q tortures one Civvie"
[22:16:29]	[OOC] John Smith: but please dont do that
[22:16:30]	[OOC] Lee Maylor: it's gonna be especially good with one person
[22:16:33]	[OOC] John Smith: that would be very unpog
[22:16:34]	[OOC] Lee Maylor: because it gives it a more uhhh
[22:16:37]	[OOC] Lee Maylor: hold on let me uhhh
[22:16:44]	[OOC] Lee Maylor: do the father son holy spirit thing
[22:16:46]	[OOC] Lee Maylor: whatever it's called
[22:16:51]	[OOC] John Smith: Stanley Parable vibe?
[22:16:56]	[OOC] Lee Maylor: Nope!
[22:16:58]	[OOC] Lee Maylor: Hell to the no!
[22:17:02]	[OOC] Lee Maylor: I was thinking more Amensia vibes
[22:17:06]	[OOC] Lee Maylor: as in the game, not the
[22:17:08]	[OOC] Lee Maylor: illness
[22:17:22]	[OOC] Lee Maylor: the one pewdiepie played all the time back in the day
[22:17:23]	[ME] John Smith: would begin to take stock...
[22:19:07]	[OOC] John Smith: Objective 1: Find a new flashlight
[22:19:32]	matt saton loaded the character 'Vortigaunt'
[22:19:33]	Vortigaunt entered observer.
[22:19:38]	Vortigaunt used command '/CharSetModel vortigaunt models/vortigaunt.mdl'.
[22:19:42]	Vortigaunt exited observer at their location.
[22:19:55]	Vortigaunt used command '/PlyTransfer vortigaunt vortigaunt'.
[22:19:55]	Vortigaunt has taken 1 damage from worldspawn.
[22:19:56]	Vortigaunt has taken 1 damage from worldspawn.
[22:19:57]	Vortigaunt has taken 1 damage from worldspawn.
[22:19:58]	Vortigaunt entered observer.
[22:20:00]	Vortigaunt exited observer at their location.
[22:20:00]	Vortigaunt has taken 1 damage from worldspawn.
[22:20:01]	Vortigaunt has spawned a 'Entity [621][item_healthkit]'.
[22:20:01]	Vortigaunt has taken 1 damage from worldspawn.
[22:20:01]	Vortigaunt has spawned a 'Entity [622][item_healthkit]'.
[22:20:01]	Vortigaunt has spawned a 'Entity [626][item_healthkit]'.
[22:20:02]	Vortigaunt entered observer.
[22:20:06]	Vortigaunt has gained a 'Respirator' #20952.
