[02:45:31]	Cotton has connected.
[22:02:16]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:02:20]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:02:20]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:02:20]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:02:20]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:02:20]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:02:33]	Freluci has spawned a 'NPC [258][npc_assassin]'.
[22:02:34]	[VORTIGESEFAR] Har Tunn: To cover!
[22:02:35]	Galargalar'Ralag has taken 119 damage from npc_combinegunship.
[22:02:40]	[VORTIGESEFAR] Har Tunn: Inside the bunker!
[22:02:41]	Freluci has spawned a 'NPC [259][npc_manhack]'.
[22:02:42]	Freluci has spawned a 'NPC [406][npc_manhack]'.
[22:02:44]	Mak 'Braam has taken 3 damage from npc_combinegunship.
[22:02:44]	Mak 'Braam has taken 3 damage from npc_combinegunship.
[22:02:44]	Mak 'Braam has taken 3 damage from npc_combinegunship.
[22:02:44]	Mak 'Braam has taken 3 damage from npc_combinegunship.
[22:02:44]	Mak 'Braam has taken 3 damage from npc_combinegunship.
[22:02:48]	Freluci has spawned a 'NPC [475][npc_assassin]'.
[22:02:50]	Mak 'Braam has taken 3 damage from npc_combinegunship.
[22:02:50]	Mak 'Braam has taken 3 damage from npc_combinegunship.
[22:02:50]	Mak 'Braam has taken 3 damage from npc_combinegunship.
[22:02:50]	Mak 'Braam has taken 3 damage from npc_combinegunship.
[22:02:50]	Mak 'Braam has taken 3 damage from npc_combinegunship.
[22:03:11]	[VORTIGESEFAR] Har Tunn: Deeper!
[22:03:18]	Kal'Taar has taken 4 damage from npc_manhack.
[22:03:19]	Har Tunn has taken 19 damage from npc_grenade_frag.
[22:03:20]	Kal'Taar has taken 1 damage from npc_grenade_frag.
[22:03:24]	Freluci has spawned a 'NPC [149][npc_hunter]'.
[22:03:33]	Tal'Rukan used command '/CharSetName freluci Tal'Rukan'.
[22:03:33]	Kal'Taar has taken 3 damage from npc_hunter.
[22:03:34]	Kal'Taar has taken 8 damage from npc_hunter.
[22:03:34]	Kal'Taar has taken 8 damage from npc_hunter.
[22:03:34]	Kal'Taar has taken 7 damage from npc_hunter.
[22:03:34]	Kal'Taar has taken 6 damage from npc_hunter.
[22:03:34]	Har Tunn has taken 2 damage from npc_hunter.
[22:03:34]	Kal'Taar has taken 5 damage from npc_hunter.
[22:03:34]	Har Tunn has taken 2 damage from npc_hunter.
[22:03:35]	Mak 'Braam has taken 4 damage from npc_manhack.
[22:03:35]	Mak 'Braam has taken 4 damage from npc_manhack.
[22:03:38]	Mak 'Braam has taken 4 damage from npc_manhack.
[22:03:45]	[VORTIGESEFAR] Tal'Rukan: Help me! They have me restrained! They are putting bindings on m--
[22:04:07]	[VORTIGESE] Kal'Taar: We have to escape. We cannot fall victim again.
[22:04:10]	[VORTIGESEFAR] Mak 'Braam: Brother! What have they done?
[22:04:11]	[OOC] Tal'Rukan: alright can we ICly pretend the OTA are synths
[22:04:13]	[VORTIGESE] Galargalar'Ralag: I no longer feel his vortessence!
[22:04:18]	[OOC] Kal'Taar: Yeah
[22:04:20]	[OOC] Tal'Rukan: can we agree to do that
[22:04:24]	[OOC] Har Tunn: not too big of a deal
[22:04:27]	[OOC] Tal'Rukan: reg synth sodliers
[22:04:38]	[OOC] Har Tunn: yep
[22:04:58]	Tal'Rukan has spawned a 'NPC [149][npc_combine_s]'.
[22:04:58]	Tal'Rukan has spawned a 'NPC [392][npc_combine_s]'.
[22:05:00]	Tal'Rukan has spawned a 'NPC [258][npc_combine_s]'.
[22:05:03]	Tal'Rukan has spawned a 'NPC [407][npc_combine_s]'.
[22:05:05]	Tal'Rukan has spawned a 'NPC [475][npc_manhack]'.
[22:05:19]	Tal'Rukan exited observer at their location.
[22:05:31]	Tal'Rukan entered observer.
[22:05:59]	Tal'Rukan exited observer at their location.
[22:06:00]	Tal'Rukan entered observer.
[22:06:00]	Tal'Rukan exited observer at their location.
[22:06:00]	Tal'Rukan entered observer.
[22:06:01]	Tal'Rukan exited observer at their location.
[22:06:01]	Tal'Rukan entered observer.
[22:06:02]	Tal'Rukan has spawned a 'NPC [501][npc_combine_s]'.
[22:06:02]	Tal'Rukan exited observer at their location.
[22:06:04]	Tal'Rukan entered observer.
[22:06:27]	Tal'Rukan used command '/CharGiveFlag rukan r'.
[22:06:28]	Tal'Rukan has spawned 'models/vortigaunt_slave.mdl'.
[22:06:29]	Tal'Rukan has spawned 'models/vortigaunt_slave.mdl'.
[22:06:29]	[VORTIGESEFAR] Kal'Taar: We should head to the boats.
[22:06:38]	Tal'Rukan has spawned 'models/lamarr.mdl'.
[22:06:38]	Har Tunn has taken 19 damage from worldspawn.
[22:06:40]	[VORTIGESE] Tal'Rukan: Help!
[22:06:43]	Kal'Taar has taken 27 damage from worldspawn.
[22:06:49]	Tal'Rukan has spawned a 'NPC [407][npc_manhack]'.
[22:06:53]	Tal'Rukan has spawned 'models/vortigaunt_slave.mdl'.
[22:06:58]	Tal'Rukan has spawned 'models/vortigaunt_slave.mdl'.
[22:06:59]	Tal'Rukan has spawned 'models/police_cheaple.mdl'.
[22:07:00]	Tal'Rukan has spawned 'models/police_cheaple.mdl'.
[22:07:01]	Tal'Rukan has spawned 'models/vortigaunt_slave.mdl'.
[22:07:01]	Mak 'Braam has taken 4 damage from npc_manhack.
[22:07:03]	Mak 'Braam has taken 4 damage from npc_manhack.
[22:07:03]	Tal'Rukan has spawned a 'NPC [556][npc_combine_s]'.
[22:07:04]	Mak 'Braam has taken 4 damage from npc_manhack.
[22:07:04]	Tal'Rukan has spawned a 'NPC [563][npc_combine_s]'.
[22:07:11]	Tal'Rukan has spawned a 'NPC [407][npc_combine_s]'.
[22:07:11]	Tal'Rukan has spawned a 'NPC [475][npc_combine_s]'.
[22:07:15]	Har Tunn has taken 3 damage from npc_combine_s.
[22:07:16]	Har Tunn has taken 3 damage from npc_combine_s.
[22:07:16]	Har Tunn has taken 3 damage from npc_combine_s.
[22:07:17]	Tal'Rukan has spawned a 'NPC [594][npc_combine_s]'.
[22:07:22]	Har Tunn has taken 3 damage from npc_combine_s.
[22:07:22]	Mak 'Braam has taken 3 damage from npc_combine_s.
[22:07:22]	Har Tunn has taken 3 damage from npc_combine_s.
[22:07:25]	Har Tunn has taken 9 damage from npc_combine_s.
[22:07:26]	Mak 'Braam has taken 3 damage from npc_combine_s.
[22:07:27]	Mak 'Braam has taken 15 damage from npc_combine_s.
[22:07:28]	Har Tunn has taken 3 damage from npc_combine_s.
[22:07:29]	Galargalar'Ralag has taken 3 damage from npc_combine_s.
[22:07:32]	Mak 'Braam has taken 25 damage from Kal'Taar.
[22:07:39]	[VORTIGESE] Tal'Rukan: Help...
[22:07:58]	[VORTIGESE] Tal'Rukan: Get help..
[22:08:00]	[VORTIGESE] Tal'Rukan: Please..
[22:08:06]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:08:06]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:08:09]	[VORTIGESEFAR] Mak 'Braam: Brothers! I have found our kin!
[22:08:09]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:08:09]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:08:10]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:08:10]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:08:10]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:08:13]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:08:14]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:08:14]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:08:14]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:08:14]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:08:17]	[VORTIGESE] Tal'Rukan: They have cut me from the vortessence.
[22:08:18]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:08:18]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:08:18]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:08:18]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:08:18]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:08:22]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:08:22]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:08:22]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:08:22]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:08:22]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:08:24]	[VORTIGESEFAR] Kal'Taar: Where?
[22:08:26]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:08:26]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:08:26]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:08:26]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:08:26]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:08:42]	[VORTIGESEFAR] Mak 'Braam: Back in the tunnel with the masked ones!
[22:08:50]	[VORTIGESE] Tal'Rukan: Help..
[22:08:56]	[VORTIGESE] Har Tunn: Brother!
[22:08:58]	[VORTIGESE] Tal'Rukan: I have been cut from the vortessence..
[22:09:07]	[VORTIGESE] Tal'Rukan: These bindings... They are wicked..
[22:09:15]	[VORTIGESE] Har Tunn: We will remove your chains!
[22:09:23]	[VORTIGESE] Har Tunn: Join me brothers!
[22:09:25]	[VORTIGESE] Tal'Rukan: Primitive, these bindings are.
[22:09:25]	[VORTIGESE] Kal'Taar: We can reconnect.. yes?
[22:09:27]	[VORTIGESE] Mak 'Braam: How shall we remove the bindings?
[22:09:42]	[ME] Har Tunn: Places his claws on his brothers clasps
[22:09:43]	[VORTIGESE] Tal'Rukan: I need you... I can feel it... Somewhere... 
[22:09:44]	[ME] Galargalar'Ralag: extends his hands, attempting to remove the bindings.
[22:09:48]	[VORTIGESE] Tal'Rukan: I can feel it pulling on me.
[22:10:02]	[VORTIGESE] Tal'Rukan: Nearby, they have set up a small camp, that keeps these bindings working.
[22:10:06]	[VORTIGESE] Tal'Rukan: Destroy it, and I will be free.
[22:10:10]	[ME] Kal'Taar: sort of starts cowering away.
[22:10:28]	[VORTIGESE] Galargalar'Ralag: Show no fear, we must prevail!
[22:10:33]	Tal'Rukan has spawned 'models/props_combine/combine_interface002.mdl'.
[22:10:36]	[VORTIGESEFAR] Har Tunn: Come!
[22:10:37]	Tal'Rukan has spawned 'models/props_combine/combine_interface002.mdl'.
[22:10:43]	[VORTIGESE] Kal'Taar: If they can do this, waht else can they do?
[22:10:43]	Tal'Rukan has spawned 'models/props_combine/combinecamera001.mdl'.
[22:10:51]	[VORTIGESEFAR] Mak 'Braam: We must liberate our kin!
[22:11:09]	Tal'Rukan has spawned 'models/props_combine/combine_interface002.mdl'.
[22:11:17]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:11:17]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:11:17]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:11:22]	Tal'Rukan has spawned 'models/props_combine/combine_generator01.mdl'.
[22:11:25]	Tal'Rukan has spawned 'models/props_combine/combine_generator01.mdl'.
[22:11:32]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:11:32]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:11:32]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:11:33]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:11:33]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:11:37]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:11:37]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:11:37]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:11:37]	Har Tunn has taken 3 damage from npc_combinegunship.
[22:11:57]	Mak 'Braam has taken 3 damage from npc_combinegunship.
[22:11:57]	Mak 'Braam has taken 3 damage from npc_combinegunship.
[22:11:57]	Mak 'Braam has taken 3 damage from npc_combinegunship.
[22:11:57]	Mak 'Braam has taken 3 damage from npc_combinegunship.
[22:11:57]	Mak 'Braam has taken 3 damage from npc_combinegunship.
[22:12:07]	[ME] Har Tunn: Binds together with his brothers to destroy the terminal
[22:12:10]	[VORTIGESE] Kal'Taar: I will draw it's fire! I will be brave!
[22:12:13]	[ME] Galargalar'Ralag: slams on the console
[22:12:14]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:12:17]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:12:17]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:12:17]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:12:17]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:12:17]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:12:18]	Tal'Rukan has spawned a 'Entity [476][pfx4_05~]'.
[22:12:20]	Tal'Rukan has spawned a 'Entity [592][pfx4_05~]'.
[22:12:34]	[VORTIGESEFAR] Tal'Rukan: I'm... free!
[22:12:42]	[VORTIGESE] Har Tunn: It is disabled!
[22:12:47]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:12:47]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:12:47]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:12:47]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:12:47]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:12:50]	Tal'Rukan exited observer at their location.
[22:12:51]	Har Tunn has taken 1 damage from npc_combinegunship.
[22:12:51]	Har Tunn has taken 1 damage from npc_combinegunship.
[22:12:51]	Har Tunn has taken 1 damage from npc_combinegunship.
[22:12:51]	Har Tunn has taken 1 damage from npc_combinegunship.
[22:12:51]	Har Tunn has taken 1 damage from npc_combinegunship.
[22:12:52]	Har Tunn has taken 1 damage from npc_combinegunship.
[22:12:52]	Har Tunn has taken 1 damage from npc_combinegunship.
[22:12:52]	Har Tunn has taken 1 damage from npc_combinegunship.
[22:12:52]	Har Tunn has taken 1 damage from npc_combinegunship.
[22:12:52]	Har Tunn has taken 1 damage from npc_combinegunship.
[22:12:52]	Har Tunn has taken 167 damage from npc_combinegunship.
[22:13:01]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:13:02]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:13:02]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:13:02]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:13:02]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:13:05]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:13:06]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:13:06]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:13:06]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:13:06]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:13:06]	[VORTIGESEFAR] Tal'Rukan: I will come to you soon! We must free our land of these Combine invaders!
[22:13:06]	Mak 'Braam has taken 1 damage from npc_combinegunship.
[22:13:09]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:13:10]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:13:10]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:13:10]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:13:10]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:13:12]	Tal'Rukan entered observer.
[22:13:13]	Tal'Rukan exited observer at their location.
[22:13:14]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:13:14]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:13:14]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:13:14]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:13:14]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:13:17]	Tal'Rukan entered observer.
[22:13:18]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:13:18]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:13:18]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:13:18]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:13:18]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:13:22]	Mak 'Braam has taken 3 damage from npc_combinegunship.
[22:13:23]	Mak 'Braam has taken 3 damage from npc_combinegunship.
[22:13:23]	Mak 'Braam has taken 3 damage from npc_combinegunship.
[22:13:23]	Mak 'Braam has taken 3 damage from npc_combinegunship.
[22:13:24]	Tal'Rukan exited observer at their location.
[22:13:30]	Tal'Rukan has taken 3 damage from npc_combinegunship.
[22:13:30]	Tal'Rukan has taken 3 damage from npc_combinegunship.
[22:13:30]	Tal'Rukan has taken 3 damage from npc_combinegunship.
[22:13:31]	Tal'Rukan has taken 3 damage from npc_combinegunship.
[22:13:31]	Tal'Rukan has taken 3 damage from npc_combinegunship.
[22:13:33]	Tal'Rukan used command '/ToggleRaise'.
[22:13:35]	[OOC] Har Tunn: pretend like i exist for about 5m, ill brb
[22:13:43]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:13:43]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:13:43]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:13:43]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:13:43]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:13:46]	[VORTIGESE] Tal'Rukan: You saved me.
[22:13:51]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:13:51]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:13:51]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:13:51]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:13:51]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:13:56]	[VORTIGESEFAR] Tal'Rukan: Our first order of business, we must destroy that gunship.
[22:13:59]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:14:03]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:14:03]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:14:03]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:14:03]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:14:08]	Mak 'Braam has taken 3 damage from npc_combinegunship.
[22:14:08]	Mak 'Braam has taken 3 damage from npc_combinegunship.
[22:14:08]	Mak 'Braam has taken 3 damage from npc_combinegunship.
[22:14:08]	Mak 'Braam has taken 3 damage from npc_combinegunship.
[22:14:08]	Mak 'Braam has taken 3 damage from npc_combinegunship.
[22:14:09]	[VORTIGESEFAR] Kal'Taar: It will weaken!
[22:14:12]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:14:12]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:14:12]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:14:12]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:14:12]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:14:21]	Mak 'Braam has taken 3 damage from npc_combinegunship.
[22:14:25]	[VORTIGESE] Galargalar'Ralag: Agreeed, but our vortessence seems to do nothing!
[22:14:37]	Mak 'Braam has taken 3 damage from npc_combinegunship.
[22:14:38]	Mak 'Braam has taken 3 damage from npc_combinegunship.
[22:14:38]	Mak 'Braam has taken 3 damage from npc_combinegunship.
[22:14:39]	[OOC] Kal'Taar: Just imagining a giant ship in the sky or something tbh. 
[22:14:41]	[VORTIGESEFAR] Tal'Rukan: Our electrical attacks are a mere tickle for hte gunship.
[22:14:42]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:14:42]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:14:42]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:14:42]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:14:45]	[OOC] Tal'Rukan: can you not see it?
[22:14:46]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:14:46]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:14:46]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:14:46]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:14:46]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:14:48]	Tal'Rukan entered observer.
[22:14:50]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:14:50]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:14:50]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:14:50]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:14:50]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:14:54]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:14:54]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:14:54]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:14:54]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:14:56]	[OOC] Kal'Taar: No not the gunship. I meant a GIANT SHIP.
[22:14:58]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:14:58]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:14:58]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:14:58]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:14:58]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:15:00]	[OOC] Tal'Rukan: ah, not quite yet
[22:15:02]	Tal'Rukan exited observer at their location.
[22:15:07]	[OOC] Mak 'Braam: I can only see the gunship
[22:15:10]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:15:10]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:15:10]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:15:10]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:15:14]	Tal'Rukan has taken 3 damage from npc_combinegunship.
[22:15:14]	Tal'Rukan has taken 3 damage from npc_combinegunship.
[22:15:14]	Tal'Rukan has taken 3 damage from npc_combinegunship.
[22:15:15]	[OOC] Kal'Taar: hence I said Imagine!
[22:15:15]	Tal'Rukan has taken 3 damage from npc_combinegunship.
[22:15:15]	Tal'Rukan has taken 3 damage from npc_combinegunship.
[22:15:27]	Kal'Taar has taken 10 damage from prop_physics.
[22:15:27]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:15:27]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:15:27]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:15:27]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:15:27]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:15:31]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:15:43]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:15:43]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:15:43]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:15:43]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:15:43]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:16:02]	[VORTIGESEFAR] Tal'Rukan: We must amplify our attacks and center it on the propeller!
[22:16:03]	Tal'Rukan entered observer.
[22:16:10]	[VORTIGESEFAR] Tal'Rukan: We must come together!
[22:16:11]	Tal'Rukan exited observer at their location.
[22:16:11]	[VORTIGESEFAR] Kal'Taar: Then we shall!
[22:16:14]	Tal'Rukan used command '/ToggleRaise'.
[22:16:14]	Tal'Rukan has taken 3 damage from npc_combinegunship.
[22:16:14]	Tal'Rukan has taken 3 damage from npc_combinegunship.
[22:16:14]	Tal'Rukan has taken 3 damage from npc_combinegunship.
[22:16:14]	Tal'Rukan has taken 3 damage from npc_combinegunship.
[22:16:14]	Tal'Rukan has taken 3 damage from npc_combinegunship.
[22:16:18]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:16:18]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:16:18]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:16:18]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:16:18]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:16:19]	Tal'Rukan used command '/ToggleRaise'.
[22:16:22]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:16:22]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:16:22]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:16:22]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:16:22]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:16:25]	[VORTIGESEFAR] Tal'Rukan: We must coordinate. Focus.
[22:16:26]	Mak 'Braam has taken 3 damage from npc_combinegunship.
[22:16:26]	Mak 'Braam has taken 3 damage from npc_combinegunship.
[22:16:27]	Mak 'Braam has taken 3 damage from npc_combinegunship.
[22:16:27]	Mak 'Braam has taken 3 damage from npc_combinegunship.
[22:16:27]	Mak 'Braam has taken 3 damage from npc_combinegunship.
[22:16:30]	[VORTIGESEFAR] Tal'Rukan: Cease your attacks, and focus.
[22:16:34]	[VORTIGESE] Kal'Taar: Teamwork!
[22:16:43]	[VORTIGESE] Tal'Rukan: Thank you.
[22:16:55]	[VORTIGESE] Tal'Rukan: Come together, and feel a power between all of us.
[22:17:15]	[VORTIGESEFAR] Tal'Rukan: If we focus our power, we can hit the gunship.
[22:17:19]	[VORTIGESE] Tal'Rukan: Breathe in.
[22:17:22]	[VORTIGESE] Tal'Rukan: Breathe out.
[22:17:38]	[VORTIGESE] Tal'Rukan: Feel the vortessence move between all of us...
[22:17:53]	[VORTIGESE] Tal'Rukan: And when its ebbs and flows have peaked, THRUST IT TOWARD THE GUNSHIP!
[22:17:56]	Tal'Rukan entered observer.
[22:17:57]	Tal'Rukan used command '/ToggleRaise'.
[22:18:01]	Tal'Rukan used command '/ToggleRaise'.
[22:18:02]	Tal'Rukan used command '/ToggleRaise'.
[22:18:06]	Tal'Rukan entered observer.
[22:18:08]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:09]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:09]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:09]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:09]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:11]	Tal'Rukan used command '/ToggleRaise'.
[22:18:12]	Tal'Rukan entered observer.
[22:18:12]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:13]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:13]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:13]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:13]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:17]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:17]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:17]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:17]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:17]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:21]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:21]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:21]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:21]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:21]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:25]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:25]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:25]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:25]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:25]	Kal'Taar has taken 3 damage from npc_combinegunship.
