[11:17:30]	MilkyWay has connected.
[18:03:35]	[OOC] PFC Mitchell 'Lazzy' Lazarus: XYZ, which would you be angrier about, getting to the rank of OfC and then having to start up at RcT due to rolls, or just making another civvie and grinding for 40 minutes to get decent gear?
[18:03:39]	[LOOC] CCA.C17-JUDGE.i2.69124: oh so you had someone process a minge char before it was in a locked room
[18:03:47]	CCA.C17-GRID.i1.59212 has gained 10 tokens.
[18:03:50]	[LOOC] DDDDDDDDDDDDDDDDDDDDDDDDDDDDDD: yes
[18:03:56]	[LOOC] CCA.C17-JUDGE.i2.69124: ok so that's slightly better
[18:03:57]	[OOC] PFC Mitchell 'Lazzy' Lazarus: Having CCA being forced to restart their rank is fucking dumb.
[18:04:07]	[OOC] Chris 'Cyclops' LeVon: both lol, it shouldnt matter what role you are
[18:04:09]	[LOOC] CCA.C17-JUDGE.i2.69124: still a char with a minge name
[18:04:11]	[OOC] DDDDDDDDDDDDDDDDDDDDDDDDDDDDDD: having a player being forced to make a new character is dumb
[18:04:12]	[OOC] PFC Mitchell 'Lazzy' Lazarus: A civvie is no where near as bad as having to restart in the CCA.
[18:04:13]	[LOOC] DDDDDDDDDDDDDDDDDDDDDDDDDDDDDD: mhm
[18:04:31]	[OOC] DDDDDDDDDDDDDDDDDDDDDDDDDDDDDD: also, why the FUCK did a grid unit have a flashbang?
[18:04:37]	[OOC] CCA.C17-GRID.i1.59212: i1
[18:04:39]	[OOC] PFC Mitchell 'Lazzy' Lazarus: Because all CCA are given them?
[18:04:40]	[OOC] CCA.C17-JUDGE.i2.69124: it is in the standard rollout
[18:04:53]	[OOC] Chris 'Cyclops' LeVon: lol so your saying i5 would have flashbangs too?
[18:04:54]	[OOC] DDDDDDDDDDDDDDDDDDDDDDDDDDDDDD: but you're a mechanic/engineer, why do you have a flashbang?
[18:04:55]	[LOOC] CCA.C17-JUDGE.i2.69124: so gimme a new name for this char or i can char ban it
[18:05:01]	[OOC] CCA.C17-JUDGE.i2.69124: it is standard rollout for all cca
[18:05:01]	[OOC] CCA.C17-GRID.i1.59212: im an i1
[18:05:03]	[OOC] PFC Mitchell 'Lazzy' Lazarus: Negative, at i3 you get them.
[18:05:04]	[LOOC] DDDDDDDDDDDDDDDDDDDDDDDDDDDDDD: Bobby Nice
[18:05:16]	[OOC] PFC Mitchell 'Lazzy' Lazarus: Also, just because he's a mechanic doesn't mean he isn't in combat.
[18:05:16]	CCA.C17-JUDGE.i2.69124 used command '/CharSetName ddddddd Bobby Nice'.
[18:05:20]	[LOOC] CCA.C17-JUDGE.i2.69124: give me your cid
[18:05:24]	Bobby Nice ran 'drop' on item 'Citizen ID' (#595)
[18:05:24]	Bobby Nice has lost a 'Citizen ID' #595.
[18:05:26]	[LOOC] CCA.C17-JUDGE.i2.69124: so i can fix it
[18:05:29]	CCA.C17-JUDGE.i2.69124 ran 'take' on item 'Citizen ID' (#595)
[18:05:29]	CCA.C17-JUDGE.i2.69124 has gained a 'Citizen ID' #595.
[18:05:30]	[LOOC] CCA.C17-GRID.i1.59212: /
[18:05:33]	[OOC] PFC Mitchell 'Lazzy' Lazarus: Why not give him a flashbang?????
[18:05:40]	[OOC] PFC Mitchell 'Lazzy' Lazarus: I see no reason not to.
[18:05:41]	[OOC] Chris 'Cyclops' LeVon: i mean army mechanics usually carry around AT4's sao
[18:05:50]	[OOC] Chris 'Cyclops' LeVon: at least in the iraq war they did
[18:06:05]	CCA.C17-JUDGE.i2.69124 has gained a 'Citizen ID' #7082.
[18:06:05]	CCA.C17-JUDGE.i2.69124 used command '/CreateCID Bobby Nice 71588'.
[18:06:08]	CCA.C17-JUDGE.i2.69124 ran 'drop' on item 'Citizen ID' (#7082)
[18:06:08]	CCA.C17-JUDGE.i2.69124 has lost a 'Citizen ID' #7082.
[18:06:09]	CCA.C17-JUDGE.i2.69124 entered observer.
[18:06:11]	Bobby Nice ran 'take' on item 'Citizen ID' (#7082)
[18:06:11]	Bobby Nice has gained a 'Citizen ID' #7082.
[18:06:12]	CCA.C17-JUDGE.i2.69124 exited observer at their location.
[18:06:13]	CCA.C17-JUDGE.i2.69124 ran 'drop' on item 'Citizen ID' (#595)
[18:06:13]	CCA.C17-JUDGE.i2.69124 has lost a 'Citizen ID' #595.
[18:06:16]	CCA.C17-JUDGE.i2.69124 entered observer.
[18:06:22]	[OOC] PFC Mitchell 'Lazzy' Lazarus: Regardless there isn't a single reason other than him finding a reason to complain about that situation.
[18:06:33]	Todd Muller used the 'General Store Manager' vendor.
[18:06:37]	Todd Muller has lost 2 tokens.
[18:06:37]	Todd Muller has gained a 'Citizen Filter' #7083.
[18:06:40]	[OOC] Bobby Nice: because why would a grid logically be in that situation? who the fuck would dispatch a GRID unit to a mugging/murder in progress
[18:06:41]	[OOC] Chris 'Cyclops' LeVon: honestly if you didnt kill yourself you wouldve had a real fair chance
[18:07:00]	[OOC] CCA.C17-JUDGE.i2.69124: The grid are still CCA
[18:07:05]	[OOC] CCA.C17-JUDGE.i2.69124: they have guns
[18:07:09]	[OOC] CCA.C17-JUDGE.i2.69124: they have armor
[18:07:12]	[OOC] Chris 'Cyclops' LeVon: as do all CCA's?
[18:07:15]	[OOC] CCA.C17-JUDGE.i2.69124: they are trained just as well as any cca
[18:07:21]	[OOC] CCA.C17-GRID.i1.59212: my grid was also the closest unit
[18:07:24]	[OOC] CCA.C17-JUDGE.i2.69124: therefore they would be dispatched to an attck
[18:07:25]	Fagitism created the character 'Luka Hills'
[18:07:25]	Luka Hills has gained a 'Suitcase' #7084.
[18:07:25]	Luka Hills has gained a 'Relocation Coupon' #7085.
[18:07:25]	Luka Hills has gained a 'Green Citizen Suit' #7086.
[18:07:25]	Luka Hills has gained a 'Citizen Filter' #7087.
[18:07:26]	Fagitism loaded the character 'Luka Hills'
[18:07:26]	Luka Hills has taken 1 damage from worldspawn.
[18:07:26]	Luka Hills has taken 1 damage from worldspawn.
[18:07:27]	Luka Hills has taken 1 damage from worldspawn.
[18:07:27]	[OOC] CCA.C17-JUDGE.i2.69124: attack*
[18:07:28]	Luka Hills has taken 1 damage from worldspawn.
[18:07:29]	Luka Hills has taken 1 damage from worldspawn.
[18:07:29]	Luka Hills has taken 1 damage from worldspawn.
[18:07:30]	Luka Hills has taken 1 damage from worldspawn.
[18:07:31]	Luka Hills has taken 1 damage from worldspawn.
[18:07:31]	[OOC] CCA.C17-GRID.i1.59212: all units are CCA
[18:07:32]	Luka Hills has taken 1 damage from worldspawn.
[18:07:32]	Luka Hills has taken 1 damage from worldspawn.
[18:07:32]	CCA.C17-JUDGE.i2.69124 has gained 10 tokens.
[18:07:33]	Luka Hills has taken 1 damage from worldspawn.
[18:07:34]	Luka Hills has taken 1 damage from worldspawn.
[18:07:34]	[OOC] Bobby Nice: yes, but dont you literally have so many OTHER units that are in a division that isnt mechanical working
[18:07:35]	Luka Hills has taken 1 damage from worldspawn.
[18:07:35]	Luka Hills has taken 1 damage from worldspawn.
[18:07:36]	Luka Hills has taken 1 damage from worldspawn.
[18:07:37]	Luka Hills has taken 1 damage from worldspawn.
[18:07:38]	Luka Hills has taken 1 damage from worldspawn.
[18:07:38]	Luka Hills has taken 1 damage from worldspawn.
[18:07:39]	Luka Hills has taken 1 damage from worldspawn.
[18:07:40]	Luka Hills has taken 1 damage from worldspawn.
[18:07:41]	Luka Hills has taken 1 damage from worldspawn.
[18:07:41]	Luka Hills has taken 1 damage from worldspawn.
[18:07:42]	Luka Hills has taken 1 damage from worldspawn.
[18:07:43]	Luka Hills has taken 1 damage from worldspawn.
[18:07:44]	Luka Hills has taken 1 damage from worldspawn.
[18:07:44]	[OOC] Luka Hills: wtf is this shit, i just spawned and im choking
[18:07:44]	Luka Hills has taken 1 damage from worldspawn.
[18:07:45]	Luka Hills has taken 1 damage from worldspawn.
[18:07:46]	Luka Hills has taken 1 damage from worldspawn.
[18:07:47]	Luka Hills has taken 1 damage from worldspawn.
[18:07:48]	Luka Hills has taken 1 damage from worldspawn.
[18:07:48]	[OOC] CCA.C17-JUDGE.i2.69124: nope
[18:07:48]	Luka Hills has taken 1 damage from worldspawn.
[18:07:49]	Luka Hills ran 'Equip' on item 'Green Citizen Suit' (#7086)
[18:07:49]	Luka Hills has taken 1 damage from worldspawn.
[18:07:49]	[OOC] CCA.C17-GRID.i1.59212: oh!
[18:07:50]	[OOC] PFC Mitchell 'Lazzy' Lazarus: Inventory.
[18:07:50]	Luka Hills has taken 1 damage from worldspawn.
[18:07:50]	Luka Hills ran 'equip' on item 'Citizen Filter' (#7087)
[18:07:51]	[OOC] CCA.C17-GRID.i1.59212: suit
[18:07:55]	[OOC] PFC Mitchell 'Lazzy' Lazarus: Hazmat and filters.
[18:08:01]	[OOC] Chris 'Cyclops' LeVon: if anything, Union would be someone taking care of that
[18:08:02]	[OOC] CCA.C17-GRID.i1.59212: we should stop the ooc spam
[18:08:03]	[OOC] CCA.C17-JUDGE.i2.69124: we don't have a ton of unit's on the server just ready to jump in
[18:08:05]	[OOC] Chris 'Cyclops' LeVon: since their patrolling units
[18:08:09]	[OOC] CCA.C17-GRID.i1.59212: yes but you see
[18:08:11]	[OOC] PFC Mitchell 'Lazzy' Lazarus: All units patrol.
[18:08:13]	[OOC] CCA.C17-GRID.i1.59212: no UNION was on
[18:08:19]	[OOC] CCA.C17-GRID.i1.59212: and all units patrol
[18:08:21]	[OOC] PFC Mitchell 'Lazzy' Lazarus: UNION is just the general purpose units.
[18:08:25]	Bobby Nice used command '/CharDesc'.
[18:08:30]	Luka Hills ran 'drop' on item 'Relocation Coupon' (#7085)
[18:08:30]	Luka Hills has lost a 'Relocation Coupon' #7085.
[18:08:32]	[OOC] Chris 'Cyclops' LeVon: there are different divisions, my dude.. I would be on if the ratio wasn't bung
[18:08:36]	CCA.C17-GRID.i1.59212 ran 'take' on item 'Relocation Coupon' (#7085)
[18:08:36]	CCA.C17-GRID.i1.59212 has gained a 'Relocation Coupon' #7085.
[18:08:37]	Bobby Nice used command '/CharDesc A 5'11" male wearing an industrial suit, their core features are hidden.'.
[18:08:40]	CCA.C17-GRID.i1.59212 opened the '' #338 container.
[18:08:44]	CCA.C17-GRID.i1.59212 closed the '' #338 container.
[18:08:47]	CCA.C17-GRID.i1.59212 has gained 10 tokens.
[18:09:04]	[OOC] CCA.C17-JUDGE.i2.69124: im actually gonna hop off my unit but ratio would still be wonky
[18:09:07]	[OOC] Bobby Nice: to respond to your statement btw cyclops, i wouldnt have a fair chance, i was flashbanged and the cp literally had his gun aimed at me so
[18:09:08]	Simulation has connected.
[18:09:08]	CCA.C17-JUDGE.i2.69124 exited observer at their location.
[18:09:08]	CCA.C17-GRID.i1.59212 ran 'take' on item 'Citizen ID' (#7087)
[18:09:08]	CCA.C17-GRID.i1.59212 has gained a 'Citizen ID' #7087.
[18:09:14]	Doughnut loaded the character 'Femthners'
[18:09:15]	Femthners entered observer.
[18:09:27]	CCA.C17-GRID.i1.59212 opened the '' #340 container.
[18:09:31]	[OOC] Todd Muller: Oh no... I've seen this guy before.
[18:09:33]	[OOC] PFC Mitchell 'Lazzy' Lazarus: Then don't attack units alone in the middle of the street.
[18:09:35]	CCA.C17-GRID.i1.59212 closed the '' #340 container.
[18:09:37]	[OOC] Chris 'Cyclops' LeVon: wait, the same unit that was 5 feet away from you?
[18:09:40]	[OOC] Bobby Nice: yes
[18:09:45]	[OOC] Chris 'Cyclops' LeVon: how would he not blind himself
[18:09:52]	[OOC] CCA.C17-GRID.i1.59212: i was behind a wall...
[18:09:54]	[OOC] Bobby Nice: it was around a corner
[18:09:56]	Simulation loaded the character 'Nick Brooks'
[18:09:56]	[OOC] Femthners: he threw the flashbang long before he went up
[18:10:03]	[LOOC] CCA.C17-GRID.i1.59212: its 2006 ic
[18:10:07]	Bobby Nice used command '/PM fem wouldnt the unit's body still be here'.
[18:10:13]	[OOC] Chris 'Cyclops' LeVon: as was he, plus, it wasnt a closed off wall, it would just resonate the sound
[18:10:19]	Simulation (STEAM_0:0:537995060) has disconnected.
[18:10:25]	[LOOC] Luka Hills: oh ok lol, 1980
[18:10:28]	XYZ loaded the character 'CCA.C17-UNION.i5.01477'
[18:10:54]	[LOOC] CCA.C17-GRID.i1.59212:  stand by as i fill in data pls
[18:10:59]	CCA.C17-GRID.i1.59212 used command '/ViewData hills'.
[18:11:03]	[OOC] CCA.C17-UNION.i5.01477: i think if anything that whole thing should be voided, since from what im hearing it just did not make any sense
[18:11:06]	Femthners used command '/PM bobby it would get cleaned up by CRM's'.
[18:11:06]	[LOOC] Luka Hills: k
[18:11:10]	[OOC] PFC Mitchell 'Lazzy' Lazarus: how?
[18:11:13]	[OOC] PFC Mitchell 'Lazzy' Lazarus: Explain in detail.
[18:11:15]	Bobby Nice used command '/PM fem this situation happened 10 minutes ago'.
[18:11:39]	Bobby Nice used command '/PM fem if crm's would clean it at least dispatch an IC set of CRM's'.
[18:11:55]	[OOC] CCA.C17-UNION.i5.01477: you both would be stunned from the flashbang you threw 3 feet away and since flashbang explosions are huge asf, if not, your rings would be ringing like crazy. Plus, the whole thing about the GRID coming back and killing him - if he killed the GRID,
[18:11:56]	Femthners used command '/PM bobby I'm the only one who can do it, and i was gm'ing'.
[18:12:02]	[OOC] CCA.C17-UNION.i5.01477: they should be excluded from the rp until its over
[18:12:09]	Bobby Nice used command '/PM fem so the body's gone then?'.
[18:12:13]	Femthners used command '/PM bobby yes'.
[18:12:16]	[OOC] PFC Mitchell 'Lazzy' Lazarus: I would like to make one claim before anything else.
[18:12:17]	Bobby Nice used command '/PM fem fuck'.
[18:12:35]	[OOC] PFC Mitchell 'Lazzy' Lazarus: He was fucking dumb to try attacking a i1 in the middle of a street.
[18:12:40]	[OOC] Bobby Nice: >they should be excluded from the RP until it's over
[18:12:41]	[OOC] Bobby Nice: I agree.
[18:12:42]	[OOC] PFC Mitchell 'Lazzy' Lazarus: Like...what the fuck do you think is gonna happen?????
[18:12:46]	[OOC] Femthners: right next to the nexus nonetheless
[18:12:49]	CCA.C17-GRID.i1.59212 ran 'drop' on item 'Citizen ID' (#7087)
[18:12:49]	CCA.C17-GRID.i1.59212 has lost a 'Citizen ID' #7087.
[18:12:57]	[OOC] PFC Mitchell 'Lazzy' Lazarus: UNGA BUNGA, ME HIT BIG MAN IN THE HEAD ME WIN
[18:12:59]	[OOC] CCA.C17-UNION.i5.01477: okay but he did kill him, correct?
[18:13:12]	[OOC] Femthners: with the power of rng yes
[18:13:14]	[OOC] PFC Mitchell 'Lazzy' Lazarus: He did but also, units would be dispatched immediately.
[18:13:20]	[OOC] Femthners: as all fights have been won and lost
[18:13:21]	[OOC] PFC Mitchell 'Lazzy' Lazarus: He was right next to the Nexus.
[18:13:21]	[OOC] Bobby Nice: i literally strangled the unit, kicked him to the ground, and ripped his shotgun, shooting him in the head
[18:13:22]	[OOC] CCA.C17-UNION.i5.01477: if you kill anyone anywhere its stupid, c'mon.
[18:13:25]	[OOC] Luka Hills: i love how i have to wait like 5 minutes to start actual RP, and then right as you join start dieing.
[18:13:40]	[LOOC] CCA.C17-GRID.i1.59212: take the card
[18:13:46]	Luka Hills ran 'take' on item 'Citizen ID' (#7087)
[18:13:46]	Luka Hills has gained a 'Citizen ID' #7087.
[18:13:47]	CCA.C17-GRID.i1.59212 has gained 10 tokens.
[18:14:01]	[OOC] PFC Mitchell 'Lazzy' Lazarus: Attack a unit in the Grotto alley with multiple people, get them literally near anywhere but the nexus/plaza.
[18:14:11]	[OOC] Bobby Nice: thanks for the strat
[18:14:27]	[OOC] Bobby Nice: totally wont be metagamed now
[18:14:39]	[OOC] PFC Mitchell 'Lazzy' Lazarus: You're welcome! hopefully you won't attack a i1 in the middle of a street in front of the drunken headcrab.
[18:14:39]	[OOC] CCA.C17-GRID.i1.59212: it's.. common sense anyway
[18:14:41]	[OOC] CCA.C17-UNION.i5.01477: like i said, they should be excluded from the rp, as that would be the fairest thing to do. That's literally like killing someone irl and then them coming back 5 minutes later with their gun back and killing you
[18:14:44]	[OOC] PFC Mitchell 'Lazzy' Lazarus: it's fucking common sense.
[18:15:04]	Bobby Nice used command '/CharFallOver 0'.
[18:15:07]	[LOOC] Bobby Nice: oh wtf
[18:15:28]	CCA.C17-UNION.i5.01477 has gained 10 tokens.
[18:15:45]	[OOC] PFC Mitchell 'Lazzy' Lazarus: New Life rule would state that the GRID unit who died is completely different from the unit that killed him.
[18:16:09]	[OOC] Bobby Nice: sure but the same player came back in "5 turns" which totally didnt feel like 5
[18:16:12]	[OOC] Luka Hills: lovely start to my server, a argument between the community.
[18:16:13]	[OOC] CCA.C17-UNION.i5.01477: therefore, he shouldnt have the same character...
[18:16:29]	[OOC] Luka Hills: experience*
[18:17:28]	Luka Hills ran 'take' on item 'Powercord' (#6209)
[18:17:28]	Luka Hills has gained a 'Powercord' #6209.
[18:17:33]	Luka Hills ran 'take' on item 'A Roll of Toilet Paper' (#6612)
[18:17:33]	Luka Hills has gained a 'A Roll of Toilet Paper' #6612.
[18:17:37]	DRD loaded the character 'CCA.C17-SCN.46812'
[18:17:51]	CCA.C17-SCN.46812 used command '/Radio // test'.
[18:17:58]	PFC Mitchell 'Lazzy' Lazarus used command '/Radio // no'.
[18:17:58]	[OOC] CCA.C17-UNION.i5.01477: it would be a crazy coincidence to have the same exact 5'7 quebec robocop to come back and have everything the same accent way - plus, i thought NLR rule was 30 minutes.
[18:18:05]	Luka Hills ran 'View' on item 'Notepad' (#5487)
[18:18:07]	[OOC] CCA.C17-UNION.i5.01477: which is what it should be
[18:18:12]	[OOC] Bobby Nice: 30 minutes not 5 turns LMAO
[18:18:19]	Luka Hills used command '/CharFallOver 0'.
[18:18:21]	[OOC] PFC Mitchell 'Lazzy' Lazarus: Okay, but then what backup am I getting?
[18:18:23]	Bobby Nice ran 'View' on item 'Notepad' (#5487)
[18:18:24]	[OOC] PFC Mitchell 'Lazzy' Lazarus: The fucking game master?
[18:18:24]	Luka Hills used command '/CharFallOver 0'.
[18:18:26]	Luka Hills used command '/CharFallOver 0'.
[18:18:28]	Luka Hills used command '/CharFallOver 0'.
[18:18:29]	Luka Hills used command '/CharFallOver 0'.
[18:18:30]	Luka Hills used command '/CharFallOver 0'.
[18:18:31]	Luka Hills used command '/CharFallOver 0'.
[18:18:38]	[OOC] PFC Mitchell 'Lazzy' Lazarus: Is the game master gonna appear before me as I called for him so he can shoot the rebel in the head.
[18:18:42]	Luka Hills used command '/CharFallOver 0'.
[18:18:44]	Luka Hills used command '/CharGetUp'.
[18:18:44]	Bobby Nice used command '/CharFallOver 0'.
[18:18:46]	Luka Hills used command '/CharFallOver 0'.
[18:18:46]	[OOC] CCA.C17-UNION.i5.01477: he couldve easily hopped on union and roleplayed along you people, like i used to do as a mod.
[18:18:48]	[LOOC] Bobby Nice: fuck
[18:18:51]	[OOC] CCA.C17-SCN.46812: i
[18:18:53]	[OOC] CCA.C17-UNION.i5.01477: he couldve just corrected something if it was wrong
[18:18:58]	[OOC] CCA.C17-SCN.46812: don't have a union
[18:19:00]	[OOC] Femthners: did you have another person gm'ing
[18:19:06]	[OOC] Femthners: or had multiple staff on
[18:19:16]	[OOC] PFC Mitchell 'Lazzy' Lazarus: Let me start GM'ing real quick!
[18:19:16]	Bobby Nice used the 'Resin Deposit' vendor.
[18:19:23]	[OOC] CCA.C17-SCN.46812: you want me to throw my scanner at them? run out as a quartermaster? fight them as cwu, or dispatch ota
[18:19:25]	[OOC] CCA.C17-SCN.46812: pick one
[18:19:35]	Bobby Nice opened the '' #416 container.
[18:19:36]	Bobby Nice closed the '' #416 container.
[18:19:37]	Bobby Nice opened the '' #416 container.
[18:19:38]	[OOC] CCA.C17-UNION.i5.01477: you dont need a game master, just correct someones actions if they rp something wrong or if it doesnt add up with physics
[18:19:38]	Bobby Nice closed the '' #416 container.
[18:19:41]	[OOC] Luka Hills: why is this server super toxic.
[18:19:44]	[OOC] CCA.C17-UNION.i5.01477: you dont need someone to move you around like chess pieces.
[18:19:48]	[OOC] CCA.C17-SCN.46812: it's not usually
[18:20:01]	[OOC] Femthners: it's not like this 99% of the time
[18:20:08]	Luka Hills has taken 29 damage from trigger_hurt.
[18:20:09]	[OOC] Femthners: but today seems to be a special day
[18:20:16]	[OOC] CCA.C17-SCN.46812: 98% of the time cus 1 precent of the time chicken is on
[18:20:17]	[OOC] CCA.C17-SCN.46812: jk jk
[18:20:22]	Luka Hills used command '/CharFallOver 0'.
[18:20:24]	[OOC] PFC Mitchell 'Lazzy' Lazarus: No you're right
[18:20:25]	Luka Hills used command '/CharFallOver 0'.
[18:20:28]	CCA.C17-UNION.i5.01477 has gained 10 tokens.
[18:20:29]	[OOC] PFC Mitchell 'Lazzy' Lazarus: 98% would be exact.
[18:20:29]	[OOC] CCA.C17-UNION.i5.01477: im not even mad, i just think the way this server does things now just isnt right
[18:20:33]	[OOC] Bobby Nice: the server's toxic, the owner compares their server to nebulous saying it's better, the server's apparently serious when there are mics
[18:20:34]	[OOC] Femthners: nah chicken doesn't play anymore
[18:20:37]	Luka Hills used command '/CharFallOver 0'.
[18:20:38]	Luka Hills used command '/CharFallOver 0'.
[18:20:39]	Luka Hills used command '/CharFallOver 0'.
[18:20:40]	Luka Hills used command '/CharFallOver 0'.
[18:20:40]	[OOC] PFC Mitchell 'Lazzy' Lazarus: No he doesn't.
[18:20:41]	Luka Hills used command '/CharFallOver 0'.
[18:20:41]	[OOC] PFC Mitchell 'Lazzy' Lazarus: But okay
[18:20:42]	[OOC] CCA.C17-SCN.46812: idea
[18:20:46]	[OOC] CCA.C17-SCN.46812: you don't like it?
[18:20:50]	[OOC] CCA.C17-SCN.46812: press leave server
[18:20:51]	[OOC] Bobby Nice: "dont like it leave"
[18:20:59]	[OOC] CCA.C17-SCN.46812: yeah
[18:20:59]	[OOC] Luka Hills: how to lose players 1010
[18:21:04]	[OOC] CCA.C17-SCN.46812: br gotta feed my guinea pigs
[18:21:11]	[OOC] CCA.C17-SCN.46812: better few then toxic
[18:21:11]	[OOC] CCA.C17-UNION.i5.01477: also, saying someone ruined the server is toxic, so..
[18:21:12]	Bobby Nice used the 'General Store Manager' vendor.
[18:21:16]	[OOC] Luka Hills:  you mean yourself?
[18:21:20]	Luka Hills used command '/CharFallOver 0'.
[18:21:22]	Luka Hills used command '/CharFallOver 0'.
[18:21:42]	[OOC] CCA.C17-UNION.i5.01477: ?
[18:21:44]	[OOC] Femthners: jesus christ I'm not dealing with another person hopping on and starting a new fight
[18:21:50]	Luka Hills ran 'take' on item 'Zip Tie' (#6288)
[18:21:50]	Luka Hills has gained a 'Zip Tie' #6288.
[18:21:51]	[OOC] Femthners: imma just tell ollie to deal with this
[18:21:55]	Doughnut (STEAM_0:1:127409364) has disconnected.
[18:21:59]	[OOC] Bobby Nice: LOL
[18:22:02]	FB|| light ROOM (STEAM_0:1:17219621) has disconnected.
[18:22:11]	[OOC] CCA.C17-UNION.i5.01477: thats sad, i expected more from you guys.
[18:22:11]	[OOC] Bobby Nice: and the connie rq
[18:22:12]	[OOC] Luka Hills: LOSING PLAYERS MOMENT
[18:22:16]	Todd Muller has taken 1 damage from worldspawn.
[18:22:16]	Todd Muller has taken 1 damage from worldspawn.
[18:22:17]	Todd Muller has taken 1 damage from worldspawn.
[18:22:18]	Todd Muller has taken 1 damage from worldspawn.
[18:22:19]	Todd Muller has taken 1 damage from worldspawn.
[18:22:19]	Todd Muller ran 'equip' on item 'Citizen Filter' (#6772)
[18:22:37]	CCA.C17-SCN.46812 has gained 10 tokens.
[18:22:51]	DRD (STEAM_0:0:193599766) has disconnected.
[18:23:04]	[OOC] Bobby Nice: losing players moment
[18:23:09]	[OOC] Luka Hills: this sewrver is so fucking ass LOL
[18:23:16]	[OOC] CCA.C17-UNION.i5.01477: im disappointed.
[18:23:22]	[OOC] Bobby Nice: staff cant even do their jobs
[18:23:44]	Bobby Nice used command '/CharFallOver 0'.
[18:23:45]	Bobby Nice used command '/CharGetUp'.
[18:23:45]	[OOC] Luka Hills: isnt the owner here like a pedo looking fatass LOL
[18:23:47]	Bobby Nice used command '/CharFallOver 0'.
[18:23:50]	[ME] CCA.C17-UNION.i5.01477: would dig out a bottle of whiskey from his bag, and a couple spare tokens.
[18:23:52]	Luka Hills used command '/CharFallOver 0'.
[18:23:53]	CCA.C17-UNION.i5.01477 ran 'drop' on item 'UU Gin' (#6581)
[18:23:53]	CCA.C17-UNION.i5.01477 has lost a 'UU Gin' #6581.
[18:23:53]	[OOC] Bobby Nice: he's a prehumanized ape
[18:23:54]	Bobby Nice used command '/CharFallOver 0'.
[18:23:55]	Luka Hills used command '/CharFallOver 0'.
[18:23:55]	Bobby Nice used command '/CharFallOver 0'.
[18:23:57]	CCA.C17-UNION.i5.01477 has lost 60 tokens.
[18:23:57]	CCA.C17-UNION.i5.01477 used command '/DropTokens 60'.
[18:24:00]	Bobby Nice ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#594)
[18:24:11]	Bobby Nice ran 'Equip' on item 'Cyclopic Citizen Suit' (#594)
[18:24:13]	Bobby Nice used command '/CharFallOver 0'.
[18:24:14]	Bobby Nice used command '/CharFallOver 0'.
[18:24:16]	Bobby Nice used command '/CharFallOver 0'.
[18:24:17]	Bobby Nice used command '/CharFallOver 0'.
[18:24:18]	Bobby Nice used command '/CharFallOver 0'.
[18:24:18]	Luka Hills used command '/CharFallOver 0'.
[18:24:18]	Bobby Nice used command '/CharFallOver 0'.
[18:24:19]	Bobby Nice used command '/CharFallOver 0'.
[18:24:20]	Luka Hills used command '/CharFallOver 0'.
[18:24:21]	Bobby Nice used command '/CharFallOver 0'.
[18:24:22]	Bobby Nice used command '/CharFallOver 0'.
[18:24:23]	[ME] Todd Muller: Grabs both of the items before looking up at the officer before saying in a very happy voice "Thank you so much for this."
[18:24:24]	Bobby Nice used command '/CharFallOver 0'.
[18:24:25]	Luka Hills used command '/CharFallOver 0'.
[18:24:25]	Todd Muller ran 'take' on item 'UU Gin' (#6581)
[18:24:25]	Todd Muller has gained a 'UU Gin' #6581.
[18:24:27]	Bobby Nice used command '/CharFallOver 0'.
[18:24:27]	Todd Muller has gained 60 tokens.
[18:24:29]	Bobby Nice used command '/CharFallOver 0'.
[18:24:31]	Bobby Nice used command '/CharFallOver 0'.
[18:24:33]	Bobby Nice used command '/CharFallOver 0'.
[18:24:34]	Bobby Nice used command '/CharFallOver 0'.
[18:24:34]	Bobby Nice used command '/CharFallOver 0'.
[18:24:39]	Bobby Nice used command '/CharFallOver 0'.
[18:24:41]	Bobby Nice used command '/CharFallOver 0'.
[18:24:43]	Bobby Nice used command '/CharFallOver 0'.
[18:24:44]	Luka Hills ran 'View' on item 'Notepad' (#1946)
[18:24:45]	Bobby Nice used command '/CharFallOver 0'.
[18:24:47]	Bobby Nice used command '/CharFallOver 0'.
[18:24:48]	Luka Hills ran 'View' on item 'Paper' (#5255)
[18:24:49]	Bobby Nice used command '/CharFallOver 0'.
[18:24:50]	Bobby Nice used command '/CharFallOver 0'.
[18:24:51]	Bobby Nice used command '/CharFallOver 0'.
[18:24:52]	Todd Muller used the 'General Store Manager' vendor.
[18:24:52]	Bobby Nice used command '/CharFallOver 0'.
[18:24:53]	Bobby Nice used command '/CharFallOver 0'.
[18:24:54]	Todd Muller has lost 2 tokens.
[18:24:54]	Todd Muller has gained a 'Citizen Filter' #7088.
[18:24:54]	Bobby Nice used command '/CharFallOver 0'.
[18:24:54]	Todd Muller has lost 2 tokens.
[18:24:54]	Todd Muller has gained a 'Citizen Filter' #7089.
[18:24:55]	Bobby Nice used command '/CharFallOver 0'.
[18:24:56]	[OOC] CCA.C17-UNION.i5.01477: not everyone is bad, i tried my best helping people when i was mod.
[18:24:56]	Bobby Nice used command '/CharFallOver 0'.
