[11:10:44]	NamRm has connected.
[13:51:55]	[OOC] HeadCrab the 3rd: i am so beefy
[13:51:58]	HeadCrab the 3rd has taken 12 damage from CCA.C17-UNION.SqL.72633.
[13:52:34]	[LOOC] CCA.C17-GRID.i2.36307: minimum ic age is 21
[13:52:37]	[LOOC] CCA.C17-GRID.i2.36307: its 2006
[13:52:42]	[LOOC] CCA.C17-GRID.i2.36307: you wanna change it?
[13:52:57]	[LOOC] Dave Skylark: sure 1986
[13:53:00]	[LOOC] Dave Skylark: 1985
[13:53:03]	[LOOC] CCA.C17-GRID.i2.36307: kk
[13:53:08]	[LOOC] Andre Black: wrong to
[13:53:19]	CCA.C17-GRID.i2.36307 used command '/ViewData dave'.
[13:53:28]	[LOOC] Jamal White: hope*
[13:53:40]	dave (STEAM_0:1:87844820) has disconnected.
[13:53:43]	[OOC] Ryan Marnett: kek
[13:53:50]	[ME] CCA.C17-UNION.SqL.72633: Dashes backwards.
[13:53:57]	[OOC] CCA.C17-GRID.i2.36307: i was doing his info :(
[13:53:59]	CCA.C17-UNION.SqL.72633 has taken 25 damage from HeadCrab the 3rd.
[13:54:14]	[OOC] CCA.C17-GRID.i2.36307: q do you have a qrm char
[13:54:22]	[OOC] Ryan Marnett: yeah, what's up
[13:54:36]	[OOC] CCA.C17-GRID.i2.36307: ammo
[13:54:43]	[OOC] Ryan Marnett: smg out
[13:54:46]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[13:54:48]	[OOC] CCA.C17-GRID.i2.36307: done
[13:54:57]	CCA.C17-UNION.SqL.72633 has gained 10 tokens.
[13:54:57]	[OOC] CCA.C17-GRID.i2.36307: pistol is out
[13:55:13]	[ME] CCA.C17-UNION.SqL.72633: Begins spraying the necrotic down.
[13:55:57]	HeadCrab the 3rd has taken 12 damage from CCA.C17-UNION.SqL.72633.
[13:55:57]	HeadCrab the 3rd has taken 12 damage from CCA.C17-UNION.SqL.72633.
[13:55:59]	HeadCrab the 3rd has taken 12 damage from CCA.C17-UNION.SqL.72633.
[13:55:59]	HeadCrab the 3rd has taken 12 damage from CCA.C17-UNION.SqL.72633.
[13:55:59]	HeadCrab the 3rd has taken 12 damage from CCA.C17-UNION.SqL.72633.
[13:55:59]	HeadCrab the 3rd has taken 12 damage from CCA.C17-UNION.SqL.72633.
[13:56:33]	[ME] HeadCrab the 3rd: hits stupid little baby man
[13:57:10]	[OOC] HeadCrab the 3rd: i about to kill a grid and a sql
[13:57:14]	[OOC] HeadCrab the 3rd: as a fucking head crab
[13:57:17]	[ME] CCA.C17-UNION.SqL.72633: Dashes backwards again because fuck the Necrotic.
[13:57:22]	[OOC] CCA.C17-UNION.SqL.72633: Zombie, in a combatRP fight.
[13:57:59]	CCA.C17-GRID.i2.36307 used command '/Radio I heard a biosignal loss'.
[13:58:08]	[ME] CCA.C17-UNION.SqL.72633: Sprays another flurry of 4.6 rounds at the Necrotic.
[13:58:32]	[LOOC] HeadCrab the 3rd: fuckin chad
[13:59:02]	[OOC] Ryan Marnett: we're 1 of 3 servers with players
[13:59:03]	[OOC] Ryan Marnett: weird 
[13:59:05]	[OOC] Ryan Marnett: and cool
[13:59:08]	Ryan Marnett exited observer at their location.
[13:59:09]	Ryan Marnett entered observer.
[13:59:10]	Ryan Marnett exited observer at their location.
[13:59:10]	Ryan Marnett entered observer.
[13:59:11]	Ryan Marnett exited observer at their location.
[13:59:12]	Ryan Marnett entered observer.
[13:59:13]	Ryan Marnett exited observer at their location.
[13:59:13]	Ryan Marnett entered observer.
[13:59:46]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[13:59:55]	[ME] CCA.C17-UNION.SqL.72633: Dashes to the right because fuck you.
[13:59:57]	CCA.C17-UNION.SqL.72633 has gained 10 tokens.
[14:00:03]	[OOC] Jamal White: gonna play aurora
[14:00:09]	hnbug01 (STEAM_0:1:575208276) has disconnected.
[14:00:11]	[OOC] HeadCrab the 3rd: sad
[14:00:16]	[OOC] Ryan Marnett: bruh
[14:00:20]	Ryan Marnett exited observer at their location.
[14:00:20]	Ryan Marnett entered observer.
[14:00:22]	Ryan Marnett exited observer at their location.
[14:00:22]	Ryan Marnett entered observer.
[14:00:26]	[OOC] Ryan Marnett: imagine
[14:00:26]	[ME] CCA.C17-UNION.SqL.72633: Begins spraying the zombie once again with a flurry of 4.6 rounds.
[14:01:18]	[LOOC] HeadCrab the 3rd: chad of a zombie
[14:04:38]	[OOC] CCA.C17-GRID.i2.36307: boo
[14:04:41]	[OOC] CCA.C17-GRID.i2.36307: i see you
[14:04:46]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[14:04:57]	CCA.C17-UNION.SqL.72633 has gained 10 tokens.
[14:04:57]	[OOC] HeadCrab the 3rd: scwary
[14:05:16]	[OOC] CCA.C17-GRID.i2.36307: afk
[14:05:23]	Madeline Wuntch (STEAM_0:0:193599766) has disconnected.
[14:06:27]	[ME] CCA.C17-UNION.SqL.72633: Dashes backwards because fuck you Necrotic.
[14:07:25]	[ME] CCA.C17-UNION.SqL.72633: Dashes once again because fuck you I hate this Necrotic.
[14:07:33]	CCA.C17-UNION.SqL.72633 has taken 25 damage from HeadCrab the 3rd.
[14:09:57]	[ME] CCA.C17-UNION.SqL.72633: Runs a short distance away.
[14:09:57]	CCA.C17-UNION.SqL.72633 has gained 10 tokens.
[14:10:56]	Headcrab exited observer.
[14:10:57]	Headcrab entered observer.
[14:12:11]	[ME] CCA.C17-UNION.SqL.72633: Does a quick reload and fires at the headcrab.
[14:13:43]	[OOC] HeadCrab the 3rd: turn around kid it be a crime
[14:13:54]	[ME] CCA.C17-UNION.SqL.72633: Dashes back once again because this combatRP is fucking dumb and this Necrotic is stronger and more affective than a Zombine.
[14:14:11]	CCA.C17-UNION.SqL.72633 has taken 25 damage from HeadCrab the 3rd.
[14:14:28]	[OOC] HeadCrab the 3rd: I KILLED THE SQL AS A SQUAD LEADER
[14:14:29]	[OOC] HeadCrab the 3rd: POG
[14:14:30]	CCA.C17-UNION.SqL.72633 has taken 25 damage from HeadCrab the 3rd.
[14:14:32]	CCA.C17-UNION.SqL.72633 has taken 25 damage from HeadCrab the 3rd.
[14:14:34]	CCA.C17-UNION.SqL.72633 has taken 25 damage from HeadCrab the 3rd.
[14:14:36]	CCA.C17-UNION.SqL.72633 has taken 25 damage from HeadCrab the 3rd.
[14:14:36]	HeadCrab the 3rd has killed CCA.C17-UNION.SqL.72633.
[14:14:57]	CCA.C17-UNION.SqL.72633 has gained 10 tokens.
[14:15:03]	FB|| light ROOM loaded the character 'OTA.C17-ECHO.OWC.25097'
[14:15:40]	[OOC] HeadCrab the 3rd: fuckin rekt kid
[14:15:43]	[OOC] HeadCrab the 3rd: and dustin didnt
[14:15:45]	[OOC] HeadCrab the 3rd: shut up
[14:15:50]	[OOC] HeadCrab the 3rd: blame rng lmao
[14:16:42]	[OOC] HeadCrab the 3rd: rng god on this blessed day
[14:16:49]	[OOC] HeadCrab the 3rd: he touched me with his hand
[14:16:58]	[OOC] HeadCrab the 3rd: lmao
[14:17:12]	[OOC] HeadCrab the 3rd: im sorry but i just feels so good to kill 3 high ranking
[14:17:15]	[OOC] HeadCrab the 3rd: 2
[14:17:16]	[OOC] OTA.C17-ECHO.OWC.25097: 2
[14:17:17]	[OOC] HeadCrab the 3rd: mean
[14:17:30]	[OOC] HeadCrab the 3rd: rng be like
[14:17:34]	[OOC] OTA.C17-ECHO.OWC.25097: And this is fucking dumbo, a normal zombie CAN NOT be more affective than a literal fucking Zombine.
[14:17:45]	Headcrab used command '/CharGiveFlag crab r'.
[14:17:45]	[OOC] OTA.C17-ECHO.OWC.25097: Like it is physically impossible.
[14:17:54]	Headcrab used command '/CharTakeFlag head r'.
[14:17:55]	[OOC] HeadCrab the 3rd: f
[14:18:09]	[OOC] OTA.C17-ECHO.OWC.25097: And also my SqL would be affective as fuck at killing Necrotics.
[14:18:35]	Mr. Chief loaded the character 'OTA.C14-ECHO.OWC.29481'
[14:19:16]	OTA.C17-ECHO.OWC.29481 used command '/CharSetName c14 OTA.C17-ECHO.OWC.29481'.
[14:19:54]	OTA.C17-ECHO.OWC.29481 used command '/CharSetModel 294 models/jq/hlvr/characters/combine/grunt/combine_grunt_hlvr_npc.mdl'.
[14:20:03]	OTA.C17-ECHO.OWC.29481 has spawned a 'Entity [369][item_ammo_ar2]'.
[14:20:04]	OTA.C17-ECHO.OWC.29481 has spawned a 'Entity [2132][item_ammo_ar2]'.
[14:20:04]	OTA.C17-ECHO.OWC.29481 has spawned a 'Entity [369][item_ammo_ar2]'.
[14:20:05]	OTA.C17-ECHO.OWC.29481 has spawned a 'Entity [369][item_ammo_ar2]'.
[14:20:05]	OTA.C17-ECHO.OWC.29481 has spawned a 'Entity [2132][item_ammo_ar2]'.
[14:20:05]	OTA.C17-ECHO.OWC.29481 has spawned a 'Entity [2134][item_ammo_ar2]'.
[14:20:28]	OTA.C17-ECHO.OWC.29481 used command '/Dispatch Unrest procedure'.
[14:21:30]	OTA.C17-ECHO.OWC.29481 used command '/Radio Echo:One units moving to investigate biosignal losses of GRID i2 and UNION SqL.'.
[14:23:36]	[ME] OTA.C17-ECHO.OWC.29481: fires a burst of Pulse SMG rounds at the Necrotic.
[14:23:42]	HeadCrab the 3rd has taken 7 damage from OTA.C17-ECHO.OWC.29481.
[14:23:42]	HeadCrab the 3rd has taken 7 damage from OTA.C17-ECHO.OWC.29481.
[14:23:42]	HeadCrab the 3rd has taken 7 damage from OTA.C17-ECHO.OWC.29481.
[14:23:42]	OTA.C17-ECHO.OWC.29481 has killed HeadCrab the 3rd with tfa_psmg.
[14:23:57]	OTA.C17-ECHO.OWC.25097 used command '/Radio Necrotic tagged at 10-20 D4.'.
[14:24:07]	Chicken loaded the character 'Sandra Remez'
[14:24:57]	OTA.C17-ECHO.OWC.29481 used command '/Radio Necrotic inhabiting GRID body. SqL's body found with gashes, scrapes, and melee wounds. Evident Necrotic killings.'.
[14:25:11]	OTA.C17-ECHO.OWC.29481 used command '/Radio 10-55D, 10-20 D2.'.
[14:25:18]	OTA.C17-ECHO.OWC.29481 has spawned 'models/jq/hlvr/characters/combine/combine_captain/combine_captain_hlvr_npc.mdl'.
[14:25:25]	OTA.C17-ECHO.OWC.29481 has spawned 'models/Police.mdl'.
[14:25:39]	OTA.C17-ECHO.OWC.29481 has spawned 'models\Humans/Group03/male_09.mdl'.
[14:25:41]	OTA.C17-ECHO.OWC.29481 has spawned 'models/Police.mdl'.
[14:26:08]	OTA.C17-ECHO.OWC.29481 used command '/Radio Echo:One retrieving Cremator.'.
[14:26:39]	Mr. Chief loaded the character 'CAC.C14-CRM.21138'
[14:27:50]	CAC.C14-CRM.21138 has spawned 'models/Humans/Charple01.mdl'.
[14:27:56]	CAC.C14-CRM.21138 has spawned 'models/Humans/Charple01.mdl'.
[14:28:33]	CAC.C14-CRM.21138 has spawned 'models/Humans/Charple01.mdl'.
[14:29:36]	CAC.C14-CRM.21138 entered observer.
[14:29:50]	OTA.C17-ECHO.OWC.25097 has taken 43 damage from worldspawn.
[14:30:05]	OTA.C17-ECHO.OWC.25097 has taken 34 damage from worldspawn.
[14:30:48]	OTA.C17-ECHO.OWC.25097 has taken 39 damage from worldspawn.
[14:31:11]	CAC.C14-CRM.21138 exited observer.
[14:31:54]	Mr. Chief loaded the character 'Klaus Ludwig'
[14:33:07]	[OOC] OTA.C17-ECHO.OWC.25097: Gonna hop onto the SWRP.
[14:33:13]	[OOC] OTA.C17-ECHO.OWC.25097: Other people should get on it as well.
[14:33:17]	[OOC] Klaus Ludwig: i will too
[14:33:20]	FB|| light ROOM (STEAM_0:1:17219621) has disconnected.
[14:33:29]	Mr. Chief (STEAM_0:1:129270116) has disconnected.
[14:51:39]	matt saton (STEAM_0:1:53097688) has disconnected.
[14:52:45]	Chicken (STEAM_0:0:143523274) has disconnected.
[17:09:42]	Andre Black has taken 2 damage from Andre Black.
[17:09:57]	Andre Black has taken 2 damage from Andre Black.
[17:10:12]	Andre Black has taken 2 damage from Andre Black.
[17:10:27]	Andre Black has taken 2 damage from Andre Black.
[17:10:42]	Andre Black has taken 2 damage from Andre Black.
[17:10:57]	Andre Black has taken 2 damage from Andre Black.
[17:11:12]	Andre Black has taken 2 damage from Andre Black.
[17:11:27]	Andre Black has taken 2 damage from Andre Black.
[17:11:42]	Andre Black has taken 2 damage from Andre Black.
[17:11:57]	Andre Black has taken 2 damage from Andre Black.
[17:12:12]	Andre Black has taken 2 damage from Andre Black.
[17:12:27]	Andre Black has taken 2 damage from Andre Black.
[17:12:42]	Andre Black has taken 2 damage from Andre Black.
[17:12:58]	Andre Black has taken 2 damage from Andre Black.
[17:13:13]	Andre Black has taken 2 damage from Andre Black.
[17:13:28]	Andre Black has taken 2 damage from Andre Black.
[17:13:43]	Andre Black has taken 2 damage from Andre Black.
[17:13:58]	Andre Black has taken 2 damage from Andre Black.
[17:14:13]	Andre Black has taken 2 damage from Andre Black.
[17:14:28]	Andre Black has taken 2 damage from Andre Black.
[17:14:43]	Andre Black has taken 2 damage from Andre Black.
[17:14:58]	Andre Black has taken 2 damage from Andre Black.
[17:15:13]	Andre Black has taken 2 damage from Andre Black.
[17:15:28]	Andre Black has taken 2 damage from Andre Black.
[17:15:43]	Andre Black has taken 2 damage from Andre Black.
[17:15:58]	Andre Black has taken 2 damage from Andre Black.
[17:16:13]	Andre Black has taken 2 damage from Andre Black.
[17:16:28]	Andre Black has taken 2 damage from Andre Black.
[17:16:43]	Andre Black has taken 2 damage from Andre Black.
[17:16:58]	Andre Black has taken 2 damage from Andre Black.
[17:17:13]	Andre Black has taken 2 damage from Andre Black.
[17:17:28]	Andre Black has taken 2 damage from Andre Black.
[17:17:43]	Andre Black has taken 2 damage from Andre Black.
[17:17:58]	Andre Black has taken 2 damage from Andre Black.
[17:18:13]	Andre Black has taken 2 damage from Andre Black.
[17:18:28]	Andre Black has taken 2 damage from Andre Black.
[17:18:43]	Andre Black has taken 2 damage from Andre Black.
[17:18:58]	Andre Black has taken 2 damage from Andre Black.
[17:19:13]	Andre Black has taken 2 damage from Andre Black.
[17:19:28]	Andre Black has taken 2 damage from Andre Black.
[17:19:43]	Andre Black has taken 2 damage from Andre Black.
[17:19:58]	Andre Black has taken 2 damage from Andre Black.
[17:20:13]	Andre Black has taken 2 damage from Andre Black.
[17:20:28]	Andre Black has taken 2 damage from Andre Black.
[17:20:43]	Andre Black has taken 2 damage from Andre Black.
[17:20:58]	Andre Black has taken 2 damage from Andre Black.
[17:21:14]	Andre Black has taken 2 damage from Andre Black.
[17:21:29]	Andre Black has taken 2 damage from Andre Black.
[17:21:44]	Andre Black has taken 2 damage from Andre Black.
[17:21:59]	Andre Black has taken 2 damage from Andre Black.
[17:22:14]	Andre Black has taken 2 damage from Andre Black.
[17:22:29]	Andre Black has taken 2 damage from Andre Black.
[17:22:44]	Andre Black has taken 2 damage from Andre Black.
[17:22:59]	Andre Black has taken 2 damage from Andre Black.
[17:23:14]	Andre Black has taken 2 damage from Andre Black.
[17:23:29]	Andre Black has taken 2 damage from Andre Black.
[17:23:44]	Andre Black has taken 2 damage from Andre Black.
[17:23:59]	Andre Black has taken 2 damage from Andre Black.
[17:24:14]	Andre Black has taken 2 damage from Andre Black.
[17:24:29]	Andre Black has taken 2 damage from Andre Black.
[17:24:44]	Andre Black has taken 2 damage from Andre Black.
[17:24:59]	Andre Black has taken 2 damage from Andre Black.
[17:25:14]	Andre Black has taken 2 damage from Andre Black.
[17:25:29]	Andre Black has taken 2 damage from Andre Black.
[17:25:44]	Andre Black has taken 2 damage from Andre Black.
[17:25:59]	Andre Black has taken 2 damage from Andre Black.
[17:26:14]	Andre Black has taken 2 damage from Andre Black.
[17:26:14]	Andre Black has killed Andre Black.
[17:39:12]	NamRm (STEAM_0:0:69476140) has disconnected.
