[17:03:49]	wheat has connected.
[22:26:02]	Jason has gained a 'Citizen Filter' #12473.
[22:26:02]	ComradeNathan loaded the character 'Jason'
[22:26:02]	Jason has taken 1 damage from worldspawn.
[22:26:03]	Jason has taken 1 damage from worldspawn.
[22:26:03]	Jason has taken 1 damage from worldspawn.
[22:26:04]	Jason has taken 1 damage from worldspawn.
[22:26:05]	Jason has taken 1 damage from worldspawn.
[22:26:06]	Jason has taken 1 damage from worldspawn.
[22:26:06]	Jason has taken 1 damage from worldspawn.
[22:26:07]	Jason has taken 1 damage from worldspawn.
[22:26:08]	Jason has taken 1 damage from worldspawn.
[22:26:09]	Jason has taken 1 damage from worldspawn.
[22:26:09]	[OOC] Ben Edge: he said to me that some admin called him the n word lol
[22:26:09]	Jason has taken 1 damage from worldspawn.
[22:26:10]	Jason has taken 1 damage from worldspawn.
[22:26:11]	Jason has taken 1 damage from worldspawn.
[22:26:12]	Jason has taken 1 damage from worldspawn.
[22:26:12]	Jason has taken 1 damage from worldspawn.
[22:26:13]	Jason has taken 1 damage from worldspawn.
[22:26:14]	Jason has taken 1 damage from worldspawn.
[22:26:15]	Jason has taken 1 damage from worldspawn.
[22:26:15]	Jason has taken 1 damage from worldspawn.
[22:26:16]	Jason has taken 1 damage from worldspawn.
[22:26:17]	Jason has taken 1 damage from worldspawn.
[22:26:18]	Jason has taken 1 damage from worldspawn.
[22:26:19]	Jason has taken 1 damage from worldspawn.
[22:26:19]	Jason has taken 1 damage from worldspawn.
[22:26:20]	[OOC] Victor: that absolutely did not happen under my supervision
[22:26:20]	Victor entered observer.
[22:26:20]	Victor exited observer at their location.
[22:26:20]	Jason has taken 1 damage from worldspawn.
[22:26:21]	Jason has taken 1 damage from worldspawn.
[22:26:22]	Jason has taken 1 damage from worldspawn.
[22:26:22]	Victor entered observer.
[22:26:22]	Victor exited observer at their location.
[22:26:22]	Jason has taken 1 damage from worldspawn.
[22:26:23]	Jason has taken 1 damage from worldspawn.
[22:26:24]	Victor entered observer.
[22:26:24]	Jason has taken 1 damage from worldspawn.
[22:26:24]	Victor exited observer at their location.
[22:26:25]	Jason has taken 1 damage from worldspawn.
[22:26:25]	Jason has taken 1 damage from worldspawn.
[22:26:26]	Jason has taken 1 damage from worldspawn.
[22:26:27]	Jason has taken 1 damage from worldspawn.
[22:26:28]	Jason has taken 1 damage from worldspawn.
[22:26:28]	Jason has taken 1 damage from worldspawn.
[22:26:29]	Jason has taken 1 damage from worldspawn.
[22:26:30]	Jason has taken 1 damage from worldspawn.
[22:26:30]	[ME] Ben Edge: get in car
[22:26:31]	Jason has taken 1 damage from worldspawn.
[22:26:31]	Jason has taken 1 damage from worldspawn.
[22:26:32]	Jason has taken 1 damage from worldspawn.
[22:26:33]	Jason has taken 1 damage from worldspawn.
[22:26:34]	[Y] Hero: Hey!
[22:26:34]	Jason has taken 1 damage from worldspawn.
[22:26:34]	Jason has taken 1 damage from worldspawn.
[22:26:35]	Jason has taken 1 damage from worldspawn.
[22:26:36]	Jason has taken 1 damage from worldspawn.
[22:26:37]	Jason has taken 1 damage from worldspawn.
[22:26:37]	Jason has taken 1 damage from worldspawn.
[22:26:38]	Victor has gained a 'Combine Datachip' #12474.
[22:26:38]	Victor used command '/CreateCustomItem Combine Datachip models/dorado/tarjeta1.mdl A black chip with some kind of metal piece on the back.'.
[22:26:38]	Jason has taken 1 damage from worldspawn.
[22:26:39]	Jason has taken 1 damage from worldspawn.
[22:26:40]	Jason has taken 1 damage from worldspawn.
[22:26:40]	Jason has taken 1 damage from worldspawn.
[22:26:41]	Jason has taken 1 damage from worldspawn.
[22:26:42]	Jason has taken 1 damage from worldspawn.
[22:26:43]	Jason has taken 1 damage from worldspawn.
[22:26:44]	Jason has taken 1 damage from worldspawn.
[22:26:44]	Victor ran 'drop' on item 'Combine Datachip' (#12474)
[22:26:44]	Victor has lost a 'Combine Datachip' #12474.
[22:26:44]	Jason has taken 1 damage from worldspawn.
[22:26:45]	Jason has taken 1 damage from worldspawn.
[22:26:46]	Victor entered observer.
[22:26:46]	Jason has taken 1 damage from worldspawn.
[22:26:47]	Jason has taken 1 damage from worldspawn.
[22:26:47]	Jason has taken 1 damage from worldspawn.
[22:26:48]	Jason has taken 1 damage from worldspawn.
[22:26:49]	Jason has taken 1 damage from worldspawn.
[22:26:50]	Jason has taken 1 damage from worldspawn.
[22:26:50]	Jason has taken 1 damage from worldspawn.
[22:26:51]	Jason has taken 1 damage from worldspawn.
[22:26:52]	Jason has taken 1 damage from worldspawn.
[22:26:53]	Jason has taken 1 damage from worldspawn.
[22:26:53]	Jason has taken 1 damage from worldspawn.
[22:26:54]	Jason has taken 1 damage from worldspawn.
[22:26:55]	Jason has taken 1 damage from worldspawn.
[22:26:56]	Jason has taken 1 damage from worldspawn.
[22:26:56]	Jason has taken 1 damage from worldspawn.
[22:26:57]	Jason has taken 1 damage from worldspawn.
[22:26:58]	Jason has taken 1 damage from worldspawn.
[22:26:59]	Jason has taken 1 damage from worldspawn.
[22:26:59]	Victor exited observer at their location.
[22:26:59]	Jason has taken 1 damage from worldspawn.
[22:27:00]	Jason has taken 1 damage from worldspawn.
[22:27:00]	Jason has taken 50 damage from worldspawn.
[22:27:00]	worldspawn has killed Jason.
[22:27:07]	[Y] Victor: We're ready.
[22:27:32]	[OOC] Victor: can you turn off your headlightS? my framerate will thank you
[22:27:38]	[OOC] Ben Edge: get gmod 64 bit
[22:27:40]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[22:27:49]	[OOC] Victor: trying to find the key for my other headlights, standby
[22:27:55]	Jason has taken 72 damage from worldspawn.
[22:28:01]	Jason has taken 1 damage from worldspawn.
[22:28:02]	Jason has taken 1 damage from worldspawn.
[22:28:02]	Jason has taken 1 damage from worldspawn.
[22:28:03]	Jason has taken 1 damage from worldspawn.
[22:28:04]	Jason has taken 1 damage from worldspawn.
[22:28:05]	Jason has taken 1 damage from worldspawn.
[22:28:05]	Jason has taken 1 damage from worldspawn.
[22:28:06]	Jason has taken 1 damage from worldspawn.
[22:28:07]	Jason has taken 1 damage from worldspawn.
[22:28:08]	Jason has taken 1 damage from worldspawn.
[22:28:09]	Jason has taken 1 damage from worldspawn.
[22:28:09]	Jason has taken 1 damage from worldspawn.
[22:28:10]	Jason has taken 1 damage from worldspawn.
[22:28:11]	Jason has taken 1 damage from worldspawn.
[22:28:12]	Jason has taken 1 damage from worldspawn.
[22:28:12]	[OOC] Cameron Nixon: Bottom Headlights, hold F, top Headlights, Press F.
[22:28:12]	Jason has taken 1 damage from worldspawn.
[22:28:13]	Jason has taken 1 damage from worldspawn.
[22:28:14]	Jason has taken 1 damage from worldspawn.
[22:28:15]	Jason has taken 1 damage from worldspawn.
[22:28:15]	Jason has taken 1 damage from worldspawn.
[22:28:16]	Jason has taken 1 damage from worldspawn.
[22:28:17]	Jason has taken 1 damage from worldspawn.
[22:28:18]	Jason has taken 1 damage from worldspawn.
[22:28:18]	Jason has taken 1 damage from worldspawn.
[22:28:19]	Jason has taken 1 damage from worldspawn.
[22:28:20]	Jason has taken 1 damage from worldspawn.
[22:28:21]	Jason has taken 1 damage from worldspawn.
[22:28:21]	Jason has taken 1 damage from worldspawn.
[22:28:21]	worldspawn has killed Jason.
[22:28:31]	[Y] Victor: Alright. We're searching for anything that looks like a combine search team.
[22:28:33]	[OOC] Victor: Thank you!
[22:28:37]	[OOC] Cameron Nixon: yup
[22:28:50]	[Y] Victor: STAY TOGETHER, for all of our safety.
[22:28:57]	[Y] Victor: Somebody else lead.
[22:29:22]	Jason has taken 1 damage from worldspawn.
[22:29:23]	Jason has taken 1 damage from worldspawn.
[22:29:24]	Jason has taken 1 damage from worldspawn.
[22:29:24]	Jason has taken 1 damage from worldspawn.
[22:29:25]	Jason has taken 1 damage from worldspawn.
[22:29:26]	Jason has taken 1 damage from worldspawn.
[22:29:27]	Jason has taken 1 damage from worldspawn.
[22:29:27]	Jason has taken 1 damage from worldspawn.
[22:29:28]	Jason has taken 1 damage from worldspawn.
[22:29:29]	Jason has taken 1 damage from worldspawn.
[22:29:30]	Jason has taken 1 damage from worldspawn.
[22:29:30]	Jason has taken 1 damage from worldspawn.
[22:29:31]	Jason has taken 1 damage from worldspawn.
[22:29:32]	Jason has taken 1 damage from worldspawn.
[22:29:33]	Jason has taken 1 damage from worldspawn.
[22:29:34]	Jason has taken 1 damage from worldspawn.
[22:29:34]	Jason has taken 1 damage from worldspawn.
[22:29:35]	Jason has taken 1 damage from worldspawn.
[22:29:36]	Jason has taken 1 damage from worldspawn.
[22:29:37]	Jason has taken 1 damage from worldspawn.
[22:29:37]	Jason has taken 1 damage from worldspawn.
[22:29:38]	Jason has taken 1 damage from worldspawn.
[22:29:38]	[LOOC] Clarissa Harrison: lmfao
[22:29:39]	Jason has taken 1 damage from worldspawn.
[22:29:40]	Jason has taken 1 damage from worldspawn.
[22:29:40]	Jason has taken 1 damage from worldspawn.
[22:29:41]	Jason has taken 1 damage from worldspawn.
[22:29:42]	Jason has taken 1 damage from worldspawn.
[22:29:43]	Jason has taken 1 damage from worldspawn.
[22:29:43]	Jason has taken 1 damage from worldspawn.
[22:29:44]	Cameron Nixon has taken 2 damage from worldspawn.
[22:29:44]	Jason has taken 1 damage from worldspawn.
[22:29:45]	Jason has taken 1 damage from worldspawn.
[22:29:46]	Jason has taken 1 damage from worldspawn.
[22:29:46]	Jason has taken 1 damage from worldspawn.
[22:29:47]	[Y] Victor: Can someone help flip-
[22:29:47]	Jason has taken 1 damage from worldspawn.
[22:29:48]	[Y] Ben Edge: OW WHAT TEH FUCK IS THAT.
[22:29:48]	Jason has taken 1 damage from worldspawn.
[22:29:48]	[LOOC] Clarissa Harrison: omfg
[22:29:49]	Jason has taken 1 damage from worldspawn.
[22:29:49]	Jason has taken 1 damage from worldspawn.
[22:29:50]	Jason has taken 1 damage from worldspawn.
[22:29:51]	Jason has taken 1 damage from worldspawn.
[22:29:52]	Jason has taken 1 damage from worldspawn.
[22:29:52]	Jason has taken 1 damage from worldspawn.
[22:29:53]	Jason has taken 1 damage from worldspawn.
[22:29:54]	Jason has taken 1 damage from worldspawn.
[22:29:55]	Jason has taken 1 damage from worldspawn.
[22:29:55]	Jason has taken 1 damage from worldspawn.
[22:29:56]	Jason has taken 1 damage from worldspawn.
[22:29:57]	Jason has taken 17 damage from worldspawn.
[22:29:57]	Jason has taken 1 damage from worldspawn.
[22:29:58]	Jason has taken 1 damage from worldspawn.
[22:29:59]	Jason has taken 1 damage from worldspawn.
[22:29:59]	Jason has taken 1 damage from worldspawn.
[22:30:00]	Jason has taken 1 damage from worldspawn.
[22:30:01]	Jason has taken 1 damage from worldspawn.
[22:30:02]	Jason has taken 1 damage from worldspawn.
[22:30:02]	Jason has taken 1 damage from worldspawn.
[22:30:03]	Jason has taken 1 damage from worldspawn.
[22:30:04]	Jason has taken 1 damage from worldspawn.
[22:30:05]	Jason has taken 1 damage from worldspawn.
[22:30:05]	Jason has taken 1 damage from worldspawn.
[22:30:06]	Jason has taken 1 damage from worldspawn.
[22:30:07]	Jason has taken 1 damage from worldspawn.
[22:30:08]	Jason has taken 1 damage from worldspawn.
[22:30:08]	Jason has taken 1 damage from worldspawn.
[22:30:09]	Jason has taken 1 damage from worldspawn.
[22:30:10]	Jason has taken 1 damage from worldspawn.
[22:30:11]	Jason has taken 1 damage from worldspawn.
[22:30:11]	Jason has taken 1 damage from worldspawn.
[22:30:12]	Jason has taken 1 damage from worldspawn.
[22:30:12]	ComradeNathan (STEAM_0:1:157535959) has disconnected.
[22:30:59]	Victor has taken 1 damage from worldspawn.
[22:30:59]	Victor has taken 1 damage from worldspawn.
[22:31:00]	Victor has taken 1 damage from worldspawn.
[22:31:01]	Victor has taken 1 damage from worldspawn.
[22:31:02]	Victor has taken 1 damage from worldspawn.
[22:31:03]	Victor has taken 1 damage from worldspawn.
[22:31:03]	Victor has taken 1 damage from worldspawn.
[22:31:04]	Victor has taken 1 damage from worldspawn.
[22:31:05]	Victor has taken 1 damage from worldspawn.
[22:31:06]	Victor has taken 1 damage from worldspawn.
[22:31:06]	Victor has gained a 'OTA Filter' #12475.
[22:31:06]	Victor used command '/CharGiveItem victor ota filter'.
[22:31:06]	Victor has taken 1 damage from worldspawn.
[22:31:07]	Victor has taken 1 damage from worldspawn.
[22:31:07]	Victor ran 'equip' on item 'OTA Filter' (#12475)
[22:31:25]	[Y] Victor: This way.
[22:31:27]	[Y] Hero: I don't think Nascar has pilots dumbass!
[22:31:29]	[Y] Victor: Nevermind.
[22:32:03]	[Y] Hero: Other way!
[22:32:06]	[Y] Hero: Other way!
[22:32:25]	[OOC] Clarissa Harrison: mad max rp
[22:32:31]	[OOC] Ben Edge: canada worst driver RP
[22:32:31]	[OOC] Victor: simfphys is pain RP
[22:32:40]	[OOC] Ben Edge: u just wont let me drive
[22:32:40]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[22:32:49]	[OOC] Hero: you said Nascar has pilots.
[22:33:05]	[OOC] CCA.C08-GRID.i1.23710: I'M ANDREW YOUNGHUSBAND AND THIS IS CANADA'S WORST DRIVER
[22:33:47]	[Y] Victor: This way, maybe the city.
[22:33:51]	[Y] Victor: Where's the jeep?
[22:34:00]	Victor has taken 2 damage from worldspawn.
[22:34:00]	Ben Edge has taken 2 damage from worldspawn.
[22:35:07]	[Y] Victor: SHITSHITSHIT.
[22:35:17]	[Y] Victor: Hold up.
[22:35:19]	[OOC] Cameron Nixon: Jalopy Pit Manuever Montage #28348592732
[22:35:31]	[Y] Victor: We're going on foot.
[22:35:34]	[Y] Hero: This is just wonderful!
[22:35:42]	[Y] Victor: Out of the cars.
[22:35:52]	[Y] Victor: Out of the car.
[22:35:57]	[Y] Victor: Get out.
[22:35:58]	Victor used command '/ToggleRaise'.
[22:35:58]	Victor used command '/ToggleRaise'.
[22:36:44]	Ben Edge has taken 2 damage from worldspawn.
[22:36:47]	CCA.C08-GRID.i1.23710 has spawned a 'NPC [573][npc_vj_st_roach]'.
[22:37:03]	Victor used command '/ToggleRaise'.
[22:37:05]	Cameron Nixon ran 'equip' on item 'Citizen Filter' (#12271)
[22:37:06]	Ben Edge has taken 2 damage from worldspawn.
[22:37:06]	CCA.C08-GRID.i1.23710 entered observer.
[22:37:07]	[Y] Victor: Guns out!
[22:37:09]	CCA.C08-GRID.i1.23710 has spawned a 'NPC [380][npc_vj_st_roach]'.
[22:37:21]	[Y] Victor: Group up.
[22:37:29]	CCA.C08-GRID.i1.23710 has spawned a 'NPC [403][npc_zombie]'.
[22:37:31]	[Y] Clarissa Harrison: Clear.
[22:37:37]	[Y] Victor: Where's the lady?
[22:37:38]	CCA.C08-GRID.i1.23710 has spawned a 'NPC [380][npc_poisonzombie]'.
[22:37:40]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[22:37:41]	Cameron Nixon ran 'take' on item 'Wires' (#12475)
[22:37:41]	Cameron Nixon has gained a 'Wires' #12475.
[22:37:48]	CCA.C08-GRID.i1.23710 has spawned a 'NPC [574][npc_zombine]'.
[22:37:55]	CCA.C08-GRID.i1.23710 has spawned a 'NPC [380][npc_zombine]'.
[22:37:56]	Cameron Nixon has taken 5 damage from npc_headcrab_poison.
[22:37:56]	Cameron Nixon has taken 92 damage from npc_headcrab_poison.
[22:38:02]	Cameron Nixon has gained 20 tokens.
[22:38:12]	Cameron Nixon ran 'take' on item 'Flashlight' (#12476)
[22:38:12]	Cameron Nixon has gained a 'Flashlight' #12476.
[22:38:31]	Cameron Nixon ran 'drop' on item 'Flashlight' (#12476)
[22:38:31]	Cameron Nixon has lost a 'Flashlight' #12476.
[22:38:32]	CCA.C08-GRID.i1.23710 has spawned a 'NPC [573][npc_zombie]'.
[22:38:37]	CCA.C08-GRID.i1.23710 has spawned a 'NPC [586][npc_zombie]'.
[22:38:40]	CCA.C08-GRID.i1.23710 has spawned a 'NPC [585][npc_zombie]'.
[22:38:42]	CCA.C08-GRID.i1.23710 has spawned a 'NPC [573][npc_zombie]'.
[22:38:56]	CCA.C08-GRID.i1.23710 has spawned a 'NPC [573][npc_poisonzombie]'.
[22:38:57]	[Y] Victor: One down.
[22:39:01]	CCA.C08-GRID.i1.23710 has spawned a 'NPC [573][npc_poisonzombie]'.
[22:39:02]	[Y] Victor: VIROME.
[22:39:03]	CCA.C08-GRID.i1.23710 has spawned a 'NPC [587][npc_poisonzombie]'.
[22:39:11]	Cameron Nixon ran 'take' on item 'Pliers' (#12479)
[22:39:11]	Cameron Nixon has gained a 'Pliers' #12479.
[22:39:12]	CCA.C08-GRID.i1.23710 has spawned a 'NPC [573][npc_poisonzombie]'.
[22:39:15]	CCA.C08-GRID.i1.23710 has spawned a 'NPC [573][npc_poisonzombie]'.
[22:39:29]	combine femboy hypnosis has connected.
[22:39:31]	CCA.C08-GRID.i1.23710 has spawned a 'NPC [585][npc_zombine]'.
[22:39:33]	Cameron Nixon has gained 30 tokens.
[22:39:38]	[OOC] CCA.C08-GRID.i1.23710: wha
[22:39:39]	[OOC] Ben Edge: wtf
[22:39:41]	Victor has taken 10 damage from npc_zombine.
[22:39:45]	Cameron Nixon ran 'take' on item '4.6x30 Rounds' (#12480)
[22:39:45]	Cameron Nixon has gained a '4.6x30 Rounds' #12480.
[22:40:01]	Ben Edge has taken 2 damage from worldspawn.
[22:40:02]	[Y] Victor: Everyone look around from up here and see if we're near anything.
[22:40:04]	Victor used command '/ToggleRaise'.
[22:40:11]	Cameron Nixon ran 'drop' on item 'Empty Paint Can' (#12457)
[22:40:11]	Cameron Nixon has lost a 'Empty Paint Can' #12457.
[22:40:13]	[Y] Victor: Any sign of Combine presence.
[22:40:23]	[Y] Hero: I see an APC!
[22:40:25]	Cameron Nixon rolled 22 out of 100.
[22:40:25]	Cameron Nixon used command '/Roll'.
[22:40:26]	[Y] Victor: Awesome!
[22:40:27]	Ben Edge has taken 2 damage from worldspawn.
[22:40:44]	Victor used command '/ToggleRaise'.
[22:41:04]	[OOC] Victor: when zombie spawner go afk
[22:41:05]	[OOC] Victor: big sad
[22:41:17]	[OOC] Victor: oh their PC crashed
[22:41:23]	Hero entered observer.
[22:41:25]	Victor used command '/ToggleRaise'.
[22:41:26]	Victor used command '/ToggleRaise'.
[22:41:31]	[LOOC] Clarissa Harrison: while we wait for them can i go afk lol i need a dink
[22:41:34]	[LOOC] Clarissa Harrison: drink
[22:41:36]	[LOOC] Victor: feel free
[22:41:40]	[OOC] Ben Edge: his pc crashed bruh
[22:41:42]	[LOOC] Clarissa Harrison: sweet
[22:41:42]	Victor used command '/ToggleRaise'.
[22:41:43]	Victor used command '/ToggleRaise'.
[22:41:50]	[Y] Victor: Hey.
[22:41:51]	Victor entered observer.
[22:41:57]	Hero has spawned a 'NPC [575][npc_fastzombie]'.
[22:42:00]	Victor exited observer at their location.
[22:42:02]	Hero has spawned a 'NPC [585][npc_fastzombie]'.
[22:42:02]	Victor entered observer.
[22:42:02]	Victor exited observer at their location.
[22:42:02]	Victor entered observer.
[22:42:03]	Victor exited observer at their location.
[22:42:07]	Hero has spawned a 'NPC [575][npc_fastzombie_torso]'.
[22:42:10]	[Y] Victor: Everyone group up here.
[22:42:18]	Hero has spawned a 'NPC [587][npc_zombie]'.
[22:42:21]	Hero has spawned a 'NPC [590][npc_headcrab_black]'.
[22:42:22]	[Y] Victor: Everyone group up here.
[22:42:23]	Victor used command '/ToggleRaise'.
[22:42:24]	Victor used command '/ToggleRaise'.
[22:42:25]	Victor entered observer.
[22:42:26]	Victor exited observer at their location.
[22:42:26]	Victor entered observer.
[22:42:33]	Hero has spawned a 'NPC [592][npc_poisonzombie]'.
[22:42:39]	Victor exited observer at their location.
[22:42:39]	Victor entered observer.
[22:42:40]	Victor exited observer at their location.
[22:42:40]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[22:42:42]	Hero has spawned a 'NPC [594][npc_zombine]'.
[22:42:47]	DRD (STEAM_0:0:193599766) has disconnected (timed out).
[22:43:07]	[OOC] Ben Edge: does simfys has a differential lock feature
[22:43:11]	Victor entered observer.
[22:43:25]	[OOC] Victor: asking the wrong person, i barely use simphys
[22:43:27]	combine femboy hypnosis loaded the character 'Simon Amsterdam'
[22:43:31]	Victor exited observer at their location.
[22:43:37]	Hero has spawned a 'NPC [356][npc_zombie_torso]'.
[22:43:39]	Hero has spawned a 'NPC [254][npc_zombie]'.
[22:43:44]	Hero has spawned a 'NPC [254][npc_zombie]'.
[22:43:45]	Hero has spawned a 'NPC [253][npc_zombine]'.
[22:44:02]	[OOC] Victor: we use it for big event maps like ineu and something like this
[22:44:04]	Hero exited observer at their location.
[22:44:04]	[Y] Victor: Hey.
[22:44:05]	[Y] Victor: Bug guy.
[22:44:08]	[Y] Victor: Bug guy.
[22:44:10]	Cameron Nixon has taken 3 damage from npc_fastzombie.
[22:44:10]	Cameron Nixon has taken 3 damage from npc_fastzombie.
[22:44:11]	[Y] Victor: BUG GUY.
[22:44:11]	Victor used command '/ToggleRaise'.
[22:44:13]	Cameron Nixon has gained 10 tokens.
[22:44:14]	Victor used command '/ToggleRaise'.
[22:44:17]	Cameron Nixon has taken 3 damage from npc_fastzombie_torso.
[22:44:17]	[Y] Victor: Get back down here.
[22:44:17]	Cameron Nixon has taken 3 damage from npc_fastzombie_torso.
[22:44:28]	Victor used command '/ToggleRaise'.
[22:44:36]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12366)
[22:44:53]	[OOC] Ben Edge: why are the events so admin-centric though
[22:45:03]	[OOC] Hero: How?
[22:45:12]	[OOC] Ben Edge: if im a player and i want to rp or do smth i am not rly allowed to
[22:45:36]	[OOC] Victor: well, we were all grouped up, we're trying to give players an in. you just kinda walked off.
[22:46:00]	[OOC] Simon Amsterdam: where are you all
[22:46:13]	[OOC] Ben Edge: i wanted to drive but u didnt let me
[22:46:31]	[Y] Simon Amsterdam: Hello car.
[22:46:33]	[ITY] Ben Edge: you can hear a generlal lee horn
[22:46:37]	[OOC] Victor: we left, you could have driven
[22:46:47]	Simon Amsterdam has taken 44 damage from worldspawn.
[22:46:47]	[OOC] Victor: oh, hey, welcome! great to have you!
[22:46:51]	[OOC] Victor: will do, standby.
[22:47:04]	Hero has taken 1 damage from worldspawn.
[22:47:04]	Hero has taken 1 damage from worldspawn.
[22:47:05]	Hero has taken 1 damage from worldspawn.
[22:47:06]	Hero has taken 1 damage from worldspawn.
[22:47:07]	Hero has taken 1 damage from worldspawn.
[22:47:07]	[LOOC] Victor: right now we're waiting for a player to come back from
[22:47:07]	Hero has taken 1 damage from worldspawn.
[22:47:08]	Hero has taken 1 damage from worldspawn.
[22:47:09]	Hero has taken 1 damage from worldspawn.
[22:47:10]	Hero has taken 1 damage from worldspawn.
[22:47:11]	Hero has taken 1 damage from worldspawn.
[22:47:11]	Hero has taken 1 damage from worldspawn.
[22:47:12]	Hero has taken 1 damage from worldspawn.
[22:47:12]	Hero has gained a 'OTA Filter' #12481.
[22:47:12]	Victor used command '/CharGiveItem hero ota filter'.
[22:47:13]	Hero has taken 1 damage from worldspawn.
[22:47:14]	Hero has taken 1 damage from worldspawn.
[22:47:14]	Hero ran 'equip' on item 'OTA Filter' (#12481)
[22:47:21]	[LOOC] Victor: sorry, we're waiting on a palyer to come back from being AFK
[22:47:22]	[LOOC] Simon Amsterdam: whats the story
[22:47:26]	[ME] Hero: Notices he's slowly dying and replaces his filter.
[22:47:30]	[LOOC] Victor: long story short:
[22:47:42]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12366)
[22:47:54]	[LOOC] Victor: there was a xenian infestation in city 8 and it was way too much to handle, so they evacuated to other cities and nearby locations
[22:47:59]	[LOOC] Cameron Nixon: Hey so while we're here. Lemme pull up something.
[22:48:03]	[LOOC] Victor: the train we escaped on got derailed
[22:48:07]	[LOOC] Simon Amsterdam: thats really cool actually
[22:48:20]	[LOOC] Victor: we ended up in the wasteland, and then they met us two, hero and victor
[22:48:25]	[LOOC] Victor: a few defective units who hide out here
[22:48:27]	[LOOC] Victor: thank you!
[22:48:36]	[LOOC] Cameron Nixon: Rolls: 94 - Zombine 60 - Zombine 51 - Zombine 69 - Zombine 84 - Zombine  
[22:48:37]	[LOOC] Victor: now they're rolling with us because they chose to and because plot
[22:48:46]	[LOOC] Victor: the zombines dropped loot
[22:48:48]	[LOOC] Cameron Nixon: Those are some rolls I got over the days Q. Never got, an Overseer. 
[22:48:51]	[LOOC] Victor: oh
[22:48:54]	[LOOC] Cameron Nixon: Sewers.
[22:48:55]	[LOOC] Victor: you mean beforehand
[22:48:57]	[LOOC] Cameron Nixon: Yeah
[22:49:08]	[LOOC] Cameron Nixon: Way before when, no one was on but i still tried to get shit done
[22:49:15]	[LOOC] Clarissa Harrison: hello gordon!
[22:49:30]	[LOOC] Simon Amsterdam: can we rp that i was with you guys the whole time to make things less confusing
[22:49:32]	[LOOC] Victor: my bad. if staff aren't on, we have no way to verify. not that we're calling you a liar, it's just a formality to stop people from lying. sorry
[22:49:32]	Ben Edge used command '/CharFallOver 0.01'.
[22:49:33]	Ben Edge used command '/CharGetUp'.
[22:49:33]	Ben Edge used command '/CharGetUp'.
[22:49:35]	Ben Edge used command '/CharGetUp'.
[22:49:36]	[LOOC] Victor: yes we absolutely can!
[22:49:38]	Ben Edge used command '/CharFallOver 0.01'.
[22:49:39]	Ben Edge used command '/CharGetUp'.
[22:49:40]	Ben Edge used command '/CharGetUp'.
[22:49:42]	Ben Edge used command '/CharFallOver 0.01'.
[22:49:44]	Ben Edge used command '/CharGetUp'.
[22:49:45]	Ben Edge used command '/CharGetUp'.
[22:49:45]	Ben Edge used command '/CharGetUp'.
[22:49:46]	Ben Edge used command '/CharGetUp'.
[22:49:57]	[OOC] Ben Edge: this map is so bad that i am now inside of it 
[22:50:05]	[LOOC] Victor: oh also they found out the defective units were the ones who derailed the train because they thought it was just CPs
[22:50:10]	[LOOC] Victor: and then they were like "oh shit, citizens, our bad"
[22:50:17]	[LOOC] Victor: "units fuck off and find somewhere else to survive"
[22:50:31]	[LOOC] Victor: let me grab you a gun because everyone else got one
[22:50:32]	[LOOC] Simon Amsterdam: whats the plan
[22:50:36]	Victor used command '/adminspawnmenu'.
[22:50:41]	Victor has spawned "SPAS-12"
[22:50:44]	Victor has spawned "12-Gauge Shells"
[22:50:44]	Victor has spawned "12-Gauge Shells"
[22:50:45]	Victor has spawned "12-Gauge Shells"
[22:50:46]	Simon Amsterdam ran 'take' on item 'SPAS-12' (#12481)
[22:50:46]	Simon Amsterdam has gained a 'SPAS-12' #12481.
[22:50:49]	Simon Amsterdam ran 'take' on item '12-Gauge Shells' (#12484)
[22:50:49]	Simon Amsterdam has gained a '12-Gauge Shells' #12484.
[22:50:50]	Simon Amsterdam ran 'take' on item '12-Gauge Shells' (#12483)
[22:50:50]	Simon Amsterdam has gained a '12-Gauge Shells' #12483.
[22:50:54]	Simon Amsterdam ran 'take' on item '12-Gauge Shells' (#12482)
[22:50:54]	Simon Amsterdam has gained a '12-Gauge Shells' #12482.
[22:51:00]	Simon Amsterdam ran 'Equip' on item 'SPAS-12' (#12481)
[22:51:02]	Simon Amsterdam ran 'use' on item '12-Gauge Shells' (#12484)
[22:51:11]	[LOOC] Victor: they're helping the defective units find this combine datachip. they saw a combine patrol pass through but never saw it leave, so they're trying to find out what information they were carrying, if any.
[22:51:25]	[LOOC] Victor: it oculd be the location for a synth factory they've been looking for.
[22:51:35]	[LOOC] Victor: they being the defective boys, not the regular citizens
[22:51:39]	[Y] Victor: Everyone ready?
[22:51:47]	[LOOC] Simon Amsterdam: ooohhh
[22:52:13]	Victor used command '/ToggleRaise'.
[22:52:20]	[OOC] Ben Edge: help im stuck
[22:52:29]	Hero entered observer.
[22:52:31]	[OOC] Victor: lightroom is coming now
