[11:06:46]	Nums has connected.
[16:18:14]	Zombie has taken 5 damage from Denford F. MacMillian.
[16:18:15]	Zombie has taken 5 damage from Denford F. MacMillian.
[16:18:15]	Finan O'Conall ran 'View' on item 'Paper' (#29562)
[16:18:16]	Zombie has taken 5 damage from Denford F. MacMillian.
[16:18:19]	Zombie has taken 5 damage from Denford F. MacMillian.
[16:18:21]	Zombie has taken 5 damage from Denford F. MacMillian.
[16:18:21]	Denford F. MacMillian has taken 27 damage from Zombie.
[16:18:22]	Zombie has taken 5 damage from Denford F. MacMillian.
[16:18:25]	[Y] Alex Palovichov: Lets even the odds a little.
[16:18:26]	Zombie has taken 5 damage from Denford F. MacMillian.
[16:18:27]	Zombie has taken 5 damage from Denford F. MacMillian.
[16:18:27]	Denford F. MacMillian has killed Zombie with ix_hands.
[16:18:28]	Finan O'Conall destroyed a 'Paper' #29562.
[16:18:39]	Finan O'Conall ran 'take' on item 'Minimum Grade Supplements (Beet Flavor)' (#29618)
[16:18:40]	Finan O'Conall ran 'Consume' on item 'Minimum Grade Supplements (Beet Flavor)' (#29618)
[16:18:43]	[OOC] Zombie: and there goes my pill :(
[16:18:50]	[ME] Alex Palovichov: Sniffles
[16:19:05]	Finan O'Conall ran 'drop' on item 'UU Brand Bandage' (#29423)
[16:19:05]	Finan O'Conall has lost a 'UU Brand Bandage' #29423.
[16:19:07]	Finan O'Conall ran 'take' on item 'Stimshot' (#29619)
[16:19:07]	Finan O'Conall has gained a 'Stimshot' #29619.
[16:19:09]	[ME] Denford F. MacMillian: Walks over to the dead corpse and stomps onto the head, the man stepping back as he panted. The man appeared to be scratched, but appeared mostly stable.
[16:19:10]	Painevan loaded the character 'Jonathan Jackson'
[16:19:18]	[OOC] Finan O'Conall: I just found a stimshot in the trash
[16:19:21]	[OOC] Denford F. MacMillian: You tried to fight an Aussie Chracter.
[16:19:38]	[OOC] Jonathan Jackson: did you search for it? or was it in a container
[16:19:42]	Finan O'Conall destroyed a 'Blue Pre-War Shirt' #29439.
[16:19:44]	Finan O'Conall destroyed a 'Powercord' #29315.
[16:19:46]	Finan O'Conall destroyed a 'Powercord' #29441.
[16:19:48]	Finan O'Conall destroyed a 'Corrugated Hose' #29545.
[16:19:50]	Finan O'Conall destroyed a 'Scrap Electronics' #29555.
[16:19:56]	Finan O'Conall destroyed a 'A Roll of Toilet Paper' #29511.
[16:19:57]	[ME] Alex Palovichov: Reaches into a small pocket, taking out 20 Tokens
[16:19:58]	Finan O'Conall destroyed a 'Empty Milk Gallon' #29620.
[16:19:59]	Alex Palovichov has lost 20 tokens.
[16:19:59]	Alex Palovichov used command '/DropTokens 20'.
[16:20:03]	Finan O'Conall ran 'take' on item 'Bolts' (#29577)
[16:20:09]	Finan O'Conall ran 'drop' on item 'Gunpowder' (#28971)
[16:20:09]	Finan O'Conall has lost a 'Gunpowder' #28971.
[16:20:10]	Finan O'Conall ran 'take' on item 'Bolts' (#29577)
[16:20:10]	Finan O'Conall has gained a 'Bolts' #29577.
[16:20:12]	Finan O'Conall ran 'drop' on item 'Bolts' (#29577)
[16:20:12]	Finan O'Conall has lost a 'Bolts' #29577.
[16:20:13]	Alex Palovichov ran 'EquipUn' on item 'CWU Leadership Suit' (#24484)
[16:20:13]	Alex Palovichov ran 'Equip' on item 'CWU Leadership Suit' (#24484)
[16:20:15]	Finan O'Conall ran 'take' on item 'Scrap Metal' (#29543)
[16:20:16]	Finan O'Conall has gained a 'Scrap Metal' #29543.
[16:20:17]	Finan O'Conall ran 'drop' on item 'Scrap Metal' (#29543)
[16:20:17]	Finan O'Conall has lost a 'Scrap Metal' #29543.
[16:20:17]	[ME] Denford F. MacMillian: would seem hesitant to take the tokens, but eventually took them, nodding.
[16:20:18]	Denford F. MacMillian has gained 20 tokens.
[16:20:18]	Finan O'Conall ran 'take' on item 'Gunpowder' (#28971)
[16:20:18]	Finan O'Conall has gained a 'Gunpowder' #28971.
[16:20:21]	Finan O'Conall destroyed a 'Bolts' #29577.
[16:20:22]	Finan O'Conall destroyed a 'Scrap Metal' #29543.
[16:20:22]	[LOOC] Jonathan Jackson: dang
[16:20:29]	Denford F. MacMillian ran 'Consume' on item 'Flavored Consulate Water' (#29489)
[16:20:33]	Finan O'Conall destroyed a 'Empty Glass Bottle' #29556.
[16:20:36]	Finan O'Conall destroyed a 'Reinforced Padlock' #29512.
[16:20:38]	Finan O'Conall destroyed a 'Boot' #29531.
[16:20:40]	Finan O'Conall destroyed a 'Power Supply Unit' #29569.
[16:20:42]	Finan O'Conall destroyed a 'Empty Paint Can' #29589.
[16:20:44]	Finan O'Conall destroyed a 'Empty Soda Bottle' #29620.
[16:20:51]	[ME] Alex Palovichov: Takes out his PDA checking it "Odd...My catalogs are missing a ICT Suit"
[16:21:35]	Finan O'Conall destroyed a 'Locker Door' #29620.
[16:21:40]	Finan O'Conall destroyed a 'Broken Keyboard' #29540.
[16:21:41]	Finan O'Conall ran 'drop' on item 'Gunpowder' (#28971)
[16:21:41]	Finan O'Conall has lost a 'Gunpowder' #28971.
[16:21:43]	Finan O'Conall ran 'take' on item 'Scrap Metal' (#29502)
[16:21:43]	Finan O'Conall has gained a 'Scrap Metal' #29502.
[16:21:45]	Finan O'Conall ran 'drop' on item 'Scrap Metal' (#29502)
[16:21:45]	Finan O'Conall has lost a 'Scrap Metal' #29502.
[16:21:46]	Finan O'Conall destroyed a 'Scrap Metal' #29502.
[16:21:47]	Finan O'Conall ran 'take' on item 'Gunpowder' (#28971)
[16:21:47]	Finan O'Conall has gained a 'Gunpowder' #28971.
[16:21:49]	Finan O'Conall destroyed a 'Bleach' #29504.
[16:21:50]	Finan O'Conall destroyed a 'LCD Monitor' #29538.
[16:21:54]	Finan O'Conall destroyed a 'Empty Combine Air Tank' #29620.
[16:21:59]	Finan O'Conall destroyed a 'Pin' #29507.
[16:22:30]	Finan O'Conall destroyed a 'Piece of Plexiglass' #29620.
[16:22:42]	Finan O'Conall destroyed a 'Graphics Card' #29620.
[16:24:32]	[ME] Denford F. MacMillian: Nods.
[16:25:20]	Alex Palovichov used the 'Infestation Control Storage' vendor.
[16:25:28]	Bean loaded the character 'James McKay'
[16:25:33]	[OOC] Jonathan Jackson: now I want more funny pill haha :(
[16:25:35]	Bean loaded the character 'James McKay'
[16:25:42]	Bean (STEAM_0:1:591779303) deleted character 'James McKay'
[16:25:45]	[OOC] Jonathan Jackson: It beats doing jack
[16:25:52]	[OOC] Denford F. MacMillian: Lmao.d
[16:25:59]	[OOC] Denford F. MacMillian: It was fun fighting a zombie with my bare hands.
[16:26:08]	James McKay has gained a 'Empty Flavored Consulate Water Can' #29620.
[16:26:09]	James McKay ran 'drop' on item 'Empty Flavored Consulate Water Can' (#29620)
[16:26:09]	James McKay has lost a 'Empty Flavored Consulate Water Can' #29620.
[16:26:11]	[OOC] Jonathan Jackson: I couldn't fekin hit you
[16:26:16]	James McKay has gained a 'Gas Analyser' #29621.
[16:26:18]	James McKay ran 'take' on item 'Broken Computer Monitor' (#29364)
[16:26:18]	James McKay has gained a 'Broken Computer Monitor' #29364.
[16:26:22]	James McKay has gained a 'Scrap Electronics' #29622.
[16:26:22]	James McKay has gained a 'Scrap Electronics' #29623.
[16:26:22]	James McKay has gained a 'Scrap Plastic' #29624.
[16:26:22]	Jonathan Jackson opened the '' #2706 container.
[16:26:24]	James McKay ran 'drop' on item 'Scrap Electronics' (#29622)
[16:26:24]	James McKay has lost a 'Scrap Electronics' #29622.
[16:26:24]	James McKay ran 'drop' on item 'Scrap Plastic' (#29624)
[16:26:24]	James McKay has lost a 'Scrap Plastic' #29624.
[16:26:25]	James McKay ran 'drop' on item 'Gas Analyser' (#29621)
[16:26:25]	James McKay has lost a 'Gas Analyser' #29621.
[16:26:26]	Jonathan Jackson closed the '' #2706 container.
[16:26:26]	James McKay ran 'drop' on item 'Scrap Electronics' (#29623)
[16:26:26]	James McKay has lost a 'Scrap Electronics' #29623.
[16:26:27]	Jonathan Jackson opened the '' #2726 container.
[16:26:32]	[OOC] Denford F. MacMillian: You hit me once.
[16:26:33]	cass has connected.
[16:26:34]	Jonathan Jackson closed the '' #2726 container.
[16:26:37]	James McKay has gained a 'Box of Matches' #29625.
[16:26:39]	[OOC] Jonathan Jackson: I know
[16:26:39]	James McKay ran 'drop' on item 'Box of Matches' (#29625)
[16:26:39]	James McKay has lost a 'Box of Matches' #29625.
[16:26:41]	[OOC] Jonathan Jackson: ONCE
[16:26:44]	[OOC] Denford F. MacMillian: And now Denford's knuckles are hurting.
[16:26:47]	James McKay has gained a 'Empty Milk Gallon' #29626.
[16:26:48]	James McKay ran 'drop' on item 'Empty Milk Gallon' (#29626)
[16:26:48]	James McKay has lost a 'Empty Milk Gallon' #29626.
[16:26:51]	[OOC] Jonathan Jackson: geee
[16:26:54]	[OOC] Jonathan Jackson: epick
[16:26:59]	[OOC] Denford F. MacMillian: I'm being realistic.
[16:27:01]	James McKay has gained a 'Corrugated Hose' #29627.
[16:27:03]	James McKay ran 'drop' on item 'Corrugated Hose' (#29627)
[16:27:03]	James McKay has lost a 'Corrugated Hose' #29627.
[16:27:17]	James McKay ran 'Equip' on item 'Combat Knife' (#29612)
[16:27:22]	James McKay has gained a 'Broken LCD Monitor' #29628.
[16:27:25]	James McKay ran 'drop' on item 'Broken LCD Monitor' (#29628)
[16:27:25]	James McKay has lost a 'Broken LCD Monitor' #29628.
[16:27:32]	James McKay has gained a 'Locker Door' #29629.
[16:27:32]	cass loaded the character 'Selene Akehurst'
[16:27:37]	James McKay has gained a 'Scrap Metal' #29629.
[16:27:37]	James McKay has gained a 'Scrap Metal' #29630.
[16:27:40]	James McKay ran 'drop' on item 'Scrap Metal' (#29630)
[16:27:40]	James McKay has lost a 'Scrap Metal' #29630.
[16:27:41]	James McKay ran 'drop' on item 'Scrap Metal' (#29629)
[16:27:41]	James McKay has lost a 'Scrap Metal' #29629.
[16:28:19]	James McKay has gained a 'Empty Combine Air Tank' #29631.
[16:28:21]	cass (STEAM_0:0:57118159) has disconnected.
[16:28:42]	[OOC] James McKay: I want to ask yall a question...What do yall want to see change in Alex
[16:28:42]	[OOC] Jonathan Jackson: This is the second time they conntected and disconnected f
[16:28:47]	[OOC] Jonathan Jackson: Alex?
[16:28:48]	James McKay has gained a 'Box of Matches' #29632.
[16:28:57]	[OOC] Jonathan Jackson: Stop being a moron combine suck up
[16:29:01]	[OOC] James McKay: Alex Palovichov, Rich, Black Tier Loyalist
[16:29:09]	[OOC] James McKay: Besides that...
[16:29:09]	[OOC] Jonathan Jackson: Have a mind outside of man becoming racist
[16:29:11]	[OOC] Denford F. MacMillian: What is Black Tier loyalist again?
[16:29:16]	[OOC] James McKay: 100+ LP
[16:29:22]	[OOC] Denford F. MacMillian: :bruh:
[16:29:29]	[OOC] James McKay: I'm a racist cause my model is a racist
[16:29:30]	[OOC] Jonathan Jackson: No Life + L
[16:29:31]	James McKay has gained a 'Minimum Grade Supplements (No Flavor)' #29633.
[16:29:33]	James McKay ran 'combine' on item 'Suitcase' (#29605)
[16:29:35]	James McKay ran 'drop' on item 'Box of Matches' (#29632)
[16:29:35]	James McKay has lost a 'Box of Matches' #29632.
[16:29:41]	[OOC] Jonathan Jackson: Exactly just don't have a role model
[16:29:44]	Jonathan Jackson opened the '' #2726 container.
[16:29:48]	Jonathan Jackson closed the '' #2726 container.
[16:29:49]	[OOC] James McKay: Legally required to be racist now
[16:29:51]	James McKay has gained a 'Broken LCD Monitor' #29634.
[16:29:52]	James McKay ran 'drop' on item 'Broken LCD Monitor' (#29634)
[16:29:52]	James McKay has lost a 'Broken LCD Monitor' #29634.
[16:29:57]	[OOC] James McKay: I can't just NOT have one
[16:30:16]	James McKay has gained a 'Broken Keyboard' #29635.
[16:30:17]	James McKay ran 'drop' on item 'Broken Keyboard' (#29635)
[16:30:17]	James McKay has lost a 'Broken Keyboard' #29635.
[16:30:21]	James McKay ran 'take' on item 'Cloth Scrap' (#29426)
[16:30:21]	James McKay has gained a 'Cloth Scrap' #29426.
[16:30:27]	James McKay ran 'take' on item 'Cloth Scrap' (#29331)
[16:30:27]	James McKay has gained a 'Cloth Scrap' #29331.
[16:30:29]	Jonathan Jackson ran 'EquipUn' on item 'Pipe' (#25364)
[16:30:30]	James McKay has gained a 'Broken Computer Monitor' #29636.
[16:30:33]	James McKay has gained a 'Scrap Electronics' #29636.
[16:30:33]	James McKay has gained a 'Scrap Electronics' #29637.
[16:30:33]	James McKay has gained a 'Scrap Plastic' #29638.
[16:30:35]	James McKay ran 'drop' on item 'Scrap Electronics' (#29636)
[16:30:35]	James McKay has lost a 'Scrap Electronics' #29636.
[16:30:36]	James McKay ran 'drop' on item 'Scrap Plastic' (#29638)
[16:30:36]	James McKay has lost a 'Scrap Plastic' #29638.
[16:30:37]	James McKay ran 'drop' on item 'Scrap Electronics' (#29637)
[16:30:37]	James McKay has lost a 'Scrap Electronics' #29637.
[16:30:47]	[OOC] Jonathan Jackson: I need QQ
[16:30:58]	[OOC] James McKay: Didn't Q say skills level up over time?
[16:31:05]	James McKay has gained a 'Padlock' #29639.
[16:31:07]	James McKay ran 'drop' on item 'Padlock' (#29639)
[16:31:07]	James McKay has lost a 'Padlock' #29639.
[16:31:11]	James McKay has gained a 'A Roll of Toilet Paper' #29640.
[16:31:13]	James McKay ran 'drop' on item 'A Roll of Toilet Paper' (#29640)
[16:31:13]	James McKay has lost a 'A Roll of Toilet Paper' #29640.
[16:31:23]	James McKay has gained a 'Silicone Tube' #29641.
[16:31:24]	James McKay ran 'drop' on item 'Silicone Tube' (#29641)
[16:31:24]	James McKay has lost a 'Silicone Tube' #29641.
[16:31:43]	James McKay has gained a 'Broken Clock' #29642.
[16:31:45]	James McKay ran 'drop' on item 'Broken Clock' (#29642)
[16:31:45]	James McKay has lost a 'Broken Clock' #29642.
[16:31:49]	James McKay has gained a 'Horse Statue' #29643.
[16:31:58]	James McKay ran 'drop' on item 'Horse Statue' (#29643)
[16:31:58]	James McKay has lost a 'Horse Statue' #29643.
[16:32:11]	Finan O'Conall destroyed a 'Power Supply Unit' #29552.
[16:32:12]	Finan O'Conall destroyed a 'Power Supply Unit' #29573.
[16:32:14]	Finan O'Conall destroyed a 'Spark Plug' #29536.
[16:32:34]	James McKay has gained a 'Empty Paint Can' #29645.
[16:32:36]	James McKay ran 'drop' on item 'Empty Paint Can' (#29645)
[16:32:36]	James McKay has lost a 'Empty Paint Can' #29645.
[16:32:36]	[OOC] Denford F. MacMillian: Who remembers Leonid Jukov?
[16:32:53]	James McKay has gained a 'Silicone Tube' #29646.
[16:32:55]	[OOC] Jonathan Jackson: I do not
[16:32:55]	James McKay ran 'drop' on item 'Silicone Tube' (#29646)
[16:32:55]	James McKay has lost a 'Silicone Tube' #29646.
[16:33:00]	[OOC] James McKay: he do not
[16:33:04]	James McKay has gained a 'Empty Consulate Water Can' #29647.
[16:33:06]	James McKay ran 'drop' on item 'Empty Consulate Water Can' (#29647)
[16:33:06]	James McKay has lost a 'Empty Consulate Water Can' #29647.
[16:33:22]	Painevan loaded the character 'Otto Von Habsburg'
[16:33:30]	[OOC] Denford F. MacMillian: Alright, he's the guy that screams out a certain line, in 2011
[16:33:31]	Otto Von Habsburg ran 'Equip' on item 'Cyclopic Citizen Suit' (#21229)
[16:33:32]	[OOC] Denford F. MacMillian: In DarkRP.
[16:33:35]	[OOC] Denford F. MacMillian: With a Kliener model.
[16:33:42]	[OOC] James McKay: RDM?
[16:33:45]	[OOC] Denford F. MacMillian: No.
[16:33:56]	[OOC] Denford F. MacMillian: "YOU'RE GONNA SUCK THIS" I'm not gonna say the rest lmao.
[16:33:59]	[OOC] James McKay: Oh wait maybe
[16:34:00]	[OOC] James McKay: YEP
[16:34:06]	[OOC] Otto Von Habsburg: RIGHT NOW
[16:34:08]	[OOC] Otto Von Habsburg: YESSS
[16:34:09]	[OOC] Denford F. MacMillian: YES!
[16:34:12]	[OOC] Denford F. MacMillian: YESSSSSSSSS!
[16:34:12]	[OOC] Otto Von Habsburg: YEEEEEEEEEEEEEEESSS
[16:34:17]	[OOC] Otto Von Habsburg: OORURUGG
[16:34:20]	[OOC] Otto Von Habsburg: OUURAGG
[16:34:29]	[OOC] Otto Von Habsburg: STOP LOOKING ST-
[16:34:38]	[OOC] Denford F. MacMillian: Man got arrested for public indecency.
[16:34:45]	James McKay has taken 23 damage from worldspawn.
[16:34:55]	[OOC] James McKay: mfw ping makes me casually walk off a building
[16:34:58]	[OOC] Otto Von Habsburg: A man of the people
[16:35:01]	Finan O'Conall destroyed a 'Empty Flavored Consulate Water Can' #29620.
[16:35:03]	Finan O'Conall destroyed a 'Broken Clock' #29580.
[16:35:04]	Finan O'Conall destroyed a 'Empty Tin Can' #29519.
[16:35:05]	Finan O'Conall destroyed a 'Scrap Plastic' #29363.
[16:35:05]	[OOC] Denford F. MacMillian: Ping moment.
[16:35:07]	Finan O'Conall destroyed a 'Empty Pill Bottle' #29561.
[16:35:10]	James McKay has gained a 'Empty Paint Can' #29648.
[16:35:11]	James McKay ran 'drop' on item 'Empty Paint Can' (#29648)
[16:35:11]	James McKay has lost a 'Empty Paint Can' #29648.
[16:35:12]	Finan O'Conall destroyed a 'Green Citizen Suit' #29649.
[16:35:15]	Finan O'Conall destroyed a 'Empty Tin Can' #29564.
[16:35:18]	James McKay has gained a 'Broken Keyboard' #29649.
[16:35:19]	James McKay ran 'drop' on item 'Broken Keyboard' (#29649)
[16:35:19]	James McKay has lost a 'Broken Keyboard' #29649.
[16:35:24]	[OOC] Otto Von Habsburg: I had that happen earlier
[16:35:25]	James McKay has gained a 'Piece of Plexiglass' #29650.
[16:35:26]	Finan O'Conall destroyed a 'Empty Paint Can' #29375.
[16:35:27]	James McKay ran 'drop' on item 'Piece of Plexiglass' (#29650)
[16:35:27]	James McKay has lost a 'Piece of Plexiglass' #29650.
[16:35:33]	James McKay has gained a 'Empty Bleach Bottle' #29651.
[16:35:34]	James McKay ran 'drop' on item 'Empty Bleach Bottle' (#29651)
[16:35:34]	James McKay has lost a 'Empty Bleach Bottle' #29651.
[16:35:37]	Finan O'Conall destroyed a 'Cinderblock' #29652.
[16:35:43]	Finan O'Conall destroyed a 'Empty Paint Can' #29652.
[16:35:46]	James McKay has gained a 'Screw Nuts' #29652.
[16:35:47]	James McKay ran 'drop' on item 'Screw Nuts' (#29652)
[16:35:47]	James McKay has lost a 'Screw Nuts' #29652.
[16:36:05]	[OOC] Otto Von Habsburg: someone help me break out of this joint
[16:36:08]	James McKay has gained a 'Broken LCD Monitor' #29653.
[16:36:12]	James McKay ran 'drop' on item 'Broken LCD Monitor' (#29653)
[16:36:12]	James McKay has lost a 'Broken LCD Monitor' #29653.
[16:36:20]	James McKay has gained a 'Empty Sparkling Consulate Water Can' #29654.
[16:36:20]	Finan O'Conall destroyed a 'Broken LCD Monitor' #29634.
[16:36:22]	[OOC] Denford F. MacMillian: Where are you?
[16:36:22]	Finan O'Conall destroyed a 'Broken Keyboard' #29649.
[16:36:23]	James McKay has gained a 'Scrap Metal' #29654.
[16:36:25]	James McKay ran 'drop' on item 'Scrap Metal' (#29654)
[16:36:25]	James McKay has lost a 'Scrap Metal' #29654.
[16:36:28]	Finan O'Conall destroyed a 'A Roll of Toilet Paper' #29655.
[16:36:29]	[OOC] Otto Von Habsburg: train statilon
[16:36:32]	[OOC] James McKay: MEtA GaMInG
[16:36:47]	[OOC] Denford F. MacMillian: Today I will meta game.
[16:36:47]	Finan O'Conall destroyed a 'Silicone Tube' #29655.
[16:36:50]	[OOC] Otto Von Habsburg: I want you to come to the train station
[16:36:54]	[OOC] Otto Von Habsburg: turn around
[16:36:56]	[OOC] Otto Von Habsburg: and look up
[16:36:57]	James McKay has gained a 'Old Newspaper' #29655.
[16:37:00]	James McKay ran 'drop' on item 'Old Newspaper' (#29655)
[16:37:00]	James McKay has lost a 'Old Newspaper' #29655.
[16:37:11]	James McKay has gained a 'Bolts' #29656.
[16:37:14]	James McKay ran 'drop' on item 'Bolts' (#29656)
[16:37:14]	James McKay has lost a 'Bolts' #29656.
[16:37:27]	James McKay has gained a 'Corrugated Hose' #29657.
[16:37:28]	James McKay ran 'drop' on item 'Corrugated Hose' (#29657)
[16:37:28]	James McKay has lost a 'Corrugated Hose' #29657.
[16:37:30]	[Y] Otto Von Habsburg: LISTEN TO ME MY FOLLOWERS.
[16:37:34]	[OOC] Denford F. MacMillian: HE WATCHES.
[16:37:44]	[Y] Otto Von Habsburg: I SEE THROUGH THE DECIET AND LIES OF THOSE IN CHARGE.
[16:38:00]	[Y] Otto Von Habsburg: THOSE WHO DARE CLAIM THEY ARE OUR SAVOIRS.
[16:38:07]	James McKay has gained a 'Graphics Card' #29658.
[16:38:08]	James McKay ran 'drop' on item 'Graphics Card' (#29658)
[16:38:08]	James McKay has lost a 'Graphics Card' #29658.
[16:38:14]	[Y] Denford F. MacMillian: You mean the Union?
[16:38:14]	James McKay has gained a 'Corrugated Hose' #29659.
[16:38:15]	[Y] Otto Von Habsburg: YET THEY DO NOT CONSIDER THE ONE WHO IS ELEVATED.
[16:38:16]	James McKay ran 'drop' on item 'Corrugated Hose' (#29659)
[16:38:16]	James McKay has lost a 'Corrugated Hose' #29659.
[16:38:26]	James McKay ran 'take' on item 'Pin' (#28334)
[16:38:26]	James McKay has gained a 'Pin' #28334.
[16:38:29]	[Y] Otto Von Habsburg: ONLY GOD MAY SAVE US NOW.
[16:38:39]	[Y] Denford F. MacMillian: Then go to God.
[16:38:42]	[Y] Denford F. MacMillian: Jump, pussy.
[16:38:45]	[Y] Otto Von Habsburg: DO NOT LISTEN TO THEIR LIES.
[16:38:50]	Otto Von Habsburg has taken 13 damage from worldspawn.
[16:39:04]	James McKay has gained a 'Empty Flavored Consulate Water Can' #29660.
[16:39:05]	James McKay ran 'drop' on item 'Empty Flavored Consulate Water Can' (#29660)
[16:39:05]	James McKay has lost a 'Empty Flavored Consulate Water Can' #29660.
[16:39:15]	James McKay has gained a 'Piece of Plexiglass' #29661.
[16:39:18]	James McKay ran 'drop' on item 'Piece of Plexiglass' (#29661)
[16:39:18]	James McKay has lost a 'Piece of Plexiglass' #29661.
[16:39:22]	James McKay has gained a 'Box of Matches' #29662.
[16:39:23]	James McKay ran 'drop' on item 'Box of Matches' (#29662)
[16:39:23]	James McKay has lost a 'Box of Matches' #29662.
[16:39:34]	James McKay has gained a 'Metal Gas Can' #29663.
[16:39:36]	James McKay ran 'drop' on item 'Metal Gas Can' (#29663)
[16:39:36]	James McKay has lost a 'Metal Gas Can' #29663.
[16:39:45]	James McKay ran 'take' on item 'Cloth Scrap' (#29332)
[16:39:45]	James McKay has gained a 'Cloth Scrap' #29332.
[16:39:53]	James McKay has gained a 'AA Battery' #29664.
[16:39:55]	James McKay ran 'drop' on item 'AA Battery' (#29664)
[16:39:55]	James McKay has lost a 'AA Battery' #29664.
[16:40:06]	James McKay has gained a 'Empty Flavored Consulate Water Can' #29665.
[16:40:16]	James McKay has gained a 'Scrap Metal' #29665.
[16:40:18]	James McKay ran 'drop' on item 'Scrap Metal' (#29665)
[16:40:18]	James McKay has lost a 'Scrap Metal' #29665.
[16:40:20]	James McKay ran 'take' on item 'Old Newspaper' (#29655)
[16:40:20]	James McKay has gained a 'Old Newspaper' #29655.
[16:40:30]	James McKay has gained a 'Paper' #29666.
[16:40:33]	[OOC] Denford F. MacMillian: NOOO
[16:40:38]	[OOC] Otto Von Habsburg: you fucked up
[16:40:52]	James McKay has gained a 'Nylon Cord' #29667.
[16:41:04]	James McKay has gained a 'Empty Flavored Consulate Water Can' #29668.
[16:41:09]	James McKay has gained a 'Scrap Metal' #29668.
[16:41:10]	James McKay ran 'drop' on item 'Scrap Metal' (#29668)
[16:41:10]	James McKay has lost a 'Scrap Metal' #29668.
[16:41:12]	James McKay ran 'drop' on item 'Cloth Scrap' (#29332)
[16:41:12]	James McKay has lost a 'Cloth Scrap' #29332.
[16:41:13]	Denford F. MacMillian has taken 5 damage from Otto Von Habsburg.
[16:41:17]	Otto Von Habsburg has taken 5 damage from Denford F. MacMillian.
[16:41:23]	Otto Von Habsburg has taken 5 damage from Denford F. MacMillian.
[16:41:23]	Denford F. MacMillian has taken 5 damage from Otto Von Habsburg.
[16:41:26]	Denford F. MacMillian has taken 5 damage from Otto Von Habsburg.
[16:41:27]	Otto Von Habsburg has taken 5 damage from Denford F. MacMillian.
[16:41:28]	James McKay has gained a 'Rock' #29669.
[16:41:30]	Otto Von Habsburg has taken 5 damage from Denford F. MacMillian.
[16:41:34]	James McKay ran 'drop' on item 'Rock' (#29669)
[16:41:34]	James McKay has lost a 'Rock' #29669.
[16:41:38]	Otto Von Habsburg has taken 5 damage from Denford F. MacMillian.
[16:41:38]	Denford F. MacMillian has taken 5 damage from Otto Von Habsburg.
[16:41:39]	Denford F. MacMillian has taken 5 damage from Otto Von Habsburg.
[16:41:40]	James McKay has gained a 'Empty Consulate Water Can' #29670.
[16:41:40]	Denford F. MacMillian has taken 5 damage from Otto Von Habsburg.
[16:41:41]	James McKay ran 'drop' on item 'Empty Consulate Water Can' (#29670)
[16:41:41]	James McKay has lost a 'Empty Consulate Water Can' #29670.
[16:41:44]	Denford F. MacMillian has taken 13 damage from worldspawn.
[16:41:49]	Denford F. MacMillian has taken 5 damage from Otto Von Habsburg.
[16:41:49]	Otto Von Habsburg has taken 7 damage from worldspawn.
[16:41:50]	Denford F. MacMillian has taken 5 damage from Otto Von Habsburg.
[16:41:51]	Otto Von Habsburg has taken 5 damage from Denford F. MacMillian.
[16:41:54]	Otto Von Habsburg has taken 5 damage from Denford F. MacMillian.
[16:41:54]	James McKay ran 'take' on item 'Pipe' (#29671)
[16:41:54]	James McKay has gained a 'Pipe' #29671.
[16:41:55]	Denford F. MacMillian has taken 5 damage from Otto Von Habsburg.
[16:41:55]	Denford F. MacMillian has taken 5 damage from Otto Von Habsburg.
[16:41:56]	James McKay ran 'Equip' on item 'Pipe' (#29671)
[16:41:56]	Otto Von Habsburg has taken 5 damage from Denford F. MacMillian.
[16:41:56]	Denford F. MacMillian has taken 5 damage from Otto Von Habsburg.
[16:41:57]	James McKay ran 'EquipUn' on item 'Combat Knife' (#29612)
[16:41:57]	Otto Von Habsburg has taken 5 damage from Denford F. MacMillian.
[16:41:57]	Denford F. MacMillian has taken 5 damage from Otto Von Habsburg.
[16:41:57]	James McKay ran 'Equip' on item 'Pipe' (#29671)
[16:41:58]	Otto Von Habsburg has taken 5 damage from Denford F. MacMillian.
[16:41:58]	Denford F. MacMillian has taken 5 damage from Otto Von Habsburg.
[16:41:58]	Otto Von Habsburg has killed Denford F. MacMillian with ix_hands.
[16:41:59]	James McKay ran 'drop' on item 'Empty Combine Air Tank' (#29631)
[16:41:59]	James McKay has lost a 'Empty Combine Air Tank' #29631.
[16:42:09]	James McKay ran 'drop' on item 'Antlion Carapace' (#29610)
[16:42:09]	James McKay has lost a 'Antlion Carapace' #29610.
[16:42:15]	[OOC] Otto Von Habsburg: The elevated one never loses
[16:42:17]	James McKay has gained a 'Crowbar' #29672.
[16:42:19]	James McKay ran 'EquipUn' on item 'Pipe' (#29671)
[16:42:19]	James McKay ran 'drop' on item 'Pipe' (#29671)
[16:42:19]	James McKay has lost a 'Pipe' #29671.
[16:42:21]	James McKay ran 'Equip' on item 'Crowbar' (#29672)
[16:42:25]	[OOC] Denford F. MacMillian: THERE'S ALWAYS ROUND TWO
[16:42:30]	James McKay has gained a 'Bolts' #29673.
[16:42:32]	James McKay ran 'drop' on item 'Bolts' (#29673)
[16:42:32]	James McKay has lost a 'Bolts' #29673.
[16:42:37]	Otto Von Habsburg has taken 5 damage from Denford F. MacMillian.
[16:42:37]	James McKay ran 'drop' on item 'Paper' (#29666)
