[00:46:29]	Bean has connected.
[18:33:57]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:34:00]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:34:04]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:34:15]	Chad Chaddicus opened the '' #221 container.
[18:34:17]	Chad Chaddicus closed the '' #221 container.
[18:34:37]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:34:42]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:34:45]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:34:47]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:34:50]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:34:53]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:34:55]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:34:57]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:34:57]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:34:59]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:35:00]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:35:01]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:35:02]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:35:06]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:35:08]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:35:10]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:35:12]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:35:19]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:35:19]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:35:20]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:35:23]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:35:35]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:37:07]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:37:10]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:37:11]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:37:14]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:37:16]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:37:18]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:37:21]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:37:22]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:37:24]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:37:26]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:37:28]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:37:30]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:37:34]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:37:36]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:37:37]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:37:39]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:37:40]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:37:42]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:37:44]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:37:45]	Chad Chaddicus used command '/CharFallOver 0.1'.
[18:40:24]	Alex Palovichov opened the '' #2415 container.
[18:40:26]	Alex Palovichov closed the '' #2415 container.
[18:40:26]	Alex Palovichov opened the 'Padlocked ' #2383 container.
[18:40:29]	Alex Palovichov closed the 'Padlocked ' #2383 container.
[18:40:55]	Alex Palovichov opened the '' #2387 container.
[18:41:02]	Alex Palovichov closed the '' #2387 container.
[18:41:04]	Alex Palovichov opened the '' #2415 container.
[18:41:11]	Alex Palovichov closed the '' #2415 container.
[18:41:18]	[OOC] Alex Palovichov: cya yall
[18:41:19]	Bean (STEAM_0:1:591779303) has disconnected.
[19:08:56]	[OOC] CCA.C17-UNION.i5.07722: back
[19:09:32]	[OOC] CCA.C17-UNION.i5.07722: you there?
[19:12:53]	CCA.C17-UNION.i5.07722 has gained 10 tokens.
[19:21:31]	[OOC] CCA.C17-UNION.i5.07722: afk
[19:29:34]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:29:35]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:29:36]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:29:36]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:29:37]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:29:38]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:29:39]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:29:39]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:29:40]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:29:41]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:29:42]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:29:43]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:29:43]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:29:44]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:29:45]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:29:46]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:29:46]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:29:47]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:29:48]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:29:49]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:29:49]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:29:50]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:29:51]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:29:52]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:29:52]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:29:53]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:29:54]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:29:55]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:29:55]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:29:56]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:29:57]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:29:58]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:29:58]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:29:59]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:00]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:01]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:01]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:02]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:03]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:04]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:05]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:05]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:06]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:07]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:08]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:08]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:09]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:10]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:11]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:11]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:12]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:13]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:14]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:14]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:15]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:16]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:17]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:17]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:18]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:19]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:20]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:20]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:21]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:22]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:23]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:23]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:24]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:25]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:26]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:26]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:27]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:28]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:29]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:30]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:30]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:31]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:32]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:33]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:33]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:34]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:35]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:36]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:36]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:37]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:38]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:39]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:39]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:40]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:41]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:42]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:42]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:43]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:44]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:45]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:45]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:46]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:47]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:48]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:48]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:49]	Chad Chaddicus has taken 1 damage from worldspawn.
[19:30:49]	worldspawn has killed Chad Chaddicus.
[19:56:35]	Global Defence Initiative (STEAM_0:0:49504081) has disconnected.
[20:08:35]	moe (STEAM_0:1:426474993) has disconnected.
[20:21:28]	moe has connected.
[20:26:57]	moe loaded the character 'CCA.C17-UNION.i5.07722'
[20:48:15]	moe (STEAM_0:1:426474993) has disconnected.
[21:24:34]	moe has connected.
[21:32:34]	Brian Smith has gained a 'Green Citizen Suit' #25325.
[21:32:34]	Brian Smith has gained a 'Citizen Filter' #25326.
[21:32:34]	moe created the character 'Brian Smith'
[21:32:34]	Brian Smith has gained a 'Suitcase' #25327.
[21:32:34]	Brian Smith has gained a 'Relocation Coupon' #25328.
[21:32:35]	moe loaded the character 'Brian Smith'
[21:32:44]	Brian Smith ran 'Equip' on item 'Green Citizen Suit' (#25325)
[21:32:46]	Brian Smith ran 'equip' on item 'Citizen Filter' (#25326)
[21:33:43]	moe loaded the character 'CCA.C17-UNION.i5.07722'
[21:34:06]	moe (STEAM_0:1:426474993) has disconnected.
[21:38:25]	thirdeye.karl has connected.
[21:38:52]	thirdeye.karl loaded the character 'Karlos Wilsono'
[21:40:22]	Karlos Wilsono opened the '' #2526 container.
[21:40:25]	Karlos Wilsono closed the '' #2526 container.
[21:40:30]	Karlos Wilsono opened the '' #237 container.
[21:40:32]	Karlos Wilsono closed the '' #237 container.
[21:48:04]	Karlos Wilsono has spawned 'models/props/cs_militia/bar01.mdl'.
[21:49:24]	Karlos Wilsono has spawned 'models/props/de_piranesi/pi_sundial.mdl'.
[21:49:32]	Karlos Wilsono has spawned 'models/props_interiors/table_picnic.mdl'.
[21:50:01]	Karlos Wilsono has spawned 'models/props_interiors/table_picnic.mdl'.
[21:50:12]	Karlos Wilsono has spawned 'models/props_interiors/table_picnic.mdl'.
[21:50:31]	Karlos Wilsono has spawned 'models/props_interiors/patio_chair2_white.mdl'.
[21:50:37]	Karlos Wilsono has spawned 'models/props_junk/trashcluster01a_corner.mdl'.
[21:50:40]	Karlos Wilsono has spawned 'models/props_urban/outhouse001.mdl'.
[21:50:46]	Karlos Wilsono has spawned 'models/props/cs_militia/tree_large_militia.mdl'.
[21:50:53]	Karlos Wilsono has spawned 'models/trees/pi_tree4.mdl'.
[21:50:56]	Karlos Wilsono has spawned 'models/props_waterfront/awning01.mdl'.
[21:51:11]	Karlos Wilsono has spawned 'models/props/de_inferno/bench_concrete.mdl'.
[21:51:20]	Karlos Wilsono has spawned 'models/props/de_inferno/bench_concrete.mdl'.
[21:51:42]	Karlos Wilsono has spawned 'models/props_junk/trashcluster01a_corner.mdl'.
[21:51:45]	Karlos Wilsono has spawned 'models/props_junk/trashcluster01a_corner.mdl'.
[21:52:00]	Karlos Wilsono has spawned 'models/props_unique/firepit_campground.mdl'.
[21:52:03]	Karlos Wilsono has spawned 'models/props/de_inferno/lattice.mdl'.
[21:52:22]	Karlos Wilsono has spawned 'models/props/de_inferno/lattice.mdl'.
[21:53:19]	Karlos Wilsono has spawned 'models/props/de_inferno/fountain.mdl'.
[21:53:24]	Karlos Wilsono has spawned 'models/props/de_tides/patio_table2.mdl'.
[21:53:46]	Karlos Wilsono has spawned 'models/props/de_tides/patio_table2.mdl'.
[21:54:01]	Karlos Wilsono has spawned 'models/props_urban/plastic_chair001.mdl'.
[21:54:09]	Karlos Wilsono has spawned 'models/props/de_tides/patio_chair2.mdl'.
[21:55:14]	Karlos Wilsono has spawned 'models/props/de_tides/planter.mdl'.
[21:55:22]	Karlos Wilsono has spawned 'models/props/de_tides/planter.mdl'.
[21:55:37]	Karlos Wilsono has spawned 'models/props/de_tides/planter.mdl'.
[21:56:04]	Karlos Wilsono has spawned 'models/props_unique/spawn_apartment/coffeeammo.mdl'.
[21:56:08]	Karlos Wilsono has spawned 'models/props_c17/awning001a.mdl'.
[21:56:22]	Karlos Wilsono has spawned 'models/props_c17/awning002a.mdl'.
[21:56:25]	Karlos Wilsono has spawned 'models/props_street/awning_department_store.mdl'.
[21:56:36]	Karlos Wilsono has spawned 'models/trees/pi_tree3.mdl'.
[21:56:49]	Karlos Wilsono has spawned 'models/gm_forest/tree_alder.mdl'.
[21:56:58]	Karlos Wilsono has spawned 'models/props_interiors/magazine_rack.mdl'.
[21:57:01]	Karlos Wilsono has spawned 'models/props/de_tides/patio_chair2.mdl'.
[21:57:34]	Karlos Wilsono has spawned 'models/props/de_tides/menu_stand.mdl'.
[21:58:09]	Karlos Wilsono has spawned 'models/props_warehouse/table_01.mdl'.
[21:58:15]	Karlos Wilsono has spawned 'models/props/cs_office/computer.mdl'.
[21:58:18]	Karlos Wilsono has spawned 'models/Highrise/cubicle_monitor_01.mdl'.
[21:58:23]	Karlos Wilsono has spawned 'models/props_interiors/paper_tray.mdl'.
[21:58:28]	Karlos Wilsono has spawned 'models/props/de_tides/vending_cart.mdl'.
[21:58:37]	Karlos Wilsono has spawned 'models/props_silo/camera.mdl'.
[21:59:00]	Karlos Wilsono has spawned 'models/props_silo/camera.mdl'.
[21:59:58]	Karlos Wilsono has spawned 'models/props/de_inferno/lattice.mdl'.
[22:00:07]	Karlos Wilsono has spawned 'models/props/cs_militia/table_shed.mdl'.
[22:00:32]	Karlos Wilsono has spawned 'models/props_junk/garbage_coffeemug001a.mdl'.
[22:00:49]	Karlos Wilsono has spawned 'models/props_junk/garbage_coffeemug001a.mdl'.
[22:00:56]	Karlos Wilsono has spawned 'models/props_junk/garbage_coffeemug001a.mdl'.
[22:01:23]	Karlos Wilsono has spawned 'models/props_lab/citizenradio.mdl'.
[22:01:57]	thirdeye.karl (STEAM_0:1:70789676) has disconnected.
[22:03:30]	thirdeye.karl has connected.
[22:03:46]	thirdeye.karl loaded the character 'Karlos Wilsono'
[22:04:41]	Karlos Wilsono has spawned 'models/props_junk/garbage_coffeemug001a.mdl'.
[22:05:07]	Karlos Wilsono has spawned 'models/props/cs_office/bookshelf1.mdl'.
[22:05:17]	Karlos Wilsono has spawned 'models/props_interiors/coffee_maker.mdl'.
[22:05:34]	Karlos Wilsono has spawned 'models/props_interiors/coffee_maker.mdl'.
[22:05:45]	Karlos Wilsono has spawned 'models/props_interiors/coffee_maker.mdl'.
[22:05:59]	[OOC] Karlos Wilsono: u alive
[22:06:49]	Karlos Wilsono has spawned 'models/env/decor/plant_decofern/plant_decofern.mdl'.
[22:06:55]	Karlos Wilsono has spawned 'models/props_plants/plantairport01.mdl'.
[22:07:05]	Karlos Wilsono has spawned 'models/props_unique/spawn_apartment/lantern.mdl'.
[22:07:29]	Karlos Wilsono has spawned 'models/props_unique/spawn_apartment/lantern.mdl'.
[22:07:43]	Karlos Wilsono has spawned 'models/Highrise/sconce_01.mdl'.
[22:08:00]	Karlos Wilsono has spawned 'models/props_urban/light_fixture01.mdl'.
[22:08:05]	Karlos Wilsono has spawned 'models/wilderness/lamp6.mdl'.
[22:08:06]	Karlos Wilsono has spawned 'models/props_interiors/lamp_table02.mdl'.
[22:08:50]	thirdeye.karl (STEAM_0:1:70789676) has disconnected.
[22:19:05]	tony1111 has connected.
[22:21:29]	john torres has gained a 'Green Citizen Suit' #25329.
[22:21:29]	john torres has gained a 'Citizen Filter' #25330.
[22:21:29]	tony1111 created the character 'john torres'
[22:21:29]	john torres has gained a 'Suitcase' #25331.
[22:21:29]	john torres has gained a 'Relocation Coupon' #25332.
[22:21:29]	tony1111 loaded the character 'john torres'
[22:21:35]	john torres has taken 1 damage from worldspawn.
[22:21:36]	john torres has taken 1 damage from worldspawn.
[22:21:37]	john torres has taken 1 damage from worldspawn.
[22:21:37]	john torres has taken 1 damage from worldspawn.
[22:21:38]	john torres has taken 1 damage from worldspawn.
[22:21:38]	worldspawn has killed john torres.
[22:21:59]	john torres ran 'drop' on item 'Green Citizen Suit' (#25329)
[22:21:59]	john torres has lost a 'Green Citizen Suit' #25329.
[22:22:18]	john torres ran 'drop' on item 'Suitcase' (#25331)
[22:22:18]	john torres has lost a 'Suitcase' #25331.
[22:22:32]	john torres has taken 1 damage from worldspawn.
[22:22:33]	john torres has taken 1 damage from worldspawn.
[22:22:42]	john torres has taken 1 damage from worldspawn.
[22:22:43]	john torres has taken 1 damage from worldspawn.
[22:22:44]	john torres has taken 1 damage from worldspawn.
[22:22:44]	john torres has taken 1 damage from worldspawn.
[22:22:45]	john torres has taken 1 damage from worldspawn.
[22:22:46]	john torres has taken 1 damage from worldspawn.
[22:22:47]	john torres has taken 1 damage from worldspawn.
[22:22:47]	john torres has taken 1 damage from worldspawn.
[22:22:59]	john torres has taken 1 damage from worldspawn.
[22:22:59]	john torres has taken 1 damage from worldspawn.
[22:23:00]	john torres has taken 1 damage from worldspawn.
[22:23:01]	john torres has taken 1 damage from worldspawn.
[22:23:02]	john torres has taken 1 damage from worldspawn.
[22:23:02]	john torres has taken 1 damage from worldspawn.
[22:23:03]	john torres has taken 1 damage from worldspawn.
[22:23:04]	john torres has taken 1 damage from worldspawn.
[22:23:05]	john torres has taken 1 damage from worldspawn.
[22:23:05]	john torres has taken 1 damage from worldspawn.
[22:23:07]	john torres has taken 1 damage from worldspawn.
[22:23:10]	john torres has taken 1 damage from worldspawn.
[22:23:11]	john torres has taken 1 damage from worldspawn.
[22:23:11]	john torres has taken 1 damage from worldspawn.
[22:23:13]	john torres has taken 1 damage from worldspawn.
[22:23:14]	john torres has taken 1 damage from worldspawn.
[22:23:15]	john torres has taken 1 damage from worldspawn.
[22:23:15]	john torres has taken 1 damage from worldspawn.
[22:23:16]	john torres has taken 1 damage from worldspawn.
[22:23:17]	john torres has taken 1 damage from worldspawn.
[22:23:18]	john torres has taken 1 damage from worldspawn.
[22:23:18]	john torres has taken 1 damage from worldspawn.
[22:23:19]	john torres has taken 1 damage from worldspawn.
[22:23:20]	john torres has taken 1 damage from worldspawn.
[22:23:21]	john torres has taken 1 damage from worldspawn.
[22:23:21]	john torres has taken 1 damage from worldspawn.
[22:23:22]	john torres has taken 1 damage from worldspawn.
[22:23:23]	john torres has taken 1 damage from worldspawn.
[22:23:24]	john torres has taken 1 damage from worldspawn.
[22:23:24]	john torres has taken 1 damage from worldspawn.
[22:23:25]	john torres has taken 1 damage from worldspawn.
[22:23:26]	john torres has taken 1 damage from worldspawn.
[22:23:27]	john torres has taken 1 damage from worldspawn.
[22:23:27]	john torres has taken 1 damage from worldspawn.
[22:23:28]	john torres has taken 1 damage from worldspawn.
[22:23:29]	john torres has taken 1 damage from worldspawn.
[22:23:30]	john torres has taken 1 damage from worldspawn.
[22:23:30]	john torres has taken 1 damage from worldspawn.
[22:23:31]	john torres has taken 1 damage from worldspawn.
[22:23:32]	john torres has taken 1 damage from worldspawn.
[22:23:33]	john torres has taken 1 damage from worldspawn.
[22:23:33]	john torres has taken 1 damage from worldspawn.
[22:23:34]	john torres has taken 1 damage from worldspawn.
[22:23:35]	john torres has taken 1 damage from worldspawn.
[22:23:36]	john torres has taken 1 damage from worldspawn.
[22:23:37]	john torres has taken 1 damage from worldspawn.
[22:23:37]	john torres has taken 1 damage from worldspawn.
[22:23:38]	john torres has taken 1 damage from worldspawn.
[22:23:39]	john torres has taken 1 damage from worldspawn.
[22:23:40]	john torres has taken 1 damage from worldspawn.
[22:23:40]	john torres has taken 1 damage from worldspawn.
[22:23:41]	john torres has taken 1 damage from worldspawn.
[22:23:42]	john torres has taken 1 damage from worldspawn.
[22:23:43]	john torres has taken 1 damage from worldspawn.
[22:23:43]	john torres has taken 1 damage from worldspawn.
[22:23:44]	john torres has taken 1 damage from worldspawn.
[22:23:45]	john torres has taken 1 damage from worldspawn.
[22:23:45]	[ME] john torres: injured
[22:23:46]	john torres has taken 1 damage from worldspawn.
[22:23:46]	john torres has taken 1 damage from worldspawn.
[22:23:47]	john torres has taken 1 damage from worldspawn.
[22:23:48]	john torres has taken 1 damage from worldspawn.
[22:23:49]	john torres has taken 1 damage from worldspawn.
[22:23:49]	john torres has taken 1 damage from worldspawn.
[22:23:50]	john torres has taken 1 damage from worldspawn.
[22:23:51]	john torres has taken 1 damage from worldspawn.
[22:23:52]	john torres has taken 1 damage from worldspawn.
[22:23:52]	john torres has taken 1 damage from worldspawn.
[22:23:53]	john torres has taken 1 damage from worldspawn.
[22:23:54]	john torres has taken 1 damage from worldspawn.
[22:23:55]	john torres has taken 1 damage from worldspawn.
[22:23:55]	john torres has taken 1 damage from worldspawn.
[22:23:56]	john torres has taken 1 damage from worldspawn.
[22:23:57]	john torres has taken 1 damage from worldspawn.
[22:23:58]	john torres has taken 1 damage from worldspawn.
[22:23:58]	john torres has taken 1 damage from worldspawn.
[22:23:59]	john torres has taken 1 damage from worldspawn.
[22:24:00]	john torres has taken 1 damage from worldspawn.
[22:24:01]	john torres has taken 1 damage from worldspawn.
[22:24:01]	john torres has taken 1 damage from worldspawn.
[22:24:02]	john torres has taken 1 damage from worldspawn.
[22:24:03]	john torres has taken 1 damage from worldspawn.
[22:24:04]	john torres has taken 1 damage from worldspawn.
[22:24:05]	john torres has taken 1 damage from worldspawn.
[22:24:05]	john torres has taken 1 damage from worldspawn.
[22:24:06]	john torres has taken 1 damage from worldspawn.
[22:24:07]	john torres has taken 1 damage from worldspawn.
[22:24:08]	john torres has taken 1 damage from worldspawn.
[22:24:08]	john torres has taken 1 damage from worldspawn.
[22:24:09]	john torres has taken 1 damage from worldspawn.
[22:24:10]	john torres has taken 1 damage from worldspawn.
[22:24:10]	worldspawn has killed john torres.
[22:24:38]	john torres has taken 1 damage from worldspawn.
[22:24:39]	john torres has taken 1 damage from worldspawn.
[22:24:40]	john torres has taken 1 damage from worldspawn.
[22:24:40]	john torres has taken 1 damage from worldspawn.
[22:24:41]	john torres has taken 1 damage from worldspawn.
[22:24:43]	john torres has taken 1 damage from worldspawn.
[22:24:44]	john torres has taken 1 damage from worldspawn.
[22:24:44]	john torres has taken 1 damage from worldspawn.
[22:25:05]	tony1111 (STEAM_0:1:533286053) has disconnected.
[22:26:08]	tony1111 has connected.
[22:27:12]	Alex torres has gained a 'Green Citizen Suit' #25333.
[22:27:12]	Alex torres has gained a 'Citizen Filter' #25334.
[22:27:12]	tony1111 created the character 'Alex torres'
[22:27:12]	Alex torres has gained a 'Suitcase' #25335.
[22:27:12]	Alex torres has gained a 'Relocation Coupon' #25336.
[22:27:12]	tony1111 loaded the character 'Alex torres'
[22:27:34]	Alex torres ran 'Equip' on item 'Green Citizen Suit' (#25333)
[22:27:37]	Alex torres ran 'equip' on item 'Citizen Filter' (#25334)
[22:28:37]	Alex torres used command '/Apply'.
[22:28:57]	Alex torres used command '/Dispatch help'.
[22:30:04]	Alex torres used command '/Apply'.
[22:30:09]	Alex torres used command '/ApplySay clear'.
[22:30:59]	Alex torres used command '/BecomeClass Civil Workers union'.
[22:31:51]	Alex torres used command '/BecomeClass combine civil authority'.
[22:32:36]	Alex torres used command '/BecomeClass Combine Civil Authority'.
[22:32:57]	Alex torres used command '/BecomeClass Combinecivilauthority'.
[22:36:37]	Alex torres used command '/BecomeClass Combine Civil Authority'.
[22:36:48]	Alex torres used command '/BecomeClass Combine Civil Authority'.
[22:38:14]	Alex torres used command '/BecomeClass Combine Anciliary commission'.
[22:38:38]	tony1111 (STEAM_0:1:533286053) has disconnected.
[22:58:27]	Ryan Maley used command '/CharSetThirst ryan 100'.
[23:00:17]	Ryan Maley has spawned a 'Entity [941][ix_testent7]'.
[23:01:10]	Ryan Maley has removed map entity #1698 (models/props_junk/trashdumpster01a.mdl).
[23:01:10]	Ryan Maley used command '/MapEntRemove'.
[23:01:12]	Ryan Maley has spawned a 'Entity [336][ix_testent7]'.
[23:01:21]	Ryan Maley has spawned a 'Entity [787][ix_testent7]'.
[23:02:32]	Ryan Maley has removed map entity #4630 (models/props_junk/trashdumpster01a.mdl).
[23:02:32]	Ryan Maley used command '/MapEntRemove'.
[23:02:33]	Ryan Maley has spawned a 'Entity [787][ix_testent7]'.
[23:02:51]	Ryan Maley has removed map entity #3742 (models/props_junk/trashdumpster01a.mdl).
[23:02:51]	Ryan Maley used command '/MapEntRemove'.
[23:02:51]	Ryan Maley has spawned a 'Entity [1728][ix_testent7]'.
[23:03:48]	Ryan Maley exited observer at their location.
[23:03:49]	Ryan Maley has removed map entity #4563 (models/props_junk/trashdumpster01a.mdl).
[23:03:49]	Ryan Maley used command '/MapEntRemove'.
[23:03:50]	Ryan Maley has spawned a 'Entity [1728][ix_testent7]'.
[23:03:54]	Ryan Maley entered observer.
[23:04:07]	Ryan Maley opened the '' #252 container.
[23:04:07]	Ryan Maley closed the '' #252 container.
[23:04:10]	Ryan Maley has removed map entity #2961 (models/props_junk/trashdumpster01a.mdl).
[23:04:10]	Ryan Maley used command '/MapEntRemove'.
[23:04:15]	Ryan Maley has spawned 'models/props_junk/TrashDumpster01a.mdl'.
[23:04:42]	Ryan Maley exited observer at their location.
[23:04:43]	Ryan Maley entered observer.
[23:04:46]	Ryan Maley exited observer at their location.
[23:04:46]	Ryan Maley entered observer.
[23:04:51]	Ryan Maley exited observer at their location.
[23:04:51]	Ryan Maley has removed map entity #4413 (models/props_junk/trashdumpster01a.mdl).
[23:04:51]	Ryan Maley used command '/MapEntRemove'.
[23:04:54]	Ryan Maley has spawned 'models/props_junk/TrashDumpster01a.mdl'.
