[02:39:56]	guswagner937 has connected.
[21:46:11]	[OOC] CCA.C14-ECHO.OWC.39412: Wb
[21:46:40]	OTA.C08-HAMMER.OWS.00519 used command '/PM john Imma come to you in a sec I just need to handle one thing'.
[21:46:48]	Jimmy 'Watcher 3' John used command '/Reply fs'.
[21:47:02]	CCA.C14-GRID.i4.36307 has gained 10 tokens.
[21:47:02]	CCA.C14-ECHO.OWC.39412 used command '/Radio Uh......two Pre-war necrotics tagged'.
[21:47:04]	OTA.C08-HAMMER.OWS.00519 used command '/PM john sry they are searching the qz'.
[21:47:13]	CCA.C14-ECHO.OWC.39412 used command '/Radio One pre-war soldier and security guard'.
[21:47:48]	OTA.C08-HAMMER.OWS.00519 used command '/Radio Copy, a OTA unit will come later to dispose of it'.
[21:47:53]	CCA.C14-ECHO.OWC.39412 used command '/Radio 10-4'.
[21:48:44]	[OOC] CCA.C14-ECHO.OWC.39412: Fucking
[21:48:51]	[OOC] CCA.C14-ECHO.OWC.39412: Try it
[21:48:56]	OTA.C08-HAMMER.OWS.00519 exited observer at their location.
[21:49:04]	[LOOC] CCA.C14-ECHO.OWC.39412: WHAT THE FUCK
[21:49:05]	OTA.C08-HAMMER.OWS.00519 entered observer.
[21:49:19]	[OOC] CCA.C14-ECHO.OWC.39412: Fuck no, i'm stopping this Search to figure this shit out
[21:49:31]	[OOC] CCA.C14-ECHO.OWC.39412: On certain parts it blocks you
[21:49:43]	[OOC] CCA.C14-ECHO.OWC.39412: Then that props hit box is dumb
[21:50:24]	CCA.C14-ECHO.OWC.39412 used command '/Radio Search concluded, multiple OTA necrotics tagged.'.
[21:50:36]	CCA.C14-ECHO.OWC.39412 used command '/Radio Returning to QZ entrance.'.
[21:50:59]	OTA.C08-HAMMER.OWS.00519 used command '/Radio Copy, we'll deal with that later, return to stasis, I need to talk with both of the Metropolice Units on duty currently.'.
[21:51:06]	CCA.C14-ECHO.OWC.39412 used command '/Radio Copy'.
[21:52:02]	CCA.C14-GRID.i4.36307 has gained 10 tokens.
[21:52:05]	OTA.C08-HAMMER.OWS.00519 exited observer at their location.
[21:52:11]	[OOC] CCA.C14-GRID.i4.36307: brb
[21:52:22]	[OOC] OTA.C08-HAMMER.OWS.00519: aaaaaaaaaHHHHHHHHHHHHHH"
[21:52:22]	CCA.C14-ECHO.OWC.39412 used command '/Radio Returning to stasis, 10-7'.
[21:52:27]	FB|| light ROOM loaded the character 'Journey Robertson'
[21:52:35]	OTA.C08-HAMMER.OWS.00519 used command '/PM rob get on epu real quck'.
[21:52:40]	Journey Robertson used command '/Reply I thought so'.
[21:52:44]	FB|| light ROOM loaded the character 'CCA.C14-UNION.EpU.72633'
[21:52:50]	CCA.C14-UNION.EpU.72633 used command '/Radio Unit is 10-8, status is green.'.
[21:53:09]	OTA.C08-HAMMER.OWS.00519 used command '/Radio Copy report to secondary base for Briefing.'.
[21:53:15]	[OOC] CCA.C14-GRID.i4.36307: back
[21:53:15]	CCA.C14-UNION.EpU.72633 used command '/Radio 10-4'.
[21:53:26]	OTA.C08-HAMMER.OWS.00519 used command '/PM grid come to secondary base'.
[21:53:36]	OTA.C08-HAMMER.OWS.00519 entered observer.
[21:53:39]	[OOC] CCA.C14-UNION.EpU.72633: Imagine not calling it by it's name
[21:53:41]	OTA.C08-HAMMER.OWS.00519 exited observer at their location.
[21:53:53]	[OOC] OTA.C08-HAMMER.OWS.00519: Imagine caring
[21:54:06]	[OOC] CCA.C14-GRID.i4.36307: tfw the hammer pops out of thin air
[21:54:12]	[OOC] OTA.C08-HAMMER.OWS.00519: Epic
[21:57:02]	CCA.C14-GRID.i4.36307 has gained 10 tokens.
[21:57:35]	[LOOC] CCA.C14-UNION.EpU.72633: If we had a DvL other than a HELIX
[21:57:42]	[LOOC] OTA.C08-HAMMER.OWS.00519: ikr
[21:57:44]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[21:58:27]	[OOC] CCA.C14-GRID.i4.36307: brb
[21:58:33]	CCA.C14-UNION.EpU.72633 used command '/Radio Unit going 10-7'.
[21:58:35]	[CGN] Painevan loaded the character 'Sarah Mundorff'
[21:58:36]	Sarah Mundorff entered observer.
[21:58:37]	FB|| light ROOM loaded the character 'Journey Robertson'
[21:58:45]	Sarah Mundorff used command '/PM john you here?'.
[21:58:57]	Jimmy 'Watcher 3' John used command '/Reply yeah'.
[21:59:01]	Sarah Mundorff exited observer at their location.
[21:59:06]	[LOOC] Jimmy 'Watcher 3' John: what'd you say
[21:59:13]	[IT] Sarah Mundorff: You hear some steps walking up to you.
[21:59:35]	[OOC] Journey Robertson: Brb
[22:00:58]	[IT] Sarah Mundorff: You feel a pull on your right arm dragging you along.
[22:01:09]	Sarah Mundorff has gained a 'Health Vial' #26027.
[22:01:09]	Sarah Mundorff has gained a 'Health Vial' #26028.
[22:01:09]	Sarah Mundorff used command '/CharGiveItem mundorff vial 2'.
[22:01:11]	[OOC] Journey Robertson: back
[22:01:26]	Journey Robertson used command '/CharDesc'.
[22:01:30]	[IT] Sarah Mundorff: You hear the screech off a door open.
[22:01:42]	Journey Robertson used command '/CharDesc A rather tall man standing at 6'4, He has brown hair and brown eyes. Wearing armored CWU clothing.'.
[22:01:52]	[IT] Sarah Mundorff: The door quickly closes behind you.
[22:02:02]	CCA.C14-GRID.i4.36307 has gained 10 tokens.
[22:02:09]	[IT] Sarah Mundorff: You feel the blindfold come off.
[22:02:24]	[ME] Jimmy 'Watcher 3' John: would shutter his eyes a bit, his vision adjusting.
[22:02:31]	[ME] Sarah Mundorff: holds out a gas mask.
[22:02:39]	[LOOC] Jimmy 'Watcher 3' John: can i get those 2 grenades too since i got them off the soldier
[22:02:48]	[ME] Jimmy 'Watcher 3' John: would take the mask, strapping it back on
[22:03:13]	Sarah Mundorff ran 'drop' on item 'Health Vial' (#26027)
[22:03:13]	Sarah Mundorff has lost a 'Health Vial' #26027.
[22:03:14]	Sarah Mundorff ran 'drop' on item 'Health Vial' (#26028)
[22:03:14]	Sarah Mundorff has lost a 'Health Vial' #26028.
[22:03:22]	Jimmy 'Watcher 3' John ran 'take' on item 'Health Vial' (#26027)
[22:03:22]	Jimmy 'Watcher 3' John has gained a 'Health Vial' #26027.
[22:03:23]	Jimmy 'Watcher 3' John ran 'take' on item 'Health Vial' (#26028)
[22:03:23]	Jimmy 'Watcher 3' John has gained a 'Health Vial' #26028.
[22:03:49]	Sarah Mundorff entered observer.
[22:03:55]	Sarah Mundorff used command '/adminspawnmenu'.
[22:04:14]	Sarah Mundorff has spawned "Fragmentation Grenade"
[22:04:14]	Sarah Mundorff has spawned "Fragmentation Grenade"
[22:04:26]	Jimmy 'Watcher 3' John ran 'drop' on item 'Nails' (#6246)
[22:04:26]	Jimmy 'Watcher 3' John has lost a 'Nails' #6246.
[22:04:26]	Jimmy 'Watcher 3' John ran 'drop' on item 'Nails' (#6167)
[22:04:26]	Jimmy 'Watcher 3' John has lost a 'Nails' #6167.
[22:04:28]	Jimmy 'Watcher 3' John ran 'take' on item 'Fragmentation Grenade' (#26030)
[22:04:28]	Jimmy 'Watcher 3' John has gained a 'Fragmentation Grenade' #26030.
[22:04:32]	Jimmy 'Watcher 3' John ran 'take' on item 'Fragmentation Grenade' (#26029)
[22:04:32]	Jimmy 'Watcher 3' John has gained a 'Fragmentation Grenade' #26029.
[22:04:46]	Journey Robertson ran 'take' on item 'Nails' (#6167)
[22:04:46]	Journey Robertson has gained a 'Nails' #6167.
[22:04:47]	Journey Robertson ran 'take' on item 'Nails' (#6246)
[22:04:47]	Journey Robertson has gained a 'Nails' #6246.
[22:05:01]	Jimmy 'Watcher 3' John ran 'drop' on item 'Gunpowder' (#26025)
[22:05:01]	Jimmy 'Watcher 3' John has lost a 'Gunpowder' #26025.
[22:05:03]	Jimmy 'Watcher 3' John ran 'drop' on item 'Gunpowder' (#26026)
[22:05:03]	Jimmy 'Watcher 3' John has lost a 'Gunpowder' #26026.
[22:05:05]	Jimmy 'Watcher 3' John ran 'take' on item 'Gunpowder' (#26026)
[22:05:05]	Jimmy 'Watcher 3' John has gained a 'Gunpowder' #26026.
[22:05:06]	Jimmy 'Watcher 3' John ran 'take' on item 'Gunpowder' (#26025)
[22:05:06]	Jimmy 'Watcher 3' John has gained a 'Gunpowder' #26025.
[22:05:18]	Sarah Mundorff has spawned a 'NPC [2717][npc_zombie]'.
[22:05:43]	[LOOC] Journey Robertson: Alright*
[22:06:07]	Sarah Mundorff has spawned a 'Entity [2717][item_healthkit]'.
[22:06:12]	Sarah Mundorff has spawned a 'Entity [2717][item_healthkit]'.
[22:06:23]	[IT] Sarah Mundorff: You feel completely healed now
[22:06:26]	[LOOC] Journey Robertson: NOICE
[22:07:02]	CCA.C14-GRID.i4.36307 has gained 10 tokens.
[22:09:11]	[LOOC] Sarah Mundorff: Wow first time of learning this
[22:09:16]	[LOOC] Journey Robertson: Speak with Q
[22:09:33]	[LOOC] Journey Robertson: This is all actually shit I know IC, so feel free to speak with him
[22:10:40]	Sarah Mundorff has spawned a 'NPC [2717][npc_manhack]'.
[22:11:00]	Jimmy 'Watcher 3' John opened the '' #1924 container.
[22:11:02]	Jimmy 'Watcher 3' John closed the '' #1924 container.
[22:11:07]	Sarah Mundorff ran 'View' on item 'Notepad' (#22612)
[22:11:22]	Sarah Mundorff has spawned a 'NPC [3223][npc_manhack]'.
[22:11:43]	[LOOC] Journey Robertson: true
[22:12:01]	[OOC] Jimmy 'Watcher 3' John: i want to ask what happened to the rest of them but that would be meta lmao
[22:12:02]	CCA.C14-GRID.i4.36307 has gained 10 tokens.
[22:13:11]	Jimmy 'Watcher 3' John used command '/Radio Testing'.
[22:13:21]	Journey Robertson used command '/Radio Copy?'.
[22:13:30]	[LOOC] Journey Robertson: Shit, one sec
[22:13:33]	Journey Robertson ran 'Silence' on item 'Walkie Talkie' (#25538)
[22:13:37]	Journey Robertson ran 'Silence' on item 'Walkie Talkie' (#25538)
[22:13:40]	Journey Robertson ran 'Listen' on item 'Walkie Talkie' (#25538)
[22:13:43]	Journey Robertson used command '/Radio COpy'.
[22:13:49]	Journey Robertson used command '/Radio // Copy*'.
[22:14:25]	Jimmy 'Watcher 3' John used command '/Radio You can hear this, right?'.
[22:14:33]	Journey Robertson used command '/Radio Can you hear me?'.
[22:14:44]	Jimmy 'Watcher 3' John used command '/Radio What about now'.
[22:14:47]	Journey Robertson used command '/Radio Watcher, do you read?'.
[22:14:57]	Journey Robertson ran 'Activate' on item 'Walkie Talkie' (#25538)
[22:14:59]	Journey Robertson ran 'Activate' on item 'Walkie Talkie' (#25538)
[22:15:23]	[OOC] CCA.C14-GRID.i4.36307: BACK
[22:15:28]	[OOC] Sarah Mundorff: eeeeeeeeyyyy
[22:15:37]	Journey Robertson ran 'Toggle' on item 'Walkie Talkie' (#25538)
[22:15:37]	Jimmy 'Watcher 3' John ran 'Synchronize' on item 'Duplex Walkie Talkie' (#6401)
[22:15:39]	Journey Robertson ran 'Toggle' on item 'Walkie Talkie' (#25538)
[22:15:40]	Journey Robertson ran 'Channel' on item 'Walkie Talkie' (#25538)
[22:15:41]	Journey Robertson used command '/SetChan 1'.
[22:15:45]	Journey Robertson ran 'Scan' on item 'Walkie Talkie' (#25538)
[22:15:59]	Journey Robertson ran 'Scan' on item 'Walkie Talkie' (#25538)
[22:17:02]	CCA.C14-GRID.i4.36307 has gained 10 tokens.
[22:18:00]	[ME] Journey Robertson: Quickly steps back
[22:19:36]	Sarah Mundorff used command '/CharSetBodygroup mundorff torso 14'.
[22:20:01]	[LOOC] Jimmy 'Watcher 3' John: oh i thought you said blue stuff
[22:20:03]	[LOOC] Jimmy 'Watcher 3' John: blue goo
[22:20:09]	[LOOC] Jimmy 'Watcher 3' John: void that
[22:20:13]	[LOOC] Journey Robertson: RP missremeberin-
[22:20:15]	[OOC] Journey Robertson: Fine
[22:20:22]	[LOOC] Jimmy 'Watcher 3' John: oh wait
[22:20:22]	[OOC] Journey Robertson: Shit, meant for LOOC
[22:20:24]	[LOOC] Jimmy 'Watcher 3' John: nonononoonono
[22:20:27]	[LOOC] Jimmy 'Watcher 3' John: no void
[22:20:29]	[OOC] Sarah Mundorff: epic
[22:20:35]	Sarah Mundorff exited observer at their location.
[22:20:39]	Madeline Wuntch loaded the character 'Janet Fraiser'
[22:20:45]	Sarah Mundorff entered observer.
[22:21:03]	[ME] Journey Robertson: Pulls out a outdated looking MPF mask
[22:21:04]	Journey Robertson ran 'drop' on item 'Incomplete Metropolice Mask' (#25798)
[22:21:04]	Journey Robertson has lost a 'Incomplete Metropolice Mask' #25798.
[22:21:18]	[OOC] Janet Fraiser: my game is dying'
[22:21:21]	[OOC] Journey Robertson: F
[22:21:34]	[OOC] Janet Fraiser: the textures for concrete seem to have turned into binder pages?
[22:21:54]	[OOC] Sarah Mundorff: ??
[22:22:07]	[OOC] Sarah Mundorff: I dont see it
[22:22:08]	Journey Robertson ran 'take' on item 'Incomplete Metropolice Mask' (#25798)
[22:22:08]	Journey Robertson has gained a 'Incomplete Metropolice Mask' #25798.
[22:22:24]	[OOC] Janet Fraiser: posted it in discord
[22:22:37]	[OOC] Jimmy 'Watcher 3' John: they really need to fix the pickup animation for some characters lol they just lay down for a second 
[22:23:03]	[OOC] Sarah Mundorff: Thats them picking something off the ground
[22:23:12]	[OOC] Journey Robertson: Truly, also thank you for saving my life as well. During that sweep I was getting Gordo vietnam flashbacks
[22:23:19]	[OOC] Journey Robertson: And I hated it
[22:23:20]	[OOC] Jimmy 'Watcher 3' John: no like, they just lay down in mid air
[22:24:52]	ОТЛИЧНО чувак has connected.
[22:25:01]	[OOC] Janet Fraiser: huh
[22:25:32]	[OOC] Jimmy 'Watcher 3' John: someone should balance out the ratio
[22:25:35]	Janet Fraiser ran 'drop' on item 'Standard Grade Ration' (#22278)
[22:25:35]	Janet Fraiser has lost a 'Standard Grade Ration' #22278.
[22:25:41]	[OOC] Journey Robertson: Perhaps I will soon
[22:26:59]	Madeline Wuntch loaded the character 'CCA.C14-GRID.i4.36307'
[22:27:07]	[OOC] CCA.C14-GRID.i4.36307: im restarting gmod
[22:27:09]	[OOC] CCA.C14-GRID.i4.36307: :/
[22:27:21]	Madeline Wuntch (STEAM_0:0:193599766) has disconnected.
[22:27:50]	[ME] Jimmy 'Watcher 3' John: would unsling his AR2, keeping it close.
[22:28:14]	[LOOC] Journey Robertson: NEATO
[22:28:41]	[LOOC] Jimmy 'Watcher 3' John: i dont think we could build alien weaponry anyways
[22:28:44]	[LOOC] Jimmy 'Watcher 3' John: didnt
[22:28:49]	[OOC] Journey Robertson: Not gonna lie, the fucken hand cannon is just a metal tube with some wood furniture.
[22:28:56]	[OOC] Journey Robertson: thats all it is
[22:29:08]	[LOOC] Jimmy 'Watcher 3' John: the eoka?
[22:29:23]	[LOOC] Journey Robertson: No
[22:29:46]	[OOC] Journey Robertson: I put the armor back on
[22:29:47]	[OOC] Journey Robertson: But okay
[22:29:58]	[OOC] Journey Robertson: truly
[22:30:06]	Jimmy 'Watcher 3' John ran 'drop' on item 'Fragmentation Grenade' (#26029)
[22:30:06]	Jimmy 'Watcher 3' John has lost a 'Fragmentation Grenade' #26029.
[22:30:06]	Jimmy 'Watcher 3' John ran 'drop' on item 'Fragmentation Grenade' (#26030)
[22:30:06]	Jimmy 'Watcher 3' John has lost a 'Fragmentation Grenade' #26030.
[22:30:09]	Jimmy 'Watcher 3' John ran 'take' on item 'Fragmentation Grenade' (#26030)
[22:30:09]	Jimmy 'Watcher 3' John has gained a 'Fragmentation Grenade' #26030.
[22:30:10]	Jimmy 'Watcher 3' John ran 'take' on item 'Fragmentation Grenade' (#26029)
[22:30:10]	Jimmy 'Watcher 3' John has gained a 'Fragmentation Grenade' #26029.
[22:30:17]	[LOOC] Journey Robertson: K
[22:30:31]	[CGN] Painevan loaded the character 'Dispatch'
[22:30:32]	Dispatch entered observer.
[22:30:40]	[CGN] Painevan loaded the character 'OTA.C14-ECHO.OWC.22527'
[22:30:43]	OTA.C14-ECHO.OWC.22527 entered observer.
[22:30:43]	ОТЛИЧНО чувак created the character 'Vlad Kuznetsov'
[22:30:43]	Vlad Kuznetsov has gained a 'Suitcase' #26031.
[22:30:43]	Vlad Kuznetsov has gained a 'Relocation Coupon' #26032.
[22:30:44]	ОТЛИЧНО чувак loaded the character 'Vlad Kuznetsov'
[22:30:45]	[LOOC] Journey Robertson: hey watcher, do you like the guardian angel that sometimes calls us dumb over the most petty bullshit?
[22:30:51]	[LOOC] Journey Robertson: Jk
[22:31:01]	OTA.C14-ECHO.OWC.22527 ran 'drop' on item 'Armor Pant' (#25580)
[22:31:01]	OTA.C14-ECHO.OWC.22527 has lost a 'Armor Pant' #25580.
[22:31:01]	[LOOC] Jimmy 'Watcher 3' John: no
[22:31:01]	Vlad Kuznetsov used command '/Content'.
[22:31:39]	ОТЛИЧНО чувак (STEAM_0:1:175928066) has disconnected.
[22:31:42]	[OOC] Jimmy 'Watcher 3' John: what
[22:31:43]	[ME] Journey Robertson: Places down a LOT of shit
[22:31:45]	Journey Robertson ran 'drop' on item 'Refined Metal' (#25789)
[22:31:45]	Journey Robertson has lost a 'Refined Metal' #25789.
[22:31:45]	Journey Robertson ran 'drop' on item 'Refined Metal' (#25790)
[22:31:45]	Journey Robertson has lost a 'Refined Metal' #25790.
[22:31:46]	Journey Robertson ran 'drop' on item 'Refined Metal' (#25791)
[22:31:46]	Journey Robertson has lost a 'Refined Metal' #25791.
[22:31:47]	Journey Robertson ran 'drop' on item 'Blacksmith Tongs' (#25800)
[22:31:47]	Journey Robertson has lost a 'Blacksmith Tongs' #25800.
[22:31:47]	Journey Robertson ran 'drop' on item 'Charred Metal' (#22242)
[22:31:47]	Journey Robertson has lost a 'Charred Metal' #22242.
[22:31:49]	Journey Robertson ran 'drop' on item 'Charred Metal' (#22244)
[22:31:49]	Journey Robertson has lost a 'Charred Metal' #22244.
[22:31:49]	Journey Robertson ran 'drop' on item 'Charred Metal' (#22241)
[22:31:49]	Journey Robertson has lost a 'Charred Metal' #22241.
[22:31:51]	[OOC] OTA.C14-ECHO.OWC.22527: what]
[22:31:53]	[LOOC] Journey Robertson: Bruh
[22:32:10]	[OOC] Journey Robertson: All of this shit just went through the matress
[22:32:13]	Journey Robertson ran 'take' on item 'Charred Metal' (#22244)
[22:32:13]	Journey Robertson has gained a 'Charred Metal' #22244.
[22:32:19]	Journey Robertson ran 'take' on item 'Refined Metal' (#25790)
[22:32:19]	Journey Robertson has gained a 'Refined Metal' #25790.
[22:32:32]	[OOC] Journey Robertson: Could you move it via phys gun for a sec?
[22:32:41]	[LOOC] Jimmy 'Watcher 3' John: bope
[22:32:43]	[LOOC] Jimmy 'Watcher 3' John: nope
[22:32:43]	[LOOC] Journey Robertson: You have that my guy
[22:32:49]	[LOOC] Journey Robertson: This
[22:32:53]	[LOOC] Journey Robertson: Fuck
[22:33:27]	Journey Robertson ran 'drop' on item 'Suitcase' (#18664)
[22:33:27]	Journey Robertson has lost a 'Suitcase' #18664.
[22:33:27]	Journey Robertson has lost a 'Battered Scrap' #25793.
[22:33:29]	Journey Robertson ran 'take' on item 'Suitcase' (#18664)
[22:33:29]	Journey Robertson has gained a 'Suitcase' #18664.
[22:33:29]	Journey Robertson has gained a 'Battered Scrap' #25793.
[22:33:30]	Journey Robertson ran 'drop' on item 'Suitcase' (#25536)
[22:33:30]	Journey Robertson has lost a 'Suitcase' #25536.
[22:33:30]	Journey Robertson has lost a 'UU Brand Cigarette Pack' #25537.
[22:33:30]	Journey Robertson has lost a 'Battered Scrap' #25874.
[22:33:30]	Journey Robertson has lost a 'Cables' #25539.
[22:33:30]	Journey Robertson has lost a 'Gunpowder' #25799.
[22:33:30]	Journey Robertson has lost a 'Charred Metal' #25797.
[22:33:30]	Journey Robertson has lost a 'Circuit Board' #25911.
[22:33:30]	Journey Robertson has lost a 'Circuit Board' #25912.
[22:33:46]	OTA.C14-ECHO.OWC.22527 has spawned 'models/tnb/items/pants_citizen.mdl'.
[22:33:47]	[ME] Jimmy 'Watcher 3' John: would pick up the tongs, looking over them.
[22:33:49]	Jimmy 'Watcher 3' John ran 'take' on item 'Blacksmith Tongs' (#25800)
[22:33:56]	Jimmy 'Watcher 3' John ran 'drop' on item 'Bag of Screws' (#6168)
[22:33:56]	Jimmy 'Watcher 3' John has lost a 'Bag of Screws' #6168.
[22:34:00]	Jimmy 'Watcher 3' John ran 'take' on item 'Blacksmith Tongs' (#25800)
[22:34:00]	Jimmy 'Watcher 3' John has gained a 'Blacksmith Tongs' #25800.
[22:34:12]	Journey Robertson ran 'take' on item 'Suitcase' (#25536)
[22:34:12]	Journey Robertson has gained a 'Suitcase' #25536.
[22:34:12]	Journey Robertson has gained a 'UU Brand Cigarette Pack' #25537.
[22:34:12]	Journey Robertson has gained a 'Battered Scrap' #25874.
[22:34:12]	Journey Robertson has gained a 'Cables' #25539.
[22:34:12]	Journey Robertson has gained a 'Gunpowder' #25799.
[22:34:12]	Journey Robertson has gained a 'Charred Metal' #25797.
[22:34:12]	Journey Robertson has gained a 'Circuit Board' #25911.
[22:34:12]	Journey Robertson has gained a 'Circuit Board' #25912.
[22:34:35]	Journey Robertson ran 'take' on item 'Refined Metal' (#25791)
[22:34:35]	Journey Robertson has gained a 'Refined Metal' #25791.
[22:34:38]	Journey Robertson ran 'take' on item 'Refined Metal' (#25789)
[22:34:38]	Journey Robertson has gained a 'Refined Metal' #25789.
[22:34:40]	Journey Robertson ran 'take' on item 'Charred Metal' (#22241)
[22:34:40]	Journey Robertson has gained a 'Charred Metal' #22241.
[22:34:41]	Journey Robertson ran 'take' on item 'Charred Metal' (#22242)
[22:34:41]	Journey Robertson has gained a 'Charred Metal' #22242.
[22:34:58]	OTA.C14-ECHO.OWC.22527 has gained a 'Armored Pant' #26033.
[22:34:58]	OTA.C14-ECHO.OWC.22527 used command '/CreateCustomItem Armored Pant models/tnb/items/pants_citizen.mdl Well made armor pants for just sticking metal plating in it. - 8 Armor Once'.
[22:35:09]	[OOC] Journey Robertson: Might go
[22:35:13]	[OOC] Journey Robertson: Tired as fuck ;-;
[22:35:32]	[OOC] OTA.C14-ECHO.OWC.22527: before you do
[22:35:41]	Jimmy 'Watcher 3' John opened the '' #1924 container.
[22:35:44]	[LOOC] Journey Robertson: Fine
[22:35:50]	Jimmy 'Watcher 3' John closed the '' #1924 container.
[22:35:50]	[ME] Journey Robertson: takes off the armor.
[22:35:54]	Journey Robertson used command '/CharDesc'.
[22:35:58]	[LOOC] Journey Robertson: Lmao
[22:36:02]	Jimmy 'Watcher 3' John opened the '' #1924 container.
[22:36:02]	[LOOC] Journey Robertson: Still doing it
[22:36:04]	Journey Robertson rolled 9 out of 100.
[22:36:04]	Journey Robertson used command '/Roll'.
[22:36:07]	Jimmy 'Watcher 3' John closed the '' #1924 container.
[22:36:07]	Jimmy 'Watcher 3' John opened the '' #1924 container.
[22:36:08]	Jimmy 'Watcher 3' John closed the '' #1924 container.
[22:36:08]	Jimmy 'Watcher 3' John opened the '' #1924 container.
[22:36:10]	[LOOC] Journey Robertson: Lmao
[22:36:11]	Jimmy 'Watcher 3' John has gained a 'Battered Scrap' #25861.
[22:36:12]	Jimmy 'Watcher 3' John closed the '' #1924 container.
[22:36:14]	[LOOC] Journey Robertson: It's been glued
[22:36:14]	Jimmy 'Watcher 3' John opened the '' #1924 container.
[22:36:16]	Jimmy 'Watcher 3' John has gained a 'Battered Scrap' #25873.
[22:36:18]	Jimmy 'Watcher 3' John closed the '' #1924 container.
[22:36:25]	Journey Robertson used command '/CharDesc'.
[22:36:31]	Journey Robertson used command '/CharDesc A rather tall man standing at 6'4, He has brown hair and brown eyes. '.
[22:36:36]	Jimmy 'Watcher 3' John opened the '' #1924 container.
[22:36:43]	Jimmy 'Watcher 3' John closed the '' #1924 container.
[22:36:44]	Jimmy 'Watcher 3' John opened the '' #1924 container.
[22:36:46]	Jimmy 'Watcher 3' John has gained a 'Fragmentation Grenade' #26029.
[22:36:48]	Jimmy 'Watcher 3' John has gained a 'Fragmentation Grenade' #26030.
[22:36:49]	Jimmy 'Watcher 3' John closed the '' #1924 container.
[22:37:03]	Jimmy 'Watcher 3' John ran 'drop' on item 'Blacksmith Tongs' (#25800)
[22:37:03]	Jimmy 'Watcher 3' John has lost a 'Blacksmith Tongs' #25800.
[22:37:04]	Jimmy 'Watcher 3' John ran 'take' on item 'Bag of Screws' (#6168)
[22:37:04]	Jimmy 'Watcher 3' John has gained a 'Bag of Screws' #6168.
[22:37:06]	Jimmy 'Watcher 3' John ran 'drop' on item 'Fragmentation Grenade' (#26030)
[22:37:06]	Jimmy 'Watcher 3' John has lost a 'Fragmentation Grenade' #26030.
[22:37:08]	Jimmy 'Watcher 3' John opened the '' #1924 container.
[22:37:13]	Jimmy 'Watcher 3' John closed the '' #1924 container.
[22:37:15]	Jimmy 'Watcher 3' John ran 'take' on item 'Fragmentation Grenade' (#26030)
[22:37:15]	Jimmy 'Watcher 3' John has gained a 'Fragmentation Grenade' #26030.
[22:37:18]	Jimmy 'Watcher 3' John ran 'take' on item 'Blacksmith Tongs' (#25800)
[22:37:18]	Jimmy 'Watcher 3' John has gained a 'Blacksmith Tongs' #25800.
[22:37:23]	OTA.C14-ECHO.OWC.22527 used command '/CharSetBodygroup rob torso 0'.
[22:37:38]	[LOOC] Journey Robertson: waiting for my bodygroups
[22:37:40]	OTA.C14-ECHO.OWC.22527 used command '/CharSetBodygroup rob pants 0'.
[22:37:55]	OTA.C14-ECHO.OWC.22527 used command '/CharSetBodygroup rob legs 0'.
[22:37:59]	[ME] Jimmy 'Watcher 3' John: would dig the tongs out of his backpack, handing them over
[22:38:01]	OTA.C14-ECHO.OWC.22527 ran 'drop' on item 'CWU Armor Shirt' (#25579)
[22:38:01]	OTA.C14-ECHO.OWC.22527 has lost a 'CWU Armor Shirt' #25579.
[22:38:01]	Jimmy 'Watcher 3' John ran 'drop' on item 'Blacksmith Tongs' (#25800)
[22:38:01]	Jimmy 'Watcher 3' John has lost a 'Blacksmith Tongs' #25800.
[22:38:02]	OTA.C14-ECHO.OWC.22527 ran 'drop' on item 'Armored Pant' (#26033)
[22:38:02]	OTA.C14-ECHO.OWC.22527 has lost a 'Armored Pant' #26033.
[22:38:10]	[ME] Journey Robertson: Takes the big boi Tongs
[22:38:14]	Journey Robertson ran 'take' on item 'CWU Armor Shirt' (#25579)
[22:38:14]	Journey Robertson has gained a 'CWU Armor Shirt' #25579.
[22:38:15]	Journey Robertson ran 'take' on item 'Blacksmith Tongs' (#25800)
[22:38:15]	Journey Robertson has gained a 'Blacksmith Tongs' #25800.
[22:38:16]	Journey Robertson ran 'take' on item 'Armored Pant' (#26033)
[22:38:16]	Journey Robertson has gained a 'Armored Pant' #26033.
[22:38:42]	Madeline Wuntch has connected.
[22:38:46]	[OOC] Journey Robertson: Good night boi's
[22:38:49]	[OOC] OTA.C14-ECHO.OWC.22527: gn
[22:38:51]	FB|| light ROOM (STEAM_0:1:17219621) has disconnected.
[22:38:51]	[OOC] Jimmy 'Watcher 3' John: goodnight, thank you for rping
[22:39:28]	[OOC] Jimmy 'Watcher 3' John: when this server gets populated u wont be able to boss everyone around >:(
[22:40:15]	Madeline Wuntch loaded the character 'CCA.C14-GRID.i4.36307'
[22:40:27]	[OOC] CCA.C14-GRID.i4.36307: GGGGGGGGGGGGGGGGGGGGGGGGGGGGGG
[22:42:51]	[OOC] CCA.C14-GRID.i4.36307: :(
[22:43:03]	Jimmy 'Watcher 3' John used command '/CharDesc'.
[22:43:13]	Jimmy 'Watcher 3' John used command '/CharDesc A smelly six-foot-three tank of a man. He has short, messy, brown hair. He has a calm demeanor, yet his voice booms with malicious intent.'.
[22:43:27]	Jimmy 'Watcher 3' John used command '/CharDesc'.
