[00:02:50]	Bean has connected.
[20:41:47]	Dispatch used command '/rooc test but not in rooc'.
[20:41:52]	Dispatch used command '/Radio test but not in rooc'.
[20:42:02]	CCA.C17-HELIX.i3.67098 used command '/rooc I CAN HEAR AGAIN'.
[20:42:04]	CCA.C17-UNION.EpU.93347 used command '/Radio U-47, 10-0. Helix Ripcord'.
[20:42:06]	[OOC] Dispatch: does non-rooc work'
[20:42:10]	[OOC] CCA.C17-HELIX.i3.67098: Yes
[20:42:13]	[OOC] CCA.C17-HELIX.i3.67098: Yesn't?
[20:42:16]	[OOC] CCA.C17-HELIX.i3.67098: Yes
[20:42:17]	[OOC] Ethan King: Me hearing CP vocoders going off
[20:42:21]	[OOC] Ethan King: actaul fear 
[20:42:27]	Denford F. MacMillian opened the '' #239 container.
[20:42:29]	[OOC] CCA.C17-HELIX.i3.67098: We're closing in, Ethan.
[20:42:30]	Denford F. MacMillian closed the '' #239 container.
[20:42:35]	[OOC] CCA.C17-HELIX.i3.67098: You don't have long now.
[20:42:35]	Denford F. MacMillian has gained a 'Cinderblock' #27499.
[20:42:38]	Denford F. MacMillian has gained a 'Empty Milk Gallon' #27500.
[20:42:39]	Dispatch used command '/Radio Unit 93347: Exit the 404 zone immediately.'.
[20:42:44]	Denford F. MacMillian ran 'EquipUn' on item 'Empty Glass Bottle' (#27497)
[20:42:45]	[OOC] Ethan King: When the group of CCA go into the fucking sewers to track down Ethan 
[20:42:57]	[OOC] Ethan King: Wait, did you guys find my message yet or?
[20:43:04]	[OOC] CCA.C17-HELIX.i3.67098: What message
[20:43:06]	[OOC] Denford F. MacMillian: They're too busy with me.
[20:43:08]	[OOC] Ethan King: Okay cool 
[20:43:10]	DRD loaded the character 'Paul-Henri Cartier'
[20:43:12]	Paul-Henri Cartier entered observer.
[20:43:15]	Denford F. MacMillian has gained a 'Minimum Grade Supplements (Fish Flavor)' #27501.
[20:43:16]	CAC.C17-VORTIPODE.24999 ran 'View' on item 'Notepad' (#26790)
[20:43:18]	Denford F. MacMillian ran 'Consume' on item 'Minimum Grade Supplements (Fish Flavor)' (#27501)
[20:43:25]	[OOC] CCA.C17-HELIX.i3.67098: mf this better not be a goose chase.
[20:43:31]	Denford F. MacMillian has gained a 'Minimum Grade Food Product (Fish Flavor)' #27501.
[20:43:33]	Denford F. MacMillian ran 'Consume' on item 'Minimum Grade Food Product (Fish Flavor)' (#27501)
[20:43:34]	CCA.C17-UNION.EpU.93347 used command '/Radio H-98 current location?'.
[20:43:40]	Denford F. MacMillian has gained a 'Circuit Board' #27501.
[20:43:41]	Anastasia Ivanovich ran 'View' on item 'Paper' (#26870)
[20:43:42]	CAC.C17-VORTIPODE.24999 ran 'View' on item 'Paper' (#25319)
[20:44:01]	CCA.C17-UNION.EpU.93347 used command '/ViewObjectives'.
[20:44:02]	CCA.C17-HELIX.i3.67098 used command '/Radio I have extremely good parkour skills.'.
[20:44:05]	CCA.C17-HELIX.i3.67098 has taken 27 damage from worldspawn.
[20:44:20]	Paul-Henri Cartier used command '/ToggleRaise'.
[20:44:23]	Paul-Henri Cartier used command '/ToggleRaise'.
[20:44:27]	CCA.C17-HELIX.i3.67098 used command '/Radio Also there's no other hostile xenobes.'.
[20:44:34]	[ME] Anastasia Ivanovich: shrugged.
[20:44:40]	Paul-Henri Cartier exited observer at their location.
[20:44:48]	Ethan King opened the '' #2420 container.
[20:44:50]	CCA.C17-HELIX.i3.67098 ran 'ApplyOther' on item 'Health Kit' (#25978)
[20:44:50]	Ethan King closed the '' #2420 container.
[20:44:51]	CCA.C17-HELIX.i3.67098 ran 'ApplySelf' on item 'Health Kit' (#25978)
[20:44:53]	Paul-Henri Cartier opened the '' #2421 container.
[20:44:55]	Ethan King opened the '' #2421 container.
[20:44:57]	Paul-Henri Cartier closed the '' #2421 container.
[20:44:58]	CCA.C17-UNION.EpU.93347 used command '/Radio H-98 requesting status and situation.'.
[20:44:59]	Paul-Henri Cartier opened the '' #2420 container.
[20:45:01]	Paul-Henri Cartier closed the '' #2420 container.
[20:45:11]	Paul-Henri Cartier used command '/CharGiveItem ethan mp5'.
[20:45:18]	Ethan King ran 'drop' on item 'Light Bulb' (#27438)
[20:45:18]	Ethan King has lost a 'Light Bulb' #27438.
[20:45:19]	Ethan King ran 'drop' on item 'Refined Metal' (#26055)
[20:45:19]	Ethan King has lost a 'Refined Metal' #26055.
[20:45:22]	Ethan King ran 'drop' on item 'Zip Tie' (#23665)
[20:45:22]	Ethan King has lost a 'Zip Tie' #23665.
[20:45:24]	[OOC] CCA.C17-HELIX.i3.67098: vort time
[20:45:29]	LynxQueen loaded the character 'Kal'Taar'
[20:45:29]	Paul-Henri Cartier used command '/CharGiveItem ethan mp5k'.
[20:45:31]	Paul-Henri Cartier used command '/CharGiveItem ethan mp5k'.
[20:45:34]	Ethan King ran 'drop' on item 'Electric Motor' (#25487)
[20:45:34]	Ethan King has lost a 'Electric Motor' #25487.
[20:45:37]	Ethan King has gained a 'MP5K' #27502.
[20:45:37]	Paul-Henri Cartier used command '/CharGiveItem ethan mp5k'.
[20:45:38]	[OOC] CCA.C17-UNION.EpU.93347: could you not hear my radios Helix?
[20:45:40]	Ethan King has gained a 'USP Match' #27503.
[20:45:40]	Paul-Henri Cartier used command '/CharGiveItem ethan usp'.
[20:45:47]	Ethan King opened the '' #2421 container.
[20:45:50]	Ethan King closed the '' #2421 container.
[20:45:51]	Paul-Henri Cartier entered observer.
[20:45:57]	Paul-Henri Cartier exited observer at their location.
[20:45:59]	CCA.C17-UNION.EpU.93347 has gained 10 tokens.
[20:46:01]	Ethan King ran 'unloadAmmo' on item 'MP7' (#10532)
[20:46:01]	Ethan King has gained a '4.6x30 Rounds' #27504.
[20:46:02]	Ethan King opened the '' #2421 container.
[20:46:06]	Ethan King ran 'EquipUn' on item 'MP7' (#10532)
[20:46:09]	Ethan King closed the '' #2421 container.
[20:46:10]	[OOC] CCA.C17-UNION.EpU.93347: coo great... thanks...
[20:46:13]	[OOC] Kal'Taar: no
[20:46:13]	Ethan King opened the '' #2421 container.
[20:46:14]	[LOOC] CAC.C17-VORTIPODE.24999: void
[20:46:15]	Ethan King has gained a 'MP7' #10532.
[20:46:15]	[OOC] Kal'Taar: I didn't
[20:46:16]	Ethan King closed the '' #2421 container.
[20:46:16]	[OOC] CCA.C17-UNION.EpU.93347: huh
[20:46:18]	Ethan King ran 'Equip' on item 'MP7' (#10532)
[20:46:18]	[OOC] Kal'Taar: they broke again
[20:46:18]	[OOC] Paul-Henri Cartier: you're in danger
[20:46:19]	Ethan King ran 'unloadAmmo' on item 'MP7' (#10532)
[20:46:19]	Ethan King has gained a '4.6x30 Rounds' #27505.
[20:46:20]	Ethan King opened the '' #2421 container.
[20:46:23]	Ethan King ran 'EquipUn' on item 'MP7' (#10532)
[20:46:24]	Ethan King ran 'Equip' on item 'MP7' (#10532)
[20:46:25]	[OOC] CCA.C17-UNION.EpU.93347: why'd it work then dont work
[20:46:25]	Ethan King ran 'unloadAmmo' on item 'MP7' (#10532)
[20:46:25]	Ethan King has gained a '4.6x30 Rounds' #27506.
[20:46:26]	Ethan King ran 'EquipUn' on item 'MP7' (#10532)
[20:46:26]	Denford F. MacMillian used command '/PM epu wait did I lose LP lmfao.'.
[20:46:29]	Ethan King closed the '' #2421 container.
[20:46:31]	Ethan King ran 'use' on item '4.6x30 Rounds' (#27504)
[20:46:32]	Ethan King ran 'use' on item '4.6x30 Rounds' (#27505)
[20:46:32]	Ethan King ran 'use' on item '4.6x30 Rounds' (#27506)
[20:46:34]	[OOC] CAC.C17-VORTIPODE.24999: Yes
[20:46:36]	[OOC] Kal'Taar: DRD, can I get vorti swep?
[20:46:39]	CCA.C17-UNION.EpU.93347 used command '/PM Macmillian lemme see'.
[20:46:44]	Paul-Henri Cartier used command '/ToggleRaise'.
[20:46:46]	CCA.C17-UNION.EpU.93347 used command '/ViewData Macmillian'.
[20:46:49]	Ethan King ran 'Equip' on item 'MP5K' (#27502)
[20:47:02]	CCA.C17-UNION.EpU.93347 used command '/PM Macmillian uhh... 1? I think'.
[20:47:04]	[LOOC] Kal'Taar: bruh
[20:47:08]	Denford F. MacMillian used command '/PM epu Bruhhh what did I do lmfao.'.
[20:47:09]	[LOOC] Kal'Taar: how do I clear the sound
[20:47:14]	[LOOC] Ethan King: stopsound in consel 
[20:47:18]	CCA.C17-UNION.EpU.93347 used command '/ViewData Macmillian'.
[20:47:21]	[LOOC] Kal'Taar: thank fuck.
[20:47:22]	[LOOC] Ethan King: console 
[20:47:41]	CAC.C17-VORTIPODE.24999 destroyed a 'Scrap Metal' #25107.
[20:47:43]	CAC.C17-VORTIPODE.24999 destroyed a 'Scrap Metal' #26537.
[20:47:45]	CAC.C17-VORTIPODE.24999 destroyed a 'LCD Monitor' #26839.
[20:47:47]	CAC.C17-VORTIPODE.24999 destroyed a 'Wires' #26550.
[20:47:47]	CCA.C17-UNION.EpU.93347 used command '/PM Macmillian dissorderly conduct from that helix'.
[20:47:55]	Denford F. MacMillian used command '/PM UNION THat's a level 1 charge though.'.
[20:48:12]	CCA.C17-UNION.EpU.93347 used command '/PM Macmillian still gets recorded'.
[20:48:14]	Ethan King opened the '' #2421 container.
[20:48:16]	Ethan King ran 'unloadAmmo' on item 'MP5K' (#27502)
[20:48:16]	Ethan King has gained a '4.6x30 Rounds' #27504.
[20:48:17]	Ethan King ran 'EquipUn' on item 'MP5K' (#27502)
[20:48:20]	Ethan King has gained a 'MP7' #10532.
[20:48:22]	Ethan King ran 'use' on item '4.6x30 Rounds' (#27504)
[20:48:22]	Ethan King ran 'Equip' on item 'MP7' (#10532)
[20:48:23]	Ethan King closed the '' #2421 container.
[20:48:28]	[ME] CAC.C17-VORTIPODE.24999: Would sweep around the units boots
[20:48:50]	Denford F. MacMillian used command '/PM EPU THe aids part is I can't do labour around because of the false detainment.'.
[20:48:53]	Ethan King rolled 13 (4 + 9) out of 100 on Guns.
[20:48:53]	Ethan King used command '/RollSkill guns'.
[20:49:02]	[LOOC] Ethan King: NEAT 
[20:49:06]	Ethan King rolled 19 (14 + 5) out of 100 on Medical.
[20:49:06]	Ethan King used command '/RollSkill medical'.
[20:49:14]	Paul-Henri Cartier rolled 42 (34 + 8) out of 100 on Engineering.
[20:49:14]	Paul-Henri Cartier used command '/RollSkill engineering'.
[20:49:29]	[OOC] Kal'Taar: mfw I dont have the intelligent xenian flag
[20:49:35]	Denford F. MacMillian has gained a 'Circuit Board' #27504.
[20:49:35]	[OOC] Kal'Taar: I am but a beast.
[20:49:40]	Paul-Henri Cartier used command '/CharGiveFlag kal X'.
[20:49:47]	[LOOC] Paul-Henri Cartier: enjoy
[20:49:56]	[LOOC] Kal'Taar: thats race x.
[20:49:57]	Ethan King rolled 57 (48 + 9) out of 100 on Hand to Hand.
[20:49:57]	Ethan King used command '/RollSkill handtohand'.
[20:50:00]	[LOOC] Kal'Taar: wrong flags
[20:50:04]	CAC.C17-VORTIPODE.24999 ran 'View' on item 'Notepad' (#26790)
[20:50:10]	CCA.C17-UNION.EpU.93347 ran 'View' on item 'Notepad' (#26790)
[20:50:11]	[LOOC] CAC.C17-VORTIPODE.24999: void
[20:50:25]	Ethan King rolled 98 (93 + 5) out of 100 on Engineering.
[20:50:25]	Ethan King used command '/RollSkill engineering'.
[20:50:29]	Denford F. MacMillian ran 'View' on item 'Notepad' (#26790)
[20:50:40]	Anastasia Ivanovich ran 'View' on item 'Notepad' (#26790)
[20:50:55]	Denford F. MacMillian opened the '' #253 container.
[20:50:56]	Denford F. MacMillian closed the '' #253 container.
[20:50:56]	Denford F. MacMillian opened the '' #253 container.
[20:50:59]	Denford F. MacMillian closed the '' #253 container.
[20:50:59]	CCA.C17-UNION.EpU.93347 has gained 10 tokens.
[20:51:01]	Ethan King used command '/PM Kal Fuck, did you ever get back to Q on what Kal knows about ethan?'.
[20:51:08]	Kal'Taar used command '/PM King no'.
[20:51:10]	[LOOC] Paul-Henri Cartier: the masculine urge to headpat a vortigaunt
[20:51:12]	Ethan King used command '/Reply Cool'.
[20:51:19]	[LOOC] Kal'Taar: lmao
[20:51:22]	[LOOC] Kal'Taar: do it
[20:51:25]	[LOOC] Ethan King: Vorts are cute 
[20:51:28]	[W] Anastasia Ivanovich: Kinda shitty of her to do. And for what reason?
[20:51:30]	[LOOC] Paul-Henri Cartier: okay
[20:51:31]	[ME] CCA.C17-UNION.EpU.93347: he places his palm against the wall, and raises his off-hand to grab his PDA and type something down
[20:51:33]	Kal'Taar has killed Kal'Taar.
[20:51:37]	[W] Denford F. MacMillian: Not known.
[20:51:40]	[OOC] Kal'Taar: THAT WAS NOT A HEADPAT
[20:51:40]	[W] Denford F. MacMillian: But I'm not letting her get away with it.
[20:51:41]	[LOOC] Ethan King: I was just on an event from a seperate server and we patted a Hutner 
[20:51:42]	[W] Denford F. MacMillian: No.
[20:51:44]	[LOOC] Ethan King: hunter*
[20:51:45]	Ethan King opened the '' #2421 container.
[20:51:47]	Ethan King closed the '' #2421 container.
[20:51:48]	[W] Anastasia Ivanovich: Perhaps she's stupid?
[20:51:53]	[OOC] Paul-Henri Cartier: sorry i didnt realize i had a large knife in my hand
[20:51:55]	[W] Anastasia Ivanovich: She is trying to join CCA afterall.
[20:51:55]	[W] Denford F. MacMillian: I don't care for what reason.
[20:51:55]	[OOC] Kal'Taar: I lost my swep
[20:51:59]	[OOC] Ethan King: sad 
[20:52:08]	[W] Denford F. MacMillian: Well the CCA would like to note she's armed with a knife so.
[20:52:17]	[LOOC] Paul-Henri Cartier: makiung sammich brb
[20:52:17]	[OOC] Kal'Taar: admin abuse.
[20:52:18]	Paul-Henri Cartier entered observer.
[20:52:23]	[W] Anastasia Ivanovich: You tell them that?
[20:52:26]	Ethan King used command '/RollSkill intelligence'.
[20:52:28]	[W] Denford F. MacMillian: Some revenge.
[20:52:33]	[ME] CAC.C17-VORTIPODE.24999: Stares off at the wall infront of him eyes apearing fully dilated
[20:52:35]	[W] Denford F. MacMillian: I'm taking her down, at all costs.
[20:52:39]	[W] Anastasia Ivanovich: Alright.
[20:52:45]	[W] Denford F. MacMillian: If I don't make it.
[20:52:50]	[W] Denford F. MacMillian: You were the close-
[20:53:00]	CCA.C17-UNION.EpU.93347 used command '/ViewObjectives'.
[20:53:01]	[ME] CAC.C17-VORTIPODE.24999: Shakes
[20:53:21]	Kal'Taar ran 'take' on item 'Small Thermos' (#25751)
[20:53:21]	Kal'Taar has gained a 'Small Thermos' #25751.
[20:53:23]	[ME] CAC.C17-VORTIPODE.24999: Would look down once more towards the ground
[20:53:25]	Kal'Taar ran 'drop' on item 'Small Thermos' (#25751)
[20:53:25]	Kal'Taar has lost a 'Small Thermos' #25751.
[20:53:26]	[ME] Denford F. MacMillian: walked over to the Vortigaunt, gently placing a hand onto his shoulder to give them a shoulder pat. He was providing comfort.
[20:53:28]	CCA.C17-UNION.EpU.93347 used command '/ViewObjectives'.
[20:53:40]	Ethan King ran 'take' on item 'Padlock' (#25885)
[20:53:40]	Ethan King has gained a 'Padlock' #25885.
[20:53:41]	Ethan King ran 'take' on item 'Reinforced Padlock' (#24286)
[20:53:41]	Ethan King has gained a 'Reinforced Padlock' #24286.
[20:53:42]	Ethan King ran 'take' on item 'Pack of Screws' (#24049)
[20:53:42]	Ethan King has gained a 'Pack of Screws' #24049.
[20:53:46]	Ethan King ran 'take' on item 'Zip Tie' (#23665)
[20:53:46]	Ethan King has gained a 'Zip Tie' #23665.
[20:53:46]	Ethan King ran 'take' on item 'Electric Motor' (#25487)
[20:53:48]	Ethan King ran 'take' on item 'Armor Scraps' (#19946)
[20:53:48]	Ethan King has gained a 'Armor Scraps' #19946.
[20:53:49]	Ethan King ran 'take' on item 'Light Bulb' (#27438)
[20:53:49]	Ethan King has gained a 'Light Bulb' #27438.
[20:53:49]	[ME] CAC.C17-VORTIPODE.24999: Would Shiver for a moment
[20:53:52]	Ethan King opened the '' #2422 container.
[20:53:56]	[W] Denford F. MacMillian: Are you alright?
[20:53:56]	Kal'Taar opened the '' #2420 container.
[20:53:58]	Kal'Taar closed the '' #2420 container.
[20:53:59]	Ethan King closed the '' #2422 container.
[20:54:05]	Ethan King opened the '' #2420 container.
[20:54:12]	Kal'Taar opened the '' #2421 container.
[20:54:13]	Ethan King closed the '' #2420 container.
[20:54:14]	Kal'Taar closed the '' #2421 container.
[20:54:16]	Ethan King opened the '' #2420 container.
[20:54:18]	Kal'Taar opened the '' #2421 container.
[20:54:18]	Ethan King closed the '' #2420 container.
[20:54:23]	Kal'Taar has gained a 'MP5K' #27502.
[20:54:24]	Ethan King opened the '' #2420 container.
[20:54:26]	Kal'Taar closed the '' #2421 container.
[20:54:27]	[W] CAC.C17-VORTIPODE.24999: This one is.... Worried.
[20:54:28]	Ethan King closed the '' #2420 container.
[20:54:28]	Kal'Taar ran 'Equip' on item 'MP5K' (#27502)
[20:54:33]	[W] Denford F. MacMillian: Why?
[20:54:34]	[LOOC] Ethan King: Vorts can't use guns 
[20:54:36]	[LOOC] Ethan King: And also 
[20:54:37]	[LOOC] Ethan King: lmao 
[20:54:40]	[LOOC] Kal'Taar: void
[20:54:44]	Ethan King ran 'take' on item 'Pliers' (#25394)
[20:54:44]	Ethan King has gained a 'Pliers' #25394.
[20:54:44]	Kal'Taar ran 'EquipUn' on item 'MP5K' (#27502)
[20:54:45]	Kal'Taar opened the '' #2421 container.
[20:54:45]	Kal'Taar closed the '' #2421 container.
[20:54:46]	Kal'Taar opened the '' #2421 container.
[20:54:46]	Ethan King ran 'take' on item 'AA Battery' (#25732)
[20:54:46]	Ethan King has gained a 'AA Battery' #25732.
[20:54:49]	Ethan King ran 'take' on item 'Electric Motor' (#25487)
[20:54:50]	Kal'Taar closed the '' #2421 container.
[20:54:53]	Ethan King ran 'combine' on item 'Small Items Case' (#13886)
[20:54:57]	Ethan King ran 'combine' on item 'Small Items Case' (#13886)
[20:55:03]	Anastasia Ivanovich ran 'Consume' on item 'Consulate Water' (#27493)
[20:55:06]	Ethan King ran 'take' on item 'Electric Motor' (#25487)
[20:55:06]	Ethan King has gained a 'Electric Motor' #25487.
[20:55:09]	Ethan King opened the '' #2420 container.
[20:55:23]	Ethan King closed the '' #2420 container.
[20:55:24]	CAC.C17-VORTIPODE.24999 ran 'View' on item 'Notepad' (#26790)
[20:55:27]	Kal'Taar ran 'drop' on item 'Empty Paint Can' (#24873)
[20:55:27]	Kal'Taar has lost a 'Empty Paint Can' #24873.
[20:55:28]	Kal'Taar ran 'drop' on item 'Cloth Scrap' (#24794)
[20:55:28]	Kal'Taar has lost a 'Cloth Scrap' #24794.
[20:55:47]	Ethan King opened the '' #2424 container.
[20:55:49]	Ethan King ran 'Consume' on item 'UU Brand Corn' (#24608)
[20:55:50]	Ethan King closed the '' #2424 container.
[20:55:52]	Kal'Taar ran 'take' on item 'Small Thermos' (#25751)
[20:55:52]	Kal'Taar has gained a 'Small Thermos' #25751.
[20:55:56]	Kal'Taar ran 'drop' on item 'Small Thermos' (#25751)
[20:55:56]	Kal'Taar has lost a 'Small Thermos' #25751.
[20:55:59]	CCA.C17-UNION.EpU.93347 has gained 10 tokens.
[20:56:08]	[ME] Denford F. MacMillian: nods.
[20:56:29]	[ME] CCA.C17-UNION.EpU.93347: he reaches under the table and grabs a large bucket with a rag inside it
[20:56:44]	[ME] Denford F. MacMillian: stands there and just watches the Epu, he's awaiting orders.
[20:56:52]	[ME] CCA.C17-UNION.EpU.93347: he places the bucket on the table and slides it forward, "Alright first. Fill this with water and get back to me here."
[20:56:58]	Ethan King opened the '' #2420 container.
[20:57:00]	Ethan King has gained a 'Armor Scraps' #19946.
[20:57:01]	Paul-Henri Cartier exited observer at their location.
[20:57:01]	Ethan King has gained a 'Armor Scraps' #26048.
[20:57:02]	Ethan King closed the '' #2420 container.
[20:57:08]	[ME] Denford F. MacMillian: nods and grabs the bucket and rag, he walked off.
[20:57:10]	[ME] Ethan King: places down two armored plates 
[20:57:11]	[ME] Paul-Henri Cartier: sniffles
[20:57:13]	Ethan King ran 'drop' on item 'Armor Scraps' (#19946)
[20:57:13]	Ethan King has lost a 'Armor Scraps' #19946.
[20:57:14]	Ethan King ran 'drop' on item 'Armor Scraps' (#26048)
[20:57:14]	Ethan King has lost a 'Armor Scraps' #26048.
[20:57:17]	[ME] Anastasia Ivanovich: nodded.
[20:57:33]	Denford F. MacMillian has lost 5 tokens.
[20:57:33]	[LOOC] Kal'Taar: void
[20:57:37]	Denford F. MacMillian ran 'take' on item 'Consulate Water' (#27505)
[20:57:37]	Denford F. MacMillian has gained a 'Consulate Water' #27505.
[20:57:38]	[ME] CCA.C17-UNION.EpU.93347: he reaches under the table and begins looking around aimlessly
[20:57:47]	Denford F. MacMillian ran 'Consume' on item 'Consulate Water' (#27505)
[20:58:07]	[LOOC] Paul-Henri Cartier: attatched
[20:59:04]	[ME] Anastasia Ivanovich: simply awaited.
[20:59:17]	[ME] Denford F. MacMillian: grabs a water can from the vending machine and uses it to fill up the bucket.
[20:59:17]	[ME] CCA.C17-UNION.EpU.93347: walks up to the table placing down a milk crate with various cans inside it
[20:59:23]	[ME] Ethan King: chuckles lightly, "Tying it to our person would be fucking heavy."
[20:59:32]	[LOOC] Kal'Taar: literally just fucking rip it off.
[20:59:36]	[LOOC] Kal'Taar: kill
[20:59:39]	[LOOC] Paul-Henri Cartier: kill
[20:59:40]	[ME] Anastasia Ivanovich: looked at the milk crate.
[20:59:49]	[ME] CCA.C17-UNION.EpU.93347: he reaches under the desk and grabs a key as well and hands it forward 
[20:59:55]	[LOOC] Paul-Henri Cartier: https://cdn.discordapp.com/attachments/940234379102408734/993300147045933086/unknown.png
[20:59:58]	[ME] Anastasia Ivanovich: takes the key.
[21:00:15]	[ME] CCA.C17-UNION.EpU.93347: he slides the crate forward, "Refill one of the machines down the streets here." 
[21:00:18]	[LOOC] Kal'Taar: BEANY ART
[21:00:25]	[LOOC] Kal'Taar: I LOVE THE MANTIS SNAKES.
[21:00:32]	[ME] Anastasia Ivanovich: takes the milk crate and nodded.
[21:00:41]	[LOOC] Paul-Henri Cartier: mantis snakes are based
[21:00:43]	[ME] Denford F. MacMillian: gives a nod.
[21:00:46]	[LOOC] Ethan King: true 
[21:00:49]	[LOOC] Paul-Henri Cartier: they're called giant armoured serpentids
[21:00:56]	[LOOC] Kal'Taar: yup!
[21:00:59]	CCA.C17-UNION.EpU.93347 has gained 10 tokens.
[21:00:59]	[LOOC] Kal'Taar: GAS.
[21:01:02]	[LOOC] Ethan King: destroys all our equipm-
[21:01:02]	[LOOC] Paul-Henri Cartier: wait
[21:01:06]	[LOOC] Paul-Henri Cartier: you know of them?
[21:01:10]	[LOOC] Kal'Taar: buddy
[21:01:13]	[ME] Denford F. MacMillian: would lift the bucket up, the bucket would have water inside of it and it appeared quite filled up. The rag was in his other hand.
[21:01:14]	[LOOC] Kal'Taar: I play SS13.
[21:01:25]	[LOOC] Kal'Taar: I know Beany.
[21:01:34]	[LOOC] Paul-Henri Cartier: YOU DO?
[21:01:37]	[LOOC] Kal'Taar: When I was helping make a server I demanded we use Beanyvox.
[21:01:40]	[LOOC] Paul-Henri Cartier: I WILL RIP YOUR THROAT OUT
[21:01:44]	[LOOC] Kal'Taar: OH
[21:01:44]	[LOOC] Ethan King: I'm gonna murder both of you, back to RP 
[21:01:59]	[LOOC] Paul-Henri Cartier: fuck vox. shitbirds
[21:02:02]	[ME] Anastasia Ivanovich: sets down the milk crate down and goes to unlock the vending machine doors. She then opened it up and unlocked it going to fill the vending machine full of cans.
[21:02:10]	Anastasia Ivanovich used command '/PM epu just rp it or what?'.
[21:02:14]	[LOOC] Kal'Taar: I love vox.
[21:02:20]	CCA.C17-UNION.EpU.93347 used command '/PM Anastasia pretty much ye'.
[21:02:22]	[LOOC] Paul-Henri Cartier: Unathi superiority
[21:02:24]	Anastasia Ivanovich used command '/PM epu got it.'.
[21:02:32]	[ME] Anastasia Ivanovich: spends several minutes doing this.
[21:02:35]	[LOOC] Paul-Henri Cartier: Yeosa'Unathi superiority
[21:02:37]	[LOOC] Kal'Taar: Unathi more like losernathi
[21:02:41]	Ethan King opened the '' #2422 container.
[21:02:43]	Anastasia Ivanovich used command '/RollSkill sleight of hand'.
[21:02:43]	Ethan King closed the '' #2422 container.
[21:02:51]	Paul-Henri Cartier has removed the password for ''.
[21:02:52]	Paul-Henri Cartier opened the '' #2423 container.
[21:02:55]	Ethan King opened the '' #2423 container.
[21:02:56]	Paul-Henri Cartier closed the '' #2423 container.
[21:02:57]	Ethan King opened the '' #2423 container.
[21:02:59]	Anastasia Ivanovich rolled 101 (96 + 5) out of 100 on Sleight of Hand.
[21:02:59]	Anastasia Ivanovich used command '/RollSkill sleight of hand'.
[21:03:00]	Ethan King closed the '' #2423 container.
[21:03:03]	[ME] Kal'Taar: points at Paul.
[21:03:04]	[LOOC] Paul-Henri Cartier: im going to strangle yo
[21:03:04]	[ME] Denford F. MacMillian: places down the bucket and nods, the man would get the rag before wetting it up. He would then begin to clean up the combine wall, using the rag.
[21:03:07]	[LOOC] Paul-Henri Cartier: strangle you
[21:03:18]	[ME] CCA.C17-UNION.EpU.93347: he aproaches the individual and eyes their actions for a moment
[21:03:32]	[ME] Anastasia Ivanovich: moves all the cans into the vending machines in a very quick manner.
[21:03:36]	[LOOC] Kal'Taar: but first, i need to pee
[21:03:39]	[LOOC] Paul-Henri Cartier: what server do you play
[21:03:40]	[LOOC] Ethan King: truly 
[21:03:51]	[ME] Anastasia Ivanovich: doesn't really appear to be stealing. Mainly because she isn't. She's just filling up the vending machine quickly.
[21:03:52]	[OOC] Ethan King: Oh
[21:03:54]	[OOC] Ethan King: Dilly
[21:03:56]	[OOC] Ethan King: You poor soul 
[21:04:03]	[OOC] Paul-Henri Cartier: poor, poor soul
[21:04:03]	[OOC] CCA.C17-UNION.EpU.93347: hi
[21:04:12]	[OOC] Ethan King: He was set up for failure 
[21:04:20]	Paul-Henri Cartier entered observer.
[21:04:24]	[ME] Anastasia Ivanovich: closes up the vending machine and goes to lock the vending machine up after she empties up the milk crate.
[21:04:32]	[LOOC] Kal'Taar: I am here.
[21:04:52]	Paul-Henri Cartier exited observer at their location.
[21:04:54]	Paul-Henri Cartier entered observer.
[21:04:55]	Paul-Henri Cartier exited observer at their location.
[21:04:57]	[LOOC] Ethan King: DRD checking-
[21:04:59]	[OOC] Kal'Taar: Hi Dilly.
[21:05:06]	[LOOC] Paul-Henri Cartier: what server do you play
[21:05:09]	[LOOC] Ethan King: I swear 
[21:05:11]	[LOOC] Kal'Taar: I used to play Skyrat.
[21:05:15]	[ME] Anastasia Ivanovich: goes to pick up the milkcrate and walked over to the desk.
[21:05:20]	[LOOC] Kal'Taar: Only server I've ever played.
[21:05:25]	[LOOC] Paul-Henri Cartier: try bee
[21:05:26]	[LOOC] Kal'Taar: Got on Paradise once.
[21:05:33]	[LOOC] Kal'Taar: I'm thinking about it.
[21:05:34]	[LOOC] Paul-Henri Cartier: bee is fun
[21:05:38]	[ME] CAC.C17-VORTIPODE.24999: Starts sweeping around the sides of the walls
[21:05:38]	[LOOC] Kal'Taar: they use beany's stuff dont they?
[21:05:46]	[ME] Denford F. MacMillian: continued to clean up the wall, he would mainly focus on the bottom part of the barricade and began to wipe off the dust from said wall. He didn't say anything while doing this and kept to himself, just wanting to get the work done, but he was still doing well with his progress, he would then reach to the middle part of the wall, cleaning up the rag before wiping down the wall, and slowly going up towards the upper half, his height being an advantage for this.
[21:05:47]	Denford F. MacMillian has taken 1 damage from worldspawn.
[21:05:48]	Denford F. MacMillian has taken 1 damage from worldspawn.
[21:05:49]	[LOOC] Paul-Henri Cartier: uhhh, don't think. bee doesnt have vox or anything
