[05:57:53]	MegamanNick has connected.
[19:15:35]	Theban 'Simmons' Revolt ran 'drop' on item 'Suitcase' (#35441)
[19:15:35]	Theban 'Simmons' Revolt has lost a 'Suitcase' #35441.
[19:15:35]	Theban 'Simmons' Revolt has lost a 'Comfortable Blue Shirt' #33944.
[19:15:35]	Theban 'Simmons' Revolt has lost a 'Red and Black Coat' #35423.
[19:15:35]	Theban 'Simmons' Revolt has lost a 'Paper' #35483.
[19:15:35]	Theban 'Simmons' Revolt has lost a 'Brown Beanie' #35476.
[19:15:35]	Theban 'Simmons' Revolt has lost a 'Paper' #35486.
[19:15:35]	Theban 'Simmons' Revolt has lost a 'Paper' #35485.
[19:15:36]	Theban 'Simmons' Revolt ran 'drop' on item 'Suitcase' (#35421)
[19:15:36]	Theban 'Simmons' Revolt has lost a 'Suitcase' #35421.
[19:15:36]	Theban 'Simmons' Revolt has lost a 'Cloth Scrap' #35434.
[19:15:36]	Theban 'Simmons' Revolt has lost a 'Paper' #35482.
[19:15:36]	Theban 'Simmons' Revolt has lost a 'Blacksmith Tongs' #35447.
[19:15:36]	Theban 'Simmons' Revolt has lost a 'Blacksmith Tongs' #35438.
[19:15:36]	Theban 'Simmons' Revolt has lost a 'Cloth Scrap' #35436.
[19:15:36]	Theban 'Simmons' Revolt has lost a 'Combat Knife' #31497.
[19:15:36]	Theban 'Simmons' Revolt has lost a 'Cloth Scrap' #35437.
[19:15:36]	Theban 'Simmons' Revolt has lost a 'Cloth Scrap' #35435.
[19:15:43]	Theban 'Simmons' Revolt ran 'take' on item 'Suitcase' (#35421)
[19:15:43]	Theban 'Simmons' Revolt has gained a 'Suitcase' #35421.
[19:15:43]	Theban 'Simmons' Revolt has gained a 'Cloth Scrap' #35434.
[19:15:43]	Theban 'Simmons' Revolt has gained a 'Paper' #35482.
[19:15:43]	Theban 'Simmons' Revolt has gained a 'Blacksmith Tongs' #35447.
[19:15:43]	Theban 'Simmons' Revolt has gained a 'Blacksmith Tongs' #35438.
[19:15:43]	Theban 'Simmons' Revolt has gained a 'Cloth Scrap' #35436.
[19:15:43]	Theban 'Simmons' Revolt has gained a 'Combat Knife' #31497.
[19:15:43]	Theban 'Simmons' Revolt has gained a 'Cloth Scrap' #35437.
[19:15:43]	Theban 'Simmons' Revolt has gained a 'Cloth Scrap' #35435.
[19:15:45]	Doughnut has connected.
[19:15:45]	Theban 'Simmons' Revolt ran 'take' on item 'Suitcase' (#35441)
[19:15:45]	Theban 'Simmons' Revolt has gained a 'Suitcase' #35441.
[19:15:45]	Theban 'Simmons' Revolt has gained a 'Comfortable Blue Shirt' #33944.
[19:15:45]	Theban 'Simmons' Revolt has gained a 'Red and Black Coat' #35423.
[19:15:45]	Theban 'Simmons' Revolt has gained a 'Paper' #35483.
[19:15:45]	Theban 'Simmons' Revolt has gained a 'Brown Beanie' #35476.
[19:15:45]	Theban 'Simmons' Revolt has gained a 'Paper' #35486.
[19:15:45]	Theban 'Simmons' Revolt has gained a 'Paper' #35485.
[19:15:46]	Theban 'Simmons' Revolt ran 'take' on item 'Suitcase' (#33937)
[19:15:46]	Theban 'Simmons' Revolt has gained a 'Suitcase' #33937.
[19:15:46]	Theban 'Simmons' Revolt has gained a 'Flashlight' #35430.
[19:15:46]	Theban 'Simmons' Revolt has gained a 'Handcannon Packing' #35526.
[19:15:46]	Theban 'Simmons' Revolt has gained a 'Duct Tape' #35443.
[19:15:46]	Theban 'Simmons' Revolt has gained a 'Handcannon Packing' #35525.
[19:15:50]	Theban 'Simmons' Revolt ran 'take' on item 'Handcannon' (#35433)
[19:15:50]	Theban 'Simmons' Revolt has gained a 'Handcannon' #35433.
[19:15:52]	Theban 'Simmons' Revolt ran 'Equip' on item 'Handcannon' (#35433)
[19:15:56]	Theban 'Simmons' Revolt ran 'Equip' on item 'Handcannon' (#35433)
[19:15:56]	Theban 'Simmons' Revolt ran 'Equip' on item 'Handcannon' (#35433)
[19:15:57]	Theban 'Simmons' Revolt ran 'Equip' on item 'Handcannon' (#35433)
[19:15:58]	Theban 'Simmons' Revolt ran 'Equip' on item 'Handcannon' (#35433)
[19:16:01]	[OOC] Theban 'Simmons' Revolt: F U C K
[19:16:08]	[OOC] Theban 'Simmons' Revolt: FUCK FUCK FUCK FUCK
[19:16:10]	Theban 'Simmons' Revolt ran 'Equip' on item 'Handcannon' (#35433)
[19:16:16]	[OOC] CCA.C17-GRID.i2.36307: WHAT
[19:16:17]	[OOC] Theban 'Simmons' Revolt: Inform a staff member of this error: wid!xt
[19:16:24]	[OOC] Theban 'Simmons' Revolt: This is a thing again
[19:16:44]	Theban 'Simmons' Revolt ran 'Equip' on item 'Combat Knife' (#31497)
[19:17:14]	Doughnut loaded the character 'Chadwick Broton'
[19:17:18]	[OOC] Chadwick Broton: chadwick time
[19:17:18]	Chadwick Broton entered observer.
[19:17:25]	Douglas Hudson opened the '' #2384 container.
[19:17:26]	Douglas Hudson closed the '' #2384 container.
[19:17:27]	Douglas Hudson opened the '' #2385 container.
[19:17:28]	Chadwick Broton exited observer at their location.
[19:17:30]	Douglas Hudson closed the '' #2385 container.
[19:17:30]	Douglas Hudson opened the '' #2386 container.
[19:17:36]	[OOC] Theban 'Simmons' Revolt: My character broke again
[19:17:36]	Douglas Hudson closed the '' #2386 container.
[19:17:38]	Douglas Hudson opened the '' #2383 container.
[19:17:39]	Douglas Hudson closed the '' #2383 container.
[19:17:47]	Chadwick Broton used command '/CharSetTokens theban 303'.
[19:17:53]	[LOOC] Theban 'Simmons' Revolt: Inform a staff member of this error: wid!xt
[19:17:58]	[LOOC] Theban 'Simmons' Revolt: He fucking broke again
[19:18:01]	[LOOC] Theban 'Simmons' Revolt: i'm fucking done
[19:18:14]	Chadwick Broton used command '/CharSetAttribute theban fabrication 10.1'.
[19:18:19]	[LOOC] Douglas Hudson: bruh I spawned here
[19:18:19]	Chadwick Broton used command '/CharSetAttribute theban engineering 10.2'.
[19:18:23]	[LOOC] Douglas Hudson: :c
[19:18:24]	[LOOC] CCA.C17-GRID.i2.36307: h m m
[19:18:26]	[LOOC] Chadwick Broton: well theres your stats
[19:18:31]	[LOOC] CCA.C17-GRID.i2.36307: void you in here?
[19:18:31]	[LOOC] Chadwick Broton: have fun
[19:18:37]	[LOOC] Theban 'Simmons' Revolt: Thanks, I can't equip any weapons
[19:18:38]	[LOOC] Douglas Hudson: ye I just joined 2 minutes ago
[19:18:40]	[LOOC] Theban 'Simmons' Revolt: Also give me my tokens
[19:18:43]	[LOOC] Douglas Hudson: thankie
[19:18:44]	[LOOC] Chadwick Broton: i did
[19:18:46]	[LOOC] CCA.C17-GRID.i2.36307: np
[19:18:47]	[LOOC] Theban 'Simmons' Revolt: Oh, thanks
[19:18:52]	[LOOC] Theban 'Simmons' Revolt: A lot of us need ammo back
[19:18:57]	[LOOC] Chadwick Broton: oh yeah
[19:19:04]	[LOOC] Chadwick Broton: what type was lost
[19:19:13]	[LOOC] Theban 'Simmons' Revolt: I think Chicken needs two pistol mags and I need two extra Handcannon ammo.
[19:19:17]	[LOOC] Theban 'Simmons' Revolt: Not sure what else.
[19:19:19]	Chadwick Broton used command '/adminspawnmenu'.
[19:19:21]	[LOOC] Theban 'Simmons' Revolt: Might have to ask.
[19:19:41]	[LOOC] Theban 'Simmons' Revolt: But I refuse to remake this char again, so have fun with me never fucking picking up a weapon again.
[19:19:44]	Chadwick Broton has spawned "Handcannon Packing"
[19:19:50]	Chicken loaded the character 'Luke Porkstick'
[19:19:52]	[LOOC] Theban 'Simmons' Revolt: I recommend you yell at Q that i'm getting this shit again.
[19:19:52]	Chadwick Broton used command '/adminspawnmenu'.
[19:19:53]	[LOOC] Theban 'Simmons' Revolt: Inform a staff member of this error: wid!xt
[19:19:56]	Chadwick Broton has spawned "Handcannon Packing"
[19:19:58]	Chadwick Broton has spawned "9mm Pistol Magazine"
[19:19:59]	Chadwick Broton has spawned "9mm Pistol Magazine"
[19:20:09]	[LOOC] Chadwick Broton: there we are
[19:20:12]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[19:20:15]	[LOOC] Chadwick Broton: and idk how to help you
[19:20:15]	Theban 'Simmons' Revolt ran 'take' on item 'Handcannon Packing' (#35527)
[19:20:15]	Theban 'Simmons' Revolt has gained a 'Handcannon Packing' #35527.
[19:20:16]	Theban 'Simmons' Revolt ran 'take' on item 'Handcannon Packing' (#35528)
[19:20:16]	Theban 'Simmons' Revolt has gained a 'Handcannon Packing' #35528.
[19:20:17]	Theban 'Simmons' Revolt ran 'take' on item '9mm Pistol Magazine' (#35530)
[19:20:17]	Theban 'Simmons' Revolt has gained a '9mm Pistol Magazine' #35530.
[19:20:20]	Theban 'Simmons' Revolt ran 'take' on item '9mm Pistol Magazine' (#35529)
[19:20:20]	Theban 'Simmons' Revolt has gained a '9mm Pistol Magazine' #35529.
[19:20:29]	[LOOC] Chadwick Broton: you are pretty much the only person with that problem so its likely clientside
[19:20:33]	[LOOC] Theban 'Simmons' Revolt: Fuck
[19:20:42]	[LOOC] Chadwick Broton: conflicting addons prolly
[19:20:49]	[LOOC] Theban 'Simmons' Revolt: Maybe, i'll try to fix it.
[19:20:52]	[LOOC] Chadwick Broton: mk
[19:20:58]	[LOOC] Theban 'Simmons' Revolt: You gonna stay on or?
[19:20:59]	Chadwick Broton used command '/CharDesc'.
[19:21:02]	CCA.C17-GRID.i2.36307 used command '/PM theb u should authorize a ration cycle'.
[19:21:10]	Theban 'Simmons' Revolt used command '/Reply I authorize one nerd.'.
[19:21:13]	Chadwick Broton used command '/CharDesc (Rebel mans, and staff boi mmmmmmm gon go bang)'.
[19:21:16]	[LOOC] Chadwick Broton: nah
[19:21:19]	[LOOC] Theban 'Simmons' Revolt: F
[19:21:29]	Luke Porkstick used command '/CharFallOver'.
[19:21:31]	[LOOC] Chadwick Broton: if anything breaks again just shoot me a message then shoot me in the head
[19:21:34]	[OOC] CCA.C17-GRID.i2.36307: good luck to the people trapped in d2
[19:21:39]	Doughnut (STEAM_0:1:127409364) has disconnected.
[19:21:51]	[OOC] CCA.C17-GRID.i2.36307: ha he's mad he cant have rations
[19:22:35]	Douglas Hudson used command '/Apply'.
[19:22:43]	CCA.C17-GRID.i2.36307 used command '/ViewData doug'.
[19:22:52]	CCA.C17-GRID.i2.36307 used the 'Ration dispenser' vendor.
[19:22:54]	CCA.C17-GRID.i2.36307 has gained 0 tokens.
[19:22:54]	CCA.C17-GRID.i2.36307 has gained a 'Standard Grade Ration' #35531.
[19:23:00]	CCA.C17-GRID.i2.36307 ran 'drop' on item 'Standard Grade Ration' (#35531)
[19:23:00]	CCA.C17-GRID.i2.36307 has lost a 'Standard Grade Ration' #35531.
[19:23:07]	[ME] Douglas Hudson: reaches out grabing the rations in both hands while nodding at the unit, "Thank you."
[19:23:09]	Douglas Hudson ran 'take' on item 'Standard Grade Ration' (#35531)
[19:23:09]	Douglas Hudson has gained a 'Standard Grade Ration' #35531.
[19:23:30]	Douglas Hudson ran 'Open' on item 'Standard Grade Ration' (#35531)
[19:23:30]	Douglas Hudson has gained a 'Standard Grade Citizen Food Product' #35532.
[19:23:30]	Douglas Hudson has gained a 'Standard Grade Citizen Supplements' #35533.
[19:23:30]	Douglas Hudson has gained a 'Breen's Water' #35534.
[19:23:30]	Douglas Hudson has gained 20 tokens.
[19:23:32]	Douglas Hudson ran 'Consume' on item 'Breen's Water' (#35534)
[19:23:33]	Douglas Hudson ran 'Consume' on item 'Standard Grade Citizen Supplements' (#35533)
[19:23:34]	Douglas Hudson ran 'Eat' on item 'Standard Grade Citizen Food Product' (#35532)
[19:24:10]	FB|| light ROOM (STEAM_0:1:17219621) has disconnected.
[19:24:21]	Douglas Hudson ran 'take' on item 'Scrap Metal' (#33374)
[19:24:21]	Douglas Hudson has gained a 'Scrap Metal' #33374.
[19:24:26]	[OOC] CCA.C17-GRID.i2.36307: he gonna rejoin
[19:24:28]	Douglas Hudson ran 'take' on item 'Pack of Screws' (#33053)
[19:24:28]	Douglas Hudson has gained a 'Pack of Screws' #33053.
[19:24:52]	Douglas Hudson ran 'take' on item 'Refined Metal' (#31307)
[19:24:52]	Douglas Hudson has gained a 'Refined Metal' #31307.
[19:25:12]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[19:25:23]	Dilly_ (STEAM_0:0:52468151) has disconnected.
[19:25:29]	[OOC] CCA.C17-GRID.i2.36307: anyone else coming for rations before i shut tjem down
[19:25:30]	[OOC] CCA.C17-GRID.i2.36307: :(
[19:26:12]	CCA.C17-GRID.i2.36307 has spawned 'models/props_c17/gravestone004a.mdl'.
[19:26:56]	CCA.C17-GRID.i2.36307 has spawned 'models/props_c17/furnitureStove001a.mdl'.
[19:30:12]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[19:31:05]	CCA.C17-GRID.i2.36307 has spawned 'models/props_c17/FurnitureWashingmachine001a.mdl'.
[19:31:10]	CCA.C17-GRID.i2.36307 has spawned 'models/props_c17/FurnitureWashingmachine001a.mdl'.
[19:31:14]	CCA.C17-GRID.i2.36307 has spawned 'models/props_c17/FurnitureWashingmachine001a.mdl'.
[19:31:21]	CCA.C17-GRID.i2.36307 has spawned 'models/props_c17/FurnitureWashingmachine001a.mdl'.
[19:31:31]	CCA.C17-GRID.i2.36307 has spawned 'models/props_junk/PlasticCrate01a.mdl'.
[19:31:33]	CCA.C17-GRID.i2.36307 has spawned 'models/props_c17/gravestone003a.mdl'.
[19:31:35]	FB|| light ROOM has connected.
[19:31:36]	CCA.C17-GRID.i2.36307 has spawned 'models/props_c17/gravestone003a.mdl'.
[19:31:59]	FB|| light ROOM loaded the character 'Theban 'Simmons' Revolt'
[19:32:01]	Theban 'Simmons' Revolt ran 'Equip' on item 'Combat Knife' (#31497)
[19:32:30]	Theban 'Simmons' Revolt ran 'use' on item 'Handcannon Packing' (#35527)
[19:32:31]	Theban 'Simmons' Revolt ran 'use' on item 'Handcannon Packing' (#35528)
[19:32:32]	Theban 'Simmons' Revolt ran 'Equip' on item 'Handcannon' (#35433)
[19:33:32]	FB|| light ROOM loaded the character 'Dustin Rory'
[19:33:40]	Dustin Rory ran 'EquipUn' on item 'Red Loyalist Armband' (#29941)
[19:33:41]	Dustin Rory ran 'Equip' on item 'Red Loyalist Armband' (#29941)
[19:33:46]	Dustin Rory ran 'EquipUn' on item 'Black Beanie' (#30023)
[19:33:46]	Dustin Rory ran 'Equip' on item 'Black Beanie' (#30023)
[19:34:07]	FB|| light ROOM loaded the character 'CCA.C17-QrM.98240'
[19:34:54]	CCA.C17-QrM.98240 used the 'Armory' vendor.
[19:34:57]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:34:57]	CCA.C17-QrM.98240 has gained a 'Pulse Ammunition' #35531.
[19:34:57]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:34:57]	CCA.C17-QrM.98240 has gained a 'Pulse Ammunition' #35532.
[19:34:58]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:34:58]	CCA.C17-QrM.98240 has gained a 'Pulse Ammunition' #35533.
[19:34:58]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:34:58]	CCA.C17-QrM.98240 has gained a 'Pulse Ammunition' #35534.
[19:35:00]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[19:35:01]	CCA.C17-QrM.98240 ran 'use' on item 'Pulse Ammunition' (#35533)
[19:35:02]	CCA.C17-QrM.98240 ran 'use' on item 'Pulse Ammunition' (#35534)
[19:35:02]	CCA.C17-QrM.98240 ran 'use' on item 'Pulse Ammunition' (#35532)
[19:35:03]	CCA.C17-QrM.98240 ran 'use' on item 'Pulse Ammunition' (#35531)
[19:35:03]	CCA.C17-QrM.98240 used the 'Armory' vendor.
[19:35:04]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[19:35:05]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:35:05]	CCA.C17-QrM.98240 has gained a '.357 Rounds' #35531.
[19:35:05]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:35:05]	CCA.C17-QrM.98240 has gained a '.357 Rounds' #35532.
[19:35:06]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:35:06]	CCA.C17-QrM.98240 has gained a '.357 Rounds' #35533.
[19:35:06]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:35:06]	CCA.C17-QrM.98240 has gained a '.357 Rounds' #35534.
[19:35:07]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:35:07]	CCA.C17-QrM.98240 has gained a '.357 Rounds' #35535.
[19:35:10]	CCA.C17-QrM.98240 ran 'use' on item '.357 Rounds' (#35532)
[19:35:11]	CCA.C17-QrM.98240 ran 'use' on item '.357 Rounds' (#35531)
[19:35:12]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[19:35:12]	CCA.C17-QrM.98240 ran 'use' on item '.357 Rounds' (#35533)
[19:35:12]	CCA.C17-QrM.98240 ran 'use' on item '.357 Rounds' (#35534)
[19:35:13]	CCA.C17-QrM.98240 ran 'use' on item '.357 Rounds' (#35535)
[19:35:22]	CCA.C17-QrM.98240 used the 'Armory' vendor.
[19:35:30]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:35:30]	CCA.C17-QrM.98240 has gained a '9mm Pistol Magazine' #35531.
[19:35:31]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:35:31]	CCA.C17-QrM.98240 has gained a '9mm Pistol Magazine' #35532.
[19:35:31]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:35:31]	CCA.C17-QrM.98240 has gained a '9mm Pistol Magazine' #35533.
[19:35:32]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:35:32]	CCA.C17-QrM.98240 has gained a '9mm Pistol Magazine' #35534.
[19:35:34]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:35:34]	CCA.C17-QrM.98240 has gained a '4.6x30 Rounds' #35535.
[19:35:34]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:35:34]	CCA.C17-QrM.98240 has gained a '4.6x30 Rounds' #35536.
[19:35:35]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:35:35]	CCA.C17-QrM.98240 has gained a '4.6x30 Rounds' #35537.
[19:35:35]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:35:35]	CCA.C17-QrM.98240 has gained a '4.6x30 Rounds' #35538.
[19:35:45]	CCA.C17-QrM.98240 used the 'Armory' vendor.
[19:35:48]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:35:48]	CCA.C17-QrM.98240 has gained a '12 Gauge Shells' #35539.
[19:35:49]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:35:49]	CCA.C17-QrM.98240 has gained a '12 Gauge Shells' #35540.
[19:35:49]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:35:49]	CCA.C17-QrM.98240 has gained a '12 Gauge Shells' #35541.
[19:35:50]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:35:50]	CCA.C17-QrM.98240 has gained a '12 Gauge Shells' #35542.
[19:35:54]	CCA.C17-QrM.98240 used the 'Armory' vendor.
[19:35:57]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:35:57]	CCA.C17-QrM.98240 has gained a 'Grenade' #35543.
[19:36:00]	CCA.C17-QrM.98240 used the 'Armory' vendor.
[19:36:06]	CCA.C17-GRID.i2.36307 has taken 3 damage from template_npc.
[19:36:07]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:36:07]	CCA.C17-QrM.98240 has gained a 'Health Vial' #35544.
[19:36:07]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:36:07]	CCA.C17-QrM.98240 has gained a 'Health Vial' #35545.
[19:36:14]	CCA.C17-QrM.98240 ran 'drop' on item 'Hybrid Radio' (#18849)
[19:36:14]	CCA.C17-QrM.98240 has lost a 'Hybrid Radio' #18849.
[19:36:15]	CCA.C17-GRID.i2.36307 has taken 3 damage from template_npc.
[19:36:18]	CCA.C17-QrM.98240 ran 'take' on item 'Hybrid Radio' (#18849)
[19:36:18]	CCA.C17-QrM.98240 has gained a 'Hybrid Radio' #18849.
[19:36:20]	[OOC] CCA.C17-GRID.i2.36307: OH GOD
[19:36:21]	CCA.C17-GRID.i2.36307 has taken 3 damage from template_npc.
[19:36:24]	[OOC] CCA.C17-QrM.98240: What?
[19:36:26]	[OOC] CCA.C17-GRID.i2.36307: LIGHTROOM GO TO THE FIRING RANGE
[19:36:27]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[19:36:27]	CCA.C17-GRID.i2.36307 has taken 3 damage from template_npc.
[19:36:29]	CCA.C17-GRID.i2.36307 has taken 3 damage from template_npc.
[19:36:32]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[19:36:40]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[19:36:49]	CCA.C17-GRID.i2.36307 has taken 3 damage from template_npc.
[19:36:52]	CCA.C17-GRID.i2.36307 has taken 3 damage from template_npc.
[19:36:52]	CCA.C17-GRID.i2.36307 has taken 3 damage from template_npc.
[19:36:52]	CCA.C17-GRID.i2.36307 has taken 3 damage from template_npc.
[19:36:53]	CCA.C17-GRID.i2.36307 has taken 3 damage from template_npc.
[19:36:53]	CCA.C17-GRID.i2.36307 has taken 3 damage from template_npc.
[19:36:53]	CCA.C17-GRID.i2.36307 has taken 3 damage from template_npc.
[19:36:53]	CCA.C17-GRID.i2.36307 has taken 3 damage from template_npc.
[19:36:53]	CCA.C17-GRID.i2.36307 has taken 3 damage from template_npc.
[19:36:58]	CCA.C17-GRID.i2.36307 has taken 3 damage from template_npc.
[19:36:59]	CCA.C17-GRID.i2.36307 has taken 3 damage from template_npc.
[19:36:59]	CCA.C17-GRID.i2.36307 has taken 3 damage from template_npc.
[19:37:06]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[19:38:17]	[ME] CCA.C17-QrM.98240: Holds out a health vial for the GRID.
[19:38:19]	CCA.C17-QrM.98240 ran 'drop' on item 'Health Vial' (#35545)
[19:38:19]	CCA.C17-QrM.98240 has lost a 'Health Vial' #35545.
[19:38:22]	CCA.C17-GRID.i2.36307 ran 'Apply' on item 'Health Vial' (#35545)
[19:38:33]	[ME] CCA.C17-GRID.i2.36307: applies it on himself where he got hit with the weird ass guns
[19:38:42]	[LOOC] CCA.C17-QrM.98240: Take a screenshot and send it to an admin
[19:38:55]	[LOOC] CCA.C17-GRID.i2.36307: its a feature i think
[19:39:01]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[19:39:04]	Mr. Chief loaded the character 'OTA.C17-HAMMER.OSS.20954'
[19:39:07]	CCA.C17-QrM.98240 has gained 10 tokens.
[19:39:49]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[19:40:04]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[19:40:11]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[19:40:12]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[19:40:24]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[19:40:34]	CCA.C17-GRID.i2.36307 has taken 36 damage from OTA.C17-HAMMER.OSS.20954.
[19:40:38]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[19:40:49]	CCA.C17-GRID.i2.36307 used command '/PM qrm run'.
[19:41:05]	CCA.C17-GRID.i2.36307 has taken 3 damage from template_npc.
[19:41:05]	OTA.C17-HAMMER.OSS.20954 has taken 3 damage from template_npc.
[19:41:35]	CCA.C17-QrM.98240 used the 'Armory' vendor.
[19:41:37]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:41:37]	CCA.C17-QrM.98240 has gained a 'Pulse Ammunition' #35546.
[19:41:37]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:41:38]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:41:58]	CCA.C17-QrM.98240 used the 'Armory' vendor.
[19:42:01]	CCA.C17-GRID.i2.36307 has taken 36 damage from OTA.C17-HAMMER.OSS.20954.
[19:42:05]	CCA.C17-QrM.98240 ran 'use' on item 'Pulse Ammunition' (#35547)
[19:42:18]	CCA.C17-QrM.98240 ran 'use' on item 'Pulse Ammunition' (#35548)
[19:42:22]	CCA.C17-QrM.98240 used the 'Armory' vendor.
[19:42:30]	Sneaby has connected.
[19:42:34]	CCA.C17-QrM.98240 used the 'Armory' vendor.
[19:42:38]	CCA.C17-QrM.98240 used the 'Armory' vendor.
[19:42:48]	[OOC] CCA.C17-GRID.i2.36307: new guy'?
[19:42:56]	[OOC] CCA.C17-QrM.98240: I believe so
[19:43:08]	Sneaby loaded the character 'Jamei Armstrong'
[19:43:08]	CCA.C17-QrM.98240 ran 'drop' on item 'Magazine Case' (#35327)
[19:43:08]	CCA.C17-QrM.98240 has lost a 'Magazine Case' #35327.
[19:43:08]	CCA.C17-QrM.98240 has lost a '4.6x30 Rounds' #35538.
[19:43:08]	CCA.C17-QrM.98240 has lost a '9mm Pistol Magazine' #35531.
[19:43:08]	CCA.C17-QrM.98240 has lost a '9mm Pistol Magazine' #35532.
[19:43:08]	CCA.C17-QrM.98240 has lost a '9mm Pistol Magazine' #35533.
[19:43:08]	CCA.C17-QrM.98240 has lost a '12 Gauge Shells' #35539.
[19:43:08]	CCA.C17-QrM.98240 has lost a '12 Gauge Shells' #35542.
[19:43:08]	CCA.C17-QrM.98240 has lost a '12 Gauge Shells' #35541.
[19:43:08]	CCA.C17-QrM.98240 has lost a '4.6x30 Rounds' #35535.
[19:43:08]	CCA.C17-QrM.98240 has lost a '12 Gauge Shells' #35540.
[19:43:08]	CCA.C17-QrM.98240 has lost a '4.6x30 Rounds' #35536.
[19:43:08]	CCA.C17-QrM.98240 has lost a '9mm Pistol Magazine' #35534.
[19:43:08]	CCA.C17-QrM.98240 has lost a '4.6x30 Rounds' #35537.
[19:43:10]	CCA.C17-QrM.98240 opened the '' #2483 container.
[19:43:11]	CCA.C17-GRID.i2.36307 ran 'take' on item 'Magazine Case' (#35327)
[19:43:13]	CCA.C17-QrM.98240 closed the '' #2483 container.
[19:43:15]	CCA.C17-QrM.98240 used the 'Armory' vendor.
[19:43:18]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:43:18]	CCA.C17-QrM.98240 has gained a 'Pulse Ammunition' #35549.
[19:43:18]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:43:18]	CCA.C17-QrM.98240 has gained a 'Pulse Ammunition' #35550.
[19:43:19]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:43:19]	CCA.C17-QrM.98240 has gained a 'Pulse Ammunition' #35551.
[19:43:19]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:43:19]	CCA.C17-QrM.98240 has gained a 'Pulse Ammunition' #35552.
[19:43:21]	CCA.C17-QrM.98240 ran 'use' on item 'Pulse Ammunition' (#35549)
[19:43:22]	CCA.C17-QrM.98240 ran 'use' on item 'Pulse Ammunition' (#35550)
[19:43:22]	CCA.C17-GRID.i2.36307 ran 'take' on item 'Magazine Case' (#35327)
[19:43:22]	CCA.C17-GRID.i2.36307 has gained a 'Magazine Case' #35327.
[19:43:22]	CCA.C17-GRID.i2.36307 has gained a '4.6x30 Rounds' #35538.
[19:43:22]	CCA.C17-GRID.i2.36307 has gained a '9mm Pistol Magazine' #35531.
[19:43:22]	CCA.C17-GRID.i2.36307 has gained a '9mm Pistol Magazine' #35532.
[19:43:22]	CCA.C17-GRID.i2.36307 has gained a '9mm Pistol Magazine' #35533.
[19:43:22]	CCA.C17-GRID.i2.36307 has gained a '12 Gauge Shells' #35539.
[19:43:22]	CCA.C17-GRID.i2.36307 has gained a '12 Gauge Shells' #35542.
[19:43:22]	CCA.C17-GRID.i2.36307 has gained a '12 Gauge Shells' #35541.
