[15:09:21]	hnbug01 has connected.
[19:40:32]	npc_combinegunship has killed Victor.
[19:40:35]	[Y] Cameron Nixon: SHIT!
[19:40:41]	[Y] Cameron Nixon: GUNSHIP GOT THE VAN!
[19:40:42]	Victor entered observer.
[19:40:46]	John Smith has taken 3 damage from npc_combinegunship.
[19:40:47]	John Smith has taken 3 damage from npc_combinegunship.
[19:40:47]	John Smith has taken 3 damage from npc_combinegunship.
[19:40:55]	Victor exited observer at their location.
[19:40:56]	Victor entered observer.
[19:40:58]	Victor exited observer at their location.
[19:41:01]	Victor used command '/ToggleRaise'.
[19:41:09]	[Y] Victor: DON'T WORRY, I'M FINE TOO!
[19:41:11]	Victor used command '/ToggleRaise'.
[19:41:15]	[Y] Cameron Nixon: DID YOU GET IT>.
[19:41:18]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:41:19]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:41:19]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:41:23]	John Smith has taken 3 damage from npc_combinegunship.
[19:41:23]	John Smith has taken 3 damage from npc_combinegunship.
[19:41:23]	John Smith has taken 3 damage from npc_combinegunship.
[19:41:23]	John Smith has taken 3 damage from npc_combinegunship.
[19:41:28]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:41:31]	Victor used command '/ToggleRaise'.
[19:41:38]	[Y] Victor: HOLD THEM OFF UNTIL I GET BACK.
[19:41:41]	John Smith has taken 16 damage from Cameron Nixon.
[19:41:42]	Victor entered observer.
[19:41:49]	Victor has spawned a 'NPC [374][npc_cstalker]'.
[19:41:54]	Victor has spawned a 'NPC [363][npc_cstalker]'.
[19:41:57]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:41:57]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:42:01]	John Smith has taken 5 damage from npc_cstalker.
[19:42:24]	John Smith has taken 3 damage from npc_combinegunship.
[19:42:25]	Victor has spawned a 'NPC [367][npc_fassassin]'.
[19:42:29]	Victor has spawned a 'NPC [367][npc_fassassin]'.
[19:42:34]	[Y] John Smith: I HAVE 1 SHELL LEFT.
[19:42:51]	John Smith has taken 3 damage from npc_combinegunship.
[19:42:51]	John Smith has taken 3 damage from npc_combinegunship.
[19:42:53]	Victor has spawned a 'NPC [363][npc_combine_s]'.
[19:42:57]	Victor has spawned a 'NPC [377][npc_combine_s]'.
[19:42:58]	Victor has spawned a 'NPC [392][npc_combine_s]'.
[19:42:59]	Victor has spawned a 'NPC [398][npc_combine_s]'.
[19:43:00]	Victor has spawned a 'NPC [361][npc_combine_s]'.
[19:43:01]	Victor has spawned a 'NPC [367][npc_combot]'.
[19:43:02]	Victor has spawned a 'NPC [85][npc_combine_s]'.
[19:43:10]	Victor has spawned a 'NPC [374][npc_vj_hla_antlion]'.
[19:43:12]	Victor has spawned a 'NPC [367][npc_vj_hla_antlion]'.
[19:43:15]	Cameron Nixon has taken 4 damage from npc_manhack.
[19:43:19]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:43:20]	John Smith has taken 3 damage from npc_combinegunship.
[19:43:22]	Victor has spawned a 'NPC [86][npc_antlion_worker]'.
[19:43:24]	[Y] Cameron Nixon: ANTLIONS!
[19:43:24]	Victor has spawned a 'NPC [86][npc_antlion]'.
[19:43:25]	Victor has spawned a 'NPC [368][npc_antlion]'.
[19:43:26]	[Y] John Smith: ANTLIONS.
[19:43:32]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:43:32]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:43:32]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:43:32]	Victor has spawned a 'NPC [380][npc_combine_s]'.
[19:43:33]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:43:33]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:43:34]	John Smith has taken 16 damage from Cameron Nixon.
[19:43:34]	John Smith has taken 16 damage from Cameron Nixon.
[19:43:35]	Victor has spawned a 'NPC [376][npc_cstalker]'.
[19:43:36]	Victor has spawned a 'NPC [361][npc_combine_s]'.
[19:43:37]	Victor has spawned a 'NPC [85][npc_combine_s]'.
[19:43:38]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:43:38]	Victor has spawned a 'NPC [390][npc_combine_s]'.
[19:43:43]	Cameron Nixon ran 'ApplyOther' on item 'Bandage' (#12049)
[19:43:47]	Victor has spawned a 'NPC [361][npc_combine_s]'.
[19:43:48]	Victor has spawned a 'NPC [375][npc_combine_s]'.
[19:43:48]	Victor has spawned a 'NPC [390][npc_combine_s]'.
[19:43:49]	Victor has spawned a 'NPC [397][npc_combine_s]'.
[19:43:50]	Victor has spawned a 'NPC [377][npc_combine_s]'.
[19:43:53]	Victor has spawned a 'NPC [392][npc_combine_s]'.
[19:44:07]	Victor has spawned a 'NPC [368][npc_manhack]'.
[19:44:07]	Victor has spawned a 'NPC [387][npc_manhack]'.
[19:44:07]	Victor has spawned a 'NPC [395][npc_manhack]'.
[19:44:08]	Victor has spawned a 'NPC [401][npc_manhack]'.
[19:44:11]	John Smith has taken 3 damage from npc_combine_s.
[19:44:11]	Victor has spawned a 'NPC [410][npc_combine_s]'.
[19:44:12]	Victor has spawned a 'NPC [404][npc_combine_s]'.
[19:44:12]	Victor has spawned a 'NPC [423][npc_combine_s]'.
[19:44:14]	Victor has spawned a 'NPC [444][npc_combine_s]'.
[19:44:21]	Victor has spawned a 'NPC [367][npc_antlion]'.
[19:44:22]	Victor has spawned a 'NPC [392][npc_antlion]'.
[19:44:25]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:44:25]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:44:25]	Victor has spawned a 'NPC [443][npc_antlion]'.
[19:44:27]	Victor has spawned a 'NPC [527][npc_antlion]'.
[19:44:31]	John Smith has taken 5 damage from npc_antlion.
[19:44:31]	[Y] Cameron Nixon: ELITE OTS!
[19:44:44]	Victor has spawned a 'NPC [78][npc_hunter]'.
[19:44:48]	Victor has spawned a 'NPC [403][npc_cstalker]'.
[19:44:48]	John Smith has taken 4 damage from npc_hunter.
[19:44:49]	Victor has spawned a 'NPC [363][npc_cstalker]'.
[19:44:51]	Victor has spawned a 'NPC [424][npc_combine_s]'.
[19:44:52]	Victor has spawned a 'NPC [86][npc_combine_s]'.
[19:44:53]	John Smith has taken 4 damage from npc_hunter.
[19:44:53]	John Smith has taken 3 damage from npc_combinegunship.
[19:44:54]	John Smith has taken 3 damage from npc_combinegunship.
[19:44:55]	Victor has spawned a 'NPC [443][npc_combine_s]'.
[19:44:57]	Victor has spawned a 'NPC [446][npc_combine_s]'.
[19:44:57]	John Smith has taken 3 damage from npc_combine_s.
[19:44:58]	Victor has spawned a 'NPC [555][npc_cremator]'.
[19:44:59]	Victor has spawned a 'NPC [392][npc_combine_s]'.
[19:45:00]	Victor has spawned a 'NPC [456][npc_combine_s]'.
[19:45:02]	Victor has spawned a 'NPC [78][npc_combine_s]'.
[19:45:02]	[Y] Cameron Nixon: Haha, got one.
[19:45:02]	Victor has spawned a 'NPC [401][npc_combine_s]'.
[19:45:03]	Cameron Nixon has taken 3 damage from npc_combine_s.
[19:45:05]	Cameron Nixon has taken 3 damage from npc_combine_s.
[19:45:08]	Victor has spawned a 'NPC [402][npc_fassassin]'.
[19:45:08]	Cameron Nixon has taken 3 damage from npc_combine_s.
[19:45:10]	Cameron Nixon has taken 3 damage from npc_combine_s.
[19:45:21]	Cameron Nixon has taken 3 damage from npc_combine_s.
[19:45:27]	John Smith has taken 3 damage from npc_combinegunship.
[19:45:27]	John Smith has taken 3 damage from npc_combinegunship.
[19:45:27]	John Smith has taken 3 damage from npc_combinegunship.
[19:45:32]	Cameron Nixon has taken 3 damage from npc_combine_s.
[19:45:43]	Victor used command '/ToggleRaise'.
[19:45:43]	John Smith has taken 34 damage from npc_combine_s.
[19:45:45]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:45:45]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:45:46]	Victor exited observer at their location.
[19:45:51]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:45:52]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:45:52]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:45:52]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:45:56]	Victor has taken 3 damage from npc_combinegunship.
[19:45:56]	Victor has taken 3 damage from npc_combinegunship.
[19:45:56]	Victor has taken 3 damage from npc_combinegunship.
[19:45:56]	Victor has taken 3 damage from npc_combinegunship.
[19:45:56]	Victor has taken 3 damage from npc_combinegunship.
[19:45:56]	[Y] Victor: Got it.
[19:46:00]	[Y] Cameron Nixon: Nice.
[19:46:00]	Victor has spawned a 'Weapon [375][weapon_rpg]'.
[19:46:02]	Victor has taken 3 damage from npc_combinegunship.
[19:46:03]	[Y] Victor: TAKE THIS.
[19:46:03]	Victor has taken 3 damage from npc_combinegunship.
[19:46:03]	Victor has taken 3 damage from npc_combinegunship.
[19:46:03]	Victor has taken 3 damage from npc_combinegunship.
[19:46:03]	Victor has taken 3 damage from npc_combinegunship.
[19:46:10]	Victor has taken 3 damage from npc_combinegunship.
[19:46:11]	Victor has taken 3 damage from npc_combinegunship.
[19:46:11]	Victor has taken 3 damage from npc_combinegunship.
[19:46:11]	Victor has taken 3 damage from npc_combinegunship.
[19:46:17]	[ME] Cameron Nixon: *he'd mount it onto his shoulder, rushing upstairs*
[19:46:18]	[Y] Cameron Nixon: DID!
[19:46:24]	[LOOC] Victor: i'm not-
[19:46:25]	Victor has taken 3 damage from npc_combinegunship.
[19:46:25]	Victor has taken 3 damage from npc_combinegunship.
[19:46:26]	Victor has taken 3 damage from npc_combinegunship.
[19:46:26]	Victor has taken 3 damage from npc_combinegunship.
[19:46:26]	Victor has taken 3 damage from npc_combinegunship.
[19:46:28]	Cameron Nixon has taken 40 damage from npc_combinegunship.
[19:46:32]	John Smith has taken 3 damage from npc_combinegunship.
[19:46:32]	John Smith has taken 3 damage from npc_combinegunship.
[19:46:32]	John Smith has taken 3 damage from npc_combinegunship.
[19:46:32]	John Smith has taken 3 damage from npc_combinegunship.
[19:46:34]	[Y] Cameron Nixon: IT HAS A DEFLECTION SYSTEM!?
[19:46:44]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:46:44]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:46:53]	[OOC] Cameron Nixon: my entire inv was yote
[19:46:57]	Victor has spawned a 'Entity [402][item_rpg_round]'.
[19:46:58]	Victor has spawned a 'Entity [368][item_rpg_round]'.
[19:47:07]	[Y] Victor: Here, Ammo!
[19:47:08]	Victor has spawned a 'Entity [424][item_rpg_round]'.
[19:47:09]	Victor has spawned a 'Entity [316][item_rpg_round]'.
[19:47:09]	Victor has spawned a 'Entity [424][item_rpg_round]'.
[19:47:10]	Victor has spawned a 'Entity [445][item_rpg_round]'.
[19:47:11]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:47:12]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:47:20]	Victor used command '/ToggleRaise'.
[19:47:22]	John Smith has taken 3 damage from npc_combinegunship.
[19:47:22]	John Smith has taken 3 damage from npc_combinegunship.
[19:47:22]	John Smith has taken 3 damage from npc_combinegunship.
[19:47:25]	John Smith has taken 3 damage from npc_combinegunship.
[19:47:25]	John Smith has taken 3 damage from npc_combinegunship.
[19:47:28]	John Smith has taken 3 damage from npc_combinegunship.
[19:47:28]	John Smith has taken 3 damage from npc_combinegunship.
[19:47:29]	John Smith has taken 3 damage from npc_combinegunship.
[19:47:29]	John Smith has taken 3 damage from npc_combinegunship.
[19:47:29]	John Smith has taken 3 damage from npc_combinegunship.
[19:47:30]	[Y] Victor: Alright, let's take that thing down!
[19:47:30]	[LOOC] Cameron Nixon: how did he get the rocket when i have it?
[19:47:31]	Victor used command '/ToggleRaise'.
[19:47:40]	[Y] John Smith: Yeah.
[19:47:42]	[Y] Cameron Nixon: Oh good, more fire.
[19:47:45]	[LOOC] Victor: you have a bug strapped to you, guy. you can't use a rocket launcher effectively like that
[19:47:50]	Victor entered observer.
[19:47:50]	[Y] Cameron Nixon: Precisely what we needed.
[19:47:59]	[Y] John Smith: GUNSHIP DOWN!
[19:48:04]	[OOC] Cameron Nixon: Just gonna say this, you can't void RP like that.
[19:48:15]	[OOC] Victor: sorry, i'm in a rush
[19:48:35]	Victor has spawned a 'NPC [363][npc_fassassin]'.
[19:48:37]	Victor has spawned a 'NPC [458][npc_fassassin]'.
[19:48:40]	Victor has spawned a 'NPC [363][npc_fassassin]'.
[19:48:47]	Victor has spawned a 'NPC [377][npc_fassassin]'.
[19:48:53]	Victor has spawned a 'NPC [316][npc_fassassin]'.
[19:48:57]	Victor has spawned a 'NPC [81][npc_hunter]'.
[19:48:59]	Victor has spawned a 'NPC [368][npc_hunter]'.
[19:49:00]	Victor has spawned a 'NPC [317][npc_manhack]'.
[19:49:00]	Victor has spawned a 'NPC [397][npc_manhack]'.
[19:49:01]	Victor has spawned a 'NPC [401][npc_manhack]'.
[19:49:01]	Victor has spawned a 'NPC [470][npc_manhack]'.
[19:49:01]	Victor has spawned a 'NPC [536][npc_manhack]'.
[19:49:06]	Victor has spawned a 'NPC [265][npc_conscript]'.
[19:49:07]	Victor has spawned a 'NPC [387][npc_conscript]'.
[19:49:18]	Victor has spawned a 'NPC [377][npc_combine_s]'.
[19:49:18]	John Smith has taken 4 damage from npc_manhack.
[19:49:53]	[Y] Cameron Nixon: INSIDE!
[19:49:57]	Victor has spawned a 'NPC [356][npc_fassassin]'.
[19:50:09]	[Y] Victor: SYNTHS ARE COMING!
[19:50:13]	[Y] Victor: HOPEFULLY THIS IS THE LAST OF IT!
[19:50:13]	[Y] Cameron Nixon: OH GREAT!
[19:50:23]	Victor has spawned a 'Entity [387][npc_vortigaunt_synth]'.
[19:50:23]	Victor has spawned a 'Entity [390][npc_vortigaunt_synth]'.
[19:50:25]	Victor has spawned a 'Entity [378][npc_vortigaunt_synth]'.
[19:50:33]	Victor has spawned a 'NPC [379][npc_crabsynth]'.
[19:51:04]	Cameron Nixon has taken 50 damage from Vortigaunt Synth.
[19:51:05]	Cameron Nixon has taken 50 damage from Vortigaunt Synth.
[19:51:12]	John Smith has taken 20 damage from Victor.
[19:51:14]	[Y] Cameron Nixon: CHRIST!
[19:51:19]	[Y] Cameron Nixon: IN!
[19:51:22]	John Smith has taken 9 damage from John Smith.
[19:51:28]	John Smith has taken 50 damage from Vortigaunt Synth.
[19:51:49]	Victor entered observer.
[19:51:49]	Victor entered observer.
[19:51:54]	Victor has spawned a 'NPC [374][npc_hunter]'.
[19:51:57]	Victor has spawned a 'NPC [357][npc_hunter]'.
[19:51:58]	Victor has spawned a 'NPC [404][npc_combine_s]'.
[19:51:58]	Victor has spawned a 'NPC [422][npc_combine_s]'.
[19:52:01]	Victor has spawned a 'NPC [359][npc_combine_s]'.
[19:52:03]	Victor has spawned a 'NPC [379][npc_combine_s]'.
[19:52:04]	Victor has spawned a 'NPC [402][npc_combine_s]'.
[19:52:05]	Cameron Nixon has taken 9 damage from npc_hunter.
[19:52:11]	Cameron Nixon has taken 4 damage from npc_hunter.
[19:52:12]	Victor has spawned a 'Entity [356][npc_vortigaunt_synth]'.
[19:52:13]	Victor has spawned a 'Entity [537][npc_vortigaunt_synth]'.
[19:52:19]	Victor has spawned a 'NPC [562][npc_fassassin]'.
[19:52:28]	John Smith has taken 2 damage from npc_hunter.
[19:52:29]	John Smith has taken 4 damage from npc_hunter.
[19:52:35]	[Y] Cameron Nixon: Nice.
[19:52:51]	Cameron Nixon has taken 15 damage from npc_combine_s.
[19:52:52]	Cameron Nixon has taken 3 damage from npc_combine_s.
[19:52:54]	Cameron Nixon has taken 3 damage from npc_combine_s.
[19:52:54]	Cameron Nixon has taken 3 damage from npc_combine_s.
[19:52:54]	Cameron Nixon has taken 3 damage from npc_combine_s.
[19:52:59]	John Smith has taken 3 damage from npc_combine_s.
[19:53:01]	John Smith has taken 3 damage from npc_combine_s.
[19:53:01]	John Smith has taken 3 damage from npc_combine_s.
[19:53:03]	John Smith has taken 3 damage from npc_combine_s.
[19:53:04]	Victor has spawned a 'NPC [243][npc_combine_concept]'.
[19:53:04]	Victor has spawned a 'NPC [86][npc_fassassin]'.
[19:53:07]	John Smith has taken 50 damage from Vortigaunt Synth.
[19:53:15]	Victor has spawned a 'NPC [317][npc_hunter]'.
[19:53:16]	Victor has spawned a 'NPC [365][npc_hunter]'.
[19:53:16]	Victor has spawned a 'NPC [243][npc_hunter]'.
[19:53:17]	Victor has spawned a 'NPC [362][npc_hunter]'.
[19:53:18]	Victor has spawned a 'NPC [85][npc_hunter]'.
[19:53:21]	John Smith has taken 50 damage from Vortigaunt Synth.
[19:53:22]	John Smith has taken 3 damage from npc_combine_s.
[19:53:22]	John Smith has taken 16 damage from Cameron Nixon.
[19:53:23]	John Smith has taken 3 damage from npc_combine_s.
[19:53:26]	Victor exited observer at their location.
[19:53:30]	[Y] Cameron Nixon: TANK!
[19:53:33]	John Smith has taken 4 damage from npc_hunter.
[19:53:33]	John Smith has taken 4 damage from npc_hunter.
[19:53:33]	John Smith has taken 4 damage from npc_hunter.
[19:53:33]	John Smith has taken 4 damage from npc_hunter.
[19:53:36]	Cameron Nixon has taken 4 damage from npc_hunter.
[19:53:37]	Cameron Nixon has taken 5 damage from npc_fassassin.
[19:53:37]	Cameron Nixon has taken 5 damage from npc_fassassin.
[19:53:37]	Cameron Nixon has taken 5 damage from npc_fassassin.
[19:53:37]	Cameron Nixon has taken 5 damage from npc_fassassin.
[19:53:37]	Cameron Nixon has taken 5 damage from npc_fassassin.
[19:53:38]	John Smith has taken 4 damage from npc_hunter.
[19:53:38]	Cameron Nixon has taken 5 damage from npc_fassassin.
[19:53:38]	Cameron Nixon has taken 5 damage from npc_fassassin.
[19:53:39]	Cameron Nixon has taken 5 damage from npc_fassassin.
[19:53:39]	Cameron Nixon has taken 5 damage from npc_fassassin.
[19:53:39]	Cameron Nixon has taken 5 damage from npc_fassassin.
[19:53:39]	Cameron Nixon has taken 5 damage from npc_fassassin.
[19:53:39]	Cameron Nixon has taken 5 damage from npc_fassassin.
[19:53:39]	Cameron Nixon has taken 5 damage from npc_fassassin.
[19:53:40]	John Smith has taken 11 damage from npc_hunter.
[19:53:41]	John Smith has taken 4 damage from npc_hunter.
[19:53:45]	Victor has taken 4 damage from npc_manhack.
[19:53:50]	Cameron Nixon has taken 11 damage from npc_hunter.
[19:53:56]	Victor has taken 4 damage from npc_hunter.
[19:53:56]	Victor has taken 4 damage from npc_hunter.
[19:53:56]	Victor has taken 4 damage from npc_hunter.
[19:53:56]	Victor has taken 4 damage from npc_hunter.
[19:53:56]	Victor has taken 4 damage from npc_hunter.
[19:53:57]	Victor has taken 4 damage from npc_hunter.
[19:53:57]	Victor has taken 4 damage from npc_hunter.
[19:53:58]	Victor has taken 150 damage from John Smith.
[19:54:01]	Victor has taken 4 damage from npc_hunter.
[19:54:01]	Victor has taken 4 damage from npc_hunter.
[19:54:01]	Victor has taken 12 damage from John Smith.
[19:54:02]	Victor has taken 4 damage from npc_hunter.
[19:54:02]	Victor has taken 12 damage from John Smith.
[19:54:02]	Victor has taken 12 damage from John Smith.
[19:54:02]	Victor has taken 4 damage from npc_hunter.
[19:54:02]	Victor has taken 12 damage from John Smith.
[19:54:02]	Victor has taken 4 damage from npc_hunter.
[19:54:02]	Victor has taken 4 damage from npc_hunter.
[19:54:02]	Victor has taken 4 damage from npc_hunter.
[19:54:04]	John Smith has taken 20 damage from Victor.
[19:54:06]	Victor has taken 4 damage from npc_hunter.
[19:54:06]	Victor has taken 4 damage from npc_hunter.
[19:54:07]	Victor has taken 4 damage from npc_hunter.
[19:54:07]	Victor has taken 4 damage from npc_hunter.
[19:54:07]	Victor has taken 4 damage from npc_hunter.
[19:54:07]	Victor has taken 4 damage from npc_hunter.
[19:54:07]	Victor has taken 4 damage from npc_hunter.
[19:54:07]	Victor has taken 4 damage from npc_hunter.
[19:54:07]	Victor has taken 12 damage from John Smith.
[19:54:07]	Victor has taken 4 damage from npc_hunter.
[19:54:07]	Victor has taken 4 damage from npc_hunter.
[19:54:07]	Victor has taken 4 damage from npc_hunter.
[19:54:08]	John Smith has taken 20 damage from Victor.
[19:54:08]	John Smith has taken 20 damage from Victor.
[19:54:08]	Victor has taken 4 damage from npc_hunter.
[19:54:08]	John Smith has taken 20 damage from Victor.
[19:54:08]	Victor has taken 4 damage from npc_hunter.
[19:54:08]	John Smith has taken 20 damage from Victor.
[19:54:08]	John Smith has taken 20 damage from Victor.
[19:54:08]	Victor has taken 4 damage from npc_hunter.
[19:54:08]	John Smith has taken 20 damage from Victor.
[19:54:12]	Victor has taken 4 damage from npc_hunter.
[19:54:12]	Victor has taken 4 damage from npc_hunter.
[19:54:12]	Victor has taken 4 damage from npc_hunter.
[19:54:12]	Victor has taken 4 damage from npc_hunter.
[19:54:12]	Victor has taken 4 damage from npc_hunter.
[19:54:13]	Victor has taken 4 damage from npc_hunter.
[19:54:13]	Victor has taken 4 damage from npc_hunter.
[19:54:13]	Victor has taken 4 damage from npc_hunter.
[19:54:13]	Victor has taken 4 damage from npc_hunter.
[19:54:13]	Victor has taken 4 damage from npc_hunter.
[19:54:13]	Victor has taken 4 damage from npc_hunter.
[19:54:17]	Victor has taken 4 damage from npc_hunter.
[19:54:18]	Victor has taken 8 damage from npc_manhack.
[19:54:20]	Victor has taken 4 damage from npc_manhack.
[19:54:21]	Victor has taken 4 damage from npc_hunter.
[19:54:21]	Victor has taken 4 damage from npc_hunter.
[19:54:21]	Victor has taken 4 damage from npc_hunter.
[19:54:21]	Victor has taken 4 damage from npc_hunter.
[19:54:21]	Victor has taken 4 damage from npc_hunter.
[19:54:22]	Victor has taken 4 damage from npc_hunter.
[19:54:22]	Victor has taken 4 damage from npc_manhack.
[19:54:22]	Victor has taken 4 damage from npc_hunter.
[19:54:24]	Victor has taken 4 damage from npc_hunter.
[19:54:24]	John Smith has taken 4 damage from npc_hunter.
[19:54:24]	Victor has taken 4 damage from npc_hunter.
[19:54:24]	John Smith has taken 4 damage from npc_hunter.
[19:54:24]	Victor has taken 4 damage from npc_hunter.
[19:54:24]	John Smith has taken 4 damage from npc_hunter.
[19:54:24]	Victor has taken 4 damage from npc_hunter.
[19:54:24]	John Smith has taken 4 damage from npc_hunter.
[19:54:24]	Victor has taken 4 damage from npc_hunter.
[19:54:25]	John Smith has taken 4 damage from npc_hunter.
[19:54:25]	Victor has taken 4 damage from npc_hunter.
[19:54:25]	Victor has taken 4 damage from npc_hunter.
[19:54:25]	Victor has taken 4 damage from npc_hunter.
[19:54:25]	Victor has taken 16 damage from Cameron Nixon.
[19:54:25]	Victor has taken 4 damage from npc_hunter.
[19:54:26]	Victor has taken 16 damage from Cameron Nixon.
[19:54:26]	Victor has taken 4 damage from npc_hunter.
[19:54:26]	Victor has taken 4 damage from npc_hunter.
[19:54:26]	Victor has taken 4 damage from npc_hunter.
[19:54:26]	John Smith has taken 5 damage from npc_hunter.
[19:54:30]	Cameron Nixon has taken 20 damage from Victor.
[19:54:30]	Cameron Nixon has taken 4 damage from npc_hunter.
[19:54:36]	Victor has taken 8 damage from npc_manhack.
[19:54:36]	Victor has taken 4 damage from npc_hunter.
[19:54:36]	Victor has taken 4 damage from npc_hunter.
[19:54:36]	Victor has taken 4 damage from npc_hunter.
[19:54:37]	Victor has taken 4 damage from npc_hunter.
[19:54:37]	Victor has taken 4 damage from npc_hunter.
[19:54:37]	Victor has taken 4 damage from npc_hunter.
[19:54:37]	Victor has taken 4 damage from npc_hunter.
[19:54:38]	[Y] Cameron Nixon: Shit!
[19:54:41]	John Smith has taken 4 damage from npc_manhack.
[19:54:49]	Victor has taken 16 damage from Cameron Nixon.
[19:54:49]	Victor has taken 16 damage from Cameron Nixon.
[19:54:50]	Victor has taken 16 damage from Cameron Nixon.
[19:54:50]	Victor has taken 16 damage from Cameron Nixon.
[19:54:50]	Victor has taken 16 damage from Cameron Nixon.
[19:54:50]	Victor has taken 16 damage from Cameron Nixon.
[19:54:53]	Victor has taken 16 damage from Cameron Nixon.
[19:54:55]	Victor has taken 4 damage from npc_manhack.
[19:55:04]	Victor has taken 4 damage from npc_manhack.
[19:55:06]	Victor has taken 16 damage from Cameron Nixon.
[19:55:06]	Victor has taken 16 damage from Cameron Nixon.
[19:55:06]	Victor has taken 4 damage from npc_manhack.
[19:55:06]	Victor has taken 16 damage from Cameron Nixon.
[19:55:07]	Victor has taken 16 damage from Cameron Nixon.
[19:55:07]	Victor has taken 16 damage from Cameron Nixon.
[19:55:07]	Victor has taken 16 damage from Cameron Nixon.
[19:55:08]	Victor has taken 16 damage from Cameron Nixon.
[19:55:08]	Victor has taken 16 damage from Cameron Nixon.
[19:55:08]	Victor has taken 16 damage from Cameron Nixon.
[19:55:10]	Victor has taken 16 damage from Cameron Nixon.
[19:55:10]	Victor has taken 16 damage from Cameron Nixon.
[19:55:11]	Victor has killed Victor.
[19:55:15]	John Smith has taken 4 damage from npc_manhack.
[19:55:20]	matt saton loaded the character 'Jason Mackey'
[19:55:25]	matt saton loaded the character 'Victor'
[19:55:26]	Victor entered observer.
[19:55:34]	[OOC] Cameron Nixon: Did I fr just get that tank
[19:55:41]	Victor has spawned a 'NPC [55][npc_combine_s]'.
[19:55:41]	Victor has spawned a 'NPC [86][npc_combine_s]'.
[19:55:42]	Victor has spawned a 'NPC [85][npc_combine_s]'.
[19:55:43]	Victor has spawned a 'NPC [356][npc_combine_s]'.
[19:55:44]	Victor has spawned a 'NPC [243][npc_combine_s]'.
[19:55:45]	Victor has spawned a 'NPC [360][npc_combine_s]'.
[19:55:45]	Victor has spawned a 'NPC [389][npc_combine_s]'.
[19:55:46]	Victor has spawned a 'NPC [391][npc_combine_s]'.
[19:55:47]	Victor has spawned a 'NPC [56][npc_manhack]'.
[19:55:48]	Victor has spawned a 'NPC [397][npc_manhack]'.
[19:55:48]	Victor has spawned a 'NPC [401][npc_manhack]'.
[19:55:48]	Victor has spawned a 'NPC [404][npc_manhack]'.
[19:55:48]	Victor has spawned a 'NPC [412][npc_manhack]'.
[19:55:48]	Victor has spawned a 'NPC [424][npc_manhack]'.
[19:55:50]	Victor has spawned a 'NPC [455][npc_manhack]'.
[19:55:51]	Victor has spawned a 'NPC [423][npc_combine_s]'.
[19:55:52]	Victor has spawned a 'NPC [534][npc_combine_s]'.
[19:55:52]	Victor has spawned a 'NPC [265][npc_combine_s]'.
[19:55:52]	Victor has spawned a 'NPC [542][npc_combine_s]'.
[19:55:52]	Victor has spawned a 'NPC [394][npc_combine_s]'.
[19:55:54]	John Smith has taken 3 damage from npc_combine_s.
[19:55:54]	John Smith has taken 3 damage from npc_combine_s.
[19:55:54]	Victor has spawned a 'NPC [505][npc_cstalker]'.
[19:55:55]	Victor has spawned a 'NPC [552][npc_cstalker]'.
[19:55:56]	Victor has spawned a 'NPC [517][npc_cstalker]'.
[19:55:58]	Victor has spawned a 'NPC [561][npc_fassassin]'.
[19:55:59]	John Smith has taken 3 damage from npc_combine_s.
[19:56:02]	Cameron Nixon has taken 3 damage from npc_combine_s.
[19:56:06]	Victor has spawned a 'NPC [317][npc_cscanner]'.
[19:56:06]	Victor has spawned a 'NPC [566][npc_cscanner]'.
[19:56:22]	John Smith has taken 1 damage from env_laser.
[19:56:23]	John Smith has taken 3 damage from npc_combine_s.
[19:56:23]	John Smith has taken 1 damage from env_laser.
[19:56:23]	John Smith has taken 1 damage from env_laser.
[19:56:23]	John Smith has taken 3 damage from npc_combine_s.
[19:56:24]	John Smith has taken 3 damage from npc_combine_s.
