[03:18:23]	Bonkusgoosus has connected.
[22:10:03]	Smith Lee Jhones has gained a 'Notepad' #38365.
[22:10:13]	[ME] Sona la Rona: would sit down
[22:10:34]	Smith Lee Jhones ran 'drop' on item 'Notepad' (#38365)
[22:10:34]	Smith Lee Jhones has lost a 'Notepad' #38365.
[22:10:42]	[ME] CCA.C17-HELIX.i3.08874: rubs his head before nodding.
[22:10:48]	Smith Lee Jhones ran 'take' on item 'Notepad' (#38365)
[22:10:48]	Smith Lee Jhones has gained a 'Notepad' #38365.
[22:10:52]	[ME] Jacob Desmone: Would set down what seems is a scrap metal
[22:10:54]	Jacob Desmone ran 'drop' on item 'Scrap Electronics' (#38905)
[22:10:54]	Jacob Desmone has lost a 'Scrap Electronics' #38905.
[22:11:00]	[ME] Jacob Desmone: Would attach a lightbulb to a wire
[22:11:16]	[ME] Jacob Desmone: Would back up flip a small switch on a notepad
[22:11:17]	Smith Lee Jhones ran 'drop' on item 'Notepad' (#38365)
[22:11:17]	Smith Lee Jhones has lost a 'Notepad' #38365.
[22:11:32]	[IT] Jacob Desmone: The light would turn on immediantly showing a dark red light
[22:11:34]	CCA.C17-HELIX.i3.08874 has gained 10 tokens.
[22:11:49]	Smith Lee Jhones has taken 5 damage from frontierradio3.
[22:12:25]	Smith Lee Jhones has taken 10 damage from frontierradio3.
[22:12:28]	[ME] Jacob Desmone: Would pack up the metal into a bag
[22:12:29]	Jacob Desmone ran 'take' on item 'Scrap Electronics' (#38905)
[22:12:29]	Jacob Desmone has gained a 'Scrap Electronics' #38905.
[22:13:08]	[ME] CCA.C17-HELIX.i3.08874: hits the radio out of his hands.
[22:13:40]	[ME] CCA.C17-HELIX.i3.08874: pushes him against the wall, before hitting him twice.
[22:13:47]	Smith Lee Jhones has taken 10 damage from CCA.C17-HELIX.i3.08874.
[22:13:48]	Smith Lee Jhones has taken 10 damage from CCA.C17-HELIX.i3.08874.
[22:14:02]	Jacob Desmone ran 'View' on item 'Paper' (#38805)
[22:14:19]	Jacob Desmone opened the 'Dumpster' #2684 container.
[22:14:22]	Jacob Desmone ran 'drop' on item 'Scrap Metal' (#38799)
[22:14:23]	Jacob Desmone ran 'drop' on item 'Scrap Metal' (#37468)
[22:14:23]	Jacob Desmone closed the 'Dumpster' #2684 container.
[22:14:25]	Jacob Desmone ran 'take' on item 'Scrap Metal' (#37468)
[22:14:25]	Jacob Desmone has gained a 'Scrap Metal' #37468.
[22:14:26]	Jacob Desmone ran 'take' on item 'Scrap Metal' (#38799)
[22:14:26]	Jacob Desmone has gained a 'Scrap Metal' #38799.
[22:14:33]	Jacob Desmone has gained a 'Rope' #39032.
[22:14:58]	[Y] Smith Lee Jhones: I AM JUST FUCKEN WALKING.
[22:15:21]	[ME] CCA.C17-HELIX.i3.08874: grabs their arms forcefully and ties them behind their back.
[22:15:31]	[LOOC] CCA.C17-HELIX.i3.08874: resist?
[22:15:53]	[ME] Smith Lee Jhones: *slightly resist*
[22:16:21]	[ME] CCA.C17-HELIX.i3.08874: instead opts to hit them multiple times over the head.
[22:16:23]	Smith Lee Jhones has taken 4 damage from CCA.C17-HELIX.i3.08874.
[22:16:24]	Smith Lee Jhones has taken 4 damage from CCA.C17-HELIX.i3.08874.
[22:16:25]	Smith Lee Jhones has taken 4 damage from CCA.C17-HELIX.i3.08874.
[22:16:34]	CCA.C17-HELIX.i3.08874 has gained 10 tokens.
[22:16:35]	[ME] CCA.C17-HELIX.i3.08874: drags their limp body.
[22:16:35]	Smith Lee Jhones used command '/CharGetUp'.
[22:17:51]	[ME] CCA.C17-HELIX.i3.08874: ties their arms while they are knocked out.
[22:17:53]	[LOOC] CCA.C17-HELIX.i3.08874: get up
[22:18:06]	CCA.C17-HELIX.i3.08874 ran 'Use' on item 'Zip Tie' (#38383)
[22:18:08]	Smith Lee Jhones ran 'Drink' on item 'Biotic Grade Beverage' (#37190)
[22:18:08]	CCA.C17-HELIX.i3.08874 ran 'Use' on item 'Zip Tie' (#38383)
[22:18:27]	CCA.C17-HELIX.i3.08874 used command '/Radio Copy'.
[22:18:34]	CCA.C17-HELIX.i3.08874 opened the 'Metal Cabinet' #2498 container.
[22:18:38]	CCA.C17-HELIX.i3.08874 closed the 'Metal Cabinet' #2498 container.
[22:18:39]	CCA.C17-HELIX.i3.08874 opened the 'Metal Cabinet' #2499 container.
[22:18:41]	CCA.C17-HELIX.i3.08874 closed the 'Metal Cabinet' #2499 container.
[22:18:43]	CCA.C17-HELIX.i3.08874 opened the 'File Cabinet' #203 container.
[22:18:48]	CCA.C17-HELIX.i3.08874 closed the 'File Cabinet' #203 container.
[22:18:53]	[Y] Smith Lee Jhones: YOUR CAMERAS SUCK HEAD CRAB DICK.
[22:19:34]	Smith Lee Jhones used command '/Apply'.
[22:19:45]	[ME] CCA.C17-HELIX.i3.08874: takes out a PDA, then begins documenting.
[22:19:51]	CCA.C17-HELIX.i3.08874 used command '/ViewData smith'.
[22:21:34]	CCA.C17-HELIX.i3.08874 has gained 10 tokens.
[22:21:42]	[OOC] Sona la Rona: wtf yall doin
[22:21:57]	[OOC] Smith Lee Jhones: CCA Cams bing wack
[22:22:03]	[ME] CCA.C17-HELIX.i3.08874: grabs them by the arm and forces them along.
[22:22:14]	[OOC] Sona la Rona: guh?
[22:22:30]	[OOC] Sona la Rona: wtf just happened
[22:22:49]	[OOC] Jacob Desmone: bhack
[22:23:10]	[OOC] CCA.C17-HELIX.i3.08874: guy got arrested
[22:23:16]	[OOC] Sona la Rona: imagine
[22:23:47]	Sona la Rona ran 'View' on item 'Notepad' (#38365)
[22:23:59]	Lildirtyharry04 has connected.
[22:24:04]	[OOC] Sona la Rona: new guy?
[22:24:07]	[OOC] Sona la Rona: or no
[22:24:15]	Jacob Desmone ran 'View' on item 'Paper' (#38890)
[22:24:40]	Lildirtyharry04 loaded the character 'Richard Barley'
[22:24:54]	[ME] Sona la Rona: would be seen sitting down
[22:25:04]	[OOC] Richard Barley: hmm
[22:25:09]	Lildirtyharry04 loaded the character 'Qul'jal'
[22:25:20]	wendigo loaded the character 'Ava Carter'
[22:25:33]	Ava Carter used command '/PM qul imma find u'.
[22:25:44]	Weaponized Turtles loaded the character 'CCA.C17-UNION.i5.94233'
[22:25:54]	Qul'jal used command '/PM carter thats fine. I gotta figure out this swep lol. check bug reports and you will see what i mean'.
[22:26:11]	Ava Carter used command '/PM qul guessing you at boats'.
[22:26:19]	Qul'jal used command '/PM carter where else would i be?'.
[22:26:24]	Ava Carter used command '/PM qul idfk'.
[22:26:27]	CCA.C17-UNION.i5.94233 used command '/Radio 10-8'.
[22:26:30]	CCA.C17-HELIX.i3.08874 used command '/Radio Union, transfer this one to the cells.'.
[22:26:32]	Qul'jal used command '/PM carter I see's u'.
[22:26:34]	CCA.C17-HELIX.i3.08874 has gained 10 tokens.
[22:26:35]	CCA.C17-UNION.i5.94233 used command '/Radio location'.
[22:26:37]	CCA.C17-HELIX.i3.08874 used command '/Radio Two cycles'.
[22:26:39]	Smith Lee Jhones has taken 0 damage from nexus_interr_laser.
[22:26:39]	Smith Lee Jhones has taken 0 damage from nexus_interr_laser.
[22:26:57]	CCA.C17-HELIX.i3.08874 used command '/Radio 10-7'.
[22:27:06]	[ME] CCA.C17-UNION.i5.94233: Would drag the man with the union
[22:27:07]	[OOC] CCA.C17-HELIX.i3.08874: getting off for the day
[22:27:08]	[OOC] CCA.C17-HELIX.i3.08874: gn
[22:27:10]	[ME] Qul'jal: would be ready at the door. A gree glow emitted from his hands. 
[22:27:16]	[ME] Qul'jal: would silence his glow
[22:27:17]	Painevan (STEAM_0:0:68118061) has disconnected.
[22:28:10]	[OOC] Ava Carter: malo that would be a big L if you get pk'd
[22:28:11]	[LOOC] Qul'jal: here. Have your crowbar back lol
[22:28:14]	Qul'jal ran 'drop' on item 'Crowbar' (#35035)
[22:28:14]	Qul'jal has lost a 'Crowbar' #35035.
[22:28:17]	Ava Carter ran 'take' on item 'Crowbar' (#35035)
[22:28:23]	[LOOC] Qul'jal: I have Melee now
[22:28:27]	Ava Carter ran 'drop' on item 'Empty Combine Air Tank' (#39007)
[22:28:27]	Ava Carter has lost a 'Empty Combine Air Tank' #39007.
[22:28:29]	Ava Carter ran 'take' on item 'Crowbar' (#35035)
[22:28:29]	Ava Carter has gained a 'Crowbar' #35035.
[22:28:44]	[ME] CCA.C17-UNION.i5.94233: Would slide the man into the cell
[22:30:44]	CCA.C17-UNION.i5.94233 has gained 10 tokens.
[22:30:51]	[LOOC] Qul'jal: If I do it might zap you instead and take lol
[22:30:57]	[ME] CCA.C17-UNION.i5.94233: Would check his PDA
[22:30:59]	[LOOC] Qul'jal: this swep I can't SEE the abilties im using
[22:31:04]	Smith Lee Jhones used command '/Apply'.
[22:31:07]	CCA.C17-UNION.i5.94233 used command '/ViewData smith'.
[22:31:09]	[LOOC] Qul'jal: its a huge ass error
[22:31:18]	[LOOC] Ava Carter: L
[22:31:32]	[OOC] Ava Carter: tort stop being a baby
[22:31:51]	[LOOC] Qul'jal: I can try. It won't insta kill you
[22:32:08]	[OOC] Ava Carter: fuk u
[22:32:23]	[OOC] Ava Carter: jefferson is just stupid
[22:32:28]	[ME] CCA.C17-UNION.i5.94233: Would audibly set his stunstick higher
[22:32:34]	[LOOC] Qul'jal: who you insulting?
[22:32:43]	[LOOC] Ava Carter: jefferson
[22:32:53]	[LOOC] Qul'jal: ima try
[22:32:54]	[LOOC] Ava Carter: and tortuga
[22:33:32]	[ME] Qul'jal: would attempt to harness a small green glow from his hand. 
[22:33:46]	[LOOC] Qul'jal: fair warning. IDK what this will do.
[22:33:52]	[OOC] Ava Carter: my cat is being stoopid right next to me
[22:34:08]	[OOC] CCA.C17-UNION.i5.94233: L cat
[22:34:12]	[LOOC] Qul'jal: what did that do?
[22:34:18]	[ME] CCA.C17-UNION.i5.94233: Would check the time
[22:34:19]	[OOC] Ava Carter: stfu tortuga
[22:34:23]	[OOC] Ava Carter: go eat grass
[22:34:25]	[LOOC] Qul'jal: im curious
[22:34:31]	[LOOC] Ava Carter: heal meh
[22:34:57]	[ME] Qul'jal: would put away his glow. Clapsing his hands together
[22:35:16]	[ME] CCA.C17-UNION.i5.94233: Would drag the man with him 
[22:35:21]	[ME] Qul'jal: would nod
[22:35:44]	CCA.C17-UNION.i5.94233 has gained 10 tokens.
[22:35:45]	[OOC] Ava Carter: how tf did i get 60 tokens
[22:35:48]	[ME] CCA.C17-UNION.i5.94233: Would take off his bag and zipties
[22:35:54]	[OOC] Smith Lee Jhones: onlyfans
[22:35:57]	[OOC] Ava Carter: am i generating money
[22:36:00]	[OOC] Ava Carter: or that
[22:36:02]	[OOC] CCA.C17-UNION.i5.94233: Rations
[22:36:04]	[ME] Qul'jal: would look around at the beach for targets
[22:36:04]	[OOC] CCA.C17-UNION.i5.94233: gives money
[22:36:09]	[OOC] CCA.C17-UNION.i5.94233: loyalist rations give like 20-30
[22:36:50]	Ava Carter opened the 'Reinforced Padlocked Locker' #2852 container.
[22:36:52]	Ava Carter closed the 'Reinforced Padlocked Locker' #2852 container.
[22:36:52]	[ME] Qul'jal: would aim at the rock
[22:36:56]	[LOOC] Smith Lee Jhones: bumb ass
[22:36:58]	[LOOC] CCA.C17-UNION.i5.94233: nahh
[22:37:00]	[LOOC] CCA.C17-UNION.i5.94233: tripping
[22:37:03]	[LOOC] Qul'jal: sound glitches
[22:37:05]	[LOOC] Qul'jal: do stop sound
[22:37:12]	Weaponized Turtles loaded the character 'Jacob Desmone'
[22:37:32]	[OOC] Ava Carter: union you in big trouble now vortigaunt got his powers
[22:37:33]	[ME] Qul'jal: would recoil from the attack. Stamping the ground and putting down his arms. Seeming a little tired, but still able to move
[22:37:51]	Jacob Desmone ran 'drop' on item 'CWU Worker Suit' (#34125)
[22:37:51]	Jacob Desmone has lost a 'CWU Worker Suit' #34125.
[22:37:53]	Jacob Desmone ran 'take' on item 'CWU Worker Suit' (#34125)
[22:37:53]	Jacob Desmone has gained a 'CWU Worker Suit' #34125.
[22:37:55]	Jacob Desmone ran 'Equip' on item 'CWU Worker Suit' (#34125)
[22:37:57]	Jacob Desmone ran 'Open' on item 'Standard Grade Ration' (#39027)
[22:37:57]	Jacob Desmone has gained a 'Standard Grade Food Product (Bread Flavor)' #39033.
[22:37:57]	Jacob Desmone has gained a 'Standard Grade Supplements (Lettuce Flavor)' #39034.
[22:37:57]	Jacob Desmone has gained a 'Consulate Water' #39035.
[22:37:57]	Jacob Desmone has gained 10 tokens.
[22:38:00]	Jacob Desmone ran 'Open' on item 'Loyalist Grade Ration' (#39028)
[22:38:00]	Jacob Desmone has gained a 'Loyalist Grade Food Product (Garlic Flavor)' #39036.
[22:38:00]	Jacob Desmone has gained a 'Loyalist Grade Supplements (Pickle Flavor)' #39037.
[22:38:00]	Jacob Desmone has gained a 'Flavored Consulate Water' #39038.
[22:38:00]	Jacob Desmone has gained 20 tokens.
[22:38:03]	Jacob Desmone ran 'Consume' on item 'Standard Grade Food Product (Bread Flavor)' (#39033)
[22:38:05]	Jacob Desmone ran 'Consume' on item 'Loyalist Grade Supplements (Pickle Flavor)' (#39037)
[22:38:08]	Jacob Desmone ran 'Consume' on item 'Loyalist Grade Food Product (Garlic Flavor)' (#39036)
[22:38:17]	Jacob Desmone has gained a 'Refined Metal' #39039.
[22:38:18]	[LOOC] Qul'jal: don't tell anyone. But the swep is hella broken rn. Not just by looks and what powers I can use
[22:38:29]	[LOOC] Ava Carter: it's obvious
[22:38:31]	Jacob Desmone has gained a 'Graphics Card' #39040.
[22:38:32]	[LOOC] Qul'jal: but, the swep according to DRD does 5000+dmg
[22:38:35]	Jacob Desmone ran 'drop' on item 'Graphics Card' (#39040)
[22:38:35]	Jacob Desmone has lost a 'Graphics Card' #39040.
[22:38:37]	[LOOC] Ava Carter: what
[22:38:40]	[OOC] Jacob Desmone: where is the smort vort
[22:38:44]	[OOC] Ava Carter: boat
[22:38:45]	[LOOC] Qul'jal: since his frog has 5000 HP, I killed his ass one shot
[22:38:45]	Jacob Desmone ran 'View' on item 'Paper' (#34680)
[22:38:50]	[LOOC] Ava Carter: lmao
[22:39:03]	[LOOC] Qul'jal: sooo... I made a promise not to hit combine with it unless they forced me
[22:39:07]	[OOC] Ava Carter: no cp's on let's raid the nexus
[22:39:23]	[OOC] Jacob Desmone: mr vort
[22:39:26]	[OOC] Qul'jal: hmm
[22:39:27]	[OOC] Jacob Desmone: show me your moves
[22:39:44]	[OOC] Qul'jal: Perhaps
[22:40:12]	[Y] Jacob Desmone: Its me Jacob.
[22:40:13]	[Y] Ava Carter: Wassup jacob!
[22:40:29]	[OOC] Jacob Desmone: im stuck
[22:40:34]	[OOC] Qul'jal: good
[22:40:34]	[OOC] Smith Lee Jhones: suffer
[22:40:36]	[OOC] Ava Carter: skill issue
[22:40:45]	[OOC] Ava Carter: +ratio
[22:40:50]	[LOOC] Qul'jal: i mean I can disinigrate you and you can walk back lol
[22:40:53]	[LOOC] Jacob Desmone: no
[22:40:56]	[LOOC] Jacob Desmone: move the antlion
[22:41:04]	[OOC] Ava Carter: NOW IM STUCK
[22:41:10]	[OOC] Smith Lee Jhones: karma
[22:41:20]	[LOOC] Qul'jal: lol
[22:41:23]	[LOOC] Qul'jal: hold on
[22:41:24]	[LOOC] Jacob Desmone: wait we are moving
[22:41:27]	[LOOC] Jacob Desmone: AVA HELP US
[22:41:28]	[OOC] Ava Carter: fucking idiots
[22:41:28]	Lildirtyharry04 loaded the character 'Richard Barley'
[22:41:32]	Smith Lee Jhones has taken 5 damage from frontierradio3.
[22:41:32]	frontierradio3 has killed Smith Lee Jhones.
[22:41:33]	Lildirtyharry04 loaded the character 'Qul'jal'
[22:41:52]	[LOOC] Qul'jal: so...
[22:41:54]	Smith Lee Jhones ran 'Equip' on item 'Shovel' (#34069)
[22:41:56]	[OOC] Ava Carter: WAIT WHY AM I STUCK NOW
[22:41:59]	Qul'jal has taken 10 damage from Jacob Desmone.
[22:42:00]	Qul'jal has taken 10 damage from Jacob Desmone.
[22:42:01]	Qul'jal has taken 10 damage from Jacob Desmone.
[22:42:03]	Qul'jal has taken 10 damage from Jacob Desmone.
[22:42:04]	Qul'jal has taken 10 damage from Jacob Desmone.
[22:42:05]	Qul'jal has taken 10 damage from Jacob Desmone.
[22:42:07]	Jacob Desmone has taken 15 damage from Qul'jal.
[22:42:07]	Jacob Desmone has taken 15 damage from Qul'jal.
[22:42:07]	[OOC] Ava Carter: HUGE AHH LAG FOR ME
[22:42:11]	Qul'jal has taken 10 damage from Jacob Desmone.
[22:42:12]	Qul'jal has taken 10 damage from Jacob Desmone.
[22:42:13]	Qul'jal has taken 10 damage from Jacob Desmone.
[22:42:14]	Jacob Desmone has taken 15 damage from Qul'jal.
[22:42:14]	Jacob Desmone has taken 15 damage from Qul'jal.
[22:42:15]	Jacob Desmone has taken 15 damage from Qul'jal.
[22:42:15]	Jacob Desmone has taken 15 damage from Qul'jal.
[22:42:16]	Qul'jal has taken 10 damage from Jacob Desmone.
[22:42:17]	Jacob Desmone has taken 15 damage from Qul'jal.
[22:42:17]	Qul'jal has killed Jacob Desmone with weapon_vortswep.
[22:42:19]	Qul'jal has taken 11 damage from Ava Carter.
[22:42:19]	Ava Carter has killed Qul'jal with weapon_knife.
[22:42:30]	DRD has connected.
[22:42:35]	[OOC] Ava Carter: KILLED THE VORT TOO EASY
[22:42:43]	[OOC] Ava Carter: brb
[22:43:38]	DRD loaded the character 'Major-General Sir Issac Brock KB'
[22:43:42]	Major-General Sir Issac Brock KB entered observer.
[22:43:51]	[OOC] Jacob Desmone: smh drd
[22:43:55]	Smith Lee Jhones ran 'take' on item 'Pliers' (#38457)
[22:43:55]	Smith Lee Jhones has gained a 'Pliers' #38457.
[22:43:56]	[OOC] Major-General Sir Issac Brock KB: which one of you are malo
[22:44:06]	[OOC] Major-General Sir Issac Brock KB: oh
[22:44:07]	[OOC] Smith Lee Jhones: mee, with the steam name mal0
[22:44:18]	[OOC] Major-General Sir Issac Brock KB: it's the one named mal0 and the mal.0 pfp, who would have guessed
[22:44:33]	Smith Lee Jhones has gained a 'Light Bulb' #39042.
[22:44:37]	Major-General Sir Issac Brock KB used command '/CharGiveFlag smith pet'.
[22:44:44]	[OOC] Ava Carter: im back
[22:44:47]	[OOC] Smith Lee Jhones: yeay
[22:44:50]	Major-General Sir Issac Brock KB used command '/PlyWhitelist smith ancil'.
[22:44:55]	[LOOC] Qul'jal: lmao
[22:44:55]	Major-General Sir Issac Brock KB used command '/PlyWhitelist smith bird'.
[22:45:00]	[OOC] Ava Carter: drd tp me up there
[22:45:05]	[OOC] Jacob Desmone: drd smh make me i3
[22:45:06]	[OOC] Jacob Desmone: rn
[22:45:07]	[OOC] Qul'jal: Or fix the ship
[22:45:08]	[OOC] Jacob Desmone: or I beat me
[22:45:11]	[OOC] Jacob Desmone: I beat you
[22:45:12]	Major-General Sir Issac Brock KB used command '/PlyWhitelist smith alient'.
[22:45:15]	Major-General Sir Issac Brock KB used command '/PlyWhitelist smith alien'.
[22:45:16]	[OOC] Qul'jal: the ladder Is a bitch
[22:45:21]	[OOC] Qul'jal: and you get stuck lol
[22:45:27]	[OOC] Jacob Desmone: the ladder has a KDA of 2:0
[22:45:31]	[OOC] Smith Lee Jhones: or killed by a damn radio
[22:45:31]	[OOC] Ava Carter: tortuga if you try to kill me
[22:45:32]	Major-General Sir Issac Brock KB entered observer.
[22:45:32]	Major-General Sir Issac Brock KB exited observer at their location.
[22:45:32]	Major-General Sir Issac Brock KB entered observer.
[22:45:37]	[OOC] Jacob Desmone: are yyou drd
[22:45:45]	[OOC] Ava Carter: u didn't fix it
[22:45:53]	[OOC] Jacob Desmone: LOL
[22:45:57]	[OOC] Jacob Desmone: W DRD
[22:46:07]	Ava Carter opened the 'Padlocked Infestation Control Footlocker' #2970 container.
[22:46:09]	Ava Carter closed the 'Padlocked Infestation Control Footlocker' #2970 container.
[22:46:10]	Major-General Sir Issac Brock KB exited observer at their location.
[22:46:18]	[LOOC] Jacob Desmone: frog
[22:46:25]	[OOC] Qul'jal: OH
[22:46:34]	[OOC] Qul'jal: thats how I ahve X-ray lol
[22:46:39]	Major-General Sir Issac Brock KB entered observer.
[22:46:40]	Ava Carter ran 'View' on item 'Notepad' (#29210)
[22:46:49]	Major-General Sir Issac Brock KB exited observer at their location.
[22:46:55]	[ME] Jacob Desmone: Stares in awe
[22:46:58]	[LOOC] Qul'jal: yee. I have fucking wall hacks and can see your health aproximate value
[22:47:00]	Major-General Sir Issac Brock KB entered observer.
[22:47:10]	Major-General Sir Issac Brock KB ran 'View' on item 'Notepad' (#29210)
[22:47:49]	Ava Carter ran 'View' on item 'Paper' (#33709)
[22:47:50]	[ME] Jacob Desmone: Would hand him the contraption he made earliuer a light system
[22:47:55]	Jacob Desmone ran 'drop' on item 'Scrap Electronics' (#38905)
[22:47:55]	Jacob Desmone has lost a 'Scrap Electronics' #38905.
[22:48:08]	[OOC] Ava Carter: imagine a bossfight happened rn
[22:48:08]	[ME] Jacob Desmone: Shows a button
[22:48:10]	Mal0 v0.9 created the character 'SQUAK'
[22:48:14]	Mal0 v0.9 loaded the character 'SQUAK'
[22:48:15]	DRD (STEAM_0:0:193599766) deleted character '0219 314 URB-LOC 0017'
[22:48:18]	DRD (STEAM_0:0:193599766) deleted character 'Johnathon Whittmore'
[22:48:23]	DRD loaded the character 'Paul-Henri Cartier'
[22:48:27]	Paul-Henri Cartier entered observer.
[22:48:40]	[OOC] Ava Carter: like a gargantua spawn right outside the boat
[22:48:40]	[ME] Qul'jal: would look at the system. He would hold it in his hands looking it over. He would then give it a short electrical current. Alowing the light to pass on. Almost a little to much.
[22:48:41]	Paul-Henri Cartier exited observer at their location.
[22:48:48]	[OOC] Ava Carter: and we would have to fight it
[22:48:56]	[IT] Jacob Desmone: The lightbulb would glow with a dark red light then burst
[22:49:00]	[Y] Jacob Desmone: What the hell.
[22:49:07]	[ME] Jacob Desmone: Would sigh
[22:49:19]	[Y] Ava Carter: I SEE SOMEONE!
[22:49:20]	[ME] Qul'jal: would close his eyes. 
[22:49:25]	[Y] Jacob Desmone: Its ok vort.
[22:49:35]	[ME] Jacob Desmone: Would go back to applying the cables and attaching a new lightbulb
[22:49:41]	[OOC] Paul-Henri Cartier: i wish we had an increased range for emotes
[22:49:49]	[Y] Ava Carter: They're staring at the boat.
[22:49:54]	[OOC] Paul-Henri Cartier: im waving to you guys on the bridge
[22:49:54]	[Y] Ava Carter: Battle positions.
[22:49:58]	[OOC] Qul'jal: I wish I could see what abilties im using lol
[22:50:08]	[OOC] Paul-Henri Cartier: sade :(
[22:50:09]	[ME] Jacob Desmone: Would prepare his pipe
[22:50:15]	[ME] Jacob Desmone: Would grab some rope
[22:50:23]	[Y] Ava Carter: Jacob i just get a pipe or something.
[22:50:23]	[ME] SQUAK: gently coos
[22:50:23]	[Y] Jacob Desmone: CP.
[22:50:24]	[Y] Jacob Desmone: CPs!
[22:50:26]	[Y] Ava Carter: Use your fists.
[22:50:33]	[OOC] Jacob Desmone: IM STUCK AGAIN NO
[22:50:36]	[OOC] Jacob Desmone: THE BOAT BUGGED
[22:50:37]	[ME] Qul'jal: prepares a Electrical Strike. Holding at the ready
[22:50:37]	Paul-Henri Cartier entered observer.
[22:50:38]	[LOOC] Paul-Henri Cartier: GAH
[22:50:39]	[OOC] Ava Carter: skill issue
[22:50:47]	[OOC] Paul-Henri Cartier: LAG
[22:50:52]	Jacob Desmone has taken 17 damage from worldspawn.
[22:50:54]	[OOC] Jacob Desmone: thank
[22:50:55]	Jacob Desmone has taken 37 damage from worldspawn.
[22:50:55]	Jacob Desmone has taken 100 damage from prop_dynamic.
[22:50:55]	prop_dynamic has killed Jacob Desmone.
[22:50:56]	[OOC] Jacob Desmone: BRO
[22:50:58]	[OOC] Jacob Desmone: LMAO
[22:51:01]	[OOC] Paul-Henri Cartier: what
[22:51:06]	[OOC] Jacob Desmone: HE LAGGED SO HARD HE BODY SLAMMED ME
[22:51:19]	[OOC] Qul'jal: miss click
[22:51:28]	[ME] Qul'jal: nods
[22:51:32]	Jacob Desmone ran 'drop' on item 'Pipe' (#38514)
[22:51:32]	Jacob Desmone has lost a 'Pipe' #38514.
[22:51:36]	Paul-Henri Cartier exited observer at their location.
[22:51:53]	Jacob Desmone ran 'take' on item 'Pipe' (#38514)
[22:51:53]	Jacob Desmone has gained a 'Pipe' #38514.
[22:51:58]	[Y] Ava Carter: STAY BACK.
[22:52:02]	[Y] Paul-Henri Cartier: Good morning!
[22:52:06]	[ME] SQUAK: gently coos
[22:52:14]	[Y] Paul-Henri Cartier: --Sorry, Afternoon. Evening?
[22:52:17]	[OOC] Ava Carter: jacob just casually swimming past
[22:52:24]	[ME] Qul'jal: would do a flick a green glow from his hands. muttering something in vortigese
[22:52:31]	[Y] Ava Carter: Why are you here?
[22:52:39]	[OOC] Jacob Desmone: sees cpy
[22:52:41]	[OOC] Jacob Desmone: walks up to it
[22:52:50]	[Y] Jacob Desmone: It friendly?
[22:52:54]	[Y] Paul-Henri Cartier: I could ask you the same question!
[22:53:14]	[Y] Ava Carter: Im one of the exiles! i see your insignia patches are gone!
[22:53:20]	[ME] Paul-Henri Cartier: would sling his shotgun onto his back, turning on his heels
[22:53:23]	[LOOC] Paul-Henri Cartier: heel
[22:53:26]	[OOC] Qul'jal: no access to voicelines. Im sad now.
[22:53:44]	[ME] Ava Carter: would approach
[22:54:02]	[ME] SQUAK: gently coos
[22:54:13]	[LOOC] Paul-Henri Cartier: i forgot to actually include what the symbols were
[22:54:16]	[Y] Ava Carter: IS THAT A BIRD!
[22:54:16]	Bean has connected.
[22:54:19]	[LOOC] Paul-Henri Cartier: they're vaguely shaped as a crown
[22:54:19]	[LOOC] Jacob Desmone: Is it preservationist?
[22:54:22]	Paul-Henri Cartier used command '/ToggleRaise'.
[22:54:24]	SQUAK has taken 75 damage from Paul-Henri Cartier.
[22:54:24]	Paul-Henri Cartier has killed SQUAK with weapon_357.
[22:54:31]	[Y] Ava Carter: GOD DAMN.
[22:54:36]	[OOC] Qul'jal: Bye bye little birdy
[22:54:36]	[Y] Jacob Desmone: Nice shot.
[22:54:37]	[Y] Ava Carter: DID YOU JUST SHOOT THAT OUT OF THE AIR!
[22:54:40]	[OOC] SQUAK: RUDE
[22:54:41]	Bean loaded the character 'Daniel J. Cutter'
[22:54:44]	Daniel J. Cutter entered observer.
[22:54:46]	Daniel J. Cutter exited observer at their location.
[22:54:47]	Daniel J. Cutter entered observer.
[22:54:48]	[Y] Ava Carter: God DAMN YOU GOT SOME NICE AIM.
[22:54:53]	Paul-Henri Cartier used command '/ToggleRaise'.
[22:55:09]	[LOOC] Ava Carter: here*
[22:55:11]	Daniel J. Cutter exited observer at their location.
[22:55:23]	[ME] Jacob Desmone: Would grumble "Yea thats probably a better question"
[22:55:25]	[ME] Qul'jal: would hiss..... Seeing them communicate with the solider.
[22:56:21]	[LOOC] Jacob Desmone: Void that
[22:56:26]	[ME] Jacob Desmone: Would nod
[22:57:02]	[ME] SQUAK: gently coos
[22:57:04]	[ME] Jacob Desmone: Would take out the blueprint that the baron gave him before
[22:57:19]	Tiger Shark has connected.
[22:57:24]	[ME] Qul'jal: would close his eyes thinking. Before opening them
[22:57:24]	[ME] Daniel J. Cutter: Would look at the blueprint "Perfect..."
[22:57:28]	Paul-Henri Cartier used command '/CharDesc'.
[22:57:48]	[LOOC] Jacob Desmone: Rn scrap metals bugged
[22:57:51]	[LOOC] Jacob Desmone: I mean weapon parts
[22:57:52]	Paul-Henri Cartier used command '/CharDesc 5'7" | All the insignia patches have been defaced with some sort of symbol | White, dirty mask, vocoded Québécois accent | Satchel full of tools on his side | Shotgun slung on his shoulder | His left goggle is busted and not lit up'.
