[00:50:33]	Mr.Ganar has connected.
[17:42:07]	Denford F. MacMillian used command '/CharGetUp'.
[17:42:07]	Denford F. MacMillian used command '/CharGetUp'.
[17:42:09]	[LOOC] Douglas Hudson: glad we're on the same page
[17:42:11]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver'.
[17:42:14]	Denford F. MacMillian used command '/CharFallOver'.
[17:42:17]	Denford F. MacMillian used command '/CharGetUp'.
[17:42:19]	Denford F. MacMillian used command '/CharGetUp'.
[17:42:20]	Denford F. MacMillian used command '/CharGetUp'.
[17:42:34]	Douglas Hudson used command '/CharFallOver'.
[17:42:36]	Denford F. MacMillian used command '/CharFallOver'.
[17:42:37]	Denford F. MacMillian used command '/CharGetUp'.
[17:42:38]	Denford F. MacMillian used command '/CharGetUp'.
[17:42:40]	Denford F. MacMillian used command '/CharGetUp'.
[17:42:42]	Denford F. MacMillian used command '/CharGetUp'.
[17:42:57]	[LOOC] CAC.C17-VORTIPODE.24999: Whoever gets up first loses
[17:42:58]	[LOOC] Douglas Hudson: I do not vibe with this universe
[17:43:03]	[LOOC] Douglas Hudson: fucker
[17:43:07]	[LOOC] CAC.C17-VORTIPODE.24999: A
[17:43:11]	[LOOC] Douglas Hudson: you got it
[17:43:28]	[LOOC] Douglas Hudson: intense game goin on rn rn
[17:43:31]	[LOOC] Douglas Hudson: FUckin
[17:43:34]	[LOOC] Douglas Hudson: 1v1 chess
[17:43:38]	[LOOC] CAC.C17-VORTIPODE.24999: e
[17:43:46]	[LOOC] Douglas Hudson: rn
[17:43:50]	[LOOC] CAC.C17-VORTIPODE.24999: negative
[17:43:57]	[LOOC] Douglas Hudson: cuz you'll have to get up huh?
[17:44:03]	[LOOC] CAC.C17-VORTIPODE.24999: Yes
[17:44:07]	[LOOC] Douglas Hudson: toss me an act zombie
[17:44:12]	[LOOC] CAC.C17-VORTIPODE.24999: I'll play chess for LP
[17:44:15]	[LOOC] CAC.C17-VORTIPODE.24999: Against Cp
[17:44:18]	[LOOC] Douglas Hudson: hell ye 
[17:44:23]	[LOOC] CAC.C17-VORTIPODE.24999: Surs?
[17:44:30]	[LOOC] Douglas Hudson: fuck no
[17:44:38]	[LOOC] Douglas Hudson: standards
[17:44:41]	[LOOC] Douglas Hudson: aw hell ye robo cp
[17:45:04]	[LOOC] Douglas Hudson: this aint goin well
[17:45:06]	[LOOC] Douglas Hudson: fuck
[17:45:21]	[LOOC] CAC.C17-VORTIPODE.24999: ?
[17:45:29]	[LOOC] Douglas Hudson: server ded'd gotta get peeps on rn
[17:45:37]	[LOOC] Douglas Hudson: q sittin round
[17:45:40]	[LOOC] Douglas Hudson: oh fuck
[17:45:42]	[LOOC] Douglas Hudson: o fuq
[17:46:00]	[LOOC] Douglas Hudson: /me does roleplay
[17:46:06]	[LOOC] Douglas Hudson: I am victorious 
[17:46:08]	[ME] Denford F. MacMillian: does MedRP.
[17:46:09]	[LOOC] Douglas Hudson: vic 
[17:46:09]	[LOOC] CAC.C17-VORTIPODE.24999: /medoesthesame
[17:46:16]	CAC.C17-VORTIPODE.24999 rolled 13 (4 + 9) out of 100 on Medical.
[17:46:16]	CAC.C17-VORTIPODE.24999 used command '/RollSkill medical'.
[17:46:16]	Douglas Hudson rolled 84 (75 + 9) out of 100 on Hand to Hand.
[17:46:16]	Douglas Hudson used command '/RollSkill handtohand'.
[17:46:25]	[LOOC] Douglas Hudson: based 
[17:46:28]	Douglas Hudson rolled 16 out of 100.
[17:46:28]	Douglas Hudson used command '/Roll'.
[17:46:32]	CAC.C17-VORTIPODE.24999 rolled 44 (35 + 9) out of 100 on Medical.
[17:46:32]	CAC.C17-VORTIPODE.24999 used command '/RollSkill medical'.
[17:46:33]	[LOOC] Douglas Hudson: not so based 
[17:46:37]	Douglas Hudson used command '/CharGetUp'.
[17:46:39]	[LOOC] Douglas Hudson: FUCK
[17:46:41]	[LOOC] Douglas Hudson: FUCUUUCK
[17:46:48]	[LOOC] Douglas Hudson: I clicked space 
[17:46:50]	[LOOC] Douglas Hudson: tits
[17:46:52]	[LOOC] CAC.C17-VORTIPODE.24999: Nerd
[17:46:53]	CAC.C17-VORTIPODE.24999 used command '/CharGetUp'.
[17:47:59]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[17:48:24]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[17:48:31]	[LOOC] Douglas Hudson: nice
[17:48:47]	[LOOC] Douglas Hudson: time to afk for 2 years
[17:48:54]	[LOOC] CAC.C17-VORTIPODE.24999: wa
[18:00:10]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[18:06:38]	[OOC] Denford F. MacMillian: No....................
[18:07:05]	[OOC] CAC.C17-VORTIPODE.24999: Yes
[18:07:12]	[OOC] Denford F. MacMillian: Darn.
[18:07:13]	Denford F. MacMillian opened the '' #2374 container.
[18:07:13]	Denford F. MacMillian closed the '' #2374 container.
[18:07:13]	Denford F. MacMillian ran 'View' on item 'Paper' (#5259)
[18:07:19]	Denford F. MacMillian has gained a 'Broken LCD Monitor' #27522.
[18:07:26]	Denford F. MacMillian has gained a 'Cinderblock' #27523.
[18:07:28]	Denford F. MacMillian ran 'drop' on item 'Cinderblock' (#27523)
[18:07:28]	Denford F. MacMillian has lost a 'Cinderblock' #27523.
[18:07:29]	Denford F. MacMillian ran 'drop' on item 'Cinderblock' (#27499)
[18:07:29]	Denford F. MacMillian has lost a 'Cinderblock' #27499.
[18:07:29]	Denford F. MacMillian ran 'drop' on item 'Broken LCD Monitor' (#27522)
[18:07:29]	Denford F. MacMillian has lost a 'Broken LCD Monitor' #27522.
[18:07:30]	Denford F. MacMillian ran 'drop' on item 'Circuit Board' (#27501)
[18:07:30]	Denford F. MacMillian has lost a 'Circuit Board' #27501.
[18:07:31]	Denford F. MacMillian ran 'drop' on item 'Empty Pill Bottle' (#27498)
[18:07:31]	Denford F. MacMillian has lost a 'Empty Pill Bottle' #27498.
[18:07:32]	Denford F. MacMillian ran 'drop' on item 'Empty Milk Gallon' (#27500)
[18:07:32]	Denford F. MacMillian has lost a 'Empty Milk Gallon' #27500.
[18:07:33]	Denford F. MacMillian ran 'Equip' on item 'Empty Glass Bottle' (#27497)
[18:07:34]	Denford F. MacMillian ran 'drop' on item 'Circuit Board' (#27504)
[18:07:34]	Denford F. MacMillian has lost a 'Circuit Board' #27504.
[18:07:36]	Denford F. MacMillian destroyed a 'Circuit Board' #27504.
[18:07:40]	Denford F. MacMillian destroyed a 'Cinderblock' #27499.
[18:07:41]	Denford F. MacMillian destroyed a 'Cinderblock' #27523.
[18:07:42]	Denford F. MacMillian destroyed a 'Empty Milk Gallon' #27500.
[18:07:42]	Denford F. MacMillian destroyed a 'Empty Pill Bottle' #27498.
[18:07:43]	Denford F. MacMillian destroyed a 'Broken LCD Monitor' #27522.
[18:07:44]	Denford F. MacMillian destroyed a 'Circuit Board' #27501.
[18:08:14]	[OOC] CAC.C17-VORTIPODE.24999: We have come for your vortessence
[18:08:17]	[OOC] Denford F. MacMillian: no!
[18:08:21]	Denford F. MacMillian has gained a 'Circuit Board' #27522.
[18:08:22]	Denford F. MacMillian opened the '' #253 container.
[18:08:23]	Denford F. MacMillian closed the '' #253 container.
[18:08:24]	Denford F. MacMillian opened the '' #253 container.
[18:08:26]	Denford F. MacMillian closed the '' #253 container.
[18:08:33]	Denford F. MacMillian has gained a 'Scrap Plastic' #27523.
[18:08:36]	Denford F. MacMillian ran 'drop' on item 'Scrap Plastic' (#27523)
[18:08:36]	Denford F. MacMillian has lost a 'Scrap Plastic' #27523.
[18:08:37]	Denford F. MacMillian ran 'drop' on item 'Circuit Board' (#27522)
[18:08:37]	Denford F. MacMillian has lost a 'Circuit Board' #27522.
[18:08:42]	[OOC] CAC.C17-VORTIPODE.24999: GET THE FUCK OUT MY NEXUS
[18:08:43]	Denford F. MacMillian destroyed a 'Scrap Plastic' #27523.
[18:08:48]	Denford F. MacMillian destroyed a 'Circuit Board' #27522.
[18:09:01]	Denford F. MacMillian has gained a 'AA Battery' #27522.
[18:09:16]	Denford F. MacMillian ran 'take' on item 'Circuit Board' (#27177)
[18:09:16]	Denford F. MacMillian has gained a 'Circuit Board' #27177.
[18:09:41]	Denford F. MacMillian has gained a 'Empty Glass Bottle' #27523.
[18:09:46]	Denford F. MacMillian has gained a 'Padlock' #27524.
[18:09:54]	Denford F. MacMillian ran 'take' on item 'Scrap Glass' (#26650)
[18:09:54]	Denford F. MacMillian has gained a 'Scrap Glass' #26650.
[18:09:56]	Denford F. MacMillian ran 'drop' on item 'Scrap Glass' (#26650)
[18:09:56]	Denford F. MacMillian has lost a 'Scrap Glass' #26650.
[18:09:57]	Denford F. MacMillian ran 'EquipUn' on item 'Empty Glass Bottle' (#27497)
[18:09:59]	Denford F. MacMillian ran 'take' on item 'Scrap Glass' (#26650)
[18:09:59]	Denford F. MacMillian has gained a 'Scrap Glass' #26650.
[18:10:00]	Denford F. MacMillian ran 'drop' on item 'Scrap Glass' (#26650)
[18:10:00]	Denford F. MacMillian has lost a 'Scrap Glass' #26650.
[18:10:01]	Denford F. MacMillian ran 'Use' on item 'Padlock' (#27524)
[18:10:03]	Denford F. MacMillian ran 'Equip' on item 'Empty Glass Bottle' (#27523)
[18:10:04]	Denford F. MacMillian ran 'EquipUn' on item 'Empty Glass Bottle' (#27523)
[18:10:05]	Denford F. MacMillian ran 'drop' on item 'Empty Glass Bottle' (#27523)
[18:10:05]	Denford F. MacMillian has lost a 'Empty Glass Bottle' #27523.
[18:10:06]	Denford F. MacMillian ran 'drop' on item 'Circuit Board' (#27177)
[18:10:06]	Denford F. MacMillian has lost a 'Circuit Board' #27177.
[18:10:07]	Denford F. MacMillian ran 'drop' on item 'AA Battery' (#27522)
[18:10:07]	Denford F. MacMillian has lost a 'AA Battery' #27522.
[18:10:10]	Denford F. MacMillian destroyed a 'Circuit Board' #27177.
[18:10:11]	Denford F. MacMillian destroyed a 'Scrap Glass' #26650.
[18:10:12]	Denford F. MacMillian destroyed a 'AA Battery' #27522.
[18:10:13]	Denford F. MacMillian destroyed a 'Empty Glass Bottle' #27523.
[18:10:19]	Denford F. MacMillian opened the '' #2549 container.
[18:10:21]	Denford F. MacMillian closed the '' #2549 container.
[18:10:22]	Denford F. MacMillian opened the '' #240 container.
[18:10:22]	Denford F. MacMillian closed the '' #240 container.
[18:10:54]	[OOC] CAC.C17-VORTIPODE.24999: Dont mind me while i scratch at walls because of events that happend last week
[18:11:06]	Denford F. MacMillian has gained a 'Scrap Electronics' #27525.
[18:11:11]	Denford F. MacMillian ran 'take' on item 'Pipe' (#27449)
[18:11:11]	Denford F. MacMillian has gained a 'Pipe' #27449.
[18:11:19]	Denford F. MacMillian ran 'take' on item 'Cloth Scrap' (#27384)
[18:11:19]	Denford F. MacMillian has gained a 'Cloth Scrap' #27384.
[18:11:21]	Denford F. MacMillian has gained a 'Empty Combine Air Tank' #27526.
[18:11:37]	Denford F. MacMillian has gained a 'Powercord' #27527.
[18:11:42]	Denford F. MacMillian has gained a 'Broken LCD Monitor' #27528.
[18:11:55]	Denford F. MacMillian has gained a 'Adjustable Wrench' #27529.
[18:12:09]	Denford F. MacMillian has gained a 'Empty Pill Bottle' #27530.
[18:12:39]	Denford F. MacMillian has gained a 'Empty Sparkling Consulate Water Can' #27531.
[18:13:02]	Denford F. MacMillian has gained a 'Empty Paint Can' #27533.
[18:13:07]	Denford F. MacMillian has gained a 'Empty Sparkling Consulate Water Can' #27534.
[18:13:15]	Denford F. MacMillian ran 'Equip' on item 'Pipe' (#27449)
[18:13:18]	Denford F. MacMillian has gained a 'Circuit Board' #27535.
[18:14:08]	Denford F. MacMillian has taken 5 damage from npc_headcrab_fast.
[18:14:14]	Denford F. MacMillian has taken 10 damage from npc_poisonzombie.
[18:14:14]	npc_poisonzombie has killed Denford F. MacMillian.
[18:14:46]	Denford F. MacMillian ran 'drop' on item 'Powercord' (#27527)
[18:14:46]	Denford F. MacMillian has lost a 'Powercord' #27527.
[18:14:47]	Denford F. MacMillian ran 'drop' on item 'Empty Pill Bottle' (#27530)
[18:14:47]	Denford F. MacMillian has lost a 'Empty Pill Bottle' #27530.
[18:14:50]	Denford F. MacMillian ran 'drop' on item 'Empty Glass Bottle' (#27497)
[18:14:50]	Denford F. MacMillian has lost a 'Empty Glass Bottle' #27497.
[18:14:51]	Denford F. MacMillian ran 'drop' on item 'Scrap Electronics' (#27525)
[18:14:51]	Denford F. MacMillian has lost a 'Scrap Electronics' #27525.
[18:14:51]	Denford F. MacMillian ran 'drop' on item 'Empty Sparkling Consulate Water Can' (#27531)
[18:14:51]	Denford F. MacMillian has lost a 'Empty Sparkling Consulate Water Can' #27531.
[18:14:53]	Denford F. MacMillian ran 'drop' on item 'Circuit Board' (#27535)
[18:14:53]	Denford F. MacMillian has lost a 'Circuit Board' #27535.
[18:14:54]	Denford F. MacMillian ran 'drop' on item 'Empty Sparkling Consulate Water Can' (#27534)
[18:14:54]	Denford F. MacMillian has lost a 'Empty Sparkling Consulate Water Can' #27534.
[18:14:55]	Denford F. MacMillian ran 'drop' on item 'Broken LCD Monitor' (#27528)
[18:14:55]	Denford F. MacMillian has lost a 'Broken LCD Monitor' #27528.
[18:14:55]	Denford F. MacMillian ran 'drop' on item 'Cloth Scrap' (#27384)
[18:14:55]	Denford F. MacMillian has lost a 'Cloth Scrap' #27384.
[18:14:56]	Denford F. MacMillian ran 'drop' on item 'Empty Paint Can' (#27533)
[18:14:56]	Denford F. MacMillian has lost a 'Empty Paint Can' #27533.
[18:15:03]	Denford F. MacMillian destroyed a 'Cloth Scrap' #27384.
[18:15:04]	Denford F. MacMillian destroyed a 'Scrap Electronics' #27525.
[18:15:05]	Denford F. MacMillian destroyed a 'Powercord' #27527.
[18:15:06]	Denford F. MacMillian destroyed a 'Circuit Board' #27535.
[18:15:07]	Denford F. MacMillian destroyed a 'Empty Pill Bottle' #27530.
[18:15:08]	Denford F. MacMillian destroyed a 'Empty Sparkling Consulate Water Can' #27534.
[18:15:09]	Denford F. MacMillian destroyed a 'Empty Glass Bottle' #27497.
[18:15:10]	Denford F. MacMillian destroyed a 'Broken LCD Monitor' #27528.
[18:15:10]	Denford F. MacMillian destroyed a 'Empty Paint Can' #27533.
[18:15:22]	Denford F. MacMillian ran 'View' on item 'Paper' (#26871)
[18:16:13]	Denford F. MacMillian has gained a 'Rock' #27537.
[18:16:18]	Denford F. MacMillian has gained a 'Broken LCD Monitor' #27538.
[18:18:46]	[ME] Denford F. MacMillian: Salutes the higher ranking individual, even if he doesn't want too.
[18:24:01]	Bean has connected.
[18:24:20]	[OOC] CAC.C17-VORTIPODE.24999: Another
[18:24:44]	Bean loaded the character 'Alex Palovichov'
[18:25:09]	Alex Palovichov ran 'EquipUn' on item 'CWU Leadership Suit' (#24484)
[18:25:10]	Alex Palovichov ran 'Equip' on item 'CWU Leadership Suit' (#24484)
[18:26:00]	Denford F. MacMillian ran 'Equip' on item 'Pipe' (#27449)
[18:26:03]	Alex Palovichov ran 'View' on item 'Notepad' (#26790)
[18:28:07]	Alex Palovichov used the 'Shopkeeper' vendor.
[18:28:11]	Alex Palovichov used the 'Shopkeeper' vendor.
[18:28:13]	Alex Palovichov has lost 1 token.
[18:28:13]	Alex Palovichov has gained a 'Paper' #27539.
[18:28:15]	Alex Palovichov has lost 1 token.
[18:28:15]	Alex Palovichov has gained a 'Pin' #27540.
[18:28:27]	Alex Palovichov ran 'View' on item 'Paper' (#26871)
[18:28:47]	Denford F. MacMillian used the 'Shopkeeper' vendor.
[18:28:50]	Denford F. MacMillian has lost 2 tokens.
[18:28:50]	Denford F. MacMillian has gained a 'Citizen Filter' #27541.
[18:29:07]	Denford F. MacMillian ran 'Equip' on item 'Respirator' (#27421)
[18:29:43]	Alex Palovichov ran 'Edit' on item 'Paper' (#27539)
[18:30:20]	Alex Palovichov ran 'drop' on item 'Paper' (#27539)
[18:30:20]	Alex Palovichov has lost a 'Paper' #27539.
[18:30:30]	Alex Palovichov ran 'Attach' on item 'Pin' (#27540)
[18:30:34]	Alex Palovichov ran 'View' on item 'Notepad' (#26790)
[18:30:50]	[LOOC] CAC.C17-VORTIPODE.24999: Did i miss the memo whats happening ?
[18:30:57]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[18:31:05]	[LOOC] Douglas Hudson: ur late
[18:31:22]	[LOOC] Douglas Hudson: need Q to get on FUCCCCCCCCCCCCCCCCCCCCCCK
[18:31:34]	[LOOC] CAC.C17-VORTIPODE.24999: void
[18:31:48]	[LOOC] Douglas Hudson: A
[18:31:51]	[LOOC] Douglas Hudson: WHEN THE MUSIC HITS
[18:31:53]	[LOOC] Douglas Hudson: MMMMMMMMMMMMMM
[18:35:55]	Denford F. MacMillian ran 'EquipUn' on item 'Respirator' (#27421)
[18:36:33]	[ME] Denford F. MacMillian: would pull out a fresh filter, he would grab his old oen and took it off, holding his breath as he applied the new filter. Taking a heavy breath after applying it.
[18:36:36]	Denford F. MacMillian ran 'equip' on item 'Citizen Filter' (#27541)
[18:37:10]	[ME] Douglas Hudson: his attention moves over to the individual at his left and turns back to Alex
[18:39:39]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[18:39:53]	Alex Palovichov used command '/ru Fuckin' frogs...'.
[18:40:01]	Alex Palovichov used command '/ru Messing up my building...'.
[18:40:05]	[LOOC] Denford F. MacMillian: Hey Dilly just a question.
[18:40:13]	[LOOC] Douglas Hudson: what's your question soldier
[18:40:30]	[LOOC] Denford F. MacMillian: When do you think you'll get on your CP? I wanna try get the last of the LP so I can apply for CCA :troll:
[18:40:42]	[LOOC] Douglas Hudson: :we do a little trolling: 
[18:43:25]	[LOOC] Douglas Hudson: how much LP were you at before?
[18:43:28]	[LOOC] Denford F. MacMillian: 7.
[18:43:31]	[LOOC] Douglas Hudson: ahh right right
[18:43:37]	[LOOC] Denford F. MacMillian: After the EpU saw me fall down.
[18:43:39]	[LOOC] Denford F. MacMillian: Twice.
[18:43:45]	[LOOC] Douglas Hudson: lmao
[18:43:50]	[LOOC] Douglas Hudson: lowkey tho
[18:43:52]	[LOOC] Douglas Hudson: uhh what's his face
[18:43:59]	[LOOC] Douglas Hudson: Ethan / the Vort  orwhatever 
[18:44:05]	[LOOC] Douglas Hudson: that was on while we were doing that
[18:44:12]	[LOOC] Douglas Hudson: kept on giving requests for me to go to the Grotto
[18:44:20]	[LOOC] Denford F. MacMillian: Clear ambush lmao.
[18:44:26]	[LOOC] Douglas Hudson: I fucking read it like a book
[18:44:32]	[LOOC] Douglas Hudson: but what I thought was funny
[18:44:41]	[LOOC] Douglas Hudson: they just said, "Found contraband at Grotto."
[18:44:46]	[LOOC] Douglas Hudson: like bruh
[18:44:51]	[LOOC] Douglas Hudson: they bring it to me
[18:44:56]	[LOOC] Douglas Hudson: what you makin me walk for
[18:45:04]	[LOOC] Douglas Hudson: anywho
[18:45:10]	[LOOC] Douglas Hudson: I was occupied with you fellers
[18:45:14]	[LOOC] Douglas Hudson: getting all the LP
[18:45:17]	[LOOC] Douglas Hudson: then they just left
[18:45:27]	[LOOC] Denford F. MacMillian: Bruhhh
[18:45:40]	[LOOC] Douglas Hudson: wouldn't have been fair though
[18:45:40]	[LOOC] Denford F. MacMillian: Do Vortigaunts even get rewarded?
[18:45:47]	[LOOC] Douglas Hudson: dunno
[18:45:50]	Bean (STEAM_0:1:591779303) has disconnected.
[18:45:50]	[LOOC] Douglas Hudson: like as a slave?
[18:45:54]	[LOOC] Douglas Hudson: bean noooo :c
[18:46:04]	[LOOC] Douglas Hudson: or just the
[18:46:07]	[LOOC] Douglas Hudson: normie ones
[18:46:10]	[LOOC] CAC.C17-VORTIPODE.24999: waa happen
[18:46:13]	[LOOC] Denford F. MacMillian: Normie ones.
[18:46:19]	[LOOC] Douglas Hudson: think they do?
[18:46:26]	[LOOC] Douglas Hudson: do vorts get rewarded good buddy/
[18:46:37]	[LOOC] CAC.C17-VORTIPODE.24999: REwarded for work?
[18:46:43]	[LOOC] Douglas Hudson: dunno
[18:46:46]	[LOOC] Douglas Hudson: uhh
[18:46:47]	[LOOC] CAC.C17-VORTIPODE.24999: They dont
[18:46:51]	[LOOC] CAC.C17-VORTIPODE.24999: they just get food
[18:46:56]	[LOOC] CAC.C17-VORTIPODE.24999: and "shelter"
[18:47:00]	[LOOC] Douglas Hudson: for regular vorts tho
[18:47:03]	[LOOC] Douglas Hudson: what bout killin
[18:47:04]	[LOOC] CAC.C17-VORTIPODE.24999: That all the union get
[18:47:19]	Dilly_ loaded the character 'CCA.C17-UNION.EpU.93347'
[18:47:20]	[LOOC] CAC.C17-VORTIPODE.24999: reg vorts get vort
[18:47:29]	[LOOC] CAC.C17-VORTIPODE.24999: vort enssence
[18:47:32]	[LOOC] Denford F. MacMillian: gulanga head ass.
[18:47:42]	[LOOC] CAC.C17-VORTIPODE.24999: Gulanga shitass
[18:48:02]	CCA.C17-UNION.EpU.93347 used command '/Radio U-47 is 10-8; 10-76 to Plaza. 10-50.'.
[18:48:03]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[18:48:22]	[ME] CCA.C17-UNION.EpU.93347: he grabs the biotic by the back, and pushes him aside
[18:48:27]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[18:49:03]	[ME] Denford F. MacMillian: nods.
[18:49:27]	CCA.C17-UNION.EpU.93347 used command '/Radio U-47 with 10-61, assigning work task.'.
[18:49:49]	[ME] CCA.C17-UNION.EpU.93347: he grabs one of the limbs of the vortigaunt and drags them along
[18:50:27]	[LOOC] Denford F. MacMillian: sex kills, don't do it.
[18:50:43]	[ME] CCA.C17-UNION.EpU.93347: lets go of the vortigaunt's limb
[18:50:57]	[ME] Denford F. MacMillian: looks up for a second, like he's hearing something...
[18:51:07]	[LOOC] Denford F. MacMillian: You cannot tell me you don't hear that.
[18:51:19]	[ME] CCA.C17-UNION.EpU.93347: he tilts his head looking a bit puzzled
[18:51:28]	[Y] Denford F. MacMillian: Wait.
[18:51:58]	[ME] CCA.C17-UNION.EpU.93347: points directly infront of him, "This one?"
[18:52:19]	CCA.C17-UNION.EpU.93347 has gained 10 tokens.
[18:54:08]	[ME] CCA.C17-UNION.EpU.93347: he holsters his stunstick at his side utility belt, and reaches behind him pulling out his OIWC from its sling and holds it firmly
[18:54:39]	CCA.C17-UNION.EpU.93347 used command '/Radio U-47 investigating possible 10-103, using 10-0 In manufacturing housing block.'.
[18:54:55]	[ME] Denford F. MacMillian: walked over to the trash pile and inspected the contents, he saw the big loose wooden pieces and he crouched down. He would grab two of them and walked over to the dumpster, throwing it inside of the dumpter swiftly after making sure there's nothing there. Low grunts from the man were heard, it wasn't the hardest work he's done but it won't be too bad, he then walked towards another piece of wood and continued the process.
[18:56:15]	[OOC] Denford F. MacMillian: Do you hear that too or am I on crack.
[18:56:28]	[OOC] CAC.C17-VORTIPODE.24999: Hear what/
[18:56:42]	[ME] Denford F. MacMillian: grabbed any small pieces the Vortigaunt missed and threw it into the dumpster, quickly and quietly as he went over to the planks and grabbed them, focusing on the bigger pieces as instructed.
[18:56:43]	[OOC] Denford F. MacMillian: The zombie.
[18:56:53]	[OOC] CAC.C17-VORTIPODE.24999: Could be in sewers
[18:57:19]	CCA.C17-UNION.EpU.93347 has gained 10 tokens.
[18:57:33]	[Y] Denford F. MacMillian: Nothing?
[18:57:45]	CCA.C17-UNION.EpU.93347 used command '/Radio U-47 reporting in 10-22. Returning to assist 10-61 with work assignemnt.'.
[18:58:32]	[ME] Denford F. MacMillian: walked through the garbage down the alley-way, the man focusing on the bigger pieces of trash (mainly planks and big bottles), managing to hold a good sum in his arms before turning back and walking over to the dumpster.
[18:58:36]	Dilly_ (STEAM_0:0:52468151) has disconnected.
[18:58:42]	[OOC] CAC.C17-VORTIPODE.24999: WAAA
[18:58:50]	[OOC] Denford F. MacMillian: He has to re-join.
[18:59:48]	Dilly_ has connected.
[19:00:00]	Global Defence Initiative (STEAM_0:0:49504081) has disconnected.
[19:00:34]	Denford F. MacMillian has gained a 'Silicone Tube' #27540.
[19:00:39]	Dilly_ loaded the character 'CCA.C17-UNION.EpU.93347'
[19:00:40]	Denford F. MacMillian ran 'drop' on item 'Rock' (#27537)
[19:00:40]	Denford F. MacMillian has lost a 'Rock' #27537.
[19:00:41]	Denford F. MacMillian ran 'drop' on item 'Silicone Tube' (#27540)
[19:00:41]	Denford F. MacMillian has lost a 'Silicone Tube' #27540.
[19:00:42]	Denford F. MacMillian ran 'drop' on item 'Broken LCD Monitor' (#27538)
[19:00:42]	Denford F. MacMillian has lost a 'Broken LCD Monitor' #27538.
[19:00:43]	Denford F. MacMillian destroyed a 'Rock' #27537.
[19:00:44]	Denford F. MacMillian destroyed a 'Broken LCD Monitor' #27538.
[19:00:45]	Denford F. MacMillian destroyed a 'Silicone Tube' #27540.
[19:00:52]	[LOOC] CCA.C17-UNION.EpU.93347: killer of playerbase
[19:00:55]	[LOOC] Denford F. MacMillian: you saw nothing.
[19:00:57]	[LOOC] CCA.C17-UNION.EpU.93347: temrinal
[19:01:00]	[LOOC] CCA.C17-UNION.EpU.93347: ur right
[19:01:02]	[LOOC] CCA.C17-UNION.EpU.93347: I didn't
[19:01:15]	Global Defence Initiative has connected.
[19:01:21]	[ME] Denford F. MacMillian: throws some more trash into the fucking dumpster, sighing softly as he did. He then turned to the EpU, pulling something out with a curious tone to his voice.
[19:01:24]	Denford F. MacMillian ran 'drop' on item 'Empty Combine Air Tank' (#27526)
[19:01:24]	Denford F. MacMillian has lost a 'Empty Combine Air Tank' #27526.
[19:01:49]	[ME] Denford F. MacMillian: gives it to the EpU chad.
[19:01:52]	[ME] CCA.C17-UNION.EpU.93347: he reaches out with his off-hand and goes to hold the tank 
[19:01:53]	FB|| light ROOM has connected.
[19:02:03]	Global Defence Initiative loaded the character 'CAC.C17-VORTIPODE.24999'
[19:02:05]	CCA.C17-UNION.EpU.93347 ran 'take' on item 'Empty Combine Air Tank' (#27526)
[19:02:16]	[OOC] CAC.C17-VORTIPODE.24999: I suck-seeded
[19:02:20]	CCA.C17-UNION.EpU.93347 ran 'take' on item 'Empty Combine Air Tank' (#27526)
[19:02:20]	CCA.C17-UNION.EpU.93347 has gained a 'Empty Combine Air Tank' #27526.
[19:03:15]	FB|| light ROOM loaded the character 'Ethan King'
[19:03:16]	[OOC] Denford F. MacMillian: Aye, starting class on the 20th.
[19:03:17]	[OOC] Ethan King: AGH 
[19:03:20]	[OOC] Ethan King: Yo 
[19:03:26]	Denford F. MacMillian used command '/PM ethan gay'.
[19:03:27]	CCA.C17-UNION.EpU.93347 ran 'drop' on item 'Empty Combine Air Tank' (#27526)
[19:03:27]	CCA.C17-UNION.EpU.93347 has lost a 'Empty Combine Air Tank' #27526.
[19:03:30]	Ethan King used command '/Reply Fuck you'.
[19:03:38]	[OOC] CAC.C17-VORTIPODE.24999: Ye
[19:03:41]	Ethan King used command '/Reply let me do a funny'.
[19:03:44]	FB|| light ROOM loaded the character 'GSGT Mitchell 'Lazzy' Lazarus'
[19:03:47]	[ME] Denford F. MacMillian: grabs the final pieces of the planks and garbajj from the pile down the alley way, taking a few steps back and walked towards the dumpster.
[19:03:59]	Denford F. MacMillian used command '/PM lazzy IMAGINE.'.
[19:04:06]	Denford F. MacMillian used command '/PM lazzy Denford is pre-Dolus.'.
[19:04:14]	[OOC] GSGT Mitchell 'Lazzy' Lazarus: AGH 
[19:04:15]	[ME] Denford F. MacMillian: throws the garbage into the dumpster, sighing with annoyance.
[19:04:21]	GSGT Mitchell 'Lazzy' Lazarus used command '/Reply indeed'.
[19:04:27]	[OOC] GSGT Mitchell 'Lazzy' Lazarus: power might actually go out 
